genes	PR_L1	PR_L2	PR_L3	PR_L4	PR_L5	PR_L6	PR_L7	PR_L8	PR_L9	Rank_L1	Rank_L2	Rank_L3	Rank_L4	Rank_L5	Rank_L6	Rank_L7	Rank_L8	Rank_L9	WPR	RankWPR	Best	BestPR_rank
54961	8.26811898138346e-05	6.94618516910654e-05	0	6.61251800303905e-05	6.62883785990717e-05	6.22294479943651e-05	0	6.86368041466277e-05	6.96074897948442e-05	1632	3419	5362	4846	4657	5340	5362	3910	3078	5.37617935010549e-05	803	1632	306
9043	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
27131	8.25991189427313e-05	0	0	0	0	6.22588823668434e-05	8.55228837748149e-05	0	6.9589422407794e-05	1635	5362	5362	5362	5362	5324	1209	5362	3115	3.39808208285078e-05	1393	1209	306
26778	8.26812162616228e-05	6.94842361535641e-05	6.97233864837967e-05	6.62257353102069e-05	6.62886245250187e-05	6.22294485262047e-05	0	6.86368041466277e-05	6.96074897948442e-05	1626	3396	2639	4745	4651	5338	5362	3910	3078	6.14924459739904e-05	631	1626	306
387066	8.25991189427313e-05	0	6.96055684454756e-05	0	6.5992080950286e-05	0	0	6.86184812442818e-05	0	1635	5362	3082	5362	4862	5362	5362	3912	5362	3.18218651950632e-05	1490	1635	306
6617	8.26812162334181e-05	6.9484212282089e-05	6.96490313313199e-05	0	0	6.20860927152318e-05	0	6.86184812442818e-05	0	1629	3399	2759	5362	5362	5360	5362	3912	5362	3.94848470757092e-05	1242	1629	306
23049	8.26812162615341e-05	6.94842360785005e-05	6.97231526748064e-05	6.60636150271811e-05	0	0	0	0	6.9589422407794e-05	1628	3398	2648	4857	5362	5362	5362	5362	3115	3.96434065267704e-05	1220	1628	306
9962	8.26812162616228e-05	6.94842361535641e-05	6.97233864837967e-05	6.62257353102069e-05	6.62886245250187e-05	6.22294485262047e-05	0	6.86368041466277e-05	7.73520059145922e-05	1626	3396	2639	4745	4651	5338	5362	3910	1736	6.23513881836637e-05	553	1626	306
56996	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	6.61270316670582e-05	6.24020563434991e-05	8.56058511247439e-05	6.87214727452233e-05	0	1630	3401	2844	5362	4821	5241	1172	3832	5362	5.64184805886015e-05	699	1172	306
10801	8.25991189427313e-05	0	0	6.61251809451719e-05	6.62887526406497e-05	6.24024061273192e-05	8.56058738755769e-05	6.87397956820769e-05	6.96075169054878e-05	1635	5362	5362	4843	4644	5232	1166	3811	3063	5.58586117782993e-05	728	1166	306
55829	8.26812162616226e-05	6.94842361534117e-05	6.9723386009121e-05	6.62254061758718e-05	6.61540462850412e-05	0	0	6.86368041466277e-05	6.96074897948442e-05	1627	3397	2642	4756	4780	5362	5362	3910	3078	5.43839320337465e-05	767	1627	306
6326	8.25991189427313e-05	0	0	0	0	0	8.53970964987191e-05	0	0	1635	5362	5362	5362	5362	5362	1227	5362	5362	1.91510132153144e-05	1788	1227	306
51435	8.25991189427313e-05	0	0	0	0	0	0	0	0	1635	5362	5362	5362	5362	5362	5362	5362	5362	9.41593228072602e-06	1883	1635	306
388228	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	0	0	8.54797743987695e-05	6.87213210636376e-05	0	1630	3401	2844	5362	5362	5362	1223	3835	5362	4.21607543627403e-05	1112	1223	306
401474	8.25991189427313e-05	0	6.97010787844631e-05	6.62257031379751e-05	6.62886244463357e-05	6.22294485260345e-05	0	0	0	1635	5362	2691	4749	4652	5339	5362	5362	5362	3.8485623935349e-05	1314	1635	306
140700	8.26812162616226e-05	6.94842361534117e-05	6.9723386009121e-05	6.62254061758718e-05	6.61540462850412e-05	0	0	6.86368041466277e-05	6.96074897948442e-05	1627	3397	2642	4756	4780	5362	5362	3910	3078	5.43839320337465e-05	767	1627	306
9667	8.25991189427313e-05	0	0	0	6.62804302545525e-05	6.26779662904014e-05	8.56064412834801e-05	6.87486634111294e-05	0	1635	5362	5362	5362	4662	5029	1114	3753	5362	4.10670867589628e-05	1178	1114	306
27079	8.26811898138346e-05	6.94618516910654e-05	0	6.61251800303905e-05	6.62883785990717e-05	6.22294479943651e-05	0	0	6.9589422407794e-05	1632	3419	5362	4846	4657	5340	5362	5362	3115	4.6171277188332e-05	1049	1632	306
6234	8.25991189427313e-05	0	0	6.61248508967428e-05	6.6153800360246e-05	0	8.54797964429015e-05	6.87396439996305e-05	6.96075168655601e-05	1635	5362	5362	4848	4784	5362	1222	3816	3066	4.8715951497497e-05	919	1222	306
6209	8.26811898138346e-05	6.94618516910654e-05	0	0	0	6.20860927152318e-05	0	6.86184812442818e-05	0	1632	3419	5362	5362	5362	5360	5362	3912	5362	3.17732551309243e-05	1504	1632	306
6143	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	6.61266576278169e-05	6.22290982565156e-05	0	6.86368041466277e-05	6.96074897948442e-05	1630	3401	2844	5362	4830	5344	5362	3910	3078	5.43506321258765e-05	771	1630	306
153830	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	0	6.22588823668434e-05	8.55228837748149e-05	0	6.9589422407794e-05	1630	3401	2844	5362	5362	5324	1209	5362	3115	4.93832801896637e-05	862	1209	306
391	8.25991189427313e-05	0	6.97010787857824e-05	6.62257040527584e-05	6.62889984879137e-05	6.24024066589908e-05	8.56058738766511e-05	6.87397956820782e-05	6.96075169054878e-05	1635	5362	2689	4746	4635	5228	1165	3810	3063	6.35843124764948e-05	525	1165	306
10287	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
10266	8.26811898138346e-05	6.94618516910654e-05	0	6.61248508967428e-05	6.6153800360246e-05	0	8.54797964429015e-05	6.87396439996305e-05	6.96075168655601e-05	1632	3419	5362	4848	4784	5362	1222	3816	3066	5.64091612378958e-05	703	1222	306
115273	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	6.61270313058098e-05	6.24018892999947e-05	8.55231727047137e-05	0	6.9589422407794e-05	1630	3401	2844	5362	4822	5243	1204	5362	3115	5.65293071021862e-05	677	1204	306
5743	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	7.83180621547434e-05	6.24024066591609e-05	8.69394771756518e-05	9.55733380989023e-05	0.000104448050348019	1626	3395	2636	4738	1715	5227	798	573	450	7.95623341452742e-05	81	450	305
145482	8.25991189427313e-05	0	0	6.61251800303905e-05	6.62883785990717e-05	6.22294479943651e-05	0	0	0	1635	5362	5362	4846	4657	5340	5362	5362	5362	3.07599232374226e-05	1552	1635	306
5591	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
11108	8.25991189427313e-05	0	6.97010787844631e-05	6.62257031379751e-05	6.62886244463357e-05	6.22294485260345e-05	0	0	0	1635	5362	2691	4749	4652	5339	5362	5362	5362	3.8485623935349e-05	1314	1635	306
63976	8.26812427680539e-05	6.95066702494263e-05	6.97431470175535e-05	6.63760966913496e-05	6.62885340324597e-05	0	8.54798264071045e-05	6.87645500459885e-05	6.96173356566765e-05	1617	3324	2576	4546	4654	5362	1216	3749	2970	6.41790184231196e-05	483	1216	306
171568	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	6.61266576278169e-05	6.22290982565156e-05	0	0	0	1630	3401	2844	5362	4830	5344	5362	5362	5362	3.9041971602643e-05	1283	1630	306
11128	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	6.61266576278169e-05	6.22290982565156e-05	0	6.86368041466277e-05	6.96074897948442e-05	1630	3401	2844	5362	4830	5344	5362	3910	3078	5.43506321258765e-05	771	1630	306
548644	8.25991189427313e-05	0	0	0	0	6.20860927152318e-05	0	6.86184812442818e-05	0	1635	5362	5362	5362	5362	5360	5362	3912	5362	2.40800453905254e-05	1705	1635	306
5347	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	8.69540564348545e-05	1626	3395	2636	4738	4633	5227	1164	3810	797	7.32063740475236e-05	175	797	305
10226	8.25991189427313e-05	0	0	0	0	6.20860927152318e-05	0	6.86184812442818e-05	0	1635	5362	5362	5362	5362	5360	5362	3912	5362	2.40800453905254e-05	1705	1635	306
5336	8.26811898138346e-05	6.94618516910654e-05	0	6.59630606860158e-05	0	6.22588823668434e-05	8.55228837748149e-05	0	0	1632	3419	5362	4866	5362	5324	1209	5362	5362	4.10414067448247e-05	1183	1209	306
415116	8.25991189427313e-05	0	0	0	0	6.20860927152318e-05	0	6.86184812442818e-05	0	1635	5362	5362	5362	5362	5360	5362	3912	5362	2.40800453905254e-05	1705	1635	306
5202	8.25991189427313e-05	0	6.96055684454756e-05	0	0	6.22588823668434e-05	8.55228837748149e-05	0	6.9589422407794e-05	1635	5362	3082	5362	5362	5324	1209	5362	3115	4.16851255409088e-05	1121	1209	306
5833	8.26812162616226e-05	6.94842361534117e-05	6.9723386009121e-05	6.62254061758718e-05	6.61540462850412e-05	0	0	6.86368041466277e-05	6.96074897948442e-05	1627	3397	2642	4756	4780	5362	5362	3910	3078	5.43839320337465e-05	767	1627	306
7703	8.26812162616228e-05	6.94842361535648e-05	6.97233864860776e-05	6.62257368917286e-05	6.62892711862304e-05	6.25284669306138e-05	8.56061285680387e-05	6.87397959884948e-05	6.96075169055684e-05	1626	3394	2633	4731	4612	5144	1139	3805	3061	7.12969030140579e-05	406	1139	265
5091	8.25991189427313e-05	0	0	0	6.61270316671545e-05	6.24020563880372e-05	8.56058731689659e-05	9.58805050055391e-05	8.61837911265451e-05	1635	5362	5362	5362	4820	5240	1167	566	856	5.35773583959611e-05	805	566	306
23178	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
5050	8.26811898138346e-05	6.94618516910654e-05	0	0	6.61270316670582e-05	6.24020563434991e-05	8.56058511247439e-05	0.000124940902094299	0	1632	3419	5362	5362	4821	5241	1172	291	5362	5.49248735173436e-05	744	291	306
23762	8.25991189427313e-05	0	0	0	0	6.20860927152318e-05	0	6.86184812442818e-05	0	1635	5362	5362	5362	5362	5360	5362	3912	5362	2.40800453905254e-05	1705	1635	306
81448	8.25991189427313e-05	0	0	0	0	0	0	0	0	1635	5362	5362	5362	5362	5362	5362	5362	5362	9.41593228072602e-06	1883	1635	306
116150	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
10762	8.25991189427313e-05	0	6.96055684454756e-05	0	0	6.22590494541036e-05	8.56055842386472e-05	6.87397953336177e-05	6.9607516905396e-05	1635	5362	3082	5362	5362	5322	1177	3813	3065	4.92964783253902e-05	869	1177	306
9397	8.26811898138346e-05	6.94618516910654e-05	0	6.59630606860158e-05	0	6.20860927152318e-05	0	0	0	1632	3419	5362	4866	5362	5360	5362	5362	5362	3.12722888410883e-05	1540	1632	306
57407	8.25991189427313e-05	0	6.97010787857824e-05	6.62257040527582e-05	6.62889984878174e-05	6.24024066144526e-05	8.56058518324291e-05	6.87214727460747e-05	0	1635	5362	2689	4747	4636	5230	1170	3830	5362	5.58621331008901e-05	725	1170	306
54820	8.26812162616226e-05	6.94842361534117e-05	6.9723386009121e-05	6.62254061758718e-05	6.61540462850412e-05	0	8.54797964429015e-05	6.87396439996305e-05	6.96075168655601e-05	1627	3397	2642	4756	4780	5362	1222	3816	3066	6.41398135974488e-05	491	1222	306
55226	8.26812162616228e-05	6.94842361535641e-05	6.97233864837967e-05	6.62257353102069e-05	6.62886245250187e-05	6.22294485262047e-05	0	6.86368041466277e-05	6.96074897948442e-05	1626	3396	2639	4745	4651	5338	5362	3910	3078	6.14924459739904e-05	631	1626	306
10004	8.26812162616226e-05	6.94842361534117e-05	6.9723386009121e-05	6.62254061758718e-05	6.61540462850412e-05	0	0	6.86184812442818e-05	0	1627	3397	2642	4756	4780	5362	5362	3912	5362	4.66617581867776e-05	1014	1627	306
9961	8.25991189427313e-05	0	0	0	0	6.22588823668434e-05	8.55228837748149e-05	0	0	1635	5362	5362	5362	5362	5324	1209	5362	5362	2.62626766179973e-05	1623	1209	306
219995	8.25991189427313e-05	0	0	0	0	6.20860927152318e-05	0	6.86368041466277e-05	6.96074897948442e-05	1635	5362	5362	5362	5362	5360	5362	3910	3078	3.18022192374943e-05	1497	1635	306
60672	8.26811898138346e-05	6.94618516910654e-05	0	0	6.5992080950286e-05	0	8.53970964987191e-05	0	6.9589422407794e-05	1632	3419	5362	5362	4862	5362	1227	5362	3115	4.16775086918954e-05	1123	1227	306
56257	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
9656	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
10982	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
11184	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	6.61270316671545e-05	6.24020563880372e-05	8.56058731689659e-05	6.87397956812268e-05	6.96075169054876e-05	1630	3401	2844	5362	4820	5240	1167	3812	3064	6.41406599642061e-05	489	1167	306
5606	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
4123	8.25991189427313e-05	0	6.97008449754971e-05	6.60635828551418e-05	0	6.20860927152318e-05	0	0	0	1635	5362	2693	4859	5362	5360	5362	5362	5362	3.13047272512266e-05	1535	1635	306
28992	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
4061	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	6.61270316671545e-05	6.24020563880372e-05	8.56058731689659e-05	0.000105007578869339	0.000103247881289631	1630	3401	2844	5362	4820	5240	1167	441	466	7.18814843586974e-05	226	441	306
78999	8.25991189427313e-05	0	6.96055684454756e-05	0	0	0	8.54797964429015e-05	6.87396439996305e-05	6.96075168655601e-05	1635	5362	3082	5362	5362	5362	1222	3816	3066	4.21847790800627e-05	1109	1222	306
338758	8.26812162616228e-05	6.94842361535641e-05	6.97233864837967e-05	6.62257353102069e-05	6.62886245250187e-05	6.22294485262047e-05	0	6.86368041466277e-05	6.96074897948442e-05	1626	3396	2639	4745	4651	5338	5362	3910	3078	6.14924459739904e-05	631	1626	306
100129027	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	0	0	0	0	0	1630	3401	2844	5362	5362	5362	5362	5362	5362	2.48183916418818e-05	1649	1630	306
4001	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
9786	8.26812162615341e-05	6.94842360785005e-05	6.97231526748064e-05	6.60636150271811e-05	0	6.22588823668434e-05	8.55228837748149e-05	0	0	1628	3398	2648	4857	5362	5324	1209	5362	5362	4.87720066535311e-05	909	1209	306
125476	8.26812162616226e-05	6.94842361534117e-05	6.9723386009121e-05	6.62254061758718e-05	6.61540462850412e-05	0	8.54797964429015e-05	6.87396439996305e-05	6.96075168655601e-05	1627	3397	2642	4756	4780	5362	1222	3816	3066	6.41398135974488e-05	491	1222	306
3569	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
3231	8.25991189427313e-05	0	0	6.59630606860158e-05	0	0	0	0	0	1635	5362	5362	4866	5362	5362	5362	5362	5362	1.65014526671546e-05	1830	1635	306
11100	8.26812992420906e-05	6.95544678554289e-05	6.96474351358531e-05	0	6.62611515013469e-05	6.2402695653102e-05	8.57787196495989e-05	6.8764872329001e-05	6.96173357376899e-05	1590	3141	2773	5362	4675	5219	1053	3732	2966	6.41887057588697e-05	479	1053	306
3184	8.26812710494823e-05	6.95306066390742e-05	6.97631893677198e-05	6.67215194070453e-05	6.68641895283219e-05	6.27814793207209e-05	8.59524096392634e-05	6.87900246162625e-05	6.96271545974463e-05	1594	3201	2473	4144	4072	5008	928	3661	2861	7.14977354015666e-05	296	928	191
220988	8.26812162615341e-05	6.94842360785005e-05	6.97231526748064e-05	6.60636150271811e-05	0	6.22588823668434e-05	8.55228837748149e-05	0	0	1628	3398	2648	4857	5362	5324	1209	5362	5362	4.87720066535311e-05	909	1209	306
3108	8.25991189427313e-05	0	0	6.59630606860158e-05	0	0	0	0	0	1635	5362	5362	4866	5362	5362	5362	5362	5362	1.65014526671546e-05	1830	1635	306
25988	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	6.61273042733156e-05	6.25281111835505e-05	8.5523427722252e-05	0	0	1630	3401	2844	5362	4816	5156	1198	5362	5362	4.88256103061966e-05	898	1198	306
9146	8.25991189427313e-05	0	6.97010787857811e-05	6.62257040518747e-05	6.62889981265669e-05	6.24022395709483e-05	8.5523173412398e-05	0	0	1635	5362	2690	4748	4638	5237	1202	5362	5362	4.82548154037748e-05	939	1202	306
57801	8.26812162615341e-05	6.94842360785005e-05	6.97231526748064e-05	6.60636150271811e-05	0	0	0	6.86368041466277e-05	6.96074897948442e-05	1628	3398	2648	4857	5362	5362	5362	3910	3078	4.72339228394933e-05	968	1628	306
51191	8.26812162615341e-05	6.94842360785005e-05	6.97231526748064e-05	6.60636150271811e-05	0	6.22590494095657e-05	8.56055621944253e-05	6.87214723976143e-05	0	1628	3398	2648	4857	5362	5323	1179	3833	5362	5.6379324272939e-05	707	1179	306
54919	8.25991189427313e-05	0	6.97008449754971e-05	6.60635828551418e-05	0	6.20860927152318e-05	0	0	0	1635	5362	2693	4859	5362	5360	5362	5362	5362	3.13047272512266e-05	1535	1635	306
9001	8.25991189427313e-05	0	0	0	0	6.22588823668434e-05	8.55228837748149e-05	0	0	1635	5362	5362	5362	5362	5324	1209	5362	5362	2.62626766179973e-05	1623	1209	306
3005	8.26812427759288e-05	6.95066769144538e-05	6.97639073233995e-05	6.63764550153201e-05	6.64231119199484e-05	6.23555089398877e-05	0	6.86616728446009e-05	6.96173085723076e-05	1614	3321	2456	4539	4440	5297	5362	3893	2979	6.15483153994178e-05	622	1614	306
9569	8.2681242857886e-05	6.95067462793829e-05	6.97642236123758e-05	6.65603585166391e-05	6.6581227332826e-05	6.24971702156776e-05	0	6.87148634268649e-05	6.96075103425263e-05	1608	3311	2432	4253	4204	5165	5362	3840	3068	6.16061030731446e-05	613	1608	306
83445	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
2874	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
84572	8.26812162616226e-05	6.94842361534117e-05	6.9723386009121e-05	6.62254061758718e-05	6.61540462850412e-05	0	8.54797964429015e-05	6.87396439996305e-05	6.96075168655601e-05	1627	3397	2642	4756	4780	5362	1222	3816	3066	6.41398135974488e-05	491	1222	306
54552	8.26812162616228e-05	6.94842361535641e-05	6.97233864837967e-05	6.62257353102069e-05	6.62886245250187e-05	6.22294485262047e-05	0	6.86368041466277e-05	6.96074897948442e-05	1626	3396	2639	4745	4651	5338	5362	3910	3078	6.14924459739904e-05	631	1626	306
2356	8.25991189427313e-05	0	0	0	0	6.20860927152318e-05	0	6.86368041466277e-05	6.96074897948442e-05	1635	5362	5362	5362	5362	5360	5362	3910	3078	3.18022192374943e-05	1497	1635	306
8468	8.26812162616226e-05	6.94842361534117e-05	6.9723386009121e-05	6.62254061758718e-05	6.61540462850412e-05	0	0	6.86368041466277e-05	6.96074897948442e-05	1627	3397	2642	4756	4780	5362	5362	3910	3078	5.43839320337465e-05	767	1627	306
2091	8.25991189427313e-05	0	0	0	0	6.20860927152318e-05	0	6.86184812442818e-05	0	1635	5362	5362	5362	5362	5360	5362	3912	5362	2.40800453905254e-05	1705	1635	306
286077	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
29902	8.25991189427313e-05	0	0	0	0	6.20860927152318e-05	0	0	0	1635	5362	5362	5362	5362	5360	5362	5362	5362	1.64935587142609e-05	1831	1635	306
9917	8.25991189427313e-05	0	0	0	6.61266576278169e-05	6.22290982565156e-05	0	0	0	1635	5362	5362	5362	4830	5344	5362	5362	5362	2.36395122414872e-05	1716	1635	306
388581	8.25991189427313e-05	0	6.97008449754971e-05	6.60635828551418e-05	0	0	0	0	6.9589422407794e-05	1635	5362	2693	4859	5362	5362	5362	5362	3115	3.19452450282023e-05	1471	1635	306
9214	8.26811898138346e-05	6.94618516910654e-05	0	0	0	6.20860927152318e-05	0	0	0	1632	3419	5362	5362	5362	5360	5362	5362	5362	2.41867684546597e-05	1697	1632	306
2014	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249899e-05	6.62889985665003e-05	6.24024066146228e-05	8.56058518324295e-05	6.87214727460747e-05	0	1626	3395	2636	4739	4634	5229	1169	3830	5362	6.35602946162981e-05	528	1169	306
27436	8.26811898138346e-05	6.94618516910654e-05	0	0	6.61270316671545e-05	6.24020563880372e-05	8.56058731689659e-05	6.87397956812268e-05	6.96075169054876e-05	1632	3419	5362	5362	4820	5240	1167	3812	3064	5.64314103434492e-05	697	1167	306
7458	8.26811898138346e-05	6.94618516910654e-05	0	6.61251800303905e-05	6.62883785990717e-05	6.22294479943651e-05	0	0	0	1632	3419	5362	4846	4657	5340	5362	5362	5362	3.84531329778214e-05	1319	1632	306
8637	8.25991189427313e-05	0	6.97008449754971e-05	6.60635828551418e-05	0	6.22588823668434e-05	8.55228837748149e-05	0	0	1635	5362	2693	4859	5362	5324	1209	5362	5362	4.10738451549631e-05	1176	1209	306
9343	8.26811898138346e-05	6.94618516910654e-05	0	0	0	6.22590494095657e-05	8.56055621944253e-05	6.87214723976143e-05	0	1632	3419	5362	5362	5362	5323	1179	3833	5362	4.1563203977804e-05	1150	1179	306
30008	8.25991189427313e-05	0	6.97010787857824e-05	6.62257040527584e-05	6.62889984879137e-05	6.24024066589908e-05	8.56058738766511e-05	6.87397956820782e-05	6.96075169054878e-05	1635	5362	2689	4746	4635	5228	1165	3810	3063	6.35843124764948e-05	525	1165	306
1933	8.26812162616228e-05	6.94842361535641e-05	6.97233864837967e-05	6.62257353102069e-05	6.62886245250187e-05	6.22294485262047e-05	0	6.86368041466277e-05	6.96074897948442e-05	1626	3396	2639	4745	4651	5338	5362	3910	3078	6.14924459739904e-05	631	1626	306
7802	8.26812162253933e-05	6.94842054902677e-05	6.96278760885664e-05	0	0	6.22590494095657e-05	8.56055621944253e-05	6.87214723976143e-05	0	1630	3401	2844	5362	5362	5323	1179	3833	5362	4.9272453598561e-05	878	1179	306
57647	8.26811898138346e-05	6.94618516910654e-05	0	0	0	6.20860927152318e-05	0	0	0	1632	3419	5362	5362	5362	5360	5362	5362	5362	2.41867684546597e-05	1697	1632	306
9704	8.25991189427313e-05	0	6.97010787857811e-05	6.62257040518747e-05	6.62889981265669e-05	6.24022395709483e-05	8.5523173412398e-05	0	6.9589422407794e-05	1635	5362	2690	4748	4638	5237	1202	5362	3115	5.59729596142853e-05	716	1202	306
1723	8.25991189427313e-05	0	0	0	6.5992080950286e-05	0	8.54797964429015e-05	0.000140734074633308	9.86596261823387e-05	1635	5362	5362	5362	4862	5362	1222	231	525	5.27775105488611e-05	811	231	306
8527	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
57696	8.25991189427313e-05	0	0	0	6.5992080950286e-05	0	0	0	0	1635	5362	5362	5362	4862	5362	5362	5362	5362	1.65310738063977e-05	1826	1635	306
1638	8.26811898138346e-05	6.94618516910654e-05	0	6.61248508967428e-05	6.6153800360246e-05	0	0	6.86368041466277e-05	6.96074897948442e-05	1632	3419	5362	4848	4784	5362	5362	3910	3078	4.66532796741935e-05	1015	1632	306
80344	8.26812162616228e-05	6.94842361535645e-05	6.9723386485116e-05	6.62257362249902e-05	6.62889985665967e-05	6.24024066591609e-05	8.56058738766515e-05	6.87397956820782e-05	6.96075169054878e-05	1626	3395	2636	4738	4633	5227	1164	3810	3063	7.12824739919028e-05	410	1164	305
9265	8.26811898138346e-05	6.94618516910654e-05	0	0	6.61266576278169e-05	6.22290982565156e-05	0	6.86184812442818e-05	0	1632	3419	5362	5362	4830	5344	5362	3912	5362	3.89192086581506e-05	1299	1632	306
8531	8.26812180503519e-05	6.94857500699639e-05	0	6.64678473508724e-05	6.64423551427144e-05	6.25287980558201e-05	8.56061611207175e-05	6.87662974884478e-05	6.9616788066499e-05	1621	3343	5362	4325	4371	5137	1127	3705	2999	6.36262368790175e-05	519	1127	306
57175	8.25991189427313e-05	0	0	0	6.61266576278169e-05	6.22290982565156e-05	0	0	0	1635	5362	5362	5362	4830	5344	5362	5362	5362	2.36395122414872e-05	1716	1635	306
