Genes	GSM2367635	GSM2367636	GSM2367637	GSM2367638	GSM2367639	GSM2367640	GSM2367641	GSM2367642	GSM2367643	GSM2367644	GSM2367645	GSM2367646	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
100287482	5.881744	5.641414	5.7323165	5.735718	5.857379	5.695883	5.7506714	5.839803	5.7780104	5.8188853	5.8050184	5.978847	5.895929	5.872264	5.9976063	5.7233615	5.8779254	5.732265	5.8823357	5.967752	5.827403	5.940459	5.8700213	5.790463	5.7864637
100287932	7.984394	7.2557063	7.205057	7.7022014	7.217555	7.7029996	7.116941	7.715604	7.319174	7.3321776	7.4899483	6.9163904	7.5264826	7.741101	7.8274198	7.714287	7.571581	7.8124785	7.7405114	7.0792294	7.384639	7.7939706	7.587578	7.380967	7.6418796
100288413	6.0326004	5.9741983	5.830017	6.629055	6.0022283	6.9539633	6.0463357	5.890997	5.9356427	6.2803316	6.0034895	5.9303813	5.5410013	5.5705338	5.7923965	6.145494	5.990588	5.9174423	5.8371463	5.9557705	5.754442	5.706611	5.794501	5.753066	5.685332
100288524	5.697851	5.9945054	5.9056597	6.1535816	6.1927032	5.9319735	6.778266	6.053235	6.309637	5.9171185	6.5024066	5.9504404	5.8692575	5.9131594	5.8171287	5.780768	5.7693048	5.8038964	5.6475716	5.85574	5.777479	5.828834	5.736956	5.6527896	5.858317
100289635	6.955973	7.2473598	7.236733	8.172053	6.6088634	6.814578	7.459683	6.7347593	6.6317916	7.6577277	6.9630322	8.264083	6.569673	6.537308	6.523617	6.5028524	6.3926783	6.491899	6.584576	6.580558	6.391317	6.285546	6.46887	6.741009	6.5497203
1003	9.123101	9.42262	9.945736	8.412864	9.0792465	8.843568	8.830614	8.824606	9.123641	8.273527	8.402502	9.248465	9.463022	8.82256	8.719845	8.958205	8.556015	9.67425	8.53496	9.15685	8.6795025	9.419399	8.865114	9.773618	8.674419
100316868	6.1273575	6.408915	6.1080174	6.2336035	6.1712003	6.1106844	6.0728993	5.9989653	6.118818	6.0305233	6.3459115	6.4633875	5.9143	6.278215	6.1246996	6.1993527	5.85577	6.1105537	5.925791	5.9721303	5.9773326	5.9021153	6.1493073	6.0191007	6.04338
10036	6.0318604	5.6941586	5.7530894	6.2286	5.8804374	6.913896	6.038056	5.7006965	5.947734	6.4048114	6.270938	6.0729876	6.062876	5.9019895	6.170427	5.8858786	5.8902383	6.0734243	5.8412232	6.0696735	5.921842	5.876573	5.857908	5.8404317	5.9473996
100379345	7.280247	7.601536	6.6769657	7.920681	6.8808336	6.985773	6.993674	6.617627	7.1300797	10.470807	7.8434668	7.7557516	6.41592	6.825859	6.784102	6.68845	6.3132186	6.754927	6.622364	6.665151	6.9379473	6.633057	6.7491016	6.633754	6.48834
10038	8.400393	8.185014	7.6973324	7.758248	7.215067	8.051279	7.869919	7.4353747	7.464194	7.30268	7.6272435	7.8394384	7.5073004	7.225915	7.139204	7.163255	7.387462	7.2336164	7.184187	7.5119505	6.964302	6.771436	7.5070353	7.5252476	7.6298366
10039	7.9136715	8.362801	8.411639	7.2035627	8.092936	7.842058	7.9759808	8.151105	8.426011	7.589377	8.024782	7.830209	7.8359427	7.8951325	7.905107	7.7435546	7.8443265	8.040632	7.8878098	7.847539	7.7549725	7.6868663	8.06996	8.004321	8.403891
1004	5.8899717	5.706688	5.8183374	5.9497194	5.684855	5.758399	5.77974	5.775622	5.865984	5.979071	5.6412435	5.8416142	5.9948125	5.748113	5.881481	5.810567	5.8024473	5.80463	5.9436407	5.838269	5.8626795	5.788774	5.797553	5.8050876	5.85064
10043	6.741009	7.2871614	6.899037	7.358676	6.580282	6.500556	6.7354054	6.4970875	6.937174	6.519128	6.842178	7.554536	6.5007625	6.280447	6.746518	6.6567273	6.528226	6.546821	6.5122905	7.001336	6.2131414	6.5160737	6.7663946	6.7760043	6.757022
10044	7.909247	8.228981	8.800141	7.6603436	7.95814	7.752211	8.34038	7.7268486	7.82114	7.7262645	7.361694	8.158205	7.4742017	7.2638273	7.2430563	7.531053	7.1679626	7.4622436	7.21846	7.3284025	7.3507514	7.529468	7.17	7.847859	6.948081
10045	5.9261236	5.905564	5.735161	6.0148363	6.532292	6.0144606	6.0264225	5.93738	6.138909	7.9079976	6.0383396	6.3149242	5.9372816	5.975762	5.8869376	6.463676	5.848737	5.9246655	5.9282937	5.833902	5.979775	6.0373335	6.151968	6.012839	6.021883
10048	6.631075	6.5109315	6.356138	6.036903	6.2062974	6.2051225	6.3620343	5.9179215	6.133665	6.257087	6.1781363	6.1488457	6.2194724	5.8757854	6.651441	6.1373906	6.270996	6.322919	5.9892325	6.4129553	6.2808785	6.560311	6.1898923	6.141114	6.6974998
10050	9.957244	9.989461	9.027051	7.0737486	8.863407	9.476693	10.33024	8.41787	9.730062	9.010808	9.518731	9.786266	7.5863333	8.455403	8.285062	7.431309	9.218585	8.536745	7.6989417	8.655218	8.722633	6.994832	8.777269	8.415072	9.284656
100505975	6.168658	5.7442517	5.860165	6.019785	5.9139357	5.921999	6.035173	5.8684363	5.7370453	5.7242346	5.8905396	5.745753	6.016057	5.9673243	5.8301177	5.8087554	5.81806	5.63748	5.8785644	5.7547526	5.798619	5.881018	5.8525696	5.789746	5.877728
100506084	6.1411424	6.2045393	6.179322	6.1990747	6.0537086	6.1100893	6.157607	6.1588	6.1976366	6.1086564	6.149022	5.9318113	6.340053	6.499379	6.4588366	6.240157	6.242869	6.1984277	6.4965477	6.2662606	6.26005	6.277722	6.254692	6.3360643	6.158832
100506136	6.0132947	6.2619514	5.930813	5.889372	6.2662606	5.9982624	5.971041	6.136636	6.1319566	6.2493873	5.991544	6.0369496	6.413816	6.1120143	6.118081	6.1741123	6.0815167	6.37915	6.299969	6.2853155	6.115059	6.4213886	6.204652	6.248439	6.240296
100506164	6.2212143	6.2340937	6.039752	6.342725	6.7361717	6.415044	6.6323395	6.7771215	6.8709583	6.1807613	6.322145	6.5167685	6.084916	6.154932	6.1628966	6.150915	6.3315973	5.898272	6.2579975	5.9991603	6.065	6.4078665	6.1967463	6.1914268	6.019892
100506668	6.872283	6.6142173	6.7565007	6.673598	6.716701	6.946633	6.679689	6.3717284	6.4065495	6.5996733	6.6228848	6.861928	6.622128	6.7044897	6.4838576	6.4412684	6.538463	6.3399134	6.8500943	6.6805463	6.3506794	6.3665833	6.5884395	6.5223737	6.4583263
100507003	5.9681277	5.933546	5.820652	6.0509367	6.0421724	5.9049063	5.75508	5.604073	5.842144	5.9365582	5.7996764	5.8999357	5.9734693	5.855231	5.694427	5.847957	5.809861	5.8452873	5.823686	5.955959	6.00995	5.838076	5.9482017	5.8701015	5.7720847
100507436	6.2682366	6.2923136	6.3559365	6.3718677	6.5724955	6.9014754	6.4744124	6.87816	6.1678596	6.555905	6.743373	6.5521827	6.376735	6.726819	6.432094	6.369423	6.197668	6.4455733	6.7269716	6.173324	6.5019383	6.556829	6.436104	6.285592	6.1212964
100507470	5.8530455	5.9581676	6.121677	5.99643	6.0374656	6.151419	5.861888	5.9504514	5.887745	5.9430685	5.92312	5.898453	5.9925785	5.9150887	5.9338303	5.8610277	6.149805	5.8933043	5.860036	5.894087	5.994057	5.856507	5.8944645	5.722369	6.05284
10051	5.901026	6.0308876	6.0041723	6.026229	6.100376	6.3025136	6.4106264	6.3877892	6.0900273	5.9531026	6.552536	6.210765	6.144836	6.194984	6.0574584	6.142118	5.7950783	5.974946	5.9340634	6.071857	5.8759203	5.9063764	6.0218964	5.8392076	5.7498994
10053	5.865664	6.1280036	5.929392	5.968829	6.05749	5.930953	5.720071	6.11691	5.8297067	5.5915194	5.680962	5.6916237	5.6824446	5.907002	6.103414	5.9290395	5.8373003	5.9374623	5.6337647	5.688523	5.979695	5.8767543	5.9132423	5.863484	5.9882827
10055	11.782991	11.595194	11.124356	12.823335	11.461751	12.6784115	12.775695	10.891512	11.281477	12.6250305	12.016303	12.265207	10.851068	10.878725	10.96645	11.044081	10.837254	10.932449	10.844062	11.128408	10.394032	10.824324	10.57451	11.28015	10.725907
10057	8.235544	9.044369	9.222554	9.243061	8.50955	7.833337	9.718578	7.6483335	8.195609	9.2751465	7.856482	8.792326	7.8875685	7.684227	7.780905	7.610049	7.3240476	8.0136175	8.234946	8.187646	7.0278068	7.954435	7.533351	8.980758	7.7727876
1006	5.5230513	5.7602468	5.7138524	5.568288	5.6676717	5.5602126	5.7267146	5.584864	5.5888634	5.719326	5.57228	5.5410013	5.502461	5.748341	5.516343	5.581915	5.748703	5.554006	5.652713	5.6587024	5.7080684	5.559646	5.496172	5.7525983	5.7232943
10060	6.6537685	5.8554273	6.275423	5.8863645	6.308229	6.5551867	5.9686766	7.233833	6.8046703	5.804077	6.244328	5.966795	7.280247	7.5599074	7.6090193	6.9028254	6.8686686	7.3288593	6.7563224	7.003575	7.250672	7.3101974	7.335349	6.8676195	7.831291
10061	7.7591395	7.364858	7.0654235	8.490352	7.537535	7.7284565	7.856482	7.543251	7.5132513	7.7311845	7.5861	7.4786	7.1609287	6.7890887	7.2157106	7.685245	6.534381	7.143942	7.003953	6.823463	7.6018076	7.124702	6.971185	7.0088663	7.0915637
10062	10.003651	10.418688	10.887715	9.683364	9.930451	9.777422	8.996147	9.37613	9.90584	8.78564	9.67607	10.126445	10.353489	9.656423	10.165764	9.257991	10.184235	10.103876	10.632645	10.53564	9.451739	10.351933	10.40557	10.999882	10.508077
10066	7.069321	7.6333885	7.653896	7.7128825	7.5532904	7.290753	7.7834287	7.507785	7.548381	7.052532	7.417418	7.7215333	7.2989893	6.7670407	7.1574445	6.86639	7.039536	7.1593795	7.399455	7.596136	6.753441	7.1417875	7.122849	7.364858	7.0094767
10067	10.555064	10.093497	9.736979	10.365957	9.895337	9.886919	10.386031	9.633972	9.949852	10.797729	10.511929	10.271673	9.283625	9.125544	9.505675	9.413348	9.344108	9.345153	9.513022	9.805389	9.59491	9.404527	9.219633	9.50778	9.422085
1007	6.177508	6.214709	6.4595265	6.1295943	6.0977087	6.216623	6.1576986	6.4321756	6.3023415	6.168416	6.1464915	6.0323997	6.378598	6.487513	6.5907173	6.249926	6.3347898	6.554504	6.513928	6.612181	6.6897545	6.308488	6.3987074	6.3804502	6.340771
10071	5.985875	6.293381	6.192735	5.9391603	6.1557283	6.2087107	6.0030837	5.926922	5.8103466	6.020509	5.740483	5.90549	5.9693727	5.7708287	6.1074553	6.035952	5.967233	5.945218	6.091135	5.990826	6.024738	5.8119187	6.0758796	6.020933	5.9838347
10072	6.4613795	6.8685045	6.3211994	7.353354	6.638575	7.3360085	6.380211	6.9938536	6.5483136	6.778748	6.7906623	6.6395717	5.9173107	6.5213165	6.2310133	6.551064	6.698749	6.5593185	6.1626344	5.9028034	6.516878	6.402557	6.228474	6.5533924	6.442807
10073	8.577524	7.8567805	8.032457	8.454725	8.803543	8.343921	9.190598	8.63946	8.8048115	8.724738	8.982882	8.614891	8.529146	8.389814	8.331336	8.055512	8.597689	8.253487	8.389438	8.122953	8.078393	8.070845	8.318928	8.338663	8.205189
10075	7.407635	8.146539	7.3787556	7.7452	7.335349	7.2344766	7.8222218	7.432271	7.6059275	7.380967	7.392973	7.8547807	7.3158174	6.9361205	7.5800424	7.3454943	7.3570147	7.3721313	7.3713875	7.421138	7.663334	7.6991925	7.5408573	7.369084	7.7441316
100750326	5.996665	5.9577913	5.864033	5.900808	5.765432	5.92281	6.139923	6.117284	5.9973254	5.9459753	5.7053556	5.910937	5.7487783	5.833499	5.8090596	5.773583	5.8264723	5.9020524	5.7555704	5.6764245	5.7542615	5.648816	5.636747	5.8640747	5.807713
10076	6.056074	6.0137243	5.865664	6.2295537	6.254093	5.952945	6.2313175	5.912846	6.175266	5.997037	5.9238353	5.737404	5.683064	5.8063254	5.8889885	5.971976	6.290833	5.959444	5.949252	5.9918466	5.933013	5.8151264	5.8633323	5.982259	5.912556
10079	10.205753	12.411394	9.895972	10.799934	10.26183	10.890393	10.297916	10.208127	10.280524	12.796229	9.666679	12.066697	9.867904	9.930451	9.88956	10.111589	9.744568	10.174759	10.4476	10.02225	10.374035	9.843108	9.136945	9.982991	9.482687
10081	7.4904227	7.933282	7.6911163	8.288782	7.3967776	7.4138823	7.4242463	7.5512323	7.854208	7.7761974	7.643982	8.261817	7.787371	7.6450853	7.785369	7.7685246	7.844593	7.7215333	7.823569	8.153091	7.8071837	7.7895646	7.7357616	7.55007	7.9460435
10082	7.76175	8.057362	8.203927	7.88964	7.9918194	8.093921	8.756507	8.125245	8.843568	8.241601	8.34177	8.3421335	8.289099	8.412463	8.234675	8.76776	8.594626	8.758006	8.869312	9.302812	8.616084	8.434921	8.467403	8.813927	8.631761
100861522	5.8872166	5.835303	5.7618284	5.867407	5.4194837	5.88231	5.6359205	5.937106	6.005625	6.1301184	5.8084536	5.774033	5.9174037	5.9682813	5.692487	6.1120353	5.688674	5.9765825	5.4632936	5.843774	5.8617296	5.7393756	6.024609	5.639223	5.697121
100862704	6.65816	6.7230773	6.7586465	6.8504314	6.5848174	6.798342	6.757951	7.16344	7.0148134	6.6996365	6.882805	6.9064784	7.0496583	7.3528967	7.300086	6.784102	7.011232	6.965617	7.814136	7.188269	7.496515	7.0092745	7.0836487	7.160065	7.2430563
10087	8.431697	9.730598	9.957874	8.908463	9.271604	9.084166	8.625877	8.943502	9.373099	8.989946	9.124116	9.581525	9.488368	9.142006	9.497052	9.002769	9.630564	9.176737	9.20941	10.322711	9.389602	9.643105	9.671709	10.110692	9.577265
100873955	6.327943	5.8580365	5.9494443	6.0291758	6.1493597	6.1064053	5.9990087	6.02424	6.06851	6.087999	6.254245	5.948412	6.1870008	6.1582932	6.1322823	6.201849	6.183083	6.12864	6.1740384	6.2377787	6.2603087	6.239091	6.2683344	6.1398454	6.340053
100874047	6.007375	5.8973265	5.983783	5.8707457	5.6841855	5.7833858	5.8648324	6.0211544	5.926164	5.867976	6.0159597	5.8972235	6.113081	6.044463	6.051984	6.1457186	6.028494	6.1021266	6.251157	6.0408916	6.0479684	6.120253	6.004472	6.098266	5.9239283
100874064	6.0916276	6.1028953	6.11492	6.3106422	6.1554093	6.197743	6.225931	6.4102736	6.2831454	6.1125793	6.2899685	6.341742	6.3822584	6.157058	6.2750106	6.1343575	6.2597632	6.4794602	6.686566	6.4153714	6.7289844	6.5043	6.3541727	6.282913	6.1732965
100874107	5.747638	5.8340344	5.88177	5.786247	5.9145045	5.9571114	5.9163427	5.997537	5.989395	5.9565034	6.0754743	5.8493295	5.8394694	5.9095054	6.061662	5.737867	5.91189	5.755792	5.6826925	5.9687414	5.823112	5.886017	6.048334	5.932669	5.764967
100874222	6.0394635	6.2223268	5.936645	5.9871335	6.0790386	6.240924	6.1720095	6.49154	6.430754	6.011914	6.294567	6.1446757	6.105908	5.9759307	6.103766	6.020696	6.014107	5.9972024	6.085322	5.966421	5.963149	6.179587	5.9727154	6.152744	6.0850554
100874234	6.3743286	6.4153714	6.452931	6.3576865	6.4846034	6.4157515	6.4184685	6.3988786	6.37135	6.382746	6.517546	6.5306106	6.57157	6.767214	6.69523	6.4279165	6.777277	6.6740127	6.9346294	6.787948	6.5929794	6.8100157	6.7313623	6.5562634	6.515844
100874251	6.489205	6.5377793	6.2672915	6.223616	6.006546	6.289125	6.3284683	6.39664	6.3793097	6.1416545	6.2895203	6.309446	6.371041	6.3656206	6.6201553	6.213608	6.118257	6.3960323	6.4592376	6.1863937	6.394127	6.3643003	6.4700036	6.1489954	6.348601
100885850	9.073513	8.969173	8.846562	9.651875	8.719845	8.640612	9.359687	8.875309	8.880092	8.829436	8.73313	9.419399	8.419416	8.128272	8.496883	8.42354	8.652081	8.279969	8.670153	8.912678	9.052833	8.578731	8.5687065	8.7783375	8.80435
10092	10.273959	10.170276	10.608154	8.623993	9.698929	9.028544	9.362608	9.253414	9.26956	9.714606	9.455208	9.342972	9.864166	9.570441	9.608159	10.0551405	9.669755	9.548878	9.529136	10.022885	9.262221	9.838454	9.713301	10.655131	9.695999
10093	9.270546	9.469533	9.59491	10.01655	9.576648	9.097049	8.675931	8.9017935	8.960917	9.362104	8.934685	9.088352	8.872766	8.954355	8.787989	8.796859	8.847048	8.753699	8.865875	8.974618	8.685053	8.835173	8.847502	9.275685	9.139689
10094	9.710957	9.482687	9.994346	10.40557	9.874803	10.469808	9.89855	9.5418215	8.843947	9.735054	8.930386	8.79118	8.379913	8.079953	7.9675784	9.163037	8.448256	8.311317	8.332093	8.777616	8.505296	8.719845	8.266808	8.555681	8.156403
10095	6.830039	6.773055	7.7379804	7.365885	7.704319	7.1851006	7.2554827	6.8157377	6.809169	7.7215333	6.526141	6.7113543	7.230048	7.1128945	7.3101974	7.473934	6.8660374	7.717482	8.140256	7.082594	7.1657233	7.226823	6.661331	7.4719076	7.0268407
10096	8.014767	7.693994	8.063	6.977627	7.0785985	6.861404	6.9584227	6.6833506	6.8592277	7.278565	7.134413	6.7828684	7.623088	7.409765	7.5621614	7.358909	7.0541296	7.2963014	7.25132	7.4774265	6.7750254	7.031054	7.248849	7.660125	7.4954443
10099	9.482237	9.713947	9.023489	9.818722	9.743969	9.184349	9.426876	8.730044	9.333052	9.765836	9.520983	9.950509	8.668631	9.335211	8.561928	9.219633	8.897308	9.090221	8.366963	9.112197	8.948596	9.118798	8.929038	9.373099	9.250995
10101	6.9995427	7.4459105	6.8870883	7.2019787	7.3067956	7.756048	7.8551097	7.3641133	7.4281955	6.803519	7.763702	7.969147	7.400234	7.3814263	7.234924	6.6116543	7.234924	7.183556	7.335349	7.3843946	6.7662325	6.937174	7.2589746	6.8724756	7.1029778
10103	6.508142	6.4556813	6.218055	6.2193913	6.3654604	6.5065084	6.5972047	6.81144	6.538348	6.4700036	6.706104	6.4561825	6.7101727	6.663273	6.8556805	6.3673353	6.5013065	6.6373124	6.4488363	6.482803	6.7833447	6.6316667	6.650853	6.6214333	6.3963747
10105	6.9605136	6.787948	6.5270762	6.7344766	6.3250866	6.4023747	6.5192327	6.9482536	6.6189747	6.194229	6.639423	6.812253	6.4548297	6.8363934	6.807648	6.8150682	6.8890395	6.270883	6.8336105	6.9661527	7.0519366	6.854409	6.8132653	6.8058395	7.816827
10106	10.062643	10.423981	10.045795	10.573554	10.257304	10.426572	10.321078	10.021469	10.180106	11.004866	10.021469	10.789531	10.591804	10.422004	10.269906	10.071504	10.356011	10.338417	10.77699	9.597448	10.664116	9.914152	10.287722	9.831798	10.032897
10112	7.943248	7.219348	6.669296	8.675551	6.497945	8.610155	8.74493	6.573711	7.1792917	7.8318706	8.753699	8.365894	6.0790563	6.0789475	5.883702	6.1678295	6.157058	6.3321047	5.853349	6.2743382	5.9237547	5.9283414	6.0730963	6.8839602	6.10726
10113	7.9210052	9.097523	7.8324337	7.788508	7.1990075	7.519764	8.015392	7.563933	7.2490783	6.606278	7.289376	7.793666	7.669755	7.8846445	7.8196273	7.2642856	7.233122	7.6503034	7.5842466	7.8533607	7.997552	7.832766	7.4390593	7.8902903	7.762897
1012	6.3501897	6.447905	6.526141	6.3019233	6.185722	6.402022	6.2715387	5.9888067	5.9926457	6.821567	6.4422216	6.714853	6.104849	5.806046	5.8728623	6.4511538	5.98512	6.1785846	5.865846	5.9093423	5.946841	6.0793967	5.780702	6.837297	5.775139
10121	9.346827	9.485772	9.2772	9.698394	9.572762	9.833807	9.32654	9.279229	9.15685	9.760197	9.18001	9.287638	9.135502	9.139689	9.198865	9.547748	9.086846	9.017979	9.216053	8.993844	9.215087	9.153474	8.869312	9.316388	9.045284
10123	6.3465753	6.143382	6.596661	6.1558995	6.285708	6.060713	6.1131787	6.3151784	6.3720217	6.5492535	5.934148	6.0387616	6.0619545	6.1388326	6.051624	6.7354054	6.133811	6.378985	5.916355	6.2599034	6.0847197	6.186861	6.0559845	6.320938	6.443647
10124	9.00236	8.426011	7.834409	8.144204	8.710104	8.556756	8.465157	7.5601892	7.4906735	8.276577	8.369806	7.9860816	7.5114546	7.5195427	7.663334	8.062715	7.901299	8.101271	7.248649	7.8640347	7.443917	7.8054123	7.6087804	7.938163	7.386264
