GSM2367647	GSM2367648	GSM2367649	GSM2367650	GSM2367651	GSM2367652	GSM2367653	GSM2367654	GSM2367655	GSM2367656	GSM2367657	GSM2367658	GSM2367659	GSM2367660
124997	6.703659	6.820669	7.048053	6.300659	6.6775417	7.475454	6.7543035	6.347503	6.516546	6.7644935	6.622731	6.4824843	7.1748037	6.6204143
125	8.880523	7.8846445	8.339351	9.589022	10.852356	6.10696	6.4649067	10.231879	5.904945	7.425228	7.002984	9.130811	11.3957205	8.223316
125058	9.008615	9.343603	8.485497	9.471325	7.7707567	8.963574	8.169803	8.337329	9.648243	8.254021	9.665406	7.5829606	7.961625	9.412265
125061	6.794572	6.7360134	7.025281	7.113106	6.7754984	6.7763166	6.6015897	6.714853	6.550223	6.4971867	6.6373124	6.1150365	6.674742	6.2225375
125111	6.3746586	6.6218605	7.1295004	6.845192	7.2033863	6.838519	7.264713	6.833773	6.5467067	6.898654	6.757794	8.147813	6.873545	7.101386
125228	6.96863	7.323612	6.8744216	7.521912	6.9778433	6.9414697	7.3598113	7.1313367	7.771579	7.427126	7.5080624	6.610077	7.194716	7.254117
125476	10.120078	8.682644	8.888455	8.687535	9.016617	9.283625	10.137926	8.44787	9.788022	9.227114	8.9555855	8.494478	8.813927	8.917253
1258	7.0778093	6.7194867	6.730257	6.4623675	6.9073553	6.959191	6.9028254	6.7747293	6.532081	6.8951693	6.5109315	6.9383206	6.854409	6.8537116
1259	8.13864	9.331966	7.8027596	8.762083	6.975902	6.9569335	6.4136386	8.101601	5.900627	6.4333243	7.3789744	6.281376	8.363837	7.9923906
125950	7.144174	7.0821548	7.12574	6.741009	7.0280294	6.7475724	7.9213386	6.884824	7.3500056	7.045	7.140506	7.540168	7.061749	7.135882
126	12.775695	11.752001	12.44604	12.325027	12.836495	8.453674	9.7799835	13.20427	6.449039	7.4746537	8.670522	7.809639	12.938561	10.562741
126069	6.4540668	6.392766	6.242082	6.2923136	6.41512	6.26292	6.300408	6.2771544	6.2620587	6.3292513	6.040322	6.4216022	5.9898853	6.38957
126119	7.06872	6.7902107	6.9088197	7.400234	7.00702	7.3370953	6.526966	6.9634256	7.0551496	7.004128	6.7803097	6.6015897	6.3795624	7.2009444
126129	6.283255	6.3722544	6.4806857	6.433707	6.6142173	6.0829496	6.541207	6.3626275	6.3197613	6.17456	6.558824	7.0838428	6.516646	6.3225307
126208	10.4292755	9.952616	9.6524105	10.365957	9.707983	10.954529	9.504227	10.035586	9.757736	9.103586	10.6541395	9.084576	9.552793	9.575005
126231	8.372309	7.810488	7.556803	8.031212	7.642598	8.47946	8.711235	7.8962836	6.947682	7.2554827	7.1928287	8.23397	7.430532	7.1263638
126272	6.351125	6.255562	6.355172	6.2649093	6.210642	6.314143	6.427538	5.9858627	6.2766023	6.478523	6.2368064	6.6232514	6.1323085	6.1340723
126282	9.73633	8.743398	8.947339	9.6453495	9.333052	8.390722	7.730316	8.71312	8.950417	8.689147	8.73313	7.7067385	8.7654295	9.303805
126306	6.0372057	5.956163	6.903522	5.839789	6.6599345	5.85506	8.078658	6.763704	8.200424	6.160288	7.269313	9.211655	7.2970023	5.740535
126321	7.0677543	6.5760317	6.8995523	6.685065	7.021311	6.819055	7.0843	6.8412685	6.3489413	6.4856057	6.818756	6.486977	6.907714	6.819652
126326	5.645668	5.7577357	5.739546	5.7937374	5.7492537	5.6474237	5.634014	5.5915194	5.757512	5.752747	5.593563	5.699387	5.8714185	5.9313455
126364	6.472464	6.7040815	6.7916293	6.378831	7.211084	6.6144533	6.70821	6.6523976	6.858358	6.6348205	7.102769	7.616835	6.725183	7.3297596
126382	7.7879252	7.5523205	7.1360707	7.7504077	7.5195427	7.6085124	7.644528	7.356323	7.3284025	8.003417	7.0056973	7.2401977	6.9473305	7.83047
126433	6.0118413	6.35798	5.9332376	6.3628545	6.2288427	6.378985	6.4333243	6.1965303	6.512968	6.20003	6.10647	5.717337	6.0168786	6.8265643
1265	6.298352	6.1774726	6.498351	6.3554726	6.4637628	6.4109845	6.527813	6.2193065	6.5601983	6.1690907	6.5549603	7.1245227	6.281587	6.302403
126626	6.6522727	6.5160737	6.4277506	6.3663416	6.552047	6.5459056	6.5753684	6.7241845	6.0443974	6.8797936	6.4459496	6.7717485	6.4601	6.785106
126638	5.848432	5.9124584	5.990305	6.0036182	5.8500915	5.932704	5.8842983	5.891434	5.743602	6.0487556	5.8374634	5.932109	5.9643664	5.8726687
126668	7.2067885	7.636315	6.9042416	7.246889	6.859076	6.4439187	8.003739	7.2557063	6.3562794	7.144386	7.0944357	6.75399	6.738802	7.922205
126695	6.803347	6.6836295	6.4914393	6.827261	6.4612164	6.432794	6.115103	6.6772523	7.1385922	6.525802	6.6708894	6.1088324	6.6878567	7.113784
126789	6.5765057	7.2950134	6.912323	6.990328	6.5965195	7.314496	6.827261	6.4081182	7.31943	7.1001673	7.0870204	6.848846	6.505281	7.8834705
126859	6.0795636	5.819781	6.0799856	6.026542	5.880756	6.057042	6.1305747	6.1173735	6.595197	6.060114	6.162055	6.059444	6.0287447	5.8911905
126868	6.1464157	6.228238	6.0441885	6.406895	6.2131033	5.983155	6.1132636	6.1132183	6.373636	6.3139668	6.2041016	6.0009937	6.3572307	6.5425725
1269	5.7532234	5.7356925	5.987976	5.8279414	5.8229785	5.921818	5.946435	5.9145927	5.754803	5.801279	5.791726	5.7103133	5.7088633	5.6759
126969	7.868719	8.564399	8.368648	8.4197855	8.043939	8.75209	9.049368	8.166576	8.650555	6.43942	9.580945	7.667828	7.7976375	8.371165
127	9.20941	6.2612557	10.730318	10.716265	12.451486	5.903659	6.6708894	12.337814	6.213258	5.9549174	9.112197	6.783486	12.832773	10.580582
127002	6.368463	6.3111234	6.453963	6.4958	6.54345	7.2665005	6.5440364	6.3914	6.4364023	6.2111006	6.4745193	6.5741324	6.089321	6.167241
127003	6.198958	6.2764792	6.2509155	6.2899685	6.176289	6.219355	6.1157246	6.248813	6.1573157	6.2434573	6.197529	6.205274	6.142524	6.339194
127253	8.378503	8.084072	7.7910404	7.6786776	7.655879	8.706595	7.9882674	7.509638	7.5315614	7.384193	7.8625913	7.269728	7.6566315	8.148114
127262	10.354394	9.880468	10.778144	11.093807	10.528696	11.15854	9.60573	10.928371	11.767633	10.96645	10.036395	11.002419	11.329948	10.386031
127435	6.4991884	6.7292933	8.51265	6.881197	9.722341	7.151083	7.9852057	9.267513	7.217768	6.3022246	8.905539	11.838464	9.452349	6.118426
127534	5.8459063	5.908154	5.6926847	5.871351	5.9011383	5.767188	6.1329093	5.8907733	5.8013763	5.878107	6.021761	5.953508	5.840955	6.25522
127544	6.7927938	7.111156	7.432512	6.8505955	7.084511	6.752181	8.19307	6.5073066	7.7893014	7.5818715	8.063984	7.1626153	6.873906	7.55583
127602	6.3067117	6.1423903	6.146358	5.9662967	6.233158	6.1925006	6.145601	5.9800496	6.2110615	6.1002936	6.0377445	5.9205513	6.126095	6.0115743
127687	7.939869	7.7441316	8.235901	8.410502	8.074001	8.243278	8.556412	8.221655	9.19657	9.017041	8.985525	8.191115	8.329964	9.654721
1277	8.959973	7.980864	11.358718	9.693677	10.851068	9.900611	12.111457	8.597356	9.045284	7.306163	11.551238	10.166591	9.707461	7.925543
127703	6.2281165	6.792622	6.717868	6.528441	6.7811384	7.2676477	7.070546	6.4619856	6.6178875	7.074356	7.1673093	7.1395903	6.5206456	7.087431
127733	6.419375	6.8115945	6.4147997	6.5089965	6.4430795	6.3592935	6.217724	6.7500916	6.269539	6.624476	6.3404374	6.305966	6.3926783	6.2486205
1278	8.185644	7.9903407	10.751002	9.148665	10.789531	9.358694	11.957338	8.439997	8.741691	7.2579103	11.041279	9.951177	9.283625	7.4431734
127845	10.984325	10.756735	10.288592	12.051581	11.10297	11.5569105	8.68551	11.368939	11.606185	11.648554	11.323609	6.8595686	11.743842	10.849961
127933	7.219606	6.897335	6.7624135	7.212189	6.7706733	7.137741	7.3038406	7.064675	7.4281955	7.4511075	7.0810943	6.354954	6.7123923	7.618601
128061	9.381586	8.542083	8.897308	8.605167	8.690447	8.459964	9.120756	8.364871	9.799146	9.249969	9.178987	7.819342	8.321275	7.6863213
128077	7.5468326	7.7262645	7.671163	8.450603	7.5789685	7.2952104	8.095166	7.729817	8.765	8.431364	8.182787	8.407338	7.369305	7.711481
128178	6.4525976	6.485397	7.121272	8.264439	6.6228848	6.144457	6.8752875	6.5325503	7.558397	6.3069077	6.51493	6.792622	6.302916	7.384639
1282	10.865708	10.010834	11.726549	10.781565	11.397314	11.421409	12.335146	10.326548	10.191139	9.7631855	11.800726	11.844578	11.314518	9.781851
128218	5.9540706	6.0086265	6.0937624	5.9009104	6.032238	5.6964808	6.106165	6.295498	7.71612	5.9330497	6.060114	6.2113485	6.503519	5.892388
128240	10.328507	10.99321	10.358611	11.045358	10.438516	10.0535555	10.6072	10.5345745	11.846308	11.567938	11.805074	9.405047	9.837788	12.685136
128272	6.929659	6.775179	6.459721	6.546952	6.493899	6.423668	7.375964	6.8290434	8.008838	8.395864	7.193602	7.2078705	6.5276985	5.9933505
128308	9.292116	9.109977	9.263638	9.90584	9.122659	8.988659	9.228981	9.545423	10.307335	10.528696	10.72803	8.639104	8.959472	9.553367
128338	7.8135886	7.5774646	7.649199	7.346824	8.401417	7.7199025	7.837716	7.6935	7.0691013	7.0506845	8.3349085	8.344626	7.6683626	7.8620634
1284	7.4481716	6.9623566	7.9181166	7.302881	8.222036	7.3974733	8.787115	6.779186	7.144174	6.888505	8.038494	8.98467	7.866692	7.007911
128414	5.9502573	5.876077	5.927066	5.960733	5.8953733	5.91708	5.8655562	5.84437	5.972181	5.8608317	6.0658693	5.7519984	5.7295203	6.1043015
128439	8.588427	8.888857	8.816408	9.378878	9.011662	10.509105	8.563016	8.382279	8.158817	8.709716	8.228981	7.3261976	7.8968215	8.141594
128506	5.887745	5.90086	5.937574	6.081674	5.6508512	5.8414245	6.0695086	5.921869	5.8848395	6.00273	6.0143566	5.818244	5.953421	5.8219733
128553	6.6188254	6.244328	6.2881436	6.3276796	6.3237033	5.9767246	6.348009	6.37441	5.853212	6.2902503	6.0608487	6.0957985	6.1799793	6.085425
1286	5.9448366	5.7765684	6.041195	6.196427	6.3884907	6.074577	5.966371	6.452324	6.5018415	5.7671676	6.0271835	7.071574	6.460481	5.7618594
128611	6.093998	6.129062	6.488237	6.1815786	6.426374	6.0364895	6.3381014	5.9368834	5.879779	5.7368107	6.233202	7.035776	6.468116	5.8402247
128637	7.697583	7.5396547	8.151105	7.7606297	7.8259993	7.61537	8.54973	7.7145233	8.689147	8.176288	7.9225354	8.544654	7.702702	8.672931
128861	6.080667	6.1072803	6.009108	5.996931	6.228341	6.201849	6.0845194	6.0274067	6.022089	6.1333404	6.0944505	6.0956726	5.934695	6.073974
128866	8.85824	8.664612	9.199904	8.506258	8.742475	8.497276	9.777956	8.7699	8.957767	9.236966	8.798115	9.641376	8.844331	9.255974
128954	5.913544	6.00374	5.9687834	5.8184314	5.7265525	5.8572807	5.7563696	5.906362	5.8339176	5.7801943	6.04313	5.818661	6.0811605	5.75399
1290	8.598101	8.841095	9.7104	9.074002	9.875445	8.461975	10.733529	8.873207	9.559957	7.8122168	9.755749	9.62944	9.198401	7.3999476
129049	6.2427	6.9457436	6.248025	6.774878	6.3992066	8.289425	7.063645	6.3220887	6.0288906	6.185696	7.023302	7.4866443	6.6081724	6.148059
129138	7.5880756	7.677355	7.2660313	7.792442	7.424484	8.134164	7.7916102	7.8009787	7.741101	8.180278	7.923487	8.034298	7.6311746	8.341077
1293	7.8959866	8.00459	10.713181	8.343185	10.88245	8.756121	11.533595	9.408633	8.895598	7.318438	10.758954	12.210118	9.627671	7.4800725
1294	7.848414	6.5741324	7.4266615	6.2982287	7.3086753	6.8587017	9.07021	7.5025706	6.6730494	9.533792	6.5756497	7.920681	6.69074	6.473593
129401	6.812915	6.758803	6.5938396	6.6808243	6.596661	6.7206597	6.5530133	6.4700036	6.6555667	6.184024	6.330746	6.5467067	6.726819	6.084095
129530	6.2729306	6.385974	6.8041677	7.053123	6.507515	7.0720167	6.601201	6.605745	6.1887546	7.0575614	6.305966	6.305428	6.556829	6.1725974
129531	8.98467	8.642704	9.034583	8.888857	8.513872	9.024766	9.119302	8.428181	9.211225	8.350269	8.51899	8.61847	8.060475	7.8857827
129685	6.1573157	6.393016	6.412699	6.1867957	6.355711	6.1266327	6.362228	6.2187343	6.0822353	6.2220626	6.202354	6.0850954	6.1429725	6.296817
129787	6.6112404	6.8363934	6.4004097	6.7719064	6.603887	6.9339085	6.5465755	6.756677	6.6671896	6.7624135	6.4131374	7.2960987	6.8239293	6.357533
1298	6.3579154	6.149445	6.37283	6.0862255	6.419022	6.362397	8.643087	6.2636447	6.439125	5.985899	6.5709734	6.5385666	6.386364	6.4171076
129807	5.941406	5.9759927	9.895972	5.8915997	9.6124	5.794072	5.996733	9.79676	7.6978765	8.890581	7.4291654	6.188403	6.5058293	9.194674
13	12.104291	12.239553	11.511795	12.071855	12.177745	11.832523	10.167319	11.937951	10.422004	9.284656	11.107824	7.321933	12.22489	11.0012665
130	9.33974	8.409786	8.83098	9.711499	10.367786	8.808574	6.579328	9.56874	6.9305787	6.5677776	8.627674	6.1473107	10.739124	7.8768325
1300	6.1253443	5.9729033	6.277665	5.8495135	6.6078935	5.777237	8.152785	6.120189	6.2530956	5.9114256	7.2900443	7.33083	6.448454	5.942597
130074	7.135271	7.180226	7.2460575	7.5393653	7.426897	7.9621863	7.809355	7.107625	7.806353	8.622877	7.2536902	7.9276032	7.102367	7.0059233
130132	7.522181	6.5382295	7.1287203	6.7769513	7.4570136	6.548408	6.886185	7.013401	6.526966	6.144539	6.874584	9.110425	7.246889	6.0102887
130162	6.1785574	6.010332	6.193438	6.1968894	6.1120834	6.004415	6.3149242	6.116434	5.7965636	6.059307	6.0928893	6.197337	6.1990747	5.8714185
1302	5.9189353	6.0898533	5.930542	5.9746017	6.0438237	6.1834254	6.0674353	5.754083	6.168476	6.0354023	5.963221	5.853297	5.935664	6.0805254
130271	5.908245	5.9968734	6.309002	6.9209795	6.4715867	6.8927927	6.511836	6.6123075	6.6822906	6.3862123	6.21655	8.086035	6.807142	6.366207
1303	6.4770494	6.5879035	6.856859	6.6655807	6.987588	6.950232	7.550287	6.6564136	6.624715	6.36771	7.3843946	7.753325	7.188526	6.26553
130367	7.854208	5.8671947	6.1193156	5.834261	6.3518906	5.6843233	8.853458	6.151943	8.4197855	5.729371	7.0280294	6.4003386	6.821205	6.0412126
130507	7.8702126	8.090993	8.740067	8.573688	8.130484	7.960135	7.7327886	7.9022317	8.086705	7.7225537	8.481225	7.5067835	7.5523205	8.299554
130535	6.806442	6.2225375	6.6766906	6.8576174	6.5555434	6.587177	6.48301	6.8183713	6.6594815	6.389913	6.3770432	6.9197226	6.5380173	6.4566545
130557	7.44293	6.875454	7.1194525	7.052706	6.8749375	7.4343987	6.717868	7.1422243	7.056129	7.072489	6.842178	6.6280684	7.099575	7.201566
130574	5.992715	5.9215093	5.807184	6.058325	6.031467	5.9470367	6.971388	5.9351554	7.3470626	6.628338	6.3609886	6.1969256	6.194014	6.4095035
1306	7.958714	7.447662	8.893037	6.995412	8.981214	7.6603436	8.958664	7.2515283	6.637048	6.439233	9.169473	7.652539	7.3077593	6.5491333
130612	7.5792375	6.5810976	6.8794513	6.721709	6.60481	6.4862757	6.2219043	6.801184	6.3044977	6.637048	6.440979	6.2007804	6.5425725	6.2853155
1307	6.1161222	6.1468296	7.4721565	6.275099	7.828527	7.8696184	9.959206	7.321933	7.984905	6.459906	7.987888	9.79284	8.167601	6.530271
130733	7.4441648	6.2495236	7.0349746	6.7109447	6.828863	6.8951693	7.230677	6.9778433	5.981377	6.156459	6.0906596	7.1298614	7.3762093	6.292496
130749	5.77906	5.7518206	5.8858786	5.746535	5.9347916	5.94411	5.794536	5.72333	5.934109	5.826549	5.837024	5.942766	5.719359	5.8201566
130813	5.9839597	5.998304	6.098771	6.243312	5.993878	6.076348	5.9245257	6.099904	6.021883	6.0935044	5.9342427	5.8907356	5.967192	5.9932933
130872	7.59094	7.14874	7.4729238	8.107749	8.164051	7.676548	7.6603436	7.4484644	7.001336	7.7178	7.26812	7.2515283	7.5043154	7.6617603
130940	6.240337	6.1223054	6.1044087	5.954462	6.0341415	5.7765484	5.7656026	6.1039867	5.734693	5.8100824	5.994721	6.0484314	6.1867266	5.874053
1312	11.593374	11.055847	11.160127	11.050638	11.587557	11.773553	11.368939	11.633593	11.0687065	9.153969	11.260498	11.092344	12.5020275	9.992974
1314	11.659754	11.663701	11.635463	11.511795	11.3797865	10.973536	12.246817	11.443959	12.298113	12.433382	12.253926	11.185485	11.134769	12.051581
131405	6.8374424	5.9122853	6.948616	6.447145	6.3573155	8.172697	6.0038266	6.008927	5.9948125	5.9152985	6.3586326	5.8819203	5.8940377	6.5825024
131450	6.1297975	6.13541	6.383051	6.2125373	6.2917066	6.438752	6.4663997	6.2293754	6.058529	6.0210686	6.1546183	6.523294	6.197703	6.0295277
131566	8.119799	8.178021	7.9941506	7.9340925	7.8805213	6.4668193	7.6722717	7.9225354	8.796075	8.9895	8.094558	8.360741	8.104502	8.441785
131578	6.3923626	6.6594815	6.3242	6.416533	6.7122617	6.510621	6.650576	6.2301784	6.87194	6.5268464	6.9661527	6.3494697	6.3144445	7.275672
131669	6.0223603	6.2598534	5.888965	6.189495	5.964079	5.8191285	5.848432	6.6614776	5.8304152	5.7923417	5.974539	5.7888517	6.4153714	5.924047
1317	9.697326	9.874803	9.8283415	10.562741	9.749957	8.888857	9.032168	9.927825	10.26489	9.78749	9.060794	7.926177	10.113839	10.273959
1318	8.569091	8.787115	9.180899	8.345377	9.149605	8.172053	9.990126	9.056537	8.806897	7.9897265	8.716365	9.518116	9.310815	8.75966
132	7.0863523	7.460224	7.110767	8.1844	7.4153423	7.571858	6.894083	8.276577	6.9219036	7.029365	7.2189116	6.3566465	8.0232315	6.324608
132158	11.342964	10.764934	9.064163	11.220419	10.525034	10.345369	7.002984	10.567646	7.1668754	11.319304	8.757638	6.87194	9.982314	11.645092
132228	5.660025	5.905363	5.7847185	5.856534	5.81339	5.767233	5.87102	5.7985077	5.9304447	5.9508977	5.7308984	5.8469286	5.754083	5.8981485
132241	6.4026976	6.1685843	6.653498	6.076597	6.227591	6.268192	6.4040294	6.7452426	6.321734	6.2644143	6.517749	6.633323	6.6490316	6.111763
132299	7.5899262	7.6611648	7.1113567	8.127951	7.847001	6.708958	6.879271	7.8556113	7.0654235	7.2202454	8.103629	6.985773	8.211476	9.860351
132321	6.4000907	6.3230414	6.342806	7.2061195	6.7892733	7.216377	6.3587084	6.6361237	6.419189	6.055006	6.488998	6.661331	6.5980067	6.198587
1326	6.7940946	7.0770617	7.7474146	6.742092	7.289376	7.8539205	8.197541	7.36461	7.454714	6.264167	6.765721	7.8190465	7.7357616	6.5996733
132625	6.0536885	5.987617	6.247879	6.0828686	6.1483364	6.2471004	6.3310957	6.2201166	6.1388583	6.116673	6.0785527	6.3676295	6.161439	6.1797175
132671	6.0124626	5.912931	6.6035357	6.8679996	6.951507	6.149217	6.1200166	6.468554	6.126474	5.895558	6.243145	8.263422	7.42213	7.610327
1327	14.4431305	13.491734	13.788967	13.966283	13.919004	13.236605	13.486113	13.943649	13.698081	14.204424	14.0383215	13.445365	14.079808	14.835278
132720	5.8685145	5.9736347	5.9895945	5.847304	6.0608163	5.756476	5.7802925	5.8584113	5.736784	5.8797126	6.1589212	5.9154887	6.1207094	5.768845
132789	6.9440427	6.333624	7.04054	6.9442315	7.253265	6.7310324	6.9163904	6.7916293	7.220697	6.8010235	7.2589746	8.00759	7.1559124	6.5687213
132884	6.4876513	8.11752	7.311356	8.3317375	7.820832	7.207665	6.333559	8.328651	6.630538	6.5196915	6.9160295	6.269939	8.2377205	6.713976
133	9.729509	9.136464	8.849561	9.44066	9.063682	10.801064	10.308125	9.6241665	9.961257	9.5681095	8.452366	11.11184	11.584244	10.015162
133308	7.136693	7.663334	6.8499293	7.82548	7.1685886	7.6360493	6.819361	7.30954	6.4367585	6.3214707	6.337723	6.6681514	7.645314	6.56816
133584	7.0024233	7.292741	6.6375837	6.993466	6.5677776	7.3021064	6.5576963	6.2671213	6.349015	6.573095	7.6582394	6.9251924	6.355326	6.8028255
133619	8.323055	8.202318	8.421197	8.396534	8.371499	8.245525	7.8725376	8.360741	7.512983	8.322727	8.06652	8.015714	8.068104	7.676548
133686	7.1307063	7.026245	7.196438	7.2609243	7.0973363	7.4213724	6.3218746	6.8635063	7.0266404	6.835011	6.8344526	6.2741637	7.7340875	6.951701
133746	6.350831	6.2807717	6.17765	6.394299	6.2269	6.3720217	6.2691207	6.5657725	5.9194307	6.635274	6.2180123	6.3361974	6.4655757	6.3509073
1340	13.04754	12.751838	12.5320835	12.918996	12.657106	13.066858	13.226934	12.697895	12.0802	12.421774	12.570598	12.308672	12.104291	12.628783
134265	7.009872	7.417418	7.135675	6.884824	7.117836	7.4904227	6.552536	6.856859	6.522934	6.6116543	6.995412	7.3674517	7.062836	6.5210023
134266	8.448256	9.141606	8.560424	8.205189	8.685053	8.5664215	8.29803	8.293594	7.6887183	8.515331	8.989946	8.366216	7.8878098	8.667475
134285	6.430844	6.902303	6.205087	6.2928233	6.2031174	5.9484763	7.195774	6.701515	6.6197877	5.912233	6.1415005	5.9063997	6.2483892	6.2223687
134353	6.4485545	7.053703	6.4652066	7.064675	6.9361205	6.55461	6.4075093	6.9710145	6.3200192	6.713026	6.3310957	6.14761	6.731664	6.6846046
134359	7.6744385	7.616589	7.623382	7.3607025	7.5912366	7.108876	7.572636	7.498309	7.456516	8.30811	7.765997	7.5818715	7.0088663	7.6700735
134429	5.7144804	5.796083	5.7296414	5.7717247	5.87547	5.6147647	5.8573637	5.6749115	5.79537	5.699923	5.6422653	5.811572	5.8464503	5.7231116
134492	6.732285	6.6274843	6.312108	6.9329953	6.7159348	6.711077	6.3230414	6.5402346	6.738802	7.101832	6.538906	6.48227	6.5477133	6.737222
1345	12.991496	12.427282	13.287102	13.155706	13.503182	13.691478	13.011509	12.778494	12.967784	12.782326	12.910939	12.634998	12.945255	13.607681
134526	10.735848	9.130811	8.898234	9.760197	10.670137	10.3032	6.08822	9.689222	6.5861855	6.552047	7.502329	6.31408	10.363551	7.2797723
134548	7.767653	7.967295	7.28472	7.8458085	6.5067472	6.191975	5.997037	7.2037907	7.367884	8.363485	7.6514306	5.7733293	6.5433316	7.482834
134549	7.0086737	7.9996057	6.766568	7.4496684	7.146091	7.5899262	6.2533145	7.3261976	6.423483	6.7097445	6.5825024	6.298352	7.5260267	7.1748037
1349	10.005122	9.776107	9.18001	10.578477	9.626422	9.481303	9.503113	9.7163725	9.329514	11.137551	9.980247	9.217036	9.650799	10.6487465
134957	7.2401977	8.09677	7.664609	7.4293904	7.2973638	7.7284565	8.677944	6.791152	8.036648	7.219606	6.9577236	7.434877	6.8551574	6.8439445
1351	13.13014	13.164746	13.091461	13.292442	12.6784115	12.963807	13.051277	13.066858	13.632978	13.031065	13.651771	12.714257	12.479614	13.354557
135228	6.2624564	5.886017	6.091506	6.0812454	6.0505223	6.769578	5.999939	5.676369	7.3974733	6.155636	6.8332443	6.1835246	5.7537913	6.9791822
1353	5.983301	6.3397694	6.3302073	6.270099	6.377884	6.1854067	6.4148755	6.1957994	6.420279	6.4708567	6.3008957	6.404281	6.1985064	6.3843684
1356	10.090883	11.564364	9.585485	9.699463	9.931202	8.317875	7.9477973	10.475254	8.720291	9.470698	8.781839	6.4609213	10.814704	9.731924
1359	5.7680345	6.4061165	6.9993596	6.2684245	7.2653646	6.3825917	7.9863772	6.821408	6.7411804	5.9853334	8.171393	10.437664	7.3030944	6.273663
135941	6.025474	6.098125	5.930992	6.0353413	6.0188723	6.0178447	6.0074453	5.868275	6.022217	6.1626654	6.2375994	5.995977	5.9930763	6.1559873
1360	5.8162346	5.821219	5.9903746	5.9985065	5.98783	6.0694323	5.9070954	5.9597406	5.9276385	5.998133	5.79366	6.139611	6.155084	5.982177
1363	6.249189	7.9273095	6.7500916	6.926926	6.7993736	6.9632325	6.5376673	7.4897013	6.6036716	7.0448422	7.133369	7.002073	7.4746537	7.4823656
136319	8.484106	7.9358373	8.467672	8.251224	8.287861	8.334195	8.476461	7.8539205	8.766252	8.18406	8.066214	8.64375	8.159077	7.7080173
136371	6.055544	6.4386625	6.326085	5.9445844	6.119013	6.1241803	6.0935464	6.7541423	6.3001094	6.3618946	6.237211	6.4191065	6.3441224	6.3870254
1366	9.374541	9.090736	7.730316	7.698674	8.847502	7.0349746	7.208748	8.832323	8.623993	7.9073772	8.355406	6.773055	8.809373	10.45696
136647	6.50297	6.5167685	6.2388306	6.525464	6.305428	6.2564116	6.217895	6.3462787	6.8826375	6.806598	6.156967	6.0382934	6.172108	6.7366347
1368	6.849385	6.9149027	6.788752	6.7504005	6.90502	6.8961625	6.4865036	6.807809	6.7384887	6.758956	6.6409507	6.644923	6.7728863	6.8922405
1369	10.619372	11.15854	9.20941	10.663245	11.117589	11.807008	6.412699	10.82538	9.162563	8.465867	9.682824	6.3443594	10.760095	8.70004
1373	13.217048	12.960046	11.540228	11.639208	13.099913	6.171406	7.3104296	13.520119	10.171783	13.858807	13.174506	8.245525	13.574435	12.923097
137392	6.4694295	7.2124147	6.4619856	6.6289296	6.8134427	7.217768	7.1422243	6.9793763	5.8923764	6.9327936	6.8977532	7.2476015	7.0753417	7.361694
1374	6.018768	5.909823	6.2856517	6.3386464	6.1448674	6.541874	6.162689	6.2501016	6.1427064	6.0113587	6.1919	6.215868	6.3743286	6.247739
137492	8.055011	7.5601892	7.324279	7.7747073	7.210433	7.121452	7.053703	7.7603817	7.4307795	7.205057	8.023802	7.55583	7.7449274	8.21936
1375	7.124317	7.5829606	6.8593917	7.3674517	7.201347	6.72823	7.0459995	7.547109	6.489088	7.339961	7.0802913	7.0819054	7.312589	6.5342584
1376	10.167319	10.431703	9.637363	10.206414	10.0535555	9.741527	8.954802	10.33024	9.819332	10.187252	10.340053	8.298945	10.563805	10.74757
137695	6.3111234	6.2802215	6.269265	6.235075	6.374906	6.46887	6.3211994	6.335595	6.2248354	6.257447	6.2333274	6.214355	6.1236353	6.3445163
137814	6.0243316	5.8908753	5.9632077	5.8896832	5.82906	6.013752	6.0119925	5.8487926	5.875304	5.98438	5.8459353	5.9575195	5.8380303	5.9940443
137835	6.7051063	6.620044	7.473176	6.417199	7.499598	7.054313	6.9135027	7.26294	6.277722	6.1185446	7.176797	8.753699	7.850623	6.509655
137868	5.9503436	5.951735	5.967626	5.9360247	5.944994	5.8902636	5.856632	5.883702	6.00568	5.9688573	5.832092	5.991404	5.8983235	5.921119
137872	10.294478	10.075743	9.08339	10.322711	11.104505	9.878501	6.592862	10.120803	8.531367	9.210305	9.33675	8.604275	9.966072	9.856401
137902	5.809244	5.8289104	6.149106	5.9347053	5.8785405	5.728272	5.7049437	5.606108	5.7799344	5.6967344	5.8620296	5.7310915	5.7740984	5.9541984
137964	6.1872473	6.822992	6.416903	6.611105	6.475443	6.2846937	6.2724123	7.039933	6.3983326	6.282004	6.3273544	6.8238025	7.1003685	6.5009565
138046	5.772237	5.630358	5.813603	5.6649947	6.1374693	5.598246	5.7955685	5.7660336	5.733326	5.48989	5.6721144	5.601756	6.218215	5.648889
138199	6.0291586	6.1413355	5.9826336	6.0365057	6.00736	6.280056	5.9393635	6.023458	6.032502	6.10012	6.0710697	6.081116	6.0090137	5.9330373
138241	6.27653	6.0920672	5.954679	6.094472	6.0621533	6.420566	5.920249	6.176161	5.8516326	6.2625575	6.18161	6.295434	6.0242267	6.3047934
