Genes	GSM2367626	GSM2367627	GSM2367628	GSM2367629	GSM2367630	GSM2367631	GSM2367632	GSM2367633	GSM2367634	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
54908	6.348803	6.9753575	6.578422	6.6458774	6.9200764	6.8888717	6.7188754	6.6388764	6.6495886	6.6529427	6.1315036	6.1638737	6.5058293	6.512505	6.1409006	5.9688425	6.5207434	6.141392	6.030557	6.322145	6.453963	6.2537637
54914	6.9973826	7.1709914	7.427787	7.2237797	7.3735094	6.622364	7.139376	7.1430154	7.126566	6.9797416	7.18718	6.9791822	7.0005007	7.2625117	6.8794513	7.094035	6.766738	6.5905886	6.685217	6.746518	7.246679	6.9387417
54915	9.357092	9.026661	8.643433	8.986938	8.940599	9.133109	9.162563	8.909703	9.131264	8.918973	9.076969	9.015213	9.402987	9.012513	9.004567	8.820392	8.965231	9.69174	9.106698	8.705161	8.666624	9.285086
54919	8.200769	7.648089	8.125931	8.320621	8.099635	8.162138	8.508154	8.110601	7.770132	8.22395	8.349596	8.41787	8.491508	8.17011	8.2912035	8.222036	8.274509	8.492962	8.485895	8.054699	7.9213386	8.348196
54922	8.584107	7.9547124	7.48031	8.193374	8.0624275	7.928472	8.386288	8.004321	8.358726	8.674419	8.6243725	7.984394	8.496883	7.8562016	8.63946	7.4591813	8.019676	8.84066	8.758413	8.1907625	8.501758	8.189159
54923	12.465553	11.3552265	11.474071	10.596839	11.753956	12.128891	11.241228	11.895253	11.017546	12.013828	11.859741	11.972821	9.093021	11.711617	10.983041	11.468865	11.241228	12.207834	10.987933	12.308672	11.479384	12.239553
54925	7.4744287	7.942624	7.610835	7.9429283	7.833861	7.8036113	7.7546673	7.543028	7.9420323	7.4746537	7.7325187	7.4998665	7.404772	7.610049	7.346164	7.251097	7.4183335	7.626019	7.361694	7.345285	7.5997005	7.772181
54926	5.8863773	6.6127005	6.372668	6.351768	6.2812605	6.200598	6.301317	6.3876286	6.172623	5.9852276	6.1013665	5.9755955	6.2427	6.0566998	5.98916	6.375971	6.060528	5.984228	6.093742	6.2418213	6.164945	6.168015
54929	6.763547	6.959191	6.4339037	6.705518	7.188269	6.6188254	6.527218	7.0502996	6.67117	6.594532	6.7892733	6.3360643	6.310923	6.37514	6.4730563	6.448454	6.647181	6.5448165	6.2519264	6.2135334	6.389315	6.944724
54931	6.787494	7.203187	7.070546	6.9368057	7.0418825	6.997776	6.909707	7.188269	6.9434667	7.250672	7.0349746	7.316558	6.9770722	6.627358	6.88959	6.70883	7.098988	7.0383306	7.0944357	6.9309344	6.8327665	7.0456095
54933	6.266863	6.2897544	6.1737437	6.1459384	6.2763243	5.959678	6.057901	6.2410746	6.19372	5.902423	5.969051	5.994411	6.1835246	5.712077	6.078457	6.0721946	6.048334	5.8472753	5.8688235	6.2704062	5.741444	5.9440312
54934	9.109977	8.893037	8.985525	9.328132	9.301392	9.011662	9.567489	9.107606	9.104092	9.027499	9.429193	9.314354	9.694792	9.149605	9.3778	8.870268	9.078287	9.567056	9.323903	8.942201	9.33974	8.9443655
54935	10.665159	11.287963	11.472244	11.101537	10.881167	11.205621	10.859312	10.74757	10.943442	11.07871	11.205621	10.739124	10.762786	11.044081	10.920035	10.90387	11.07411	10.801064	11.137551	10.938668	10.860379	11.089402
54936	7.9477973	7.9712596	8.0303755	7.4498963	7.7242565	7.2504025	8.050703	7.5863333	7.6683626	6.9973826	7.7131763	7.538351	7.520531	6.899203	7.850623	7.4341855	7.5164967	7.4487133	7.2289643	7.0946436	7.6706223	7.6691613
54939	10.248935	10.844062	10.284504	10.007198	10.181834	10.545351	10.19863	9.80739	10.048952	9.567056	9.726024	9.444668	9.5241585	9.5225725	9.439518	9.735054	9.859042	9.509541	9.444668	9.665406	9.970255	9.730062
5494	8.078393	7.6657095	7.7397146	7.984905	7.758248	8.116576	7.522431	7.8045187	7.623887	8.825811	8.310389	8.603618	8.142984	8.6936455	8.648002	8.61454	8.461607	8.243887	8.135444	8.63384	8.182167	8.359029
54940	10.039229	10.511929	10.795453	10.625587	10.715238	10.786062	10.568514	10.567646	10.197182	10.878725	10.6091	10.834976	10.358611	10.822986	10.727049	10.678566	10.54631	10.57451	10.580582	10.890393	10.357786	10.587813
54941	8.700842	9.296328	8.522316	8.821724	9.179471	8.73715	8.550482	9.288168	9.373099	9.717971	9.566526	9.72482	8.880092	9.69174	9.891964	9.534244	9.762675	9.771044	9.548878	9.7631855	9.131779	9.220611
54942	7.159115	7.73683	7.9000754	8.098272	8.092635	7.701891	7.752756	8.197541	7.66602	7.4847913	7.358195	7.8310485	7.5359006	7.523361	7.666515	7.837716	7.5675583	7.201566	7.365885	7.386715	7.4466887	7.411489
54946	8.634194	9.061281	8.800593	8.980758	8.854308	8.556412	8.806897	8.54506	8.808946	8.880523	8.421899	8.578288	9.59491	9.007751	8.533036	8.695669	8.839884	8.860976	8.5687065	8.453002	8.450936	8.54506
54947	6.5176506	6.370506	6.2676	6.034046	6.3536625	6.681726	6.206455	6.3071384	6.099298	6.485495	6.144979	6.2597632	6.349015	6.659631	6.769233	6.0096016	6.3885713	6.0419536	6.13559	6.0762005	6.108574	6.3218746
54948	7.212189	7.780188	7.8495917	7.3725348	7.7038584	7.935541	7.4242463	7.951694	7.575139	7.406968	7.922205	7.620793	7.0575614	7.4062796	7.4206567	7.252818	7.553525	7.5840235	7.503327	7.4307795	7.1913056	7.8863006
5495	6.1089	6.5250134	6.332664	6.3380218	6.3649135	6.3599477	6.387537	6.4086356	6.5227103	6.081912	5.9854712	6.207722	6.2816405	6.3961163	6.3155184	5.9830503	6.090172	6.2168283	6.263337	6.107186	5.993546	6.240655
54951	5.9684696	5.759336	5.95498	6.02298	5.881481	6.0518603	5.8475623	5.975968	6.007786	5.7948914	5.849696	5.9560103	5.8925333	5.8543653	5.8324127	5.9391713	5.806864	6.057577	5.886157	5.725072	5.824774	5.7201414
54953	5.8464975	5.9906406	5.9029455	5.9085407	5.966113	6.0048904	5.8423886	5.98377	5.868125	6.0381274	5.794632	5.8647966	5.8518624	5.7773232	5.6878858	5.8335443	5.8318787	5.967233	5.8408947	5.8118186	5.721121	5.7830434
54955	7.0366244	7.679185	7.4231787	7.329315	7.39923	6.8109436	7.386715	7.2963014	7.0987635	7.5155215	7.7171893	7.8799567	7.6755233	7.2923174	7.710369	7.523648	7.5523205	8.147479	7.5842466	7.2272615	7.3402104	7.5108867
54956	7.295661	6.7164	7.0504937	7.013011	7.2980247	7.1465197	6.8668995	7.4523444	7.3030944	6.9206176	7.0498314	7.0961766	6.361823	7.0603867	6.7742343	7.1025615	7.2945867	6.543581	6.9414697	6.959191	7.0838428	7.1070504
54958	9.793481	10.417809	9.596832	9.2130785	9.495366	9.760808	9.472891	9.500506	9.283101	9.613503	9.894121	9.586797	9.260565	9.587394	9.650799	10.005122	9.77041	9.737646	9.282138	10.003651	9.614652	9.883163
5496	10.612996	10.712066	10.721296	10.531665	10.612036	10.488414	10.704797	10.554066	10.587813	10.393068	10.647746	10.514826	10.81214	10.571583	10.712066	10.620394	10.955937	11.028437	10.662235	10.038595	10.842823	10.249785
54961	7.6722717	8.900922	7.854477	7.7365584	7.647841	7.3735094	7.740831	7.7718816	7.412412	7.8071837	8.002799	7.61326	8.051279	7.733557	7.6262717	7.983221	7.4657	7.765095	7.701345	7.646342	7.380167	7.968528
54962	6.0429764	6.2632475	6.3536625	6.3800535	6.2884426	5.9858475	6.1242747	6.28897	5.9609222	6.147399	5.914553	5.990826	6.2155457	6.102548	6.1051097	5.8108635	5.93388	5.7160764	5.7765102	5.885253	6.1958694	6.2632475
54963	9.906493	9.334625	9.618604	9.431319	9.222554	9.359687	9.676677	9.485772	9.818722	9.17381	9.458516	9.564203	9.294253	9.63158	9.295361	9.918379	9.249969	9.507228	9.35595	9.494859	9.264214	9.581525
5498	7.556803	7.5883226	7.5457697	7.704618	7.4842753	7.389079	7.8238273	7.8107996	8.021155	7.2920685	7.633649	7.288493	7.157809	7.6640263	7.3305883	7.663048	7.70989	7.5403748	7.406968	7.582635	7.60826	7.790168
54982	6.806442	6.660805	6.892073	6.4531207	6.460481	6.6054783	6.6373124	6.5164323	6.832181	6.5062923	6.2323756	6.25888	6.2957115	6.1557584	6.273195	6.129924	6.644923	5.914993	6.1838894	6.159357	6.5104175	6.2075105
54985	9.335211	9.227557	9.005522	9.538676	8.712044	9.150113	9.466893	9.009924	9.573849	8.374568	8.494478	8.680716	9.280222	8.505637	8.291936	8.818406	8.708566	8.763237	8.342469	8.79118	9.009483	8.899132
5499	9.532034	10.766149	9.995689	9.471325	10.282988	9.811533	9.543746	9.662332	9.384547	9.405047	9.648877	9.71748	9.35398	9.466893	9.62074	9.856401	9.405047	9.368835	9.575589	9.695374	9.523082	9.611201
54991	7.1677446	7.1348166	6.7416387	6.777595	6.9590197	6.6139917	6.517977	6.388256	6.9086366	6.5859466	6.788597	6.5861855	6.5799303	6.699214	6.592315	6.610077	6.572619	6.9088197	6.4703307	6.6621385	6.6123075	6.8144097
54993	6.921702	7.6603436	7.3093166	7.959646	7.6434007	7.801262	7.8912096	7.4906735	7.4686055	7.5021205	7.582108	7.268365	6.876942	7.0757685	7.3450694	7.1998353	7.397968	7.295449	7.1379843	6.9098744	7.4636583	7.3950768
54994	9.637363	9.418343	9.375057	9.97111	9.897124	9.921735	9.679096	9.105323	9.679096	9.909194	9.842526	9.859671	9.731264	10.095144	9.612908	10.116071	9.308006	10.128745	9.048891	9.61749	9.563622	9.614062
54997	6.5196915	6.9620004	6.657493	9.829818	8.254021	6.8024774	8.504456	6.505281	8.954802	6.7212873	7.032919	6.8432784	9.747493	8.563016	7.3109035	8.124584	7.407418	7.6475577	7.235336	6.9623566	7.484518	7.189168
54998	12.562243	12.306331	12.345634	11.678782	11.782991	11.516972	11.598902	12.075692	12.361603	12.285403	11.966146	12.168509	11.749861	12.348637	11.940116	12.547073	12.507238	12.29295	12.028905	12.150413	12.280478	12.451486
550	6.0500927	6.1043015	6.1959033	5.9397984	5.9413805	6.064617	6.0244927	6.0152187	6.101712	5.9700484	5.884187	6.0606966	5.910062	5.922084	5.97127	6.1340976	6.161043	5.937934	6.317891	6.29615	5.994224	6.040407
55000	11.34155	10.86965	10.2450695	11.250975	10.570465	11.368939	11.715508	10.137926	11.334907	10.83372	10.696133	10.568514	11.717222	10.932449	10.550292	10.860379	10.891512	10.568514	10.877518	10.735848	11.183831	10.400209
55002	7.0351605	8.199886	8.969173	8.351268	8.351566	7.7890306	8.720291	7.7284565	7.9935756	7.8914833	7.8802443	7.9039803	8.902628	8.254021	8.1361475	8.181501	7.7600527	7.9932876	8.050102	7.33083	8.060475	7.323374
55003	8.51265	8.075867	8.597689	8.495114	8.734629	8.38402	8.719426	8.290877	8.282634	8.579174	8.506987	8.967873	9.492278	8.834833	9.022558	8.558584	8.948148	9.310815	8.946547	8.420806	8.558961	8.555297
55004	9.827667	10.317662	10.226405	10.083508	10.124857	10.057448	10.099563	9.736979	10.025986	9.982991	9.805389	9.7799835	9.921735	9.904589	10.028337	10.111589	9.498821	9.476102	9.7631855	9.601529	9.972421	9.52468
55006	6.703659	7.332374	7.1923423	7.0127764	6.969382	6.886185	7.0612063	7.353105	6.9853377	7.184187	7.031489	6.951701	6.931287	7.108876	7.0482616	6.869895	6.946633	6.9016457	7.292741	6.8355527	7.144174	6.934427
55008	8.040289	8.463318	8.032742	8.563706	8.911419	8.829436	8.503211	8.234675	8.222993	8.127279	7.4206567	7.5425034	8.163467	8.046635	8.569091	7.5067835	7.6689076	7.3893175	7.8222218	7.9654145	8.315783	7.935541
5501	10.360356	11.148434	10.801064	11.049324	10.417809	10.371513	10.510057	10.468932	10.200101	10.761335	10.280524	10.481065	10.767206	10.665159	10.508077	10.680846	10.423981	10.1432	10.3852415	10.583749	10.6487465	10.33024
55010	6.044112	6.862798	6.601201	6.502302	6.7127132	6.3262787	6.49071	6.1930165	6.3110547	6.0048194	5.964579	5.9180465	5.9957023	5.9239035	5.7958074	5.997955	6.006919	5.9299626	5.7880225	5.9719605	6.421798	5.9586887
55012	7.3040977	8.506604	8.408069	8.655218	7.8716974	8.034298	8.365894	8.387347	8.160264	8.204531	7.9770937	8.048209	8.569812	8.195268	8.172393	7.765095	7.7287517	8.193684	8.049773	8.118725	8.2912035	8.047925
55013	7.7834287	7.4627123	8.197889	8.750563	7.5980406	8.107106	8.836432	7.297814	8.456984	7.733066	7.2224135	7.2137337	8.744579	7.663048	7.7276864	7.951694	7.887244	7.292527	7.645314	7.2224135	8.589187	7.118681
55015	6.0323257	6.2950916	6.446147	6.2195954	6.1391735	6.283647	6.124653	5.9227858	6.2762723	6.1656613	6.2993846	6.107568	6.151943	5.9658566	6.2325044	6.303318	6.177442	6.3272867	6.066923	6.1800838	6.335853	6.2171197
55016	6.1019754	6.2266474	6.101867	6.5807066	6.240479	5.9806933	6.2989726	6.1689386	6.4790363	6.393016	5.8163114	5.8894324	6.3716574	6.0038266	6.109276	6.169708	6.134616	5.9722185	6.1128006	6.2911654	6.376269	5.9850683
55017	6.162539	5.914113	6.5113854	5.7866035	5.854964	5.912199	5.673934	6.1363773	5.9448366	5.818025	5.791334	5.933013	5.8181915	5.984683	5.745886	5.5318246	5.726908	5.929897	5.8362794	5.751892	5.9991603	5.712856
55020	11.281477	9.9442835	11.024604	10.7486105	10.544444	11.342964	10.705843	11.453845	11.090973	10.700556	10.770478	10.643546	9.452349	10.699527	10.603257	10.672302	11.170048	11.259078	10.127857	10.970113	10.847704	11.172617
55022	7.738851	10.041227	8.699309	8.343185	9.104513	8.203573	8.049773	9.43402	8.06333	9.5418215	9.511271	9.556355	8.360085	10.386968	9.254898	8.876614	8.857789	9.693677	9.166853	9.398897	8.595989	9.632752
55023	8.477244	8.06179	8.234946	9.07115	8.806897	8.610894	8.93423	8.459243	8.88933	8.297653	8.039665	7.959321	8.789174	8.334195	8.029029	7.969147	8.264083	8.165622	8.477973	8.239283	8.628466	8.218321
55024	5.9597406	5.9505353	6.0677624	6.7722397	5.9207187	5.9132805	6.3693423	5.9608345	6.368388	6.4021063	6.217895	6.0215592	6.319237	6.1723747	6.3019233	5.888701	6.1317883	5.824024	6.235848	6.141551	5.965427	5.9271665
55027	6.4137263	6.262005	6.4634776	6.088466	6.028848	6.372668	6.302042	6.2107205	6.2372932	6.0581026	5.9372816	6.111922	5.788794	5.951423	6.118081	5.9126186	6.1006994	6.0156045	6.072584	6.0663776	5.901284	6.1774135
55028	6.075859	7.0985603	6.8450365	6.7878075	6.8729906	7.0003004	6.897152	6.485175	6.4302797	6.9276733	6.472563	6.5938396	6.519459	6.463967	6.412699	6.0706654	6.5228066	6.3321047	6.316771	6.205724	6.766079	6.6061597
55031	7.1563935	6.922635	7.011232	6.9433	7.0760202	7.5654335	7.335349	7.1580396	7.1295004	7.3574142	7.052349	7.171445	6.939231	7.1449895	7.111595	7.326626	7.3872113	7.126566	6.836895	6.990168	7.264923	7.207428
55032	8.670153	9.402987	9.612908	9.778606	9.310815	9.33838	9.212106	9.455208	8.961768	9.959909	9.721111	9.500506	9.39608	9.792218	9.750558	9.127017	9.37613	9.221015	9.607436	9.589576	9.47233	9.382598
55033	10.988976	9.308006	9.37613	9.232065	8.941449	9.90584	9.632752	9.856401	10.629734	9.276148	9.350977	9.219633	9.550461	9.084166	9.466255	9.834436	10.079241	10.2952	10.161331	9.8479595	9.789788	9.882444
55034	10.180106	9.438952	10.296997	10.131854	9.967574	9.900611	9.101702	9.87269	10.003651	10.3001795	9.751909	10.013888	9.452957	9.874	10.272534	10.064094	9.520448	9.300491	9.862226	9.891324	8.859174	11.046816
55035	6.776476	6.5732174	6.866733	6.7052226	6.8651276	6.7898703	6.583792	6.625143	6.8021736	6.8846426	6.4161735	6.56816	6.5455403	6.6044407	6.5996733	6.903021	6.575895	6.8178277	6.793772	6.539156	6.737222	6.5065084
55037	6.313161	6.262763	6.13559	6.383196	6.2067976	6.607254	6.2141824	6.1388326	6.0177565	6.2271614	5.958958	6.148257	6.0817738	6.1262975	6.144539	5.9682813	6.3227296	6.4312973	6.2666454	6.0581903	6.254049	6.3781047
55038	6.124653	6.6861296	6.346625	6.429961	6.324608	6.2065754	6.3008327	6.2363214	6.3439894	5.8508563	6.1518936	6.027306	6.2625575	5.8998833	6.2364135	5.8507857	6.2028227	6.180052	6.112937	5.9451666	6.164697	6.200332
5504	8.457305	8.684227	8.251907	8.428181	8.483004	8.476024	8.84566	8.177273	8.519743	8.21739	8.153409	7.9923906	8.77331	8.82256	8.510809	8.285428	8.115155	8.349931	8.418276	8.036648	8.503211	8.122022
55048	9.296328	9.169939	9.282138	9.212106	8.754131	9.061768	9.642024	9.07068	9.464668	9.029045	9.327533	9.088352	9.902562	8.924761	9.066862	9.099276	9.127017	9.38674	9.242615	9.028544	9.3927355	9.107995
55051	9.733113	8.465157	9.059032	9.520983	8.970097	9.245982	9.544229	8.784344	9.713947	9.05205	8.638729	8.600405	8.627005	9.02985	8.850049	9.446395	9.520983	8.622492	9.121237	9.049808	9.335663	9.030325
55052	8.371165	10.044957	9.687032	9.769818	10.061919	8.632927	8.870268	9.491294	8.918125	9.302812	9.978703	9.7462435	9.387685	9.774268	9.452957	9.983766	9.755108	10.092601	9.308922	10.085753	9.4635725	9.776807
55054	9.087918	8.461607	8.523391	8.514565	8.496883	8.8808975	8.545458	8.644537	8.816843	8.560424	8.814751	8.71277	8.702727	8.673288	8.639868	8.38463	8.82742	8.971464	8.769432	8.631761	8.763679	8.736009
55057	6.4540668	6.005302	6.546467	5.986593	6.063292	5.8228235	6.164082	5.699474	5.946448	5.6498265	5.770424	5.7546935	6.5683103	5.727375	5.95347	5.89435	6.0276504	5.780811	5.71356	5.917641	5.8756275	5.847444
55064	7.0946436	6.2653284	6.1156764	5.8743715	5.976751	6.247009	6.3641796	6.6937056	6.4237757	7.063426	6.912133	6.692699	6.2669144	6.644923	6.779664	7.3330812	6.6657324	7.3007565	6.5700803	6.4083657	6.6004195	7.133765
55069	7.7916102	8.719426	8.248171	8.717201	8.148676	8.105434	7.9915905	8.244178	8.294886	8.401758	8.192406	8.453674	8.678224	8.333499	8.389814	8.197541	8.101271	8.329292	8.44142	8.273222	8.230309	8.233677
5507	8.982462	8.825346	9.823803	9.039296	9.2130785	9.984391	9.590099	10.824324	8.742966	10.481065	10.3650875	10.43009	7.786791	7.941423	9.916189	9.753144	11.233941	9.032643	10.095144	9.446395	9.360176	12.059863
55070	6.8597403	7.060788	6.971185	7.0691013	7.15487	7.2656107	6.7784348	7.242631	6.681726	7.07335	6.7332077	7.001872	6.937174	7.155097	6.932221	6.4404125	7.0727725	6.531429	6.3968987	7.0855436	7.0551496	7.0168366
55071	6.5337725	6.8918877	6.650458	6.4187493	6.730088	6.485288	6.6645837	6.8260384	6.46769	6.860803	6.6831856	6.5941195	6.50086	6.8158755	6.312684	6.373066	6.7406993	6.203458	6.33179	6.6645837	6.7136536	6.607626
55072	7.963074	7.3789744	7.6282363	7.8102274	7.4945593	8.318216	8.164396	7.468863	8.239635	7.428655	7.000094	7.230933	7.5599074	7.5093675	7.1035705	7.7546673	7.483091	7.54401	7.261826	7.0031776	7.8705325	7.5099087
55076	8.618104	8.82347	10.815777	9.576093	10.488414	9.341044	9.771651	10.1887455	8.333108	10.101033	9.624769	9.414744	10.934811	9.911866	9.984391	10.102546	9.477308	9.294253	9.656423	9.539232	9.14243	9.565822
55081	6.351125	6.1477485	6.1990404	6.6279097	6.2371325	6.52855	6.551188	6.1347675	6.4393353	6.9628663	6.6883187	6.399666	7.7538767	6.780164	6.765398	6.707769	6.8752875	6.9985633	6.894956	6.518211	6.4568486	6.696789
55083	6.346625	6.16542	6.5371637	6.3258286	6.231991	6.3641796	6.215672	6.309952	6.2724123	6.4602942	6.5477133	6.280714	6.4376316	6.2911096	6.272986	6.255014	6.4171076	6.581233	6.6289296	6.708958	6.3733983	6.5429325
55084	5.6990204	5.818999	5.9114146	5.838251	5.8282304	5.8111005	6.301986	5.876115	5.862639	6.1950197	5.8643327	5.8734617	6.14862	6.0869856	5.9388466	6.0300646	5.9785376	5.974048	6.084821	5.9597907	5.9263806	5.841772
55086	6.808344	7.154024	6.7793603	6.981623	6.689497	6.7416387	6.754927	6.62158	6.2694263	6.721709	7.120486	7.179738	6.6984577	6.7295923	6.585301	7.157007	6.214984	6.425778	6.528326	6.8088274	6.6199226	6.553272
55088	5.816062	5.7663302	5.8771133	5.951843	5.79294	6.199546	6.0358067	6.01634	6.040356	5.8099732	5.798824	6.022246	5.7627354	5.800207	5.8666415	5.6569996	5.833961	5.9049706	5.836918	5.977694	5.8920956	5.6295824
55090	7.1975436	6.58236	7.5677876	6.711681	7.0484524	7.2404013	6.7641854	6.803848	7.4701037	6.6734767	6.722645	6.5543594	7.0238547	6.5816116	6.623396	6.040768	6.552536	6.881197	6.852869	6.6298666	6.640538	6.602388
55092	9.01043	8.432118	9.207021	9.5681095	8.582994	9.02985	9.351943	8.484106	9.5801935	9.107165	8.764158	8.509949	10.430853	8.832323	9.342546	9.140709	9.382067	9.33675	9.806745	8.918973	9.853746	8.739577
55093	6.635274	7.2112894	6.7502575	7.1609287	6.9599085	7.0466433	6.8777857	7.304324	7.5637355	6.9457436	6.644689	7.0444303	7.1869774	7.2315173	6.835178	6.6790743	6.7079043	7.135675	6.857811	6.452931	6.8749375	7.088044
55094	7.7859774	7.4560223	7.3561006	7.084724	7.015186	7.496515	7.2430563	7.3030944	7.161788	7.3860517	7.1520925	7.1274076	7.202161	7.2871614	7.291418	7.500382	7.33083	7.1449895	7.0011053	7.354089	7.3128023	7.4083095
55095	7.7738633	6.9623566	7.36	7.2198243	6.733819	7.478399	7.4954443	7.199414	7.4537635	6.711077	6.603392	6.7127132	7.1557193	6.9129415	6.7898703	6.520255	6.717868	7.156609	6.944948	6.7030244	6.9178867	7.1274076
551	7.52295	6.868153	6.645589	6.6237903	7.0836487	7.295449	6.7232423	6.8016953	7.4410367	6.317484	6.5996733	6.716049	6.416087	6.7042375	6.5015283	6.9213552	6.63801	7.0304623	6.500666	6.378455	6.813114	6.6157036
5510	8.260068	8.706595	8.592842	8.247868	8.23397	8.170755	8.247522	8.629616	8.073106	7.979375	7.9817886	8.2546215	8.128934	8.1901455	8.048539	8.045097	8.262809	8.24294	8.134164	8.171103	7.9938545	8.405308
55102	6.8158755	6.6913414	6.927313	6.820669	6.7392683	6.8916893	6.7115316	6.5970736	6.672623	6.6184072	6.91272	6.957898	6.787178	6.6177597	6.9770722	6.8134427	6.4584265	6.924454	7.171445	7.11197	6.6655807	6.845999
55103	6.1588	6.213412	6.3251386	6.0897684	6.504733	6.2842994	6.27247	6.473688	6.339058	6.508142	6.523756	6.6501694	6.1786814	6.207277	6.448646	6.8497396	6.339194	6.4410605	6.3514247	6.650325	6.3189793	6.323309
55105	7.194042	7.6188807	7.2417293	6.9710145	7.1527433	7.25634	7.5202703	7.046866	7.3418794	6.8691974	6.7297673	7.0122232	7.0484524	6.7021327	7.017409	6.918073	7.2521753	6.773368	7.0146313	6.971584	6.964302	6.883573
55106	5.912931	6.070053	6.105974	6.1959033	5.9954853	6.2522807	6.2449074	6.1330104	6.142419	6.2819424	5.874053	5.9651	6.4195523	6.2036	6.3572307	5.8649006	6.094171	5.895336	5.8360233	5.9740357	6.35411	5.8698335
55107	10.562741	12.782326	7.991039	9.145294	9.167924	9.513022	8.54381	9.967574	9.414744	10.082014	9.53262	9.814365	8.682295	9.932662	9.829818	9.112684	10.044957	9.727184	8.911842	10.076432	9.291113	10.363551
55108	10.007198	9.369317	9.69174	9.579106	10.346872	9.373552	9.612908	9.917603	10.059668	9.4879265	9.526402	9.256502	9.154875	9.234543	9.776107	9.583823	9.840483	9.502599	9.843768	9.593143	9.629954	9.409681
55109	7.5408573	8.230921	8.282634	8.204906	7.8110776	8.661563	8.108043	8.41787	7.647277	8.41787	8.220597	8.208822	8.335938	8.337952	8.382921	8.433511	7.9276032	8.057958	7.9852057	8.300264	8.123944	7.917528
55114	9.985847	10.051103	9.644813	9.456852	9.84722	10.197182	10.0244875	9.094021	10.010834	9.859042	9.483214	9.549966	10.077164	9.20371	9.968861	9.570441	9.867904	10.240195	10.20489	9.364077	10.615275	9.68231
55116	8.382279	7.8562016	8.040289	7.8110776	7.616835	7.7007976	7.8884625	7.9119077	8.046635	7.4511075	7.674708	7.879401	7.517742	7.5654335	7.756048	7.54401	8.013028	7.8761864	7.8090563	7.720988	7.98	7.7432823
55118	6.0171843	6.2081184	6.018454	6.4727497	6.0326595	5.891817	5.7526956	5.8072877	6.3739495	5.8757277	5.7918854	6.0961943	6.109276	6.009879	5.900784	5.794072	6.0041056	5.72985	5.9945054	5.758279	5.739437	5.9686503
55125	8.158205	7.743042	8.248494	8.095525	7.510394	8.354055	8.361114	7.9882674	7.816827	8.298653	7.569997	7.89369	8.131433	7.7668395	7.8997564	7.9654145	7.744378	7.88173	7.9363585	8.192406	7.8481417	8.508154
55130	5.7327204	5.719897	5.9943037	5.793249	5.781178	5.8397164	5.653433	5.669396	5.714035	6.1809297	5.906852	5.8566446	5.9839296	5.9641323	6.1174407	5.874951	5.6432657	5.8546057	5.9339156	5.839496	6.286797	5.8405695
55131	7.3056655	7.333549	7.4424477	7.5279937	7.183775	7.189372	7.3388233	7.347951	7.391009	6.9635916	7.168378	7.364362	7.409562	7.059775	7.3346534	6.7902107	7.084068	7.3828998	7.338595	7.025281	7.165925	7.0295715
55139	8.096105	7.312589	7.7120867	7.957503	7.8604136	7.620793	7.848414	7.7365584	8.2593975	7.57671	7.4393024	7.5629644	6.908452	7.454032	7.4521036	8.021155	7.553732	7.603396	7.793666	7.6706223	7.5380793	7.5322747
55142	9.304322	8.496162	8.508886	8.719845	8.359029	8.9551525	9.406587	8.870666	9.390124	8.360741	8.507345	8.569812	8.530557	8.216071	8.533436	9.481303	8.913172	8.72221	8.9851	9.137413	8.920312	8.789632
55143	6.484105	7.190022	6.6587343	6.488439	6.651301	6.508487	6.300162	6.231095	6.365806	6.2310586	6.1807284	6.0142303	6.092742	6.2492857	6.1822605	5.7797966	6.2865005	5.85064	6.131173	6.1511383	6.4862757	6.088695
55144	7.6140075	7.6804934	7.411964	7.5117173	7.7276864	7.700224	7.5604315	7.6717343	7.182937	7.663334	7.1752634	7.452839	6.618559	7.5855856	7.416679	6.98833	7.6873746	6.926069	6.9028254	7.224426	7.349059	7.3804426
55149	8.964026	8.533436	8.590296	8.486291	8.512276	8.740067	8.757638	8.591767	8.567568	8.4167595	8.4197855	8.968298	8.984223	8.488368	8.703898	8.658297	8.85879	9.525823	8.822128	8.885973	8.601878	8.656251
5515	11.261861	11.266344	11.289567	11.409076	11.063725	11.7946415	11.529769	11.531756	11.846308	11.338077	11.201426	11.363785	11.828227	11.069977	11.397314	11.134769	11.461751	11.452258	11.450789	11.15542	11.3957205	11.032237
55152	5.9117155	6.4596295	6.394598	6.523294	6.3433456	6.360242	6.460698	6.333559	6.381718	6.453538	6.319826	6.1681666	6.375741	6.347711	6.2514753	6.310453	6.164378	6.003545	6.261108	5.848725	6.146464	6.2509155
55154	6.489205	7.604932	6.949596	6.696924	6.872638	6.63716	6.867089	6.9158354	6.924082	6.438925	6.636664	6.2854342	6.6303954	6.361594	6.263746	6.572619	6.309002	6.770521	6.43353	6.483544	6.406895	6.613725
55156	8.997007	8.866681	8.747746	9.043407	8.236246	8.836842	8.72758	8.9555855	8.958205	8.431697	8.463631	8.340004	7.936942	8.250871	8.066214	8.144554	8.254319	8.113725	8.239964	8.48802	8.37079	8.3317375
