Genes	GSM2367626	GSM2367627	GSM2367628	GSM2367629	GSM2367630	GSM2367631	GSM2367632	GSM2367633	GSM2367634	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
2289	7.9070535	10.329399	8.772115	9.16908	9.150608	8.103321	8.829436	9.050705	9.530173	10.195606	9.7831135	9.719235	10.064824	11.310322	9.764521	8.877508	8.911842	10.157632	9.731924	9.201353	8.434202	9.986575
22895	6.271685	6.0663247	6.071347	6.051075	6.121368	6.1448674	6.0148053	5.984875	6.015095	6.1531215	6.2491426	6.145886	6.144704	6.09074	6.1974196	6.1979527	6.114281	6.0664873	6.1261234	6.1719775	6.176777	6.2859855
22897	7.933282	6.839019	6.7002087	7.326851	6.719039	7.2130733	7.28556	7.2344766	7.4852514	6.8142734	7.149189	7.0851145	7.063426	7.0909157	7.025281	6.994652	7.4273467	7.4481716	7.0260177	7.07335	6.995014	7.3816724
22899	6.301317	6.16116	6.220777	6.1480017	6.1421785	6.0832357	6.2577524	6.3119082	6.1906667	6.0409737	6.109276	6.019968	6.1919384	5.8903775	6.1027846	6.149859	5.9227467	5.888279	5.959243	6.138961	6.0367146	6.041388
229	15.1054325	15.019513	15.119185	15.1054325	14.873535	14.859203	14.643493	14.886446	15.006159	15.074045	14.9312525	15.135012	14.71998	14.981512	14.820614	15.074045	14.981512	14.9689455	14.758126	14.859203	14.835278	14.9312525
22902	7.1606665	6.612181	6.8910065	7.0096784	6.7341495	7.4484644	7.113106	6.761656	6.9887075	7.3414	6.6369157	6.997575	7.3457465	6.8922405	7.26511	7.064675	7.130467	7.427572	7.4774265	7.0613737	7.087651	7.186521
22903	6.596405	7.3454943	6.7432075	7.171445	7.3702545	6.991555	7.391738	7.069702	7.029746	7.3811884	7.4408383	7.3448462	8.086035	7.899145	7.5043154	7.2208843	7.473934	7.2722917	7.589119	7.3328314	7.312589	7.2428374
22906	7.67791	8.551979	8.092635	7.695836	7.9751544	8.030697	7.9252295	7.432021	7.6749864	8.342849	8.090644	7.917528	7.932422	8.520427	8.024134	8.222695	7.99471	8.018485	8.364174	8.015714	8.149661	7.9475393
22907	8.917775	8.6830015	8.607855	8.38166	8.601878	8.872766	8.478707	8.901399	8.681493	8.573298	8.808574	8.92775	8.738405	8.710519	8.57255	8.426011	8.611618	9.33838	8.799787	8.807664	8.567929	8.6243725
22908	8.0303755	7.8863006	7.7653956	7.8246045	7.4771905	8.078129	8.019057	8.172053	8.161813	8.230004	7.8612385	7.6494436	7.4102364	7.7603817	7.623088	7.209268	8.143907	7.4657	7.8458085	7.460485	8.0303755	8.006348
22909	8.179	8.303065	7.4842753	7.48031	7.787371	8.26516	7.553525	7.391998	7.488906	7.3999476	7.4876943	7.359596	6.8624377	7.5933924	7.229601	7.4451947	7.5682616	7.532515	7.2536902	7.424991	7.695836	7.5907016
22911	6.0855026	6.819361	6.7697334	6.803519	7.002984	6.820322	6.838519	6.757794	6.805304	7.0170283	6.979574	6.9357624	7.4025364	6.9267282	7.146091	6.6014514	6.8883224	6.860434	7.155519	7.169231	6.711077	6.898833
22913	9.6124	9.360176	9.2003765	9.479189	9.271099	9.268563	9.627052	9.165529	9.4656725	8.847048	8.932097	8.796075	9.329061	9.110425	8.739207	9.243506	9.02611	8.874459	9.183853	8.838542	9.438408	9.128438
22919	9.422085	9.964767	9.610606	9.871199	9.73252	9.374541	10.294478	8.958205	9.709232	9.697326	9.375587	9.760197	11.024604	9.704881	9.929189	9.534866	9.606342	9.3949175	10.101033	9.749314	10.26183	9.463022
22920	8.722633	8.888455	8.748496	8.71312	8.599186	8.910103	8.332418	8.4938135	8.9709635	9.175194	8.830235	8.855207	9.025633	8.821724	8.808574	8.779964	8.945737	8.373514	8.520427	8.783916	8.738405	8.564824
22924	8.458377	7.369764	7.960469	7.8797064	7.8612385	8.165318	7.544516	8.013028	8.043643	7.603894	7.7834287	7.9166884	7.729572	7.6691613	7.7580266	7.6468077	7.903119	7.978525	7.8878098	7.7454314	7.290967	7.877418
22926	9.389149	10.007198	10.0180435	9.87269	9.890087	9.175746	9.192639	9.254398	9.737646	10.487484	9.992974	10.49543	10.122105	10.154319	10.45696	9.547748	10.008592	10.459117	10.404586	9.980247	9.764521	10.206414
22929	8.246181	8.7464695	8.7147455	8.697196	8.558584	8.921686	9.194186	8.536432	8.631761	9.133109	8.464029	8.80389	8.70938	8.837294	8.767362	8.6863785	8.444337	8.785218	8.733855	8.694088	8.843947	8.800593
22931	6.8615584	7.1666746	7.068889	7.044626	7.0318403	7.075134	6.8021736	7.264479	7.023123	7.395533	7.2401977	7.3224354	6.995014	7.184855	7.1799827	6.9282513	6.8777857	6.700636	6.982334	7.269313	7.2208843	7.1402483
22933	6.483105	6.368229	6.6144533	6.404358	6.019862	6.691184	6.301623	6.7576485	6.552663	6.6415205	6.6373124	6.4159985	6.5714474	6.423483	6.5433316	6.1426306	6.189282	6.206924	5.8746758	6.502748	6.407777	6.628338
22936	9.387685	8.787532	9.16908	9.183315	9.822499	8.617317	8.596682	9.730062	9.73433	8.904212	9.926458	10.30234	9.543746	9.903967	9.658787	8.694858	8.655953	9.369809	9.733723	10.188095	8.442514	9.286631
22950	5.9163055	6.55982	6.572619	6.6142173	6.6358128	6.5487723	6.4328914	6.475041	6.489088	6.654181	6.025837	6.483105	6.5045033	6.275884	6.527218	6.5382295	6.087811	6.434212	6.1085973	6.3391275	6.6876793	6.465486
22954	6.8772936	7.148492	7.250672	7.0878434	7.1626153	6.8837624	7.329315	7.084068	6.8255253	6.9645076	6.822992	6.904638	7.238622	7.051338	6.700345	6.679689	6.724311	6.679848	7.0308495	6.7644935	6.914064	6.824632
22955	8.013315	7.8953795	7.5570707	7.865793	8.083183	7.101189	8.245525	7.7257195	7.9405074	7.943248	7.447433	7.6700735	8.563706	7.6620207	7.564378	7.792442	7.7432823	8.03697	8.266536	7.8434668	8.00459	7.6714387
22974	6.365899	6.9455686	6.5694456	6.2763767	6.822992	6.2538567	6.3273544	6.325207	6.183083	6.2927127	6.438752	6.0708275	6.064274	6.2952623	6.2971716	6.0927033	6.168044	6.1638737	6.3750706	6.340706	6.521919	6.125081
22976	7.795322	8.130484	7.6280036	7.9039803	7.995313	8.356719	7.9192057	8.13581	7.695836	7.9181166	7.88964	8.00759	8.028409	7.6173472	7.8604136	7.7668395	8.06937	7.874814	7.9706764	7.7782083	7.7085443	7.8190465
22977	8.449431	8.224252	9.077759	8.732701	9.186236	8.371918	6.9383206	9.23254	8.410105	9.380544	9.24801	9.89927	8.7699	9.365555	9.205538	10.101702	9.312893	9.289139	9.1610365	9.653551	8.474432	9.363582
22978	8.7624445	8.010648	8.48802	8.509949	8.30811	8.874875	9.088352	8.5430975	8.998463	8.775299	8.665453	8.468681	8.787532	8.230921	8.725906	8.502413	8.505296	9.111242	8.893389	8.132456	8.652918	8.648873
2298	6.590336	6.721422	6.7873507	6.55982	6.6163297	6.691653	6.7821264	6.634418	6.88959	6.355326	6.820514	6.5067472	6.444119	6.561295	6.409765	6.013739	6.5137362	6.6362653	6.749274	6.5043	6.229812	6.339058
22980	10.88641	10.206414	10.272534	10.122105	10.445703	9.833164	10.253845	10.483039	10.191914	10.6091	10.672302	10.437664	10.172541	10.413426	10.708987	10.875427	10.637097	10.722264	10.653133	10.572529	10.651924	10.754375
22981	6.9230037	6.9835067	6.770382	6.6769657	6.9730253	7.3276854	6.763704	7.3281493	6.713026	6.216623	6.191288	6.3700795	6.3557887	6.406207	6.1056566	6.8160653	6.3497543	6.2884965	6.279788	6.584576	6.512968	6.4017644
22982	8.420078	8.297298	8.022532	7.720988	7.759697	7.2747784	7.440555	7.764241	7.4183335	7.933538	8.3275795	8.353336	7.797385	7.826914	8.04755	8.049773	8.048539	7.7970653	7.730316	8.248171	8.167601	8.4382305
22983	5.8164115	6.012839	5.802879	6.28011	6.012007	5.911916	5.7246833	5.750647	6.137854	6.111763	5.894287	5.848926	5.7579465	5.986999	5.9241867	5.8943877	5.9921684	6.032853	5.9667683	5.7908354	5.828187	5.838136
22985	9.3402405	8.61927	8.777616	8.666196	8.866359	9.100713	9.320684	9.028544	9.304781	8.571765	8.670522	8.655218	8.831442	8.53189	8.764599	8.469046	8.552393	9.045284	9.089275	8.614891	9.104513	8.734216
22994	7.9817886	7.6606526	7.3950768	7.796795	7.5878434	7.2204795	7.492076	7.323612	7.987888	7.024484	7.363906	7.119277	7.577187	7.2656107	6.9163904	7.348412	7.319666	6.9708557	7.2166386	7.002073	7.5514665	7.426455
22995	6.4656916	6.117514	7.174357	6.313098	6.180252	6.1318326	6.5119543	6.609118	6.2208157	5.9383297	5.7278743	5.776279	5.8816786	6.009208	5.869336	6.209613	5.9294057	5.8454304	5.7252045	5.8216186	6.1630526	6.0454235
22998	7.1679626	7.5689883	7.418772	8.526781	7.963997	7.1307063	7.7710404	7.278565	8.379497	7.9338264	7.962798	7.8533607	8.681493	8.347121	8.570548	7.8071837	7.9584193	8.752882	7.926177	8.2593975	8.195268	8.133777
23	10.40557	10.503193	10.368795	10.468932	10.664116	10.515675	10.4168415	10.392079	10.611011	10.323584	10.375611	10.525034	10.801064	10.178638	10.26489	10.523163	10.560008	10.844062	10.77699	10.309713	10.589896	10.545351
23002	7.231762	7.230677	7.5637355	8.039322	7.1398053	7.4492035	7.535483	7.4463744	7.599008	7.989403	7.3065724	7.550764	7.0500703	7.5829606	7.9166884	7.2384257	7.4786	7.264713	7.6617603	7.22982	7.324279	7.6059275
23005	6.7955723	6.2026405	6.0955887	6.2496305	6.261599	6.34614	6.416903	6.429409	6.291295	6.169122	6.1218348	6.0547247	6.3534436	6.2400684	6.0780993	6.1945424	6.0217023	6.191323	6.0531626	6.152859	6.3937855	6.226146
23008	6.0997577	6.7497706	6.236718	6.4272404	6.059857	6.305364	6.189857	6.4384484	6.4010577	6.79693	6.2145853	6.5262556	6.210684	6.20014	6.3225937	6.276172	6.104892	6.3738704	6.186759	6.2079263	6.174428	6.3807707
2301	5.8915186	6.064162	6.145662	5.902399	5.8052945	5.9088044	5.6400256	5.957507	5.9675083	5.945644	5.766864	5.680719	5.715552	5.6610603	5.774462	6.0143704	5.8694177	5.8012404	5.893654	5.7985287	5.8228235	5.584864
23013	9.584944	9.697326	9.173225	9.574432	9.25695	9.390665	9.343603	9.6124	9.639018	9.789788	9.498191	9.513022	9.676677	9.1853	10.0306425	9.428029	9.173225	9.685196	9.869224	9.520983	9.520983	9.78859
23019	10.756735	10.612996	10.509105	10.346872	10.689748	10.860379	10.60102	10.453187	10.615275	10.674332	10.573554	10.583749	10.415147	10.614054	10.4476	10.473532	10.432616	10.892826	10.539681	10.635958	11.006133	10.382291
23023	5.898414	6.0061836	5.9810176	5.853423	5.887339	5.960299	5.9148254	5.949506	5.8611674	6.0377445	5.959163	6.05829	5.8966036	6.006386	5.9755955	5.9966807	6.0206547	5.9015894	5.95694	6.029544	5.9260387	5.9342685
23028	8.965674	8.728507	8.610894	8.839005	8.782304	8.192749	8.529503	8.845201	8.567929	8.962623	8.597356	8.839411	9.0575285	9.047999	9.016124	8.946921	8.997895	8.978135	8.913172	8.692037	8.941052	8.719426
23031	9.361632	7.9015646	8.030697	8.074333	8.280956	8.724738	8.253758	7.901299	8.947771	8.195954	8.183101	8.101271	7.048053	7.9472437	7.787105	8.407338	8.189159	7.5560803	7.421138	8.140256	8.029385	8.120174
23032	7.438592	7.239711	7.0630016	6.950794	7.0977645	7.017231	7.013569	7.1272187	7.0691013	7.2656107	6.8401	7.0985603	7.2462792	7.0332875	7.0709324	7.221327	7.3133006	7.3231683	7.209268	6.860084	7.17	7.0459995
23034	7.5917854	7.080049	8.130484	6.327884	7.0938287	7.42024	6.9586406	7.642598	7.1525626	8.295245	8.116317	8.035719	7.4820943	8.137388	7.2373414	8.010648	7.9267755	7.818754	7.4208994	8.224932	7.354089	8.587616
23037	6.014189	5.807	5.7918487	5.922321	5.732928	5.9183035	5.856534	5.8432894	5.8944645	5.9339027	5.8857136	5.966719	5.927366	5.9992337	5.7194242	5.8397746	5.976475	5.8059444	5.948698	5.962378	5.979184	5.979224
23046	6.503189	6.088591	6.0581393	6.4188247	6.0384736	6.226691	6.448454	6.4045334	7.1604805	6.1027846	6.013752	5.899386	6.1806984	6.08185	6.182189	5.8080335	6.150762	5.907876	6.018265	5.865143	6.317702	6.2915726
23049	5.845148	6.056022	6.0678887	5.984366	5.9470253	5.9798546	6.0003614	6.0402455	5.9459753	6.213017	6.152022	5.9867854	6.016413	6.1062074	6.1387606	6.1847987	6.045653	6.123919	6.1114445	6.0696554	6.1541705	6.1005282
2305	6.1438622	6.55059	6.1525135	6.016323	6.4713016	6.1946144	6.1716304	6.1109343	6.137649	5.9895663	6.239269	6.045438	5.9467893	6.130989	5.895481	5.940062	6.263542	6.0089436	6.0439777	6.017987	6.2291136	6.000784
23052	6.4516497	6.448646	6.6369157	7.288726	6.914064	6.578167	6.97233	6.5991716	7.001336	7.289819	6.3159876	6.6358128	8.390347	6.7870173	7.018787	6.8824778	6.497291	6.454721	7.037005	6.589562	6.9874086	6.535217
23053	10.366904	8.715597	9.480228	9.409681	9.5225725	10.199342	9.881126	9.84722	9.921735	9.7024765	9.797969	9.458516	9.475601	9.739014	9.600394	9.422085	9.644813	9.998547	9.923825	9.6524105	9.662332	9.916936
23054	8.586155	8.337624	8.239964	8.636426	8.380295	8.821724	8.766252	8.748859	8.70004	8.65664	8.536432	8.361438	8.431697	8.060788	8.367975	8.541676	8.54625	8.594934	8.603217	8.3570595	8.446091	8.226873
2306	6.9219036	7.922205	6.859901	6.9080715	6.946633	7.0185995	6.70436	6.7028913	6.824632	6.2684836	6.3715806	6.270053	6.5057254	6.1718273	6.035638	6.3973227	6.3665833	6.160203	6.3902526	6.5873437	6.434106	6.4715867
23060	7.4523444	7.387462	7.0884795	7.1313367	7.3297596	7.5999665	7.463931	7.309099	7.6458125	7.1520925	7.1630516	7.1101904	7.0286403	6.8957014	7.036427	6.497291	7.45184	7.021903	7.622634	7.0589037	7.4852514	7.1788263
23061	8.095166	8.23397	8.129564	7.8805213	7.8009787	8.867587	7.8019223	7.9846096	8.429999	8.030697	7.877145	7.8887043	7.498309	7.978817	7.817383	7.982674	7.730316	8.074333	7.853691	8.06937	7.7206945	8.116317
23066	6.428174	6.605745	6.4992867	6.796239	6.475443	6.0670958	6.6625705	6.543084	6.6280684	7.13204	7.1056066	6.9455686	6.971185	7.430532	6.737836	6.984799	6.6157036	6.7536254	6.8455267	6.874584	6.5509467	7.1921144
23067	7.1043444	6.485495	6.765094	6.700636	6.827445	6.843788	6.924242	6.84252	6.8794513	6.854086	7.0773954	7.1039248	6.854587	7.040731	7.1322346	7.1311536	6.933201	7.1432414	6.7804728	7.1731205	6.660805	7.0148134
2307	6.0276823	6.0934486	5.7251687	6.5422096	5.858357	5.768668	6.429234	6.003342	6.1505814	5.919332	5.930992	5.763293	5.928195	5.8507857	5.9286933	5.9166555	5.9799833	5.962237	5.973701	5.857265	6.0545535	5.6828513
23071	6.5151935	6.598905	6.299212	6.4223857	6.426033	6.636664	6.55806	6.685365	6.447609	6.532821	6.3449707	6.2216506	6.526037	6.79751	6.366055	6.5739937	6.5508423	6.5992966	6.193475	6.206372	6.4176025	6.518211
23074	6.0857224	6.1065173	6.185826	6.1595035	6.356792	5.9886856	6.05595	6.1083865	5.9227076	6.1379294	6.0411625	6.173423	6.2783284	6.2587357	6.305364	6.11473	6.065887	6.048352	6.0505376	5.799325	6.259184	6.1211014
23075	7.913366	8.249527	8.262809	8.195268	7.953522	7.74718	8.808946	7.814136	8.270354	8.151105	7.607761	7.782571	8.817631	8.050703	8.049773	7.6970544	7.9703617	7.944485	8.328289	7.801262	8.374936	7.571858
23076	6.458733	6.770976	6.561159	6.8813787	6.856032	6.8505955	6.7352257	6.8403983	6.5541177	6.8100157	6.800351	6.9661527	6.9369884	6.8640766	6.8446217	6.0761065	6.5831714	6.8499293	6.810312	6.4658895	6.8043017	6.6765747
23077	8.245204	7.558397	7.981478	8.602221	7.796795	8.438965	8.422534	8.155391	8.540896	8.424229	8.149661	8.238044	8.19307	8.363168	8.410862	8.354055	8.522659	8.470123	8.395864	8.4680395	8.710934	8.204531
23078	6.765559	6.935959	6.962688	6.8796234	7.0959373	6.8376403	6.5565896	7.3021064	6.9995427	6.922635	6.7175674	7.091976	6.4609213	6.7312193	6.766888	6.6468463	7.0549645	6.502748	6.929496	6.8765984	6.7985206	6.837297
2308	10.025297	8.943022	9.7163725	8.54625	9.630564	8.9738035	9.204653	9.935455	9.127017	9.680314	10.615275	11.071169	9.38307	10.729226	10.106219	9.2003765	9.992269	10.197182	10.197182	10.067121	9.124116	10.265691
23085	8.604275	8.290501	8.277991	8.014221	8.139584	8.369403	8.256689	8.26312	8.421543	8.2276125	8.225243	8.26312	7.97625	8.358048	8.409786	8.30273	8.230921	8.228279	8.23835	8.270727	7.847539	8.146204
23086	8.030979	5.9646673	7.0280294	6.775668	6.8132653	6.7993736	6.250054	8.005188	6.6518426	7.57212	7.8968215	7.7704453	6.911135	7.2565746	7.763702	7.641137	8.041791	7.6327977	8.022192	8.116317	7.2781477	8.09426
2309	5.989463	5.9929166	6.012839	6.01162	6.11904	5.9950852	6.033192	5.9802623	6.137879	5.8861027	5.8535056	5.8922496	6.016865	5.993743	5.9285436	5.804061	5.795403	5.9473443	5.8469133	5.9687414	5.9489527	5.8752265
23093	7.1099777	7.140753	7.019741	6.7779045	7.025281	6.978228	6.9256763	6.7205133	6.920272	7.038533	6.9289756	7.30268	7.144801	6.9431114	6.910622	7.0553613	6.949226	7.4537635	6.761334	6.827261	6.7154884	7.0055118
23094	7.1364956	6.83621	6.7164	6.681866	6.7141232	6.981059	6.609811	6.8724756	6.976651	7.136693	7.2462792	7.047865	6.5355797	6.9108014	6.818032	7.1938057	7.2313194	7.549358	7.101005	7.2660313	6.900086	7.1887755
23095	6.924242	6.376735	6.847524	6.43545	6.38803	6.375408	6.3248124	6.4223013	6.6108437	6.697823	6.4314094	6.6695714	6.675477	6.625573	6.7123923	7.015186	7.290967	6.9286	6.8904305	6.986557	6.852522	6.9135027
23096	6.136432	6.197668	6.0728993	6.1485887	5.999418	6.136223	6.123366	6.464433	6.315041	6.0159016	6.034475	6.1220927	6.2242785	6.0289993	6.160288	6.0720234	6.1211505	6.119775	6.128768	5.9339657	6.0449085	6.200556
23097	8.898234	8.83098	8.407338	9.161523	8.536432	8.913172	9.162073	8.600004	9.144804	8.935117	8.733493	8.647261	9.012094	8.9443655	8.631761	9.027051	8.975533	8.732701	8.8918495	8.909703	9.06638	8.528527
23098	6.4594326	6.042674	5.95493	6.2993846	6.6976466	6.6440883	6.2649093	5.836356	6.3548193	6.0493007	6.2831454	6.0237474	6.41173	6.2149096	6.278593	6.0759363	6.2830224	6.450092	6.153673	5.991073	6.2838025	6.26553
23101	5.859604	5.9343905	6.304201	6.113081	6.186426	5.922298	6.087641	6.162262	6.0274386	6.0809827	6.05418	6.2997227	6.1208057	6.204249	6.235891	6.100142	6.3664246	6.2070436	6.337158	6.1727705	6.111898	6.158142
23102	9.957244	9.869853	9.180899	9.239508	9.473413	10.0559025	9.424649	9.955336	10.098029	9.486275	9.722902	9.446881	9.572143	9.488368	9.601529	9.405047	9.420956	10.455942	9.80739	9.498821	9.62074	9.960533
23105	5.951225	5.912325	5.894062	6.129362	5.95498	6.0262895	5.792957	6.011174	5.842654	5.7358327	5.9347806	6.0709186	5.9345512	6.1685143	6.0526643	5.8623986	6.0283103	5.868005	6.090323	6.0955048	6.0531626	6.182625
23107	8.655218	8.68964	8.909703	9.203203	9.2751465	9.145786	8.85604	9.283625	8.822128	9.024409	8.984223	9.117339	8.848741	9.131264	8.963574	9.029465	9.015213	8.937244	8.951301	8.98644	8.991695	8.897308
23111	6.2446103	6.2691207	6.3376517	6.647358	6.333624	6.3343773	6.3881674	6.3363175	6.4311204	6.8772936	6.2694917	6.671457	7.0490503	6.5721107	6.5636187	6.827445	6.8200116	6.8399153	6.3226676	6.6676126	6.837107	6.7919493
23113	6.9995427	6.668452	6.6401443	6.8041677	6.6089935	7.142005	7.1602893	6.6401443	7.0355697	6.277554	6.443647	6.1391277	6.1785254	6.2011914	6.1987643	6.313415	6.2429156	6.0955443	6.293261	6.131575	6.7804728	6.7693973
23116	7.084068	7.2255254	7.0909157	7.0344234	6.6184072	7.411026	7.090273	7.0946436	7.2536902	7.225091	6.8055086	6.8772936	6.8101625	6.7927938	6.8913426	6.7500916	7.021311	6.4123573	6.99274	6.7986746	6.8170047	7.1005793
23119	7.7268486	7.1126275	7.4164414	7.3214455	7.097971	7.0965643	7.723734	7.334236	7.0490503	7.3137674	7.3939185	7.4273467	7.4906735	7.4441648	7.4866443	7.614245	7.0148134	7.64478	7.32725	7.6344466	7.0884795	7.3565626
23126	7.924637	7.264479	7.3888783	7.315587	6.9991384	7.5080624	7.3574142	7.171217	7.880818	7.312589	7.334437	7.7996182	7.26294	7.5604315	7.557561	7.666515	7.706231	7.6150727	7.7831607	7.547366	7.6550055	7.727389
23130	8.968779	7.6762714	8.581484	8.11809	8.577078	8.424904	8.351566	8.264803	8.547324	8.049492	8.569812	8.508886	8.510809	8.560821	8.969173	9.098839	8.135444	9.047999	9.197899	8.474103	7.833861	8.438965
23139	6.350831	6.350616	5.939423	6.21659	6.1185446	5.8958826	6.2291136	6.112868	6.0640697	6.1282845	5.9170313	5.94526	6.2113075	5.8722906	5.9638276	5.741307	5.9537997	5.8267217	6.0962706	5.8229156	6.0814147	5.9937954
2314	8.512276	8.450259	8.650555	8.04482	8.44905	8.209715	8.667035	8.222036	8.578731	8.122953	8.008838	8.050988	8.45658	8.4167595	8.361789	8.161813	8.233005	7.9309106	8.078658	7.8919578	8.341405	8.131433
23142	9.277627	8.74493	8.615284	8.734629	8.703898	9.582585	8.889755	9.101702	8.81105	9.501552	9.468495	9.44066	8.783071	9.286631	9.321227	9.543109	9.235013	8.964829	9.191114	9.566526	9.387278	9.370838
23143	5.917778	5.982298	5.876325	5.956876	6.1284323	6.220237	5.6692805	5.9158244	6.0848	6.0958614	5.996719	6.1953964	6.2584314	6.0168943	6.0459747	6.272879	6.040337	6.0368237	6.029033	6.056215	6.0370784	6.088802
23144	9.55814	8.301703	8.563371	8.7469225	8.842716	9.285672	9.693677	8.772115	9.355003	9.254398	8.598792	8.872766	9.226682	8.598792	9.627671	8.905539	8.216071	9.412265	8.826178	8.317875	8.4938135	8.79315
23149	6.2209754	5.9266562	5.8918047	6.0900273	6.209303	6.1387863	6.141981	6.128586	6.373714	5.931019	6.093604	5.876404	6.195934	5.8924155	6.0807314	5.8939576	5.953151	5.839371	5.844724	6.1568513	6.1690054	5.9820557
23150	6.371428	6.431921	6.368081	6.651711	6.144481	6.0123005	6.701066	5.885904	6.458025	6.591244	6.6362653	6.304615	6.741483	6.5050445	6.552047	6.340706	6.8157377	6.675621	6.2342296	6.569183	7.0680985	6.3436933
23151	10.406442	7.7876563	11.034571	9.818057	8.897729	8.941052	9.3402405	9.08339	10.910313	8.490352	10.274748	10.943442	10.233471	10.264104	9.968227	9.805389	9.1610365	11.813252	9.637363	9.448994	8.742966	8.913172
23152	7.581586	6.7790256	6.835359	6.950427	6.2174897	7.3814263	7.327919	7.5073004	7.2754445	6.738802	7.3454943	6.58644	6.9708557	6.904638	7.007389	7.1293163	6.7554164	7.683954	7.269069	7.2923174	6.8774676	6.9309344
23154	6.7819953	6.5159626	6.4836497	6.3274913	6.724593	6.618277	6.5053935	6.591856	6.517861	6.4550004	6.8944206	6.6730494	6.3445873	6.434212	6.790377	6.836039	6.7605705	6.9861712	6.7076364	6.783015	6.616983	6.6509905
23157	6.091176	6.28791	6.146192	5.966421	6.21033	6.1625705	6.166488	5.9656916	6.3015656	5.941554	5.995768	5.774969	5.9924173	5.681668	5.911039	5.9706554	5.777442	5.943424	6.065516	5.784857	6.101107	6.0159883
23158	7.614523	7.310646	7.570796	8.200127	7.691637	7.933538	8.198809	8.413647	7.7580266	8.358378	7.90979	7.7016015	8.51899	7.968528	7.79905	7.772181	7.9656963	7.4521036	7.8124785	8.031492	8.298945	7.9358373
2316	5.85506	6.0766892	5.9209576	6.3374553	6.4187493	5.896091	6.031935	5.955908	6.1341777	5.933977	5.844707	5.9850917	6.141794	5.860656	5.8808208	5.711559	5.6834555	5.6967716	5.874743	5.7847786	5.7242994	5.8365507
23162	8.892649	7.7648144	7.8965387	8.015392	7.926177	8.181835	8.789174	7.887244	8.575059	7.425765	7.801262	7.7397146	8.013911	7.5928645	7.646342	7.9000754	7.2656107	8.495796	7.97625	7.649692	7.413381	8.015392
23163	7.3333254	7.054555	7.2382703	7.3757377	7.496515	7.194042	7.358195	7.4496684	7.503587	6.789583	7.044626	7.298235	7.0496583	7.1066885	6.9286	6.9595504	7.164446	7.103169	7.0288196	6.971388	7.2168584	7.201347
23165	8.413647	8.9741535	8.513515	8.818011	8.268391	8.4980545	8.620862	8.623602	8.290501	8.207543	8.176288	8.298945	8.580326	8.370105	8.4457445	8.142984	8.141945	8.480069	8.200769	8.357422	8.640612	8.060475
23166	9.092603	7.595533	7.8584485	8.621241	8.305191	8.8286	8.580326	8.467672	9.252368	9.2261915	8.405613	8.148676	8.4020815	7.8933997	8.548867	8.054699	8.514924	8.560053	9.330563	8.002258	8.711235	8.167601
23169	6.3668838	6.7306857	7.2414875	6.496019	7.237814	6.76023	6.4703307	6.984799	6.1207333	7.4105005	7.2287283	7.4709754	6.5248995	7.050904	7.043621	7.0453954	6.4710236	6.8330927	7.0033607	7.027617	6.4321756	6.900568
2317	10.369736	10.141065	9.855102	10.153541	10.282134	10.279595	10.095144	10.026804	9.925147	10.177803	10.338417	10.3246	10.785013	9.714606	10.258697	10.2281065	10.512959	9.905269	10.460946	10.108473	10.201786	10.368795
23170	8.946921	7.746296	8.72102	8.004069	8.289425	8.492962	8.200127	8.609827	8.75577	8.627381	7.972802	8.1540365	7.863768	8.2992325	8.042453	8.434921	8.22966	8.241959	8.174973	8.209715	7.989403	8.35435
23171	7.3190045	7.794563	7.5818715	8.9709635	8.226257	7.926467	8.321636	7.4744287	8.997895	8.124929	8.081296	8.036032	8.93423	8.470465	8.088129	8.039006	8.524905	8.151105	7.9835844	7.7452	8.550836	7.871408
23174	8.80389	9.114964	8.964026	8.601124	8.776919	8.925672	8.583758	9.095555	8.300264	9.21409	9.034583	9.285672	8.777269	8.997895	9.414744	9.419399	9.438408	9.838454	9.388181	9.40088	9.145294	9.431748
23177	6.068183	6.5395265	5.8945565	6.948616	6.6113796	6.259031	6.7206597	5.9968185	6.308229	6.615951	6.3729115	6.0117173	6.7406993	6.266501	6.1088104	5.958239	6.177902	6.1080623	6.035713	6.1753345	6.1478558	6.1464915
23178	7.419028	7.0268407	6.7230773	6.815248	6.784262	7.2063103	7.0741673	6.768735	7.3512053	8.021155	6.5009565	6.6468463	6.7254925	6.9623566	7.651699	6.569183	7.0741673	6.4900484	7.5912366	7.0453954	7.2490783	6.7165456
23179	9.84722	9.109977	9.315434	9.33838	9.374028	10.0535555	9.745111	9.518116	9.363096	10.297916	10.247369	10.120078	10.554066	9.977988	10.479057	9.876627	10.677501	9.983766	10.686362	10.025297	10.911464	10.356011
23181	6.5767503	6.174681	6.1502776	5.8812647	6.486389	6.2239003	6.201887	6.13176	6.5216637	6.223293	5.9876695	5.9119935	6.294512	6.074844	6.1006346	5.9839296	6.279211	6.0259314	6.2995057	5.811316	6.5208774	6.1700134
