SourceNode	TargetNode
5087	10418
5087	54212
5087	6645
5087	6595
5087	6536
5087	65012
5087	203427
5087	9962
5087	10050
5087	26266
5087	283514
5087	152503
5087	124925
5087	22929
5087	389432
5087	9125
5087	6166
5087	26001
5087	57484
5087	390
5087	83732
5087	23221
5087	388
5087	9400
5087	5954
5087	83759
5087	26953
5087	138046
5087	56984
5087	253143
5087	144165
5087	5525
5087	8496
5087	100874222
5087	11232
5087	134359
5087	5295
5087	90102
5087	26227
5087	79142
5087	57649
5087	57526
5087	5090
5087	5080
5087	23178
5087	5030
5087	5007
5087	120066
5087	346528
5087	219958
5087	347168
5087	286362
5087	3175
5087	23636
5087	80224
5087	10101
5087	54602
5087	23154
5087	26960
5087	4439
5087	64976
5087	4289
5087	4281
5087	4208
5087	55588
5087	57408
5087	54674
5087	116844
5087	285419
5087	56956
5087	9355
5087	687
5087	130535
5087	3737
5087	3569
5087	259307
5087	3316
5087	3198
5087	3037
5087	2845
5087	51659
5087	23163
5087	8325
5087	55572
5087	22862
5087	80308
5087	51077
5087	90050
5087	2104
5087	2047
5087	9451
5087	221154
5087	1837
5087	25822
5087	1756
5087	1741
5087	55789
5087	7919
5087	80344
5087	1490
5087	1360
5087	1290
5087	85445
5087	7401
5087	83539
5087	55636
5087	23097
5087	154467
5087	160857
5087	23468
5087	147968
5087	57172
5087	254778
5087	81688
5087	79018
5087	90416
5087	145645
5087	90381
5087	112487
5087	80763
5087	64115
5087	54880
5087	607
5087	53335
5087	534
5087	10565
5087	723972
5087	56899
5087	288
5087	113146
5087	154
5087	10121
5087	6296
5087	37
5087	26574
5083	10765
7849	7066
7849	7080
7849	4684
5080	80818
5080	57335
5080	23528
5080	10472
5080	7707
5080	9765
5080	80829
5080	132625
5080	463
5080	54361
5080	7422
5080	9101
5080	55230
5080	7329
5080	81567
5080	128553
5080	7442
5080	22878
5080	51399
5080	7167
5080	85013
5080	7942
5080	6911
5080	9755
5080	23158
5080	6877
5080	219736
5080	8859
5080	10274
5080	6734
5080	10253
5080	23013
5080	25928
5080	6611
5080	23049
5080	6536
5080	91252
5080	6499
5080	56256
5080	9792
5080	25956
5080	152579
5080	154075
5080	22902
5080	9136
5080	6233
5080	56969
5080	9501
5080	26150
5080	401190
5080	83758
5080	64080
5080	65059
5080	138046
5080	115827
5080	5801
5080	5786
5080	5738
5080	5645
5080	79056
5080	55771
5080	5612
5080	5579
5080	166336
5080	55291
5080	5529
5080	55607
5080	8396
5080	146850
5080	23338
5080	3651
5080	8050
5080	9659
5080	5080
5080	93129
5080	283160
5080	134492
5080	8431
5080	4771
5080	4753
5080	342897
5080	1463
5080	9219
5080	4487
5080	79710
5080	4286
5080	100379345
5080	4233
5080	4208
5080	90550
5080	375449
5080	4082
5080	5871
5080	5609
5080	84445
5080	4045
5080	254531
5080	1902
5080	4016
5080	100130705
5080	11019
5080	26468
5080	84456
5080	113220
5080	23313
5080	200845
5080	3757
5080	3720
5080	3688
5080	3678
5080	79191
5080	64207
5080	3642
5080	53833
5080	3482
5080	3397
5080	3375
5080	27429
5080	3316
5080	51668
5080	3215
5080	8357
5080	8336
5080	8969
5080	2979
5080	2975
5080	2239
5080	10681
5080	2535
5080	53826
5080	25794
5080	2319
5080	9158
5080	2273
5080	8603
5080	2118
5080	2113
5080	64097
5080	2029
5080	26523
5080	80267
5080	1756
5080	1740
5080	8527
5080	10260
5080	7919
5080	1302
5080	146223
5080	1191
5080	9073
5080	23152
5080	90799
5080	2491
5080	60677
5080	10659
5080	1027
5080	51265
5080	8814
5080	55755
5080	1006
5080	10602
5080	246184
5080	963
5080	10983
5080	8535
5080	84254
5080	286257
5080	56951
5080	721
5080	124944
5080	145497
5080	9256
5080	673
5080	149428
5080	41
5080	9179
5080	160
5080	56899
5080	50808
5080	111
23598	126208
23598	55205
23598	130557
23598	169841
23598	219654
23598	221504
23598	51341
23598	51646
23598	150223
23598	4904
23598	7477
23598	65125
23598	124997
23598	7716
23598	7391
23598	7343
23598	54926
23598	55585
23598	7317
23598	55809
23598	27327
23598	25789
23598	55219
23598	57465
23598	6892
23598	6878
23598	143425
23598	10228
23598	29966
23598	140901
23598	10963
23598	140890
23598	64321
23598	29934
23598	6645
23598	4091
23598	386757
23598	142680
23598	6513
23598	25769
23598	29072
23598	23067
23598	871
23598	347735
23598	10801
23598	55964
23598	4735
23598	6405
23598	60592
23598	6335
23598	64766
23598	6242
23598	80010
23598	6015
23598	10287
23598	5989
23598	9185
23598	5954
23598	115827
23598	5799
23598	5792
23598	5745
23598	9374
23598	57048
23598	23236
23598	91461
23598	8301
23598	23338
23598	1911
23598	5195
23598	9159
23598	399909
23598	5090
23598	57532
23598	4893
23598	55505
23598	4802
23598	4798
23598	4779
23598	4763
23598	4761
23598	57447
23598	1463
23598	4608
23598	4601
23598	55167
23598	4439
23598	58508
23598	90768
23598	4245
23598	84206
23598	4154
23598	55777
23598	4216
23598	4124
23598	11313
23598	115353
23598	4026
23598	100128788
23598	84894
23598	26468
23598	89884
23598	10186
23598	84458
23598	51315
23598	79932
23598	7403
23598	3757
23598	3752
23598	3219
23598	3182
23598	147746
23598	79712
23598	56834
23598	2782
23598	26205
23598	57369
23598	2686
23598	2631
23598	2308
23598	55810
23598	2259
23598	26261
23598	51439
23598	90050
23598	3995
23598	2118
23598	5168
23598	55740
23598	1995
23598	8672
23598	1981
23598	1850
23598	1826
23598	63950
23598	1760
23598	1649
23598	8816
23598	55861
23598	1627
23598	1602
23598	124637
23598	79869
23598	22849
23598	23603
23598	51226
23598	81035
23598	9575
23598	9793
23598	23152
23598	79586
23598	1107
23598	80152
23598	1020
23598	64403
23598	865
23598	57662
23598	55262
23598	90355
23598	79447
23598	84446
23598	25874
23598	64919
23598	1386
23598	253982
23598	398
23598	320
23598	8905
23598	84079
23598	11217
23598	196
23598	375790
23598	10554
23598	55811
23598	107
23598	170689
23598	37
3175	3651
4306	3845
4306	486
4306	483
4306	481
4306	478
4306	477
4306	476
2908	283337
2908	57209
2908	153527
2908	54739
2908	7486
2908	140686
2908	203547
2908	11023
2908	7391
2908	9898
2908	10628
2908	55000
2908	7105
2908	10293
2908	122664
2908	7158
2908	7293
2908	388595
2908	84187
2908	92305
2908	1678
2908	7073
2908	1155
2908	57465
2908	6890
2908	129685
2908	8189
2908	6821
2908	6788
2908	6767
2908	6748
2908	6733
2908	375686
2908	124044
2908	8944
2908	26815
2908	9627
2908	4090
2908	23428
2908	386757
2908	6522
2908	140679
2908	3177
2908	399512
2908	6494
2908	27180
2908	27036
2908	2810
2908	347735
2908	64218
2908	8436
2908	6240
2908	6209
2908	57529
2908	9986
2908	51655
2908	29098
2908	5877
2908	57111
2908	25945
2908	126789
2908	22827
2908	5720
2908	80758
2908	55615
2908	27166
2908	9055
2908	5498
2908	8495
2908	5451
2908	55624
2908	84271
2908	10154
2908	5238
2908	5204
2908	56101
2908	645974
2908	29095
2908	93129
2908	283160
2908	219983
2908	390197
2908	219960
2908	161753
2908	23636
2908	3084
2908	7026
2908	10062
2908	8996
2908	4793
2908	4758
2908	4637
2908	4595
2908	80198
2908	10240
2908	10573
2908	9526
2908	4285
2908	84848
2908	79772
2908	4176
2908	5595
2908	6300
2908	9064
2908	4129
2908	4094
2908	4038
2908	9361
2908	4000
2908	54923
2908	3977
2908	203190
2908	3931
2908	24137
2908	79932
2908	51780
2908	3773
2908	8514
2908	79191
2908	3614
2908	259307
2908	3557
2908	283284
2908	94086
2908	3291
2908	3290
2908	11100
2908	3148
2908	143279
2908	55876
2908	134266
2908	54584
2908	2717
2908	2710
2908	81577
2908	23193
2908	2560
2908	2548
2908	8326
2908	2526
2908	2309
2908	2289
2908	401720
2908	2272
2908	9917
2908	2145
2908	283849
2908	2099
2908	9844
2908	1977
2908	26523
2908	80864
2908	1936
2908	1778
2908	10072
2908	285489
2908	85458
2908	28955
2908	54541
2908	1582
2908	113612
2908	1589
2908	115908
2908	200186
2908	1395
2908	1390
2908	126129
2908	84987
2908	23152
2908	1103
2908	8851
2908	8318
2908	10602
2908	11135
2908	135228
2908	8535
2908	140689
2908	8573
2908	799
2908	79974
2908	79680
2908	25980
2908	284756
2908	84066
2908	55732
2908	715
2908	199800
2908	254863
2908	120376
2908	2972
2908	672
2908	27319
2908	8704
2908	56970
2908	534
2908	9114
2908	10632
2908	518
2908	481
2908	23245
2908	160
2908	51239
2908	23452
2908	269
2908	241
2908	181
2908	23394
2908	79777
2908	3983
2908	63874
7026	57169
7026	79759
7026	80818
7026	7707
7026	9203
7026	7535
7026	10897
7026	51067
7026	9213
7026	7482
7026	65266
7026	7454
7026	131669
7026	7329
7026	645840
7026	55809
7026	6399
7026	7158
7026	51754
7026	388595
7026	130733
7026	11011
7026	727910
7026	26521
7026	6821
7026	8859
7026	84651
7026	729201
7026	6633
7026	6623
7026	23428
7026	11254
7026	6494
7026	6469
7026	153769
7026	10044
7026	124925
7026	29072
7026	5345
7026	5414
7026	151011
7026	57715
7026	6405
7026	6390
7026	10067
7026	401251
7026	284618
7026	88745
7026	23248
7026	286140
7026	6048
7026	54509
7026	389
7026	162494
7026	10287
7026	54922
7026	54814
7026	58497
7026	57479
7026	5478
7026	5361
7026	5339
7026	5328
7026	8503
7026	5295
7026	79142
7026	116154
7026	5101
7026	23241
7026	93129
7026	442194
7026	4914
7026	123904
7026	9315
7026	4893
7026	2494
7026	3164
7026	50507
7026	4846
7026	154215
7026	25836
7026	57701
7026	8736
7026	4632
7026	9961
7026	4595
7026	4313
7026	4281
7026	1954
7026	112950
7026	4201
7026	85509
7026	4140
7026	65108
7026	7873
7026	4125
7026	286343
7026	254531
7026	4016
7026	128077
7026	3931
7026	54813
7026	90990
7026	79932
7026	3786
7026	23415
7026	23630
7026	3699
7026	81533
7026	9670
7026	9118
7026	3550
7026	3351
7026	3336
7026	3305
7026	3226
7026	3216
7026	3206
7026	3092
7026	51751
7026	3083
7026	388585
7026	3060
7026	3043
7026	3000
7026	51512
7026	63940
7026	127534
7026	2639
7026	23193
7026	9514
7026	8322
7026	2301
7026	252995
7026	10211
7026	2263
7026	389549
7026	286077
7026	9130
7026	25817
7026	83648
7026	2104
7026	80004
7026	11082
7026	79574
7026	2027
7026	2000
7026	10278
7026	9427
7026	1781
7026	1856
7026	29102
7026	1785
7026	1776
7026	60625
7026	84649
7026	8694
7026	780
7026	10540
7026	23604
7026	57007
7026	1400
7026	78987
7026	11052
7026	9382
7026	27013
7026	9075
7026	8646
7026	10523
7026	64072
7026	6347
7026	130940
7026	140947
7026	84417
7026	198437
7026	149840
7026	254863
7026	113246
7026	83638
7026	571
7026	60370
7026	533
7026	478
7026	79969
7026	253982
7026	40
7026	10093
7026	364
7026	57719
7026	241
7026	84962
7026	10554
7026	25864
7026	215
7025	128611
7025	7621
7025	153527
7025	84107
7025	54469
7025	124245
7025	7535
7025	353174
7025	9589
7025	7456
7025	57418
7025	220001
7025	57176
7025	57695
7025	29796
7025	7352
7025	79876
7025	145567
7025	54902
7025	27037
7025	9618
7025	1200
7025	7171
7025	7158
7025	9868
7025	10452
7025	7127
7025	440955
7025	388595
7025	161291
7025	55260
7025	79228
7025	8407
7025	30968
7025	6794
7025	153443
7025	6712
7025	81848
7025	166378
7025	389058
7025	345079
7025	58533
7025	139420
7025	4088
7025	254428
7025	30061
7025	51547
7025	6494
7025	388336
7025	6462
7025	10044
7025	9739
7025	57715
7025	25956
7025	79005
7025	29106
7025	90378
7025	6284
7025	6227
7025	79897
7025	6164
7025	6016
7025	5916
7025	5914
7025	10266
7025	5754
7025	80758
7025	253143
7025	58510
7025	27166
7025	5515
7025	10891
7025	5364
7025	440503
7025	55200
7025	64857
7025	94005
7025	11331
7025	5228
7025	84547
7025	399909
7025	5105
7025	5101
7025	124222
7025	342979
7025	5063
7025	645974
7025	5009
7025	114885
7025	283694
7025	283927
7025	4908
7025	3084
7025	10062
7025	10811
7025	4608
7025	4601
7025	55149
7025	64398
7025	64223
7025	4247
7025	4245
7025	1954
7025	112950
7025	4192
7025	5598
7025	8216
7025	4000
7025	8942
7025	25959
7025	389434
7025	283899
7025	51278
7025	3215
7025	3069
7025	3033
7025	3014
7025	84705
7025	440435
7025	127845
7025	2803
7025	9648
7025	2597
7025	50486
7025	5348
7025	2301
7025	10211
7025	26233
7025	728833
7025	653820
7025	84908
7025	3995
7025	2169
7025	2159
7025	2116
7025	2035
7025	339221
7025	2028
7025	2027
7025	1997
7025	1933
7025	196403
7025	1788
7025	55929
7025	60625
7025	1639
7025	64421
7025	23002
7025	1543
7025	7464
7025	1312
7025	1302
7025	25920
7025	11261
7025	1107
7025	5127
7025	64072
7025	977
7025	83987
7025	130940
7025	57662
7025	51063
7025	286257
7025	79974
7025	149840
7025	389941
7025	91304
7025	284067
7025	79447
7025	84080
7025	56905
7025	90427
7025	283149
7025	53335
7025	468
7025	79969
7025	171023
7025	170302
7025	26084
7025	257106
7025	338
7025	56899
7025	9949
7025	392636
7025	171019
7025	93650
7025	140701
7025	89845
7025	14
4862	6097
4862	6095
4862	8864
4862	1408
4862	1407
4862	8553
4825	463
4825	9839
4825	284273
4825	10413
4825	7444
4825	55787
4825	64852
4825	160418
4825	23671
4825	23648
4825	81848
4825	51151
4825	151246
4825	29115
4825	862
4825	9699
4825	391
4825	401190
4825	5962
4825	5786
4825	59335
4825	8495
4825	23228
4825	8398
4825	55650
4825	5101
4825	54873
4825	286362
4825	3084
4825	51701
4825	4774
4825	10529
4825	122830
4825	4649
4825	64005
4825	4609
4825	84245
4825	51678
4825	8777
4825	58508
4825	56890
4825	266727
4825	51360
4825	4129
4825	121227
4825	9663
4825	338799
4825	55885
4825	128077
4825	56956
4825	26468
4825	79191
4825	3356
4825	3290
4825	3112
4825	79712
4825	1880
4825	2719
4825	29925
4825	57459
4825	2556
4825	8322
4825	1112
4825	2273
4825	2251
4825	26267
4825	10516
4825	221301
4825	2104
4825	58478
4825	80267
4825	1896
4825	11221
4825	79980
4825	29958
4825	1756
4825	1544
4825	124637
4825	64764
4825	11064
4825	1123
4825	92421
4825	824
4825	57172
4825	84933
4825	55471
4825	9114
4825	460
4825	79754
4825	129138
4825	280
4825	120425
4825	158067
4825	181
4825	83440
4825	120
4824	91752
4824	7707
4824	65986
4824	284273
4824	203547
4824	9724
4824	27005
4824	151531
4824	57544
4824	26526
4824	7170
4824	94107
4824	55773
4824	79723
4824	84651
4824	6657
4824	22865
4824	6579
4824	6546
4824	23428
4824	54437
4824	23314
4824	79595
4824	23034
4824	9136
4824	286411
4824	6092
4824	5682
4824	5515
4824	5479
4824	5443
4824	11232
4824	54107
4824	130271
4824	57605
4824	5305
4824	5294
4824	23338
4824	5188
4824	5137
4824	5063
4824	27334
4824	56944
4824	9688
4824	9315
4824	4929
4824	4889
4824	28511
4824	25934
4824	4810
4824	89796
4824	4482
4824	51021
4824	79157
4824	4208
4824	57134
4824	4000
4824	100874251
4824	3575
4824	60495
4824	55876
4824	2800
4824	2705
4824	93986
4824	2205
4824	388650
4824	83939
4824	1909
4824	1894
4824	92126
4824	123879
4824	1373
4824	22849
4824	5067
4824	161198
4824	9541
4824	1128
4824	9702
4824	64072
4824	10225
4824	865
4824	56260
4824	51161
4824	90835
4824	387978
4824	9114
4824	50650
4824	305
4824	10566
4824	132
4824	92949
4824	11174
4824	55324
4802	7690
4802	29066
4802	79696
4802	51384
4802	124997
4802	114049
4802	10163
4802	27005
4802	29089
4802	55253
4802	219743
4802	7272
4802	283237
4802	10221
4802	10452
4802	55751
4802	7074
4802	199745
4802	129685
4802	6862
4802	57586
4802	56910
4802	9043
4802	389058
4802	4087
4802	23428
4802	80255
4802	6510
4802	7884
4802	51804
4802	22933
4802	283514
4802	6469
4802	10169
4802	152579
4802	6241
4802	27079
4802	6210
4802	56163
4802	116028
4802	5936
4802	10432
4802	10156
4802	8438
4802	5734
4802	5710
4802	5691
4802	55660
4802	5547
4802	5495
4802	5295
4802	84844
4802	5178
4802	5166
4802	5159
4802	27250
4802	5036
4802	5034
4802	4968
4802	116150
4802	79023
4802	7025
4802	60491
4802	4800
4802	54539
4802	4588
4802	740
4802	4361
4802	55329
4802	54531
4802	58526
4802	90768
4802	7867
4802	9020
4802	4074
4802	130574
4802	55604
4802	79836
4802	400027
4802	4005
4802	167410
4802	3889
4802	56062
4802	79932
4802	9772
4802	30818
4802	8514
4802	2648
4802	92856
4802	3376
4802	3305
4802	221092
4802	3122
4802	3119
4802	8347
4802	11112
4802	23462
4802	8924
4802	10866
4802	84705
4802	440435
4802	55204
4802	27069
4802	8836
4802	2643
4802	2639
4802	23464
4802	9513
4802	80308
4802	9855
4802	2175
4802	63939
4802	9700
4802	54206
4802	58478
4802	83460
4802	60481
4802	9844
4802	22936
4802	1982
4802	26298
4802	11221
4802	1808
4802	55789
4802	1649
4802	11258
4802	80344
4802	4283
4802	1400
4802	1399
4802	78987
4802	22818
4802	7555
4802	1163
4802	11261
4802	79094
4802	1063
4802	83461
4802	8697
4802	991
4802	899
4802	92922
4802	847
4802	835
4802	81617
4802	79018
4802	145645
4802	90381
4802	56946
4802	54796
4802	640
4802	6790
4802	517
4802	472
4802	23130
4802	170302
4802	58504
4802	129138
4802	353322
4802	288
4802	4329
4802	224
4802	137872
4802	60
4802	16
4801	7690
4801	79696
4801	51384
4801	124997
4801	10163
4801	27005
4801	29089
4801	219743
4801	7272
4801	283237
4801	55751
4801	7074
4801	199745
4801	129685
4801	57586
4801	56910
4801	9043
4801	389058
4801	4087
4801	23428
4801	80255
4801	6510
4801	51804
4801	22933
4801	283514
4801	6469
4801	10169
4801	152579
4801	27079
4801	6210
4801	56163
4801	116028
4801	5936
4801	10432
4801	55660
4801	5547
4801	5495
4801	5295
4801	84844
4801	5178
4801	5166
4801	5159
4801	5036
4801	4968
4801	116150
4801	79023
4801	7025
4801	60491
4801	4800
4801	54539
4801	4588
4801	740
4801	4361
4801	58526
4801	90768
4801	7867
4801	9020
4801	4074
4801	55604
4801	400027
4801	4005
4801	167410
4801	3889
4801	56062
4801	9772
4801	2648
4801	3376
4801	3305
4801	221092
4801	3122
4801	3119
4801	8347
4801	11112
4801	23462
4801	8924
4801	10866
4801	84705
4801	440435
4801	55204
4801	27069
4801	8836
4801	2639
4801	23464
4801	9513
4801	80308
4801	9855
4801	9700
4801	54206
4801	83460
4801	60481
4801	9844
4801	1982
4801	26298
4801	11221
4801	1808
4801	1649
4801	11258
4801	80344
4801	4283
4801	1400
4801	1399
4801	78987
4801	22818
4801	7555
4801	1163
4801	11261
4801	79094
4801	1063
4801	8697
4801	899
4801	92922
4801	847
4801	835
4801	81617
4801	145645
4801	56946
4801	54796
4801	640
4801	6790
4801	517
4801	472
4801	23130
4801	170302
4801	58504
4801	129138
4801	353322
4801	288
4801	4329
4801	137872
4801	60
4801	16
4800	54993
4800	84083
4800	223082
4800	30834
4800	168374
4800	91603
4800	163049
4800	285971
4800	400720
4800	58492
4800	255403
4800	286075
4800	728957
4800	90592
4800	115509
4800	340252
4800	79862
4800	57232
4800	199692
4800	163050
4800	84527
4800	148254
4800	116115
4800	162655
4800	284443
4800	126069
4800	25888
4800	79088
4800	55659
4800	84124
4800	140467
4800	25799
4800	49854
4800	7748
4800	7743
4800	7727
4800	7565
4800	7702
4800	7697
4800	7690
4800	7678
4800	51427
4800	94039
4800	23613
4800	23660
4800	23503
4800	54469
4800	25921
4800	84885
4800	51538
4800	23174
4800	29066
4800	79696
4800	221504
4800	339487
4800	51043
4800	51341
4800	9925
4800	7535
4800	7534
4800	84272
4800	10897
4800	4904
4800	7517
4800	7514
4800	9589
4800	51384
4800	54904
4800	123720
4800	284403
4800	11180
4800	114049
4800	7443
4800	51028
4800	79001
4800	55591
4800	425054
4800	26609
4800	7411
4800	57654
4800	84294
4800	84132
4800	10600
4800	7398
4800	29128
4800	7351
4800	51366
4800	56061
4800	7314
4800	55253
4800	219743
4800	10628
4800	64852
4800	11334
4800	7289
4800	55000
4800	10383
4800	84790
4800	80727
4800	23093
4800	158248
4800	64061
4800	27075
4800	10024
4800	51605
4800	80263
4800	8805
4800	10346
4800	81559
4800	122553
4800	51112
4800	10906
4800	7186
4800	8717
4800	22974
4800	8460
4800	7177
4800	127262
4800	53373
4800	9868
4800	84134
4800	10452
4800	10043
4800	10766
4800	8600
4800	8795
4800	7112
4800	27346
4800	252839
4800	148534
4800	90809
4800	79639
4800	120224
4800	55076
4800	219854
4800	221468
4800	201931
4800	79847
4800	153339
4800	54958
4800	51522
4800	7009
4800	9375
4800	79816
4800	10469
4800	10245
4800	7074
4800	7041
4800	25851
4800	51567
4800	26123
4800	79867
4800	6950
4800	6941
4800	10915
4800	6908
4800	55171
4800	6903
4800	55633
4800	9797
4800	6895
4800	6892
4800	129685
4800	10629
4800	84447
4800	57586
4800	23512
4800	6839
4800	6832
4800	6821
4800	25777
4800	6613
4800	134957
4800	6811
4800	201254
4800	3925
4800	8859
4800	6794
4800	10963
4800	6773
4800	134429
4800	55620
4800	338069
4800	6758
4800	10214
4800	6748
4800	23648
4800	6431
4800	6723
4800	6722
4800	90864
4800	9789
4800	57405
4800	9043
4800	389058
4800	6671
4800	6272
4800	6651
4800	6647
4800	29916
4800	6636
4800	6633
4800	6626
4800	26772
4800	26818
4800	26819
4800	64744
4800	283537
4800	6519
4800	29985
4800	80255
4800	10237
4800	55676
4800	7779
4800	11182
4800	283130
4800	284439
4800	5250
4800	9481
4800	114789
4800	10478
4800	9122
4800	26266
4800	7884
4800	147912
4800	25942
4800	283514
4800	92799
4800	6469
4800	151648
4800	94097
4800	84193
4800	5274
4800	10507
4800	83642
4800	58515
4800	6400
4800	23480
4800	10483
4800	23753
4800	57147
4800	84324
4800	89958
4800	79595
4800	22908
4800	284618
4800	6253
4800	6241
4800	64121
4800	27079
4800	113000
4800	388524
4800	9252
4800	6187
4800	6210
4800	6185
4800	6176
4800	6175
4800	6142
4800	9045
4800	84268
4800	84900
4800	9616
4800	286140
4800	6048
4800	10193
4800	6047
4800	79102
4800	56254
4800	56163
4800	11342
4800	116028
4800	55288
4800	388
4800	6009
4800	8625
4800	5993
4800	5989
4800	55159
4800	92840
4800	9400
4800	5962
4800	57665
4800	5955
4800	10171
4800	9978
4800	83758
4800	494115
4800	27316
4800	10432
4800	8241
4800	5933
4800	84839
4800	10156
4800	8480
4800	5883
4800	8438
4800	25788
4800	23637
4800	53916
4800	65263
4800	114825
4800	29942
4800	5786
4800	5777
4800	5757
4800	55037
4800	5725
4800	5721
4800	5710
4800	5691
4800	5686
4800	29968
4800	5646
4800	7916
4800	55771
4800	55015
4800	26121
4800	56981
4800	84279
4800	23398
4800	55291
4800	5530
4800	5529
4800	5528
4800	5525
4800	5518
4800	5510
4800	84919
4800	5494
4800	51645
4800	8496
4800	5442
4800	84265
4800	11128
4800	64425
4800	50512
4800	79883
4800	10957
4800	87178
4800	55163
4800	375775
4800	25953
4800	5395
4800	11243
4800	5347
4800	64857
4800	55344
4800	5335
4800	5324
4800	5320
4800	8502
4800	9600
4800	5300
4800	8503
4800	5295
4800	51230
4800	26147
4800	283871
4800	10471
4800	8864
4800	5178
4800	553115
4800	5037
4800	5166
4800	5159
4800	27250
4800	5116
4800	5111
4800	51585
4800	5101
4800	5091
4800	5087
4800	5080
4800	23178
4800	25973
4800	5073
4800	53354
4800	10298
4800	11252
4800	23241
4800	8106
4800	5036
4800	5034
4800	9127
4800	5007
4800	29095
4800	94101
4800	23595
4800	80207
4800	11339
4800	4968
4800	4957
4800	54940
4800	4946
4800	4942
4800	51203
4800	116150
4800	9688
4800	348995
4800	8021
4800	4926
4800	134492
4800	10726
4800	4924
4800	64943
4800	221294
4800	4306
4800	7026
4800	7025
4800	4841
4800	57185
4800	60491
4800	4801
4800	4791
4800	4779
4800	84901
4800	4771
4800	4758
4800	4751
4800	4728
4800	54539
4800	54820
4800	4691
4800	54892
4800	23218
4800	4676
4800	340719
4800	133686
4800	440145
4800	4628
4800	10608
4800	83463
4800	4588
4800	10797
4800	55154
4800	6307
4800	10943
4800	4439
4800	64965
4800	92259
4800	6183
4800	740
4800	57129
4800	9019
4800	84769
4800	64598
4800	22880
4800	55329
4800	84057
4800	23417
4800	4292
4800	9761
4800	23608
4800	60672
4800	58526
4800	401884
4800	90768
4800	4247
4800	51320
4800	51603
4800	4207
4800	9443
4800	9862
4800	219541
4800	9656
4800	4174
4800	114044
4800	4172
4800	64087
4800	114785
4800	27430
4800	23031
4800	4293
4800	5606
4800	54682
4800	7873
4800	284358
4800	84232
4800	4074
4800	51631
4800	201255
4800	55604
4800	9684
4800	26018
4800	93622
4800	400027
4800	338817
4800	338799
4800	116437
4800	4005
4800	89782
4800	167410
4800	11019
4800	286256
4800	51451
4800	3930
4800	3889
4800	3880
4800	65095
4800	3840
4800	3838
4800	56062
4800	687
4800	51621
4800	7071
4800	90990
4800	347240
4800	81930
4800	9928
4800	57614
4800	57577
4800	79932
4800	9768
4800	55818
4800	154881
4800	23510
4800	3786
4800	3781
4800	27094
4800	8514
4800	10300
4800	2648
4800	54934
4800	284058
4800	3728
4800	3725
4800	339123
4800	152789
4800	54556
4800	92856
4800	55272
4800	10994
4800	3608
4800	3572
4800	64376
4800	3550
4800	10643
4800	11020
4800	9742
4800	3421
4800	3398
4800	25998
4800	3308
4800	3298
4800	51144
4800	51170
4800	3028
4800	9653
4800	3265
4800	92906
4800	11100
4800	3188
4800	3183
4800	3182
4800	664709
4800	3178
4800	3151
4800	3150
4800	3148
4800	3146
4800	3133
4800	3122
4800	3119
4800	440689
4800	8369
4800	8364
4800	8357
4800	8968
4800	8341
4800	85236
4800	8345
4800	8339
4800	255626
4800	8336
4800	8969
4800	221613
4800	3008
4800	3006
4800	3092
4800	25994
4800	11112
4800	55502
4800	8924
4800	253018
4800	26959
4800	3040
4800	3014
4800	2997
4800	387036
4800	51512
4800	2975
4800	9569
4800	2960
4800	2954
4800	2896
4800	440435
4800	283554
4800	165082
4800	10243
4800	7918
4800	51026
4800	55204
4800	27333
4800	2801
4800	2771
4800	2768
4800	29925
4800	2760
4800	84656
4800	2752
4800	51228
4800	2744
4800	2739
4800	27069
4800	8836
4800	79017
4800	2665
4800	2653
4800	2650
4800	23464
4800	115362
4800	2634
4800	2629
4800	57459
4800	23193
4800	4616
4800	9513
4800	285527
4800	55572
4800	1112
4800	2329
4800	114984
4800	283876
4800	2314
4800	80308
4800	55033
4800	11153
4800	2241
4800	23149
4800	26269
4800	26261
4800	84961
4800	79072
4800	2193
4800	9855
4800	2189
4800	2175
4800	147965
4800	81610
4800	143684
4800	728833
4800	653820
4800	54478
4800	113115
4800	54855
4800	115572
4800	57464
4800	63939
4800	80011
4800	55719
4800	26355
4800	64760
4800	84067
4800	29057
4800	285172
4800	150864
4800	83541
4800	54491
4800	81889
4800	2165
4800	2146
4800	23404
4800	2119
4800	2118
4800	2110
4800	2108
4800	2107
4800	23344
4800	9700
4800	157570
4800	54206
4800	157697
4800	51290
4800	1161
4800	2068
4800	2035
4800	2029
4800	10495
4800	58478
4800	2010
4800	9694
4800	60481
4800	56648
4800	1983
4800	1982
4800	1977
4800	51386
4800	8665
4800	1968
4800	9451
4800	26298
4800	90141
4800	29904
4800	8721
4800	1894
4800	79733
4800	1871
4800	8655
4800	54935
4800	11221
4800	1841
4800	51514
4800	29102
4800	1808
4800	10072
4800	25911
4800	9732
4800	1785
4800	56521
4800	4189
4800	25822
4800	9787
4800	1738
4800	23181
4800	23405
4800	55526
4800	28955
4800	55789
4800	54555
4800	10212
4800	11269
4800	1649
4800	51181
4800	23142
4800	11258
4800	1633
4800	10238
4800	90379
4800	80344
4800	1605
4800	147906
4800	120227
4800	1540
4800	114757
4800	54205
4800	606495
4800	4283
4800	1491
4800	1440
4800	1431
4800	1408
4800	1400
4800	1399
4800	1394
4800	79174
4800	78987
