Genes	GSM2367621	GSM2367622	GSM2367623	GSM2367624	GSM2367625	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
481	9.211655	9.213581	9.794212	9.335211	8.893389	9.49387	9.893392	9.644813	9.87269	10.086473	10.192597	10.232591	9.233496	9.250995	9.601529	10.153541	9.241021	9.857729
4810	5.931464	6.0379777	5.9602876	6.1073456	6.0023494	6.3807707	6.059979	6.0246644	6.340386	6.0345826	6.248025	6.1608205	6.462975	5.962748	6.124202	5.901799	6.173874	6.1019754
4811	7.298235	7.5939326	7.6064277	7.3270626	7.236733	7.9000754	7.7817717	7.9897265	8.265494	7.409104	8.19307	7.663334	7.1862893	8.2377205	7.6967545	7.8501034	7.4807944	7.880818
4817	7.3121233	7.230933	7.431015	7.530497	7.330189	6.970654	6.8648105	6.796239	6.3250866	6.837107	6.7870173	6.9590197	7.1851006	6.6356506	6.6585703	7.0959373	6.822644	6.9921403
4824	6.018166	6.814578	6.6727653	6.565311	6.562971	6.5037346	6.7646236	6.7288303	7.0102773	6.6014514	7.1144185	6.7373714	6.526604	6.8342915	6.8910065	6.9511943	6.5009565	6.7876325
4825	5.7900133	5.646274	5.5299363	5.7573266	5.6425138	5.66209	5.705847	5.5881567	5.8851485	5.55803	5.735586	5.5378857	5.4926653	5.680767	5.6759	5.666295	5.615259	5.858329
4826	6.2403827	6.090364	6.143715	6.002815	6.135383	6.0778303	6.5071836	6.1266074	6.353613	6.0879536	6.0124626	6.2506294	6.192533	6.144481	6.458225	6.382107	6.135488	6.3101373
483	6.4455733	7.456778	6.927494	6.393094	6.465108	6.9849677	7.0488796	7.320588	9.190098	7.052706	7.5800424	6.949021	6.797689	7.06751	7.185303	7.111595	7.0717864	6.511609
4830	12.406035	11.23981	11.309023	11.340002	10.493496	10.488414	11.024604	10.676406	10.7486105	11.42979	10.699527	10.84881	11.141687	11.533595	10.692983	10.649857	11.096465	11.092344
4831	6.07768	6.1169767	5.900701	5.9468656	5.7845654	6.169459	5.9303436	6.1073456	6.0623116	6.031803	6.180566	6.2876325	6.0794787	5.9396944	5.819369	5.9960437	5.969947	6.11997
4832	9.627052	9.694244	9.353461	8.765866	9.969518	9.206061	9.341971	9.39172	9.167924	9.423043	9.128438	9.502085	9.373552	9.259107	9.058543	9.358694	9.6033745	9.418894
4836	8.561928	7.4535594	7.7276864	8.11752	8.004321	7.9531984	8.1600065	8.017277	7.2191367	7.8116374	7.785369	8.360449	7.9764943	7.699447	7.5743937	8.025799	7.6536174	8.269019
4837	11.832523	12.311284	12.853809	12.926554	11.7558775	11.895253	12.5593195	12.799434	12.799434	12.071855	12.7448435	11.970234	12.482288	13.607681	13.217048	12.02235	12.2125025	12.583604
4839	5.740696	5.8439918	5.782324	5.890526	5.900335	6.0865846	5.8760095	6.0131173	6.099738	5.6568646	6.097185	5.7326856	5.696814	6.1271544	5.8042884	5.8546057	5.9008718	5.848955
4841	10.947128	11.709431	11.34155	11.6025	11.673521	11.250975	11.039864	11.01879	11.314518	11.215929	11.196962	11.225104	10.924775	11.045358	11.313076	11.130774	11.034571	11.024604
4846	7.47144	8.203259	7.2521753	7.3893175	7.8547807	7.4273467	8.279969	7.70957	7.855366	7.0783925	8.065862	7.099575	7.9454293	8.554604	8.359029	7.7790155	8.151399	7.5200477
4848	9.034583	9.299393	9.149605	9.2751465	9.219633	9.040746	8.930814	9.175194	9.362608	8.816843	9.286193	9.159653	8.905539	9.007273	9.178139	9.085922	8.9965515	8.967387
4849	7.0654235	7.1533303	7.0707326	6.950794	7.1360707	6.785106	6.671457	6.6509905	6.8595686	6.7187304	6.834121	6.742915	6.915103	6.8311343	6.5690665	6.8339477	6.81144	7.21283
4850	9.067779	8.248856	8.808574	8.822128	9.105797	8.435281	8.263738	8.322727	8.168219	8.116013	8.067466	8.123274	8.552746	8.245204	8.349197	8.537952	8.63384	8.340718
4851	7.448976	8.30445	8.035123	7.9405074	8.323055	9.23748	8.456984	8.24294	9.200858	8.324403	8.616965	8.6105585	8.345022	8.549295	8.795202	8.553082	8.78354	8.38402
4853	5.829089	6.0610003	5.9111357	5.9778123	5.9292245	6.1214824	6.1310678	6.100846	6.1545362	6.1613164	5.900845	6.1531496	6.1877723	6.020641	5.833711	6.3915696	6.239891	5.9919863
4854	7.3661013	7.406968	7.144174	6.8747916	6.2684245	6.7104793	6.5859466	6.373309	7.9216204	7.0967727	6.4555936	6.922452	6.4449897	7.133765	7.2545857	6.5376673	7.015186	6.5048304
4855	7.149422	7.229601	7.499346	7.2998934	7.3519692	7.70912	7.1148515	7.201166	7.4062796	7.284473	7.584773	7.4746537	6.9728494	7.1360707	7.938163	7.115457	7.4899483	7.481292
4856	6.387707	6.40017	6.2267323	6.287858	6.0136676	6.036073	5.991516	6.1394715	6.6691484	6.5473323	6.209338	6.151419	6.378598	6.122466	6.2622113	6.2135706	6.231809	6.0329804
4857	5.5975223	5.813185	5.975144	5.74385	5.8360724	5.7748566	5.783491	5.755619	5.8998446	5.635736	5.6475067	5.83202	5.6096816	5.7914224	5.8116455	5.607783	5.801594	5.7779303
486	5.679233	6.0742726	5.7715335	5.6680655	5.819949	5.892687	5.9797606	6.0090556	6.6555667	5.7475543	5.823112	5.9804993	6.300408	6.407777	6.1150146	5.920323	6.0353117	5.957641
4860	8.027762	9.235448	8.661878	8.433162	8.593234	9.007273	9.461924	9.374541	9.815662	8.97772	8.336987	8.847048	9.178987	9.280743	8.64186	9.742068	8.819253	9.293782
4862	7.683686	6.6913414	7.3544993	7.1748037	7.1917024	6.576903	6.1200166	6.585301	7.2437725	6.830039	6.684913	6.795272	6.7363415	7.3688254	6.55461	6.208988	6.542706	6.72946
4864	9.744568	8.183415	8.308433	8.175938	8.178021	8.462638	8.258669	9.0511675	9.270045	8.111822	8.034298	8.299554	8.455044	8.122953	8.294886	8.388842	8.852619	8.215416
487	5.7132154	5.9983597	5.900845	5.7481365	5.778856	5.7074847	5.752774	5.6259274	5.7187285	5.620458	5.6836996	5.832561	5.6510777	5.881392	5.8683286	5.6513114	5.6701603	5.66881
4878	8.330342	5.9931617	5.9288397	6.178913	6.0599275	5.9717097	6.081116	6.0277867	5.8898325	6.096617	6.079907	5.9313455	5.981547	5.816892	5.959482	6.052242	6.0862675	5.991502
488	9.7104	9.385096	9.579106	9.628868	8.883016	8.908049	9.171852	9.12175	9.035051	9.466255	9.521492	8.449825	8.85604	8.935512	9.2978325	9.043407	9.0050745	9.227114
4889	6.026613	6.4125347	5.962544	5.975644	6.228928	6.629981	6.436503	6.5240917	6.6162057	6.1105986	6.4197364	6.048083	6.5057254	6.2174115	6.219514	6.1730227	6.431921	6.0427094
4893	8.078942	7.4622436	7.867845	7.81466	7.7549725	7.738537	7.507785	7.8135886	7.545477	7.564378	7.793666	7.5252476	7.695586	7.387938	7.8843246	7.6470504	7.621045	7.436665
4898	10.931212	10.376383	10.611011	10.50707	10.630743	10.248046	10.45696	9.966836	9.957874	10.791941	10.250469	10.318518	10.43363	10.657191	10.403578	10.473532	10.679755	10.511929
4899	5.8834386	6.0803747	6.1055202	6.028983	6.0274673	6.0495667	5.956354	5.9874353	6.171474	5.8319545	5.949239	5.947616	6.171302	6.028369	5.945154	5.968548	6.0485864	6.162356
490	5.977284	5.8891034	5.927306	6.1409235	5.9038186	5.9721303	5.8466587	5.9240136	5.7769465	5.857005	5.9296966	5.9309406	6.0419106	5.958804	5.8892827	5.9129424	5.949822	5.9060397
4900	5.770406	6.4324374	5.9919596	5.885226	5.879266	6.0401363	5.885738	5.8442984	6.6910434	6.124749	6.1353555	6.273716	5.79595	6.2195954	6.127311	6.2394476	6.181947	5.904443
4904	10.117587	10.219087	10.09004	9.903967	9.452957	9.602189	9.412851	9.806745	10.032181	9.735054	9.798507	9.921735	10.232591	9.622933	10.025986	9.648877	10.487484	9.607436
4905	10.689748	10.158389	10.392079	10.323584	10.001352	10.260361	10.356011	10.280524	10.432616	10.316828	10.371513	10.249785	9.72482	9.914152	10.195606	10.027579	10.469808	10.126445
4908	5.955684	7.382151	6.5766416	6.5799303	6.9303913	8.571345	7.4577284	7.406968	7.8997564	8.065531	7.648889	7.3851175	7.8293586	7.024279	8.056414	7.625733	7.188031	7.666771
4909	6.090172	5.6871676	5.7118177	5.7422376	5.932194	5.82633	5.943749	5.8185353	6.020043	5.8651147	5.730539	5.882882	5.864683	5.806221	5.6210203	5.7881594	5.8544526	5.8702292
491	8.70004	7.8525257	8.1455555	8.097391	8.460903	7.2776656	7.284917	7.3463464	6.944381	7.282236	7.272026	7.5589066	8.050703	7.3778644	7.701891	7.2638273	7.915743	7.4293904
4913	8.7206545	9.302338	9.185834	8.917253	10.287722	10.532643	10.151327	10.09004	8.185354	9.881921	9.329061	9.60573	10.439358	9.616946	9.961257	10.77174	9.538676	10.358611
4914	6.142683	6.2232027	6.262358	5.976881	6.1129823	6.402286	6.2937346	6.302159	6.102148	6.3207474	6.208752	6.4365883	6.4954906	6.511836	6.250819	6.3489413	6.1408463	6.1939387
4915	6.0169244	5.945041	5.938439	5.9043074	5.8188353	6.1141458	6.2372932	6.1720724	6.063559	6.479356	6.0142303	6.034223	6.1636367	6.2545404	6.198028	6.26292	6.2874813	6.1968894
4916	5.9484606	5.9524775	5.9157386	5.876362	5.903239	5.7040887	5.885891	5.9512606	5.8450317	5.4827814	5.9008965	5.9584756	5.880885	6.0081644	5.806116	5.842144	5.967856	5.81806
4919	5.5641723	6.257146	6.068422	5.819886	6.0380063	5.890942	5.766172	5.882036	6.2561145	6.0425987	5.88537	5.991775	5.7930336	5.8700876	5.8326797	5.7602687	5.6936965	5.897796
4924	13.887406	13.398167	14.193762	13.3151245	13.670456	13.755149	13.767811	13.551489	13.585076	13.717098	13.919004	13.183093	13.5086565	13.973076	13.670456	13.651771	13.4341545	13.597105
4926	7.604932	7.935541	8.082581	7.8625913	8.471582	7.7796035	7.8994684	7.8528023	8.037956	8.034298	8.144204	7.987888	8.068781	7.8246045	8.06464	8.123944	7.8675637	8.091375
4927	9.175194	9.352956	9.630564	9.708625	9.081512	9.923825	9.552156	9.933917	9.460258	9.441273	9.781162	9.622405	9.934731	9.522096	9.866802	9.657507	9.884358	9.549496
4928	6.249486	6.243007	5.9496098	6.3220177	6.2001014	6.0316024	5.775327	6.014202	6.1930466	5.983443	6.0447917	5.814215	5.763795	5.9201193	5.921626	5.7648826	6.221265	5.8495665
4929	8.114431	8.641427	7.961625	7.1167502	8.000505	7.9237895	7.3538704	8.1904545	8.673686	9.113568	7.655299	8.644537	7.879401	6.6772523	8.865488	9.77041	7.584773	7.481806
493	6.4538555	6.847857	7.370434	6.734616	6.726229	6.4402175	7.210433	7.521912	7.2747784	6.1823597	7.2313194	6.40295	6.850272	7.7051134	7.963997	6.950427	6.690879	7.3702545
4931	7.399455	7.7051134	7.980553	7.6054516	7.9568405	7.683686	7.405011	7.089843	7.3721313	7.3457465	7.5114546	7.598509	7.5108867	7.599008	7.405547	7.4840508	7.354282	7.588858
493753	8.761418	8.650956	8.565586	8.552393	9.127943	8.867587	8.909336	9.000208	7.984905	8.927349	8.422534	8.80435	8.8947525	8.621241	8.25287	9.135011	8.809373	9.0308
4939	9.578509	9.72482	10.259544	11.1711855	9.80602	9.941873	9.577915	9.085527	10.040591	9.492278	11.232549	9.503644	10.098029	9.013455	10.066398	9.871947	11.242493	9.901188
493911	7.2371206	6.5866866	6.903364	7.14874	7.2191367	6.8760343	6.4670167	7.0274243	6.6103606	6.697823	6.342806	6.836895	6.530271	6.7452426	6.726529	6.848846	6.6460185	6.7697334
494115	6.4008904	6.451444	6.677675	6.434299	6.2971716	6.469532	6.5672455	6.829197	6.7528152	6.204581	6.6022563	6.5150895	5.988549	6.2981057	6.3537307	6.606984	6.133065	6.2557764
494143	6.2599535	5.8800755	5.739494	6.2150626	5.9449797	6.1417623	5.790732	6.113625	6.005764	5.8249726	6.030494	5.8240814	5.8165245	5.9667315	5.9755106	6.024284	5.927066	6.173524
4942	7.0609794	9.35247	8.326963	7.230933	8.043042	10.098029	10.110692	11.587557	9.122659	10.588978	8.807274	9.533792	9.04846	9.53972	8.653642	11.134769	9.002769	9.822499
4943	6.3799734	6.5974708	6.860973	6.376818	6.2545915	6.2815375	6.396554	6.137011	6.4683313	6.3697133	6.134204	6.118231	6.4126043	6.4316025	6.0734243	6.2922583	6.3283324	6.4004807
494470	6.682434	7.4691043	7.931198	7.249956	7.9243665	7.7265787	8.601477	7.348183	6.9473305	7.3054323	7.9451394	7.781218	8.042746	7.8009787	8.206234	8.331336	7.713724	8.285428
4946	13.894775	13.591068	13.919004	13.910861	13.802475	13.873451	14.147599	14.087152	14.234848	13.958891	14.112931	13.93668	14.129152	13.919004	13.996365	13.973076	14.418385	14.020556
4952	8.519743	8.571765	8.76862	8.451647	9.0050745	8.386938	8.019676	8.3275795	8.229349	8.001126	8.221311	8.099303	8.883016	8.000505	8.500338	8.217041	8.361438	8.325858
4957	6.540977	6.391656	6.165598	6.4191065	6.1468296	6.310581	6.221731	6.2167883	6.5454297	6.376115	6.2155457	6.228027	6.2794204	6.3184757	6.433707	6.2606006	6.305851	6.231854
4967	5.9727554	5.8848023	5.9710298	5.9841714	5.956979	5.8006325	5.680719	5.607528	6.1111937	5.937106	5.950884	6.0257063	5.889385	5.953863	5.6412435	5.836435	5.938254	6.0625753
4968	6.885997	6.5244317	6.401847	6.4197364	6.3300104	6.370294	6.4125347	6.6124554	6.2329793	6.23725	6.216229	6.425855	6.327943	6.242474	6.0903454	6.210441	6.4100995	6.534632
4976	7.6405907	7.480554	7.64656	7.649199	7.882001	7.744378	7.637907	7.9306173	7.8107996	7.632288	7.74718	7.314928	7.5427628	7.751623	7.497758	7.875639	7.7033324	7.7228656
497661	7.375541	6.5489087	7.104113	7.4052525	6.8672395	6.822108	6.0783987	6.20112	6.3567147	6.335186	6.3414	6.191628	6.5065084	6.4619856	6.4004097	6.4862757	6.852695	6.755993
4978	6.295434	6.322981	6.32988	6.5576963	6.325207	6.0070157	6.0821967	5.949141	6.2574897	6.326423	6.21927	6.2997227	6.0891085	6.046552	5.9448643	6.466088	6.027883	6.2206125
4982	6.600548	8.017277	7.6757536	7.0494685	7.2135544	7.7933373	8.197541	7.7950745	8.779964	7.2198243	7.82114	7.454032	7.7323008	6.882805	7.9903407	7.3702545	7.679686	7.135675
49854	8.522659	8.317169	8.107106	7.9835844	7.916952	7.8777103	8.338663	8.789632	8.84566	8.412463	8.841832	7.729817	8.591767	9.273596	8.878355	8.278362	8.218321	8.388451
49856	8.202935	8.027762	7.684227	8.006639	8.249176	7.7145233	7.996182	7.7199025	7.837175	7.8391657	7.7248445	7.8426275	7.925543	8.100321	7.9748716	8.077808	8.076183	7.848414
49860	6.577661	6.519128	6.871262	6.7392683	6.488876	6.5083847	6.7304196	6.7336826	6.424304	6.5043	6.6027317	6.5753684	6.4192753	6.5268464	6.330949	6.4713016	6.6530824	6.442132
4988	5.9566226	6.1405797	6.044622	5.954629	6.115283	6.1318326	5.9574165	6.1139493	6.1367393	6.458635	6.131352	6.186555	6.0495996	6.1659393	6.467309	6.0670776	6.043698	6.2899685
4998	6.4909334	6.263692	6.4761357	6.1663647	6.1168647	6.428427	6.1177244	6.317702	6.064741	6.3625584	6.208193	6.397762	6.1791506	6.299677	6.019696	6.106165	6.031831	6.168658
50	9.63158	8.781839	9.144804	9.347888	8.489575	8.1361475	8.254319	8.53496	8.063	8.552393	8.400021	8.39184	8.085734	8.4980545	8.241601	8.268391	8.346094	8.469046
5001	9.841161	8.81016	8.91507	9.400317	9.3927355	9.193132	9.009924	9.03657	8.6105585	8.659089	8.584922	8.216396	9.277627	8.93383	8.899995	8.82742	9.0412035	8.976779
5003	8.713913	8.757638	8.640222	8.703507	8.4457445	7.82114	7.651966	7.9119077	7.4463744	8.39184	7.753626	7.409765	8.239283	7.5563364	7.615847	7.7007976	7.5287404	7.651966
5005	14.993384	14.559043	15.1054325	15.045709	14.705807	15.1054325	14.873535	14.873535	13.454985	14.886446	14.981512	14.244418	15.045709	14.595884	15.135012	14.956806	14.993384	14.993384
5007	11.154051	11.316025	11.585788	11.431482	11.283099	11.323609	11.635463	11.301591	11.233941	11.033325	11.26777	11.196962	11.55482	11.152571	11.461751	11.275157	11.445471	11.477787
5009	11.828227	12.182729	12.186916	12.850309	11.823838	12.29295	11.8301115	12.171227	10.037192	12.482288	12.193345	11.626302	11.697799	11.817096	12.038263	12.2125025	11.477787	11.955418
5010	7.574646	8.300629	6.4649067	6.716701	6.912323	7.2640624	7.0541296	7.130938	9.059032	7.4820943	7.498851	6.9623566	7.1235075	7.0517626	7.45426	7.1449895	7.6277423	6.821567
5013	5.749489	5.802125	5.869713	5.6665497	6.065461	5.6907153	5.824668	5.8828554	5.8627734	5.8669696	5.8385077	5.7712064	5.7793236	5.722662	5.8130317	5.703112	5.66176	5.809296
5017	5.9080544	5.56365	5.893654	5.82229	5.7730594	5.9356894	5.775368	5.745631	5.7749963	5.7521267	5.708262	5.9843516	5.945768	5.8019295	5.9065785	5.95055	5.867503	6.0117426
5018	9.563016	10.168714	10.095144	10.13875	9.952616	9.5448265	9.3402405	9.69174	9.548292	9.626422	9.794825	9.89855	9.448408	9.728297	9.507228	9.459156	9.47826	9.632231
5020	5.6950936	6.79693	5.6746964	5.6743236	5.9473557	6.4945383	6.686566	7.3855495	6.3576865	6.253906	7.6970544	8.552746	8.313446	8.243278	7.3038406	7.491165	6.8777857	7.9472437
5028	6.1722746	6.4192753	6.368533	6.177508	6.3547473	6.728676	6.531429	6.393173	7.209268	6.7153263	6.4102736	6.584196	6.700345	6.4005666	6.4483557	6.3225937	7.018787	6.248858
5030	5.8421707	6.099825	5.8620534	5.767188	5.9793277	5.9953794	5.7267785	5.8114843	5.8328595	5.865286	5.8876324	5.9194307	5.79535	5.704466	6.000166	5.935258	5.7627354	5.8458195
5031	6.516878	6.5061903	6.624476	6.584576	6.8376403	6.971185	6.7785854	6.724311	6.4021063	6.727306	6.321734	6.8048363	7.0164137	6.67117	6.6294765	6.6892004	6.705518	6.6701713
5033	8.444337	9.687585	9.596832	10.4009905	9.277627	10.124225	9.650175	9.713947	9.364077	9.622933	10.413426	9.904589	8.504456	9.815019	10.171032	9.785648	9.154415	9.301811
5034	14.003951	12.775695	13.349123	12.897296	13.3151245	12.364744	12.58983	12.367264	12.1406975	12.748443	12.599885	12.265207	12.893257	12.758171	12.596265	12.385949	13.07095	12.897296
5036	8.725906	8.634888	8.741691	8.962238	9.050246	8.231994	8.329964	7.99073	8.388842	8.158523	8.306433	8.07551	8.698861	8.78072	8.389151	8.036341	8.77612	8.390347
5037	12.1983185	11.641189	11.884844	11.996743	12.272683	11.593374	11.848219	11.782991	10.445703	11.3552265	11.542117	12.057788	12.152427	11.986022	11.782991	12.085304	11.737968	12.1406975
5045	9.517532	9.056138	9.658091	9.60573	9.520983	8.806079	9.091237	8.790787	8.002522	8.466232	9.182296	8.671327	8.564036	9.2003765	8.960917	8.933005	8.130839	9.3402405
5046	9.325551	7.489185	9.672977	7.54401	6.918073	8.078942	8.931266	7.4693394	6.562116	7.752211	7.4231787	8.068781	6.530967	7.7943034	7.4866443	7.6436744	7.3477263	8.461975
5048	8.683813	8.622039	8.593234	8.605167	8.352584	8.877073	9.07068	9.001539	9.1853	9.020312	8.9741535	9.107995	8.432443	8.778741	8.855207	8.63946	8.731969	9.032168
50484	6.8691974	6.578645	6.8507648	7.0017114	6.787178	6.324608	6.3960323	6.3333635	6.5190177	6.2675004	6.524217	6.3856544	6.2320833	6.205316	6.3268867	6.3699975	6.4483557	6.631363
50486	8.970549	7.8881316	8.888015	8.142674	8.537548	8.310061	8.068781	8.218705	11.1571665	5.9948125	8.37079	6.1080866	9.1094475	8.667874	10.248046	7.796509	7.2747784	7.890968
5050	6.9524913	7.969147	8.490352	7.94022	8.3137665	7.7798963	7.84406	7.794563	8.717998	7.948341	8.388066	8.379913	8.345764	7.567261	8.225243	7.382151	8.496162	7.7817717
50507	6.3056674	6.3890777	6.386866	6.4204683	6.303849	6.7725368	6.4330754	5.986749	6.596661	6.314327	6.438292	6.1950555	6.383926	6.0177116	6.3025136	6.420822	6.3760386	6.2969484
5051	8.575059	7.8791127	8.424532	8.200127	8.270727	7.939624	7.7933373	7.969147	7.431755	8.037653	8.078129	7.9363585	8.639104	8.078129	8.152785	8.285428	7.8181987	8.329964
50512	8.613424	6.342654	5.866737	6.20052	6.2061715	6.4074225	6.3008327	5.9335103	6.0969434	6.323364	5.9790845	6.066751	6.0866475	6.257146	6.0666585	6.65657	6.145855	6.0131726
5053	9.982991	8.837294	9.305852	9.482687	9.2772	9.334149	8.85966	9.401387	7.7024693	9.081512	8.643087	8.53189	8.646082	8.838542	8.407688	9.374028	8.667874	9.13217
5054	9.009924	8.473397	9.2933035	10.083508	7.767653	9.64956	10.785013	8.726718	12.071855	8.556756	9.818057	8.993454	9.463022	8.318216	11.356926	11.207011	7.289376	10.087147
5058	7.073564	7.5172405	7.1666746	7.2270327	7.7554994	7.2939043	6.9195433	6.9197226	7.1311536	7.2504025	7.2035627	7.0113974	7.0577426	6.4885516	6.8330927	7.181481	7.285123	7.0851145
506	14.265933	13.425102	13.851712	14.046345	13.691478	13.816899	13.749567	13.845265	13.651771	13.670456	13.664167	13.683677	14.003951	13.67626	13.574435	13.607681	13.951533	13.710435
50614	7.2570333	6.0851593	6.0967793	6.1391025	6.152976	6.0428896	6.035355	6.111993	5.96139	6.1020637	5.904504	5.9068785	6.0802608	5.6958036	5.8889775	5.998329	5.8240967	6.0304346
50616	6.0996075	6.0093465	6.1491327	5.8693914	5.856314	6.194155	6.14053	6.1422276	5.9932933	5.9567614	5.9710813	6.099234	6.0894995	5.94253	6.0704756	6.2408404	5.878854	6.0891085
50618	5.8039885	5.950405	5.942383	6.104961	5.834018	5.515114	5.6571507	5.964079	5.969947	5.7199345	5.5241413	5.74139	6.056732	5.897701	5.7862673	5.6974616	5.724464	5.7783933
50619	6.43353	6.7325664	6.20653	6.512852	6.67712	6.55982	6.475238	6.7700915	6.7675133	6.866733	6.572619	6.79576	6.758956	6.828863	6.6549644	6.181253	7.3967776	6.760864
5062	9.294725	8.698444	8.952213	9.078774	8.739207	8.79315	8.863407	8.807664	8.967387	8.865114	8.947771	8.937244	8.975056	9.124116	9.133574	8.655218	8.993454	8.989046
50626	6.1306906	6.5671215	6.6910434	6.7774496	6.664162	6.3795624	6.348459	6.6890483	6.26005	6.873729	6.325207	6.70714	6.2750525	6.3248124	6.1453533	6.256913	6.3583465	6.516646
50628	7.6582394	8.362153	8.48802	8.109313	8.138346	8.636805	8.811841	8.977312	9.145294	9.064163	8.82742	9.124692	8.687925	9.186236	8.389814	8.790442	8.534181	8.671327
5063	6.3268867	6.257293	6.2812114	5.821545	5.872771	6.3885713	6.3807707	6.4210105	6.2065754	6.1844397	6.181679	6.3315973	6.3055496	6.215109	6.289282	6.271685	6.3866153	6.275832
5064	6.46277	8.193374	6.808997	7.0892477	7.535231	8.288446	7.9064984	7.6178403	9.098839	7.7644987	7.9968386	7.8307858	7.7749877	8.279359	8.323055	7.8335834	8.189159	7.814396
50640	8.286755	7.115659	7.4508524	7.8022237	7.4644303	7.6054516	7.581328	7.756048	7.311356	7.7220635	7.5635195	7.128934	7.585043	7.827139	7.689007	7.441234	7.3521967	7.38818
50650	8.408069	9.197073	8.420078	8.081926	8.760067	8.687535	8.644537	8.621241	9.49651	8.651302	9.223869	8.742475	8.650158	8.333108	8.983691	8.454012	9.933302	8.530557
5067	6.0004597	6.354954	5.8304152	6.579328	5.9716167	6.6982923	6.8957014	7.1368995	6.290647	6.950232	6.510082	6.5873437	6.008178	5.9543753	6.3688393	6.3825035	6.5207434	6.446949
50700	5.9178057	5.8551	6.270099	5.976347	5.727277	5.905298	5.875894	5.8574886	5.7883077	5.8595586	5.837178	5.8701406	5.8536344	5.8526673	5.8533783	5.983615	5.824862	5.875773
5073	8.179678	8.011893	7.969438	8.15729	7.7798963	7.898865	7.8779893	7.9112844	8.0232315	8.046917	7.8356614	7.5795054	7.9875784	7.5117173	7.865793	7.840607	7.969147	7.9820857
5080	5.9440684	6.0525465	5.9815736	6.2307396	5.9922204	5.98831	5.9887757	5.911309	5.9344606	5.7832227	5.8049483	5.8765345	5.639754	5.7185965	5.6691036	6.0983276	6.0178585	5.745267
50801	5.9013386	5.9315453	6.051471	6.004458	5.9122596	6.1312985	5.964614	6.019012	5.9578047	6.024919	5.7108088	6.024477	6.0310364	5.8994856	5.920348	5.987369	6.0316787	5.800958
50804	5.9152374	5.638624	5.9137983	5.7437468	5.8694177	5.618647	5.848301	5.7468467	5.972918	5.847371	5.6311693	5.6494527	5.817991	5.8677897	5.7931857	5.8271804	5.6996493	5.7333565
50807	8.597689	9.659981	9.219633	9.095063	8.990343	9.309839	8.805656	8.754535	10.262609	9.065512	9.2772	9.019324	8.936384	9.024766	9.313356	8.957767	9.859042	8.717588
50808	11.61326	11.314518	11.221839	11.779255	12.066697	12.001268	12.300904	12.148287	11.060832	11.779255	11.867982	11.558946	11.897358	12.193345	11.805074	12.00948	12.150413	12.345634
50809	6.7949457	6.6301146	6.5657725	6.669855	6.7720823	6.4583263	6.6577535	6.8622823	6.848846	6.538906	6.5503473	6.9286	6.5044017	6.5960107	6.6202745	6.558435	6.851536	6.5021706
50813	10.587813	10.203277	10.189581	10.191914	10.208127	10.258697	10.357037	10.135614	9.886284	10.037192	10.020109	10.2684	10.191139	10.117587	10.148689	10.360356	10.291102	10.1463585
5082	6.497291	6.726229	6.186861	6.3079934	6.6640043	6.769935	6.2593846	6.484417	6.708042	6.4135456	6.44002	6.1316214	6.560805	5.7468204	6.2187343	6.616482	6.6395717	6.1635647
5083	6.043917	5.9457927	5.9898047	6.171668	6.146243	6.0017524	5.803202	5.9502573	6.0986633	6.0498896	6.2034945	5.8692265	5.843875	5.7251344	6.0596023	5.798964	5.833947	6.099234
50855	7.2063103	6.4857135	6.3184757	6.663553	6.731664	6.829369	7.28604	7.3732624	6.46277	6.9071856	6.9075217	7.1449895	6.719904	6.8995523	6.6920877	7.3231683	6.7477245	7.284473
50862	7.494313	6.6640043	6.9788246	6.6765747	7.2198243	7.1553054	7.194716	7.0553613	6.732883	6.9075217	7.324708	7.083034	7.0464234	7.168802	6.9605136	7.413381	7.491637	7.0589037
5087	6.0694714	6.5643234	6.499691	5.8926244	7.0203953	6.2092667	6.970089	7.0189786	6.7998614	6.9026313	6.367769	6.390993	6.491651	6.8581834	6.4903617	7.1630516	6.5065084	6.650458
509	11.263394	11.046816	11.090973	11.130774	10.468216	11.041279	10.967936	10.836208	10.881167	10.885092	10.893995	10.81214	10.570465	10.842823	10.503193	11.059645	10.384153	11.07871
5090	9.106698	9.067258	9.247502	9.312893	9.340679	9.838454	9.479189	9.151646	9.120756	9.627052	9.494299	9.507228	9.510626	9.195604	9.701869	9.470698	9.44008	9.197899
5091	8.1060915	9.469533	9.933917	9.968227	9.504672	9.980974	10.048162	9.864166	9.215576	9.421558	10.284504	10.331852	10.356011	10.531665	10.729226	9.897124	10.603257	9.786266
5092	11.017546	10.994522	11.133295	11.140162	11.020291	11.535103	11.49086	11.773553	9.741527	10.901458	11.178138	11.737968	10.753366	11.006133	11.212994	11.711617	10.163588	11.263394
50939	6.3480816	6.208395	6.1877723	6.361366	6.38366	6.3871818	6.249677	6.2424283	6.233158	6.1848373	6.490573	6.5399776	6.2677665	6.465783	6.4583263	6.484966	6.5216637	6.4584265
