Genes	GSM2367621	GSM2367622	GSM2367623	GSM2367624	GSM2367625	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
114327	6.787948	6.7313623	6.783015	7.1097593	6.7035193	6.6957726	6.3357177	6.2315335	7.0336366	6.6925488	6.816378	6.787948	6.639423	6.9195433	6.747123	6.517861	6.651441	6.6401443
1145	5.962569	5.889792	5.8446593	6.0632186	5.873927	5.9494443	6.176874	5.85577	6.003865	6.054231	5.9592195	5.9474363	5.9307632	6.099214	6.029852	6.1314526	6.13677	6.183114
114599	6.033238	6.2616477	6.2259736	6.098592	6.5044017	6.303668	6.4402175	6.7025886	6.748355	6.5660357	6.2301784	6.909707	6.8961625	6.8423543	6.300958	6.48173	6.9131413	6.6621385
114625	7.4414663	7.737098	8.006639	7.730055	8.009724	7.70989	7.659019	7.388449	7.0994215	7.913366	7.58731	7.679185	7.467538	7.7338424	7.2711263	7.47959	7.61326	7.836524
1147	7.410761	8.128653	7.943593	8.135101	7.9903407	8.129564	8.266808	8.195954	8.156009	8.222993	8.225963	8.259014	8.119799	8.123944	8.2969475	8.102642	7.9472437	8.03697
114757	8.272125	9.178556	7.707503	7.978525	8.856472	7.957503	8.4512615	8.332418	8.530983	8.376044	8.244509	8.782663	8.640612	8.517428	7.87395	8.257341	8.492283	8.740067
114780	6.090009	6.172707	6.027136	5.9052057	6.555905	6.2366734	6.360411	6.5456667	6.153524	6.191499	6.2898064	6.236764	6.0744615	6.229647	6.0815353	6.185063	6.2368546	6.67161
114785	9.038804	9.420956	9.8479595	9.578509	9.815662	9.066862	9.423597	8.997476	9.155337	8.781109	9.109977	8.977312	9.154875	9.37253	9.477308	9.204653	9.114964	9.506132
114787	5.8512106	5.781458	5.898223	6.1919	5.7084017	5.5452175	5.749146	5.6907973	5.7932663	5.854658	5.721249	5.557698	5.6378293	5.6690397	5.5865397	5.7094398	5.878361	5.8105526
114788	5.8233323	5.6135592	5.7996597	5.758045	5.7064047	5.8446193	5.7988405	5.6009784	5.641333	5.7509427	5.875344	5.9701104	5.730099	5.907648	5.86596	5.9118104	5.8699956	5.933977
114789	11.390719	11.635463	11.866005	10.504025	12.150413	12.104291	11.673521	11.809034	11.020291	12.427282	11.180998	11.713649	10.961282	10.77174	11.192711	13.226934	10.453187	11.400774
114790	6.95973	6.817337	7.12551	6.82227	7.145885	6.496453	6.9314895	6.4758472	6.7632017	7.03537	6.845999	6.912133	6.5565896	6.6920877	6.790816	6.340386	7.0308495	7.0017114
114794	6.685365	6.234412	6.646146	5.935979	6.6112404	5.785233	5.8707604	5.910816	5.770424	5.7191873	5.6738787	5.7150946	5.7203126	5.7097783	5.85052	5.6119795	5.6170797	5.8815966
114801	5.9262567	6.4061165	6.6017275	6.223077	6.295434	6.1354356	6.160641	6.406986	7.1180153	6.331438	6.1420593	6.226601	6.5316324	6.3315973	6.202677	5.9809623	6.3111835	6.033946
114804	6.5433316	6.404358	6.4095035	6.625869	6.4612164	6.038581	6.1648827	6.246832	6.2936835	6.0964503	6.066015	6.130476	6.057473	6.143242	6.140415	5.9996	6.1950555	6.129137
114823	6.501433	6.3154488	6.577548	6.4157515	6.403432	5.9474874	5.999884	6.21927	6.29035	6.2890267	6.2208157	5.889752	6.009179	6.2102575	6.1619554	6.0725474	6.1698914	6.0777545
114825	6.3367186	6.464715	6.474823	6.6144533	6.8241005	6.599913	6.3715134	6.530156	6.290947	6.263198	6.289405	6.3649135	6.253406	6.2269855	6.2951465	6.194984	6.32866	6.398795
114876	6.7536254	7.3686104	7.160065	7.4484644	6.8961625	7.5810685	7.391998	7.2763753	7.4416857	7.446941	7.4854875	7.5427628	7.676017	7.1990075	7.847859	7.004128	7.954435	6.786393
114881	6.387445	7.239312	6.5425725	6.430844	6.9346294	6.475238	6.5898104	6.679689	6.9412866	6.766079	6.7373714	6.642317	6.6540446	6.767971	6.700489	6.7520237	7.32725	6.7187304
114882	6.7620974	6.768735	7.2574725	6.967694	7.0374126	7.120092	6.508895	6.532081	7.149189	6.711681	6.803347	6.2996206	6.913896	6.4531207	7.0336366	6.825684	6.6773973	6.880303
114885	6.9453564	6.71714	6.985773	6.7325664	6.7884393	7.2007422	7.762897	7.2754445	6.693002	7.6833663	6.9291444	6.183757	7.195362	7.42213	6.819652	7.119277	6.96863	7.4793577
114897	6.259184	6.0962706	6.3676295	6.266049	6.2625003	6.30258	6.4812117	6.424644	6.200636	6.5259233	6.4876513	6.7453938	6.595347	6.360714	6.7586465	6.7184386	6.3820295	6.48594
114899	5.902831	5.966576	6.1140175	6.0712566	5.925512	6.2635922	6.058559	5.9833875	6.0189347	6.165276	6.015531	6.124818	5.952027	5.9323196	6.0329933	6.071164	5.841559	5.975187
114905	5.8194523	5.8485765	5.7636385	5.7998734	6.0142775	5.9105973	5.924946	5.8674335	6.7662325	6.097185	5.9181714	5.9290633	5.922084	5.9509864	5.8684483	5.9643536	5.9356513	5.946698
114907	7.6056795	7.357213	7.396278	7.094035	6.742251	6.8927927	6.4999166	6.3004627	6.9195433	7.389079	7.128934	6.7720823	6.7289844	6.833773	6.7000513	6.4920955	6.819503	6.6270933
114908	12.200424	11.6025	12.694456	11.807008	11.266344	11.891587	11.815379	12.044996	12.207834	11.637364	12.215022	11.884844	10.931212	11.235346	11.705212	12.064595	11.297378	11.580588
114926	10.401714	10.43009	10.319461	10.755744	10.375611	10.755744	10.371513	10.734735	10.141065	10.612036	10.510986	10.65088	10.415147	10.391194	10.316828	10.707957	10.26649	10.399478
114932	10.122868	9.915462	9.969518	10.124857	10.462529	10.10318	9.772356	9.817502	10.003651	10.248935	9.973078	10.231043	10.37226	9.936948	9.84722	10.082789	10.358611	9.790384
114984	6.7153263	6.9620004	6.3284683	6.717288	7.400234	7.288726	6.90042	6.687397	7.036826	6.677945	6.911553	6.9070354	6.991555	6.5724955	6.8533897	6.826733	6.9654202	6.565423
114990	8.827787	9.719235	9.76923	9.627052	9.908599	9.853093	9.462473	9.127943	11.042707	8.947771	9.3494425	9.781851	9.914792	9.238976	9.955336	9.786266	9.814365	9.523082
115	7.872281	7.886924	7.9645233	8.221311	8.308742	7.7504077	7.4463744	7.4446926	7.82249	7.727136	7.782043	8.256689	7.8368526	8.029701	7.8487124	7.9531984	7.498309	7.6300774
115098	6.6307745	7.1446004	6.860084	6.932411	6.8344526	6.5657725	6.409095	6.6298666	6.675621	6.51631	6.3636494	7.0031776	6.711681	6.4738045	6.5931063	6.421964	6.624049	6.787948
115106	6.876404	7.0306654	6.6060357	6.7083626	6.746349	6.9730253	6.8593917	7.0389295	7.0935926	7.25132	7.1182384	7.348629	6.898306	6.7643437	6.9837074	6.996405	7.146294	6.8765984
115123	5.875824	6.443818	6.1476917	5.89959	6.0425673	6.0024023	6.0063987	6.004156	6.978441	6.0696335	6.140608	6.190525	6.2584314	6.0373335	6.1284323	6.0388236	6.164793	5.9538765
1152	6.852207	7.0494685	6.6766906	6.5306106	7.184855	7.1097593	6.1526833	6.9546967	8.06652	7.2078705	6.819361	7.0994215	6.7208076	6.801544	7.0612063	6.899902	7.011042	7.0033607
115209	6.503189	6.3881674	6.5723825	6.4203677	6.2205725	6.209648	6.032313	6.051764	5.9247537	6.1494665	6.0866714	6.0002213	6.2113485	6.0481205	6.1254215	6.2422533	6.2564116	6.227075
115273	6.516993	6.178168	6.1843743	6.335393	6.4288745	6.4702163	6.528441	6.516197	6.348459	6.653367	6.6260085	6.8897815	6.2392306	6.5121837	6.6766906	6.6408067	6.327105	6.4331512
115286	6.996581	7.4582295	7.054313	7.551026	7.1402483	7.30268	8.015392	8.204906	6.8957014	6.8611817	7.6178403	7.836226	7.3725348	7.4102364	7.6887183	7.607496	7.0593424	7.417641
1153	11.358718	11.37814	10.909112	11.269068	11.452258	11.087918	11.593374	10.841581	12.25614	11.792711	11.402342	11.87168	10.9867525	12.441045	11.42979	11.083988	11.525964	11.49086
115330	7.0254674	6.803519	6.8412685	7.0312715	6.8797936	6.852695	6.765094	7.466145	6.4618936	6.963757	7.3688254	6.954306	7.2985044	6.326423	7.0366244	6.885997	6.4633875	7.077994
115353	8.580738	8.550482	8.550482	8.604699	8.175563	8.4457445	8.548867	8.702276	8.865488	8.213091	8.386603	8.442172	8.523391	8.294233	8.505959	8.019676	8.15729	8.3778715
115362	6.900246	7.622634	6.9877677	6.528996	7.217555	7.0551496	7.1291127	6.8922405	7.4757166	7.193602	7.905651	7.425228	7.7465825	6.5537677	7.39416	7.291418	8.932097	7.337359
1154	7.2769294	8.243544	7.763702	8.035719	8.758006	7.6807637	8.134164	8.259719	6.6614776	8.308433	6.948616	6.274391	9.154415	8.334562	6.8016953	6.1734533	7.1535172	8.375319
1155	9.3335495	9.068234	9.410282	9.229985	9.261709	8.964504	8.957377	8.679841	9.352956	8.938912	8.822128	9.008248	9.615838	9.056138	9.3949175	8.968779	9.38352	9.0340805
115509	8.343921	8.931667	8.692437	8.81144	8.874459	8.878355	9.268563	9.164086	8.577907	8.54973	8.90599	8.809791	8.829865	9.246995	8.665023	9.20941	8.653642	8.673686
115548	6.9080715	6.7803097	6.7101727	6.8668995	7.097175	6.800672	6.700489	6.769935	6.7266846	6.700636	6.318408	6.8704333	6.7484956	6.3306804	6.4610205	6.153731	7.42213	6.718147
115572	6.1893864	5.8974934	6.0247235	5.9563417	5.9404826	6.022106	6.0116053	5.9127007	5.8170643	6.255562	5.740483	5.865143	6.0445256	5.7801733	6.012327	6.082489	5.865286	5.9929967
115650	6.29035	6.072813	6.310581	6.2669578	6.288547	5.9664073	6.1801853	6.2797008	6.280056	6.2304053	6.247598	5.8848524	6.1062517	6.1134768	6.0879283	6.183991	6.494097	6.023714
115703	7.0741673	7.4847913	7.3922586	6.9829755	7.6403255	7.5939326	7.2587976	7.6592655	7.9361243	7.4266615	7.3848557	7.7292614	7.4788747	7.6087804	7.5589066	7.816318	7.6470504	7.406968
115704	7.5457697	7.6127024	7.914263	7.7600527	7.570506	7.7907386	8.006033	7.532046	7.978525	7.780188	7.792168	7.6197376	7.3063517	7.501889	7.773601	7.424484	7.690048	7.701891
115708	6.8695555	6.6837406	6.614571	7.412412	6.899203	6.4388347	6.6662984	6.4495196	6.8442984	6.5062923	6.4655757	6.257447	6.673714	7.0794263	6.5381284	6.229606	6.575781	6.801352
115749	6.1050234	6.1012206	6.1590047	6.1506114	6.1054535	6.0121336	6.183083	6.1057267	5.921535	6.1873193	6.165448	6.4050064	6.2287154	6.255876	6.4416404	6.3276796	6.2132206	6.1010447
1158	5.7047863	5.6605067	5.566534	5.471974	5.8643723	5.7021403	5.9247537	5.5309224	5.7971935	5.8480444	5.672983	5.6361976	5.91968	5.909392	5.7003317	5.8221426	5.7753496	5.9057727
115811	6.0212593	5.948709	5.760479	5.968246	5.5564585	5.670714	5.9164324	5.8165083	5.74394	5.979238	5.8263617	6.068635	5.8682218	5.5737433	5.8900433	5.901178	5.8190465	5.901362
115817	11.8620615	12.1406975	11.765743	12.210118	12.897296	12.490888	12.574495	12.4085865	10.352682	11.999193	12.069168	11.996743	11.961666	12.35095	11.882567	12.621669	12.391205	13.126128
115827	6.7573233	5.912846	7.481034	6.2844067	6.038907	5.9524417	5.7967515	5.8796115	6.117303	6.1828866	6.1517615	5.8905787	5.9660516	6.018667	6.61258	6.0180664	5.8116984	5.889459
115908	7.934376	7.2716274	7.9136715	6.7611737	6.545811	6.955973	6.8897815	6.389244	8.522659	7.8592873	6.8977532	6.430663	7.043621	6.526141	7.1295004	6.267825	7.6308827	6.103391
115939	6.680126	6.7991867	6.6257277	6.7919493	6.47534	6.5483136	6.741947	6.5573034	6.5291038	6.622364	6.591085	6.7605705	6.305364	6.259288	5.9978743	6.435342	6.5176506	6.769935
115950	8.125558	7.8069086	7.8124785	8.304827	7.9352365	8.202935	8.439246	8.22966	8.429248	8.098272	8.098595	8.331336	8.240325	8.433162	8.414292	8.240325	7.598509	8.356719
116	6.1578517	6.2015505	6.1605015	6.0416355	6.023412	6.214307	6.2733483	5.8223825	6.7373714	6.3183494	6.221731	6.143162	5.819978	5.934437	6.0712795	6.2653284	5.821236	6.2228303
1160	5.856617	6.126067	6.094368	5.9290633	5.786701	6.4643435	5.9404087	6.1053843	6.6153984	6.394127	6.0051622	6.2982974	5.9643807	5.983588	6.052772	6.018768	6.2518783	6.07656
116028	7.473176	7.253889	7.1248994	7.127801	7.067925	6.913706	7.0626063	7.3045635	6.7965517	7.3713875	6.6624246	7.1424417	7.0884795	6.8251457	6.886897	7.011809	7.174178	6.6450605
116068	6.163697	6.113674	5.83561	6.299267	6.2795873	5.867575	5.857996	6.135305	5.912446	5.6233654	5.7816076	5.6591187	5.7676544	5.7143044	5.6578355	5.93986	5.7686048	5.8605323
116092	7.8878098	8.025446	7.6617603	8.068781	8.137388	7.6973324	8.016369	7.623887	7.8498664	7.8753514	7.5999665	8.126604	8.06996	8.185354	7.340942	8.046635	7.9361243	8.046917
1161	6.5714474	6.595197	6.361518	6.5286455	6.201967	6.5244317	6.3600993	6.1978846	6.3181567	6.3688393	6.286046	6.0110607	6.0596023	6.1770015	6.1097803	6.1274567	6.360319	6.25202
116115	6.457927	6.5030675	6.6294765	6.526966	6.3121715	6.181502	6.3176355	6.213819	6.4137263	6.5723825	6.4384484	6.2305346	6.0498223	6.2313566	6.0493007	6.0627375	6.39108	6.4009748
116135	6.071857	5.8202033	5.7801733	5.7712064	5.749014	6.087717	5.9375114	5.9170413	5.9316053	6.0694714	6.0668564	6.0191007	6.1117387	5.841335	5.8990107	5.9465466	5.8911905	5.872067
116138	9.355499	10.137164	10.070752	10.092601	10.263489	10.503193	10.281437	10.388683	9.573849	10.311478	10.275527	10.043551	10.153541	10.1733465	9.954658	10.269906	10.318518	10.038595
116150	6.222955	6.192043	6.0882397	6.21398	6.3334246	6.183991	6.1429996	6.1035666	6.031304	6.115448	5.890799	6.060746	6.2561145	6.115775	6.045298	6.1498876	6.2505393	6.312294
116154	5.994666	6.332736	5.9387183	6.1591854	6.118892	6.468979	6.4229536	6.3234987	7.0519366	6.3695636	6.3370175	6.3039155	6.21143	6.272986	6.302858	6.0960946	6.564944	6.403614
116224	7.7611904	7.513527	7.5840235	7.5366364	7.6706223	8.103629	8.051279	8.077158	8.005474	8.272462	8.281321	7.8259993	7.64656	7.8705325	7.8857827	8.156991	7.5106254	7.8042264
116225	7.50633	7.3040977	7.217768	7.4666057	7.315587	7.1274076	7.465195	7.6020494	7.496515	7.4511075	7.508847	7.7682405	7.637907	7.5855856	7.57212	7.211084	7.646342	7.350523
116236	6.9889135	6.937174	6.9780755	7.4032087	7.3549614	7.356323	7.5213633	7.42369	6.6437745	7.082802	6.751733	7.5277066	7.095024	6.902149	6.9079113	7.6320004	7.0031776	7.4935184
116238	7.741656	6.6230245	7.0630016	7.1951475	6.716997	6.073006	6.4650116	6.8255253	6.2493873	6.65688	6.2842994	7.111156	6.7854095	6.6636953	6.3195	6.125229	6.858358	6.512968
116254	7.7085443	7.095024	7.0935926	7.216377	6.5089965	7.36699	7.2063103	7.3804426	7.1698256	6.7028913	7.3077593	7.1049647	6.8270698	6.7742343	7.3567963	6.9256763	6.57273	7.275672
116285	8.118348	6.6453304	6.7625794	6.837994	6.4924946	5.725848	5.802845	5.8975787	6.1310163	6.1487656	5.963991	6.7100215	5.852401	6.129642	6.0652776	5.8299856	6.0570045	5.892427
1163	9.165068	9.518116	9.301811	9.136945	8.942596	9.043864	9.276148	9.114	8.817232	9.301392	9.03657	9.228485	8.982882	8.602591	8.872766	9.285672	8.798905	9.100713
