GSM2367626	GSM2367627	GSM2367628	GSM2367629	GSM2367630	GSM2367631	GSM2367632	GSM2367633	GSM2367634
166378	6.3419585	6.235116	6.2833624	6.28791	6.113674	6.0223455	5.9520984	6.052614	6.081077
1666	11.966146	12.35095	11.925346	12.031248	11.535103	12.512808	12.011481	12.186916	12.353895
166785	6.9929366	6.387707	7.094242	6.7543035	7.3551755	6.8651276	6.7266846	7.1248994	7.227712
166929	6.5780377	6.616085	6.633323	6.3718677	6.566258	6.058942	6.374096	6.1400256	6.324608
167359	6.192043	6.153436	6.5710835	5.810296	6.1378274	6.2135334	5.9076242	6.3650703	6.105705
1674	5.9603205	5.931787	6.1481977	5.778094	5.954565	5.935018	5.969752	6.0018644	5.945379
167410	6.015858	5.8943233	5.831154	5.9038076	5.841785	5.838522	6.0325184	6.036732	6.034699
167465	5.8174834	6.0358706	6.205087	6.320615	6.1677704	6.093998	6.355999	5.9759793	6.201742
1675	9.23844	7.649199	10.057448	8.918973	9.134059	9.543109	9.077759	8.888857	9.745681
1676	7.9709725	8.177273	7.707503	7.5202703	7.4779263	7.1375365	7.173353	7.8948874	7.7131763
1678	6.6341567	7.6561036	7.2166386	6.6671896	7.2903013	6.6615977	6.1957603	7.142801	6.663273
168002	9.419908	5.874809	8.104798	9.502599	7.9712596	9.6839485	9.327533	7.8623195	9.25695
168374	6.0537586	6.118892	6.235116	6.3664246	6.148257	6.428257	6.0753846	6.247598	6.101957
168451	5.7018127	5.652642	5.700366	5.683601	5.775622	5.7440166	5.791832	5.6131496	5.7566967
168507	6.089442	6.033946	6.059427	6.183283	6.257955	6.020324	6.118257	6.1020417	6.1751137
168537	8.504839	8.680716	8.767362	9.886284	8.719063	9.437806	9.957244	8.314085	9.522096
168850	7.6689076	8.108374	7.5733805	7.718744	7.375541	7.690048	7.5621614	7.8654532	7.3725348
1690	6.054458	5.886552	6.1076136	6.06704	6.096617	5.967338	6.2342296	5.8951125	6.1468
169044	5.7171297	5.862586	6.034489	6.394213	6.105068	6.0229373	6.3017554	5.8451743	7.6927004
169611	5.8253536	7.7631884	6.5595546	8.038494	6.5866866	6.456338	8.059424	5.915556	7.9219027
169714	7.0823655	7.194931	7.300974	6.7460103	7.0662165	6.855345	7.017626	7.224426	7.0626063
169841	6.2305346	6.060028	6.2079263	6.221265	6.3625584	6.0526643	6.1777387	5.943749	6.133688
170302	5.935091	6.028413	5.9710813	5.778977	5.9473195	5.8430247	6.026628	6.1193604	5.8957133
170392	8.23397	6.2564116	7.088044	6.5210023	7.5450196	7.87368	6.6961765	7.99073	6.287427
170394	7.1395903	6.710644	7.3065724	7.456516	6.9835067	7.4952216	7.220697	7.0031776	7.588602
170463	6.2187343	6.2217717	6.179555	6.2247047	6.339841	6.090639	6.29786	6.3963747	6.3573933
170487	5.9462953	6.0920672	6.098288	5.936261	5.919643	6.043917	5.938959	5.8047204	6.0030975
170506	6.922452	7.650919	7.308463	7.432271	7.2473598	7.292527	7.2991824	7.432512	7.0470405
170679	6.6420593	6.664991	6.8314896	6.424885	6.566751	6.4080257	6.5943937	6.340579	6.4655757
170680	5.87319	5.991171	5.9424906	5.857895	5.9214373	5.8596597	5.845993	5.9463973	6.093742
170685	5.804448	5.471974	5.807256	5.7497787	5.6158414	5.6435213	5.522115	5.664005	5.428833
170689	5.8870397	5.874936	5.6580944	6.0144014	5.914605	5.8658166	5.9100866	6.071981	5.6898293
170690	5.990456	6.1077194	6.1746225	5.997733	6.0533338	5.9634767	5.967585	5.951147	6.096423
170954	8.360449	8.630704	8.860976	9.105797	8.943502	9.026661	9.430836	8.125245	8.946547
170958	5.993213	6.1844397	6.0953126	6.2537637	6.267337	6.0277247	6.263446	5.9859614	6.0832014
170961	8.544654	7.65445	7.0985603	7.4798303	8.090317	7.652244	7.358676	7.335126	7.36
171017	7.0102773	6.9639535	7.013011	7.151453	6.7725368	7.2494965	6.9717684	6.868314	7.0383306
171019	6.270309	6.172533	6.2033415	6.1757426	6.3592935	6.1928105	6.1383667	6.1251025	6.227204
171023	8.629206	8.021885	8.132456	8.034566	8.133473	8.293594	8.556412	8.060788	8.23397
171169	6.1241803	5.883507	5.9353895	5.9756207	5.635831	5.906155	5.988834	5.892962	5.8805914
171558	6.175549	6.098046	6.063363	6.1036963	6.128376	6.12703	6.0783606	5.966076	6.1801205
171568	7.2453194	7.6505957	7.23603	7.1124096	7.214638	7.21846	7.3683314	7.2606697	7.279069
1719	5.990388	6.1902194	5.9326453	6.2136836	6.150915	5.9427257	5.996665	6.4669137	5.860999
1723	7.237814	7.750684	7.6657095	7.125084	7.4967623	7.8246045	7.099787	7.655595	7.244689
1727	6.023714	5.794218	6.1128902	6.07481	6.1067476	5.7286615	6.032673	5.855566	6.0866714
1728	6.7690763	7.5878434	11.053287	9.492278	6.69224	6.898306	8.12108	6.5087824	7.775619
1729	8.569812	7.9346933	8.180024	8.207223	8.588046	9.388657	7.5460906	8.887612	8.885075
173	13.873451	12.37501	11.935712	12.694456	13.095438	12.915266	12.507238	13.79591	12.867538
1730	5.7193904	5.78048	5.990388	5.86772	5.7631297	5.905309	5.730694	5.936858	5.844155
1735	5.8501363	5.803096	6.0201135	5.7798963	5.8731256	5.8551	5.9658566	6.060649	5.8399014
1736	9.012513	9.280222	8.971464	8.926023	9.264765	8.913686	9.299393	9.007751	8.81144
1738	7.596136	9.054635	8.901399	8.979898	9.006005	8.269375	8.221655	8.808574	8.230594
1740	6.651711	6.2040215	5.8905916	6.243409	5.7715554	6.0883613	6.130767	6.9339085	6.854086
1741	5.7951655	5.7969656	5.7923074	5.858329	5.739203	5.67567	5.9485154	5.6712656	5.8814297
1743	8.559259	7.841789	8.470123	8.300992	8.680716	8.427796	8.165622	7.9706764	9.07021
1747	6.1797175	5.93286	6.573711	6.252333	6.413377	6.0180173	6.280271	6.3214707	6.276999
175	7.7220635	7.060572	7.957155	8.123633	7.2204795	7.826524	8.061449	8.151399	7.2667584
1756	7.730316	7.102194	7.426897	7.3667765	6.989628	7.503587	7.1673093	7.3121233	7.460224
1757	8.816408	8.287861	8.04755	7.495977	8.561928	8.11752	7.1615624	8.730417	7.5363917
1759	5.965614	5.7689543	5.735718	6.1454697	5.7848363	5.800836	6.306846	5.8188167	5.550929
176	5.894785	5.971393	5.80243	5.90594	5.9840946	5.7505913	5.983249	6.163114	5.836201
1760	6.317702	6.087186	5.969936	6.239806	6.058375	6.2756467	6.51631	5.937134	6.605046
1761	5.7254057	5.9204874	5.833412	5.9573917	5.6059723	5.6432657	5.6899743	5.6895905	5.901903
1762	7.077994	6.5402346	6.5262556	6.641917	6.6341567	6.7128625	7.1737933	6.697823	7.1101904
1763	6.3318577	6.5846972	6.7949457	6.5203314	6.4086356	6.7798467	6.4650116	6.6740127	6.7230773
177	6.0263915	6.0018077	5.9495325	5.850017	6.16202	5.8736477	6.0387254	5.831485	5.887793
1776	11.695755	10.62867	10.53773	10.515675	11.087918	11.763757	9.93963	11.498837	10.328507
1778	8.587289	8.899132	9.004174	9.210305	9.086846	9.115414	9.475051	8.816408	9.114
178	7.564131	8.051907	7.1003685	6.7702427	7.249712	7.238622	6.9088197	8.397228	6.9340897
1780	6.117623	5.8245897	5.6728187	6.091285	5.9626613	6.038743	6.152022	5.75376	5.9310923
1781	8.405308	8.884231	9.127017	9.476102	9.366086	8.458037	9.401387	8.760067	8.830614
1785	8.7464695	8.0677595	8.016676	8.250174	8.029993	8.364174	8.329292	8.39856	8.574686
1786	10.171032	10.063396	9.651875	10.279595	9.876627	9.931202	10.589896	9.7831135	9.895972
1788	5.8602333	5.858583	5.80427	5.8093467	5.772994	5.825799	5.9767103	5.705544	5.779672
1789	6.6846046	6.6609173	6.5949254	6.4714885	6.341742	6.706104	6.5362406	6.5203314	6.5884395
1794	9.063171	8.418634	9.205538	9.371365	8.97772	9.2051	9.745681	8.717588	9.511271
1795	5.6467423	5.812593	5.876429	5.7671676	5.88719	5.963639	5.8710327	5.7845054	5.810715
1797	8.39856	8.082883	8.652509	8.268076	8.564824	7.6274986	7.5427628	8.162443	8.450936
18	8.053753	9.012094	8.703898	8.3550005	9.022086	8.813078	7.9505424	9.116369	8.220597
1801	6.450092	6.4893155	6.372766	6.3797092	6.306042	6.5339046	6.210186	6.8446217	6.386051
1802	6.0564713	6.476344	5.984734	6.186627	6.5051556	6.040956	6.372766	6.3666544	6.285037
1803	7.339499	8.857789	7.503587	7.0266404	7.6860623	6.9377418	6.627358	8.068104	6.938133
1806	7.148959	8.319582	7.3974733	7.9987593	7.6059275	7.8965387	7.5164967	8.147813	7.4788747
1807	11.948802	12.265207	11.815379	11.673521	11.041279	12.56504	11.520447	12.544198	11.763757
1808	10.09004	10.736925	10.62161	11.0074215	10.194836	10.483039	10.913742	9.808063	10.818442
181	5.7559094	5.739546	5.8018064	5.6750746	5.9806933	5.796246	5.953613	5.986921	5.8490257
1810	6.4819307	6.98833	6.755575	6.9482536	6.412775	6.8704333	6.8342915	6.8330927	6.578167
1815	7.5277066	6.9905443	6.4422216	6.7200665	6.9630322	7.0472555	6.8279767	6.812564	6.8290434
1819	8.225585	7.725431	7.915442	7.5539865	7.8906045	8.06179	8.172053	7.7790155	7.959001
182	7.146294	7.209034	6.8376403	8.255305	7.1208596	6.83888	8.829865	6.947151	7.847539
1820	7.5417204	6.903685	7.523902	7.4560223	6.897152	8.0558	8.862639	6.954154	8.00759
1823	6.15631	5.9136744	5.9021153	6.012033	5.979695	5.8201094	5.822948	6.033205	5.883375
1824	6.7524896	7.8604136	7.5414395	7.0288196	7.328644	7.2009444	7.321933	7.250181	6.9599085
1825	6.102592	6.0594983	6.1291833	6.118703	5.971393	5.989778	5.959706	6.100959	6.1274796
1826	7.226823	6.9610677	6.954306	6.706388	6.9028254	6.9586406	6.705382	6.951888	6.991555
1827	7.438133	8.6141205	7.67791	7.071574	7.497758	7.095024	7.317751	8.251568	6.5173244
1832	6.2348065	6.142254	6.599039	6.317129	6.681726	6.371041	6.2207365	6.3753223	6.2274632
1834	5.810763	5.8385916	5.9015026	5.8904576	5.956788	5.8291306	5.940716	5.7876925	5.7160764
1837	6.074031	6.4819307	6.0974307	6.306846	7.148959	6.6458774	6.5425725	6.383418	6.4595265
1838	6.8620872	6.2602105	6.3783903	6.269735	6.49071	6.672623	6.1844707	6.5728393	6.5571966
1841	6.1748095	6.1012206	6.2295537	6.198239	6.1748095	6.098222	6.264167	5.9791703	6.1535816
1842	9.024766	9.7043	8.41787	9.097049	8.413647	8.54973	8.677564	9.347385	8.626622
1843	13.339644	11.661828	12.583604	13.245362	12.704559	13.928432	13.0344925	14.27551	13.264137
1845	11.867982	11.734326	11.748002	11.316025	10.694	12.064595	11.622438	11.564364	12.32012
1847	9.438952	7.587578	10.5259905	9.125544	8.779964	9.322925	8.823833	10.080632	10.040591
1848	7.0430655	7.145426	7.1959844	7.4842753	7.321023	6.6235228	7.133186	7.670355	6.870607
185	8.851727	8.929038	8.373914	9.255974	9.664089	8.895973	8.839411	9.584944	8.341405
1850	8.489575	6.3299394	7.3848557	6.481319	6.887635	6.94034	6.8561935	7.1636524	7.149876
1854	7.4791055	7.9531984	7.5596538	7.4195447	7.3609824	7.600455	7.5596538	7.1020203	7.013569
1856	7.4698586	6.8407283	6.938133	7.2973638	7.075556	6.996785	7.3551755	6.9665394	7.2945867
1857	7.931802	8.002005	7.6932445	7.966058	7.8994684	7.973666	8.466675	7.9028144	8.060475
1859	7.5834565	8.162755	7.988853	8.600405	7.931198	8.351268	8.301703	8.250871	7.9472437
186	6.159761	6.1653614	5.9635916	6.098814	5.960768	6.227591	6.083817	6.0476255	6.0272408
187	8.565967	8.824196	8.147813	10.085068	8.601477	8.461975	9.37253	9.0792465	8.97772
1870	7.164446	7.229601	6.928446	6.393173	7.0334663	6.8458543	6.6001763	6.373066	6.6957726
1871	8.244509	7.4281955	8.074619	8.076893	7.9562244	8.057674	8.819608	7.4414663	8.499556
1876	8.140633	7.8725376	8.326963	7.6828356	8.01217	8.023802	8.3550005	7.9929924	7.8584485
1877	9.905269	9.412851	9.251538	9.037467	9.24549	9.778606	9.569913	9.166408	9.85119
1879	6.1478014	6.9861712	6.001196	6.969915	6.2235675	6.241597	7.194931	5.868423	7.2198243
1880	8.1361475	7.667002	7.510171	9.003685	6.7747293	7.2473598	8.586525	7.7591395	8.674419
1889	6.4411664	6.689497	6.610224	6.5376673	6.6375837	6.525802	6.322145	6.544281	6.25888
189	14.693989	13.958891	13.816899	13.749567	14.204424	14.745969	13.894775	14.2991905	14.174866
1890	7.8696184	8.107106	8.605848	7.6981397	8.67909	7.832766	7.7257195	7.575379	8.089099
1891	12.778494	12.64122	12.287691	12.308672	12.340424	12.158828	12.00948	12.5020275	11.866005
1893	8.336648	6.2666936	6.843788	7.297594	7.5132513	7.1364956	6.661045	7.9494634	7.1270075
1894	6.837107	7.6595697	7.209268	7.1043444	6.7271214	7.051338	6.9593835	6.732111	7.043621
1896	6.050024	6.088676	5.9478626	6.133241	5.7365785	6.1954365	6.088907	6.0683503	6.1736183
19	11.57297	11.300165	11.449145	11.645092	11.223528	12.120978	11.757739	11.717222	11.736021
1901	6.4898415	7.4496684	7.106238	7.531301	7.1846485	7.411489	7.7566614	7.149422	7.689787
1902	6.6349754	6.515844	6.4445186	7.3565626	6.416903	6.4943376	6.932044	6.404358	7.2117167
1903	6.571976	6.546952	6.143133	7.131829	6.6373124	6.1311197	6.9082494	6.554504	7.0838428
1906	7.0737486	6.848191	7.2112894	7.662287	6.970472	7.3607025	7.393685	6.553503	7.0664244
1909	6.3191032	6.4277506	5.97822	7.410761	6.089046	6.231991	7.201166	6.287858	6.483544
1910	8.332418	8.536745	7.8618083	8.935512	8.274202	7.7145233	8.345377	8.34177	8.196922
1911	6.2271614	6.342589	6.4495196	6.784604	6.2225375	6.36166	6.7731895	6.314327	6.730088
1912	6.119563	5.942441	6.040166	6.106017	6.07806	5.817778	6.127501	6.24729	6.279788
192111	6.075738	5.8666816	5.8760095	5.799423	5.793779	5.8813295	5.731184	5.8457613	5.806468
192286	11.033325	10.949353	11.547395	11.340002	11.097683	12.040645	10.988976	11.276772	11.620493
192683	6.784604	6.860803	6.818756	7.2747784	6.633754	7.1128945	7.3133006	6.545068	7.277429
1933	6.0036464	6.0884905	6.1606083	6.1898923	6.308488	5.9488416	5.957148	5.970989	5.9459376
1936	9.59917	9.669209	9.843768	9.928444	10.178638	9.712165	9.755749	9.881921	9.529136
1939	8.54973	8.530231	8.395553	8.752461	8.363837	8.353336	8.615284	8.307474	8.815165
1943	8.991695	7.6277423	8.715172	7.978817	7.4798303	9.460836	8.13581	7.706231	8.212453
1945	5.9238353	6.434299	6.4618936	6.368533	6.218168	6.3647466	6.398509	6.288025	6.5248995
1949	6.8931823	6.1653967	5.8886104	7.007733	6.2133284	6.1931553	6.073606	6.5291038	6.3218746
1951	7.847001	8.1600065	6.634418	6.448646	8.134164	7.769646	7.7600527	6.1185446	6.828313
1952	6.1106844	6.484853	6.1946144	5.9890714	5.9108753	6.6042924	6.082314	6.0815167	5.999175
1954	5.884401	5.867101	5.976976	5.824743	5.917564	5.883876	5.8071485	5.637209	5.834397
1956	10.0306425	8.305847	9.32502	8.886349	9.254898	9.073076	8.640612	9.176737	9.24549
1958	12.120978	9.374028	9.60502	9.112684	8.066214	8.407338	9.059468	12.507238	9.794825
1959	7.858136	6.8786955	7.115659	7.271393	6.543581	6.6893487	7.2905054	7.4553056	6.874244
196	6.396731	6.319633	6.5907173	7.2365217	7.2263913	6.738019	6.6869416	7.04766	6.9173036
1960	6.153759	5.896291	5.8724413	5.921805	5.9412684	6.1011963	6.087734	6.047656	6.288694
196051	5.821779	5.7077556	5.867912	6.2075534	5.7210894	5.87533	6.0373044	5.8063636	6.019654
196074	6.847377	6.997575	6.783638	6.692699	6.673598	6.8566995	6.738802	7.25634	6.705518
1962	8.987739	10.922531	9.72343	9.608845	10.857064	9.567489	8.455044	10.124857	8.85966
196264	5.7545185	6.081077	5.986988	5.8314695	6.2792583	5.7096286	6.05284	6.017814	6.0297637
196383	7.183556	7.2130733	7.5043154	7.55583	6.903021	7.21823	7.5067835	7.211969	7.606185
1964	7.70989	8.648459	8.479734	7.9796867	7.9621863	7.7563343	7.642352	8.183705	8.029385
196403	6.449696	6.218892	6.11617	6.801352	6.37645	6.3498936	6.690606	6.1535816	6.6869416
196410	11.878296	10.584649	11.421409	10.817151	11.994238	12.529124	10.90387	11.286324	11.34155
196441	6.84346	6.349235	6.511058	6.7068105	6.6204143	7.131573	6.8086596	6.591085	6.956134
196463	8.294886	7.01842	7.8519936	7.7134833	7.2414875	7.52295	7.699729	7.2900443	7.6547003
196483	6.370671	7.783732	7.133186	6.849385	7.01842	6.4933524	6.785727	6.890279	6.7306857
1965	7.6913977	7.1520925	7.602555	7.4307795	7.0250764	7.6686378	7.231146	7.0500703	7.4874897
196500	5.8377	5.821762	5.615007	5.8498473	5.908729	5.7791224	5.7376175	5.8429613	5.6718936
196528	6.32489	6.5987625	6.3749833	6.5880284	6.4269247	6.660667	6.5949254	6.379807	6.3028007
1967	9.199441	8.806079	9.677914	9.211225	9.283101	9.293782	9.195604	9.193132	9.108983
196792	6.2303176	6.247879	6.0771747	6.4000907	6.34376	6.01974	6.369195	5.985605	6.6009274
1968	9.923148	10.156797	10.411632	10.49543	10.416034	10.377325	10.317662	10.342622	10.744073
1969	6.8744216	6.751733	6.7325664	6.5594335	6.4371333	6.352198	6.307934	7.0987635	6.546358
197	12.867538	12.438751	12.816407	13.007992	13.226934	13.273266	13.07095	13.491734	11.745594
197021	6.02298	6.376269	6.6135974	6.398419	6.146566	6.2088294	6.412453	6.5429325	6.1157246
197257	6.435342	6.3193026	6.532821	6.1986547	7.2424345	6.48594	6.1990404	6.661177	6.232593
197259	8.076518	7.851773	7.88964	8.343557	8.002005	8.267763	8.636805	8.07212	8.662271
197320	6.1650352	6.253906	6.275309	6.26005	6.2286744	6.1889057	6.258231	6.314679	6.394299
197335	7.391998	7.1056066	6.8301773	6.753807	6.931692	7.0127764	6.934427	6.65688	7.1300797
1974	12.411394	11.472244	11.50722	12.303679	11.551238	12.071855	12.421774	11.817096	12.553361
1977	5.80177	5.8825054	6.1764193	6.143355	5.942271	5.9357986	6.0789056	6.141114	5.9998693
1979	8.799787	8.395176	9.411758	9.27313	9.428606	9.08637	8.498402	9.050246	8.937714
1981	11.298603	10.399478	10.976116	10.431703	11.136206	11.292995	10.922531	11.104505	11.306086
1982	10.598935	11.124356	11.092344	11.328349	10.933584	11.021557	11.668313	10.962542	10.973536
1983	7.2980247	6.4982505	6.7682633	6.472127	6.769935	7.0768247	6.642761	6.459337	6.738019
198437	5.833412	5.7560782	5.7982216	6.310697	5.7433515	5.646819	5.934499	5.8157225	6.121904
1995	6.0764837	6.164697	6.0847197	6.1045403	5.9583144	6.1140394	6.15408	6.191323	6.0917635
199692	6.7967286	7.74923	7.6105638	7.778731	7.7365584	7.329315	7.5498085	7.6148024	7.133186
199699	5.9520736	5.8182592	5.853297	5.9028964	5.7882695	5.9334	5.9531293	5.867651	5.866844
1997	8.565248	8.750563	8.748107	9.019847	8.987739	9.003217	9.238016	8.75577	9.219633
199745	6.0333323	5.838212	6.14734	5.7605963	5.80664	5.986124	5.911522	5.965963	5.748113
1998	7.0498314	6.413988	7.051338	7.2991824	7.0439897	7.0802913	6.911135	7.0768247	6.872086
199800	6.245875	6.511169	6.1133595	6.3324695	6.1823936	6.125201	6.4755464	6.176777	6.3006005
199870	6.152619	6.170045	6.3846745	6.1659703	6.2801676	6.0556946	6.071423	6.21927	6.125973
199920	8.540896	8.193684	7.8860316	7.010828	7.5213633	8.291591	8.318216	8.480458	7.595861
199953	6.125633	6.3795624	6.1922054	6.212103	6.234948	6.18925	6.14591	6.1139493	6.372107
199990	9.08739	9.584944	8.667475	8.409431	8.4980545	7.9387913	8.3421335	8.485497	8.3272505
2	11.749861	9.67425	11.012395	11.809034	11.412015	10.948328	11.431482	11.730295	12.038263
20	7.5058208	6.6261554	7.316332	7.3259597	7.1520925	8.139243	6.87194	7.21846	7.5260267
2000	7.5202703	6.990328	7.4695997	7.587578	7.7279453	7.7005143	7.814396	7.2424345	7.670355
200081	10.427543	10.548283	10.332574	10.195606	9.988004	10.038595	10.561822	10.235998	10.688536
2001	5.8789463	6.0009937	5.7805433	5.94439	6.0671144	6.2788787	6.0947266	5.988506	5.971988
200132	7.546613	6.1981316	6.5679016	6.562839	6.3440576	6.2482495	6.700636	6.9654202	6.42611
200185	12.219988	12.253926	12.038263	11.931831	11.29439	12.049446	12.059863	11.6912155	12.6784115
200186	6.547834	6.0871463	6.0643263	6.549022	6.4791317	6.4541736	6.4795613	6.452696	6.831678
200205	6.499804	6.461501	6.6691484	6.57944	6.331511	6.838519	6.4489336	6.138252	6.970654
200312	7.031652	7.8359427	7.008461	7.389545	7.6752534	7.3199387	7.1122184	7.4449615	7.2776656
200350	6.131352	5.9294214	6.186491	6.199464	5.9592195	6.093359	6.2061715	6.153992	6.304859
2004	5.85929	6.177165	6.037811	6.093274	5.9575195	6.025586	6.1931214	5.913035	6.062841
200403	6.2910028	6.260408	6.240296	6.2797008	6.142919	6.199464	6.239185	6.355092	6.213293
2005	5.8063073	5.8186765	5.847384	5.800593	5.9397717	5.948348	6.0996294	6.014735	5.9040112
200523	6.011706	5.7069917	5.8992124	5.864319	5.878491	5.730152	5.749726	5.9060397	5.8640747
200539	6.074294	5.9601607	5.9859376	6.17456	6.175363	6.1238728	6.2463584	6.510082	6.2514234
200576	5.9563785	5.9209323	5.755596	5.8745136	5.9024625	5.9232965	5.984158	5.819886	5.699923
200634	6.059703	6.322865	6.227858	6.2840133	6.139818	6.0829134	6.116219	6.1125793	6.317891
200734	7.729023	7.3807235	7.6741996	7.5664644	7.7859774	7.4742017	7.5977845	7.566987	7.5117173
200810	8.615284	10.689748	8.817232	9.280743	8.373514	7.512214	7.045	8.254021	8.256058
200845	7.1109643	7.856482	7.596921	7.7223053	7.3040977	7.9675784	7.5457697	7.596136	7.3075147
200879	5.9062037	5.851414	5.6605067	5.987698	5.872468	5.826844	5.932621	6.084478	5.977178
200895	5.9864063	6.146464	6.3686085	6.3066473	6.44337	6.1465416	6.4056964	6.183757	6.35411
2009	6.973653	6.990168	6.6214333	7.2804346	7.094242	7.3897796	7.1790457	7.289376	7.197733
200931	12.215022	12.195501	12.840012	11.496822	11.863827	12.406035	11.291413	11.722783	11.374939
2010	10.464285	10.241048	10.45696	10.087894	10.039229	10.009373	10.185664	10.202543	10.200903
2011	6.19082	6.0162344	6.1904593	5.9626493	5.915592	6.191628	6.294087	6.1055427	6.3055496
201161	10.423981	10.770478	10.179395	9.282628	10.729226	10.273959	9.925147	10.148689	9.722902
201163	6.2755914	6.0640697	6.235766	6.0819726	6.1219964	6.2079263	6.208273	6.186759	6.1789794
201229	6.864286	6.6042924	6.6115274	6.678785	6.6913414	6.6485023	6.446556	6.5561304	6.633057
201232	6.42011	6.491899	6.2895203	5.941278	6.4203677	6.1114445	6.3806157	6.389913	6.329809
201243	6.2656326	6.1709785	6.299267	6.4376316	6.324069	6.277208	6.414338	6.4288745	6.3979144
201254	9.977306	10.225545	10.454093	10.212046	10.308875	9.4425	9.76517	10.632645	9.786266
201255	6.575113	6.5810976	6.380848	6.571846	6.778748	6.4242167	6.342589	6.990168	6.374574
201266	9.629954	9.290091	9.108983	8.815579	9.110425	10.111589	9.353461	9.567489	9.353461
201292	6.1468296	6.413377	6.4541736	6.181132	6.433707	6.183757	6.350414	6.4506764	6.6201553
2014	9.07068	9.276148	9.864166	10.012411	9.451739	9.416809	10.310682	8.900922	9.969518
201633	6.301013	6.0689983	6.323829	6.3393807	6.1255836	6.0501094	6.240157	6.401317	6.242295
2017	9.877233	12.31749	9.157771	9.357092	9.7403345	9.927099	9.480228	9.644813	9.510091
201799	7.9053726	6.1464915	6.522017	7.602313	7.864575	6.602388	7.3238335	9.331966	7.5907016
201895	12.133341	13.255929	11.367148	11.934145	12.32012	12.011481	11.449145	12.504927	12.628783
2019	5.937883	6.1339946	6.0016813	6.064722	5.907525	5.894	5.8983235	5.9786034	5.95818
201931	6.981059	7.3851175	7.512214	7.3807235	7.667828	7.0504937	6.8574257	7.2450857	6.85585
202	6.975156	6.8236523	6.7103124	6.548188	6.7450943	6.904638	6.392766	6.6260085	6.6733556
202018	7.676017	7.786791	7.394836	7.7041216	7.6360493	8.044198	7.4503684	8.525647	7.67791
202051	6.170799	6.6793966	6.3495455	6.7405252	6.3284683	6.4468536	6.283197	6.732429	6.3691134
202151	6.853562	5.958663	5.857034	6.274852	6.4056964	6.263746	5.8791533	7.6503034	5.7413325
2022	9.851788	9.12175	9.528651	9.89068	9.480719	9.871199	9.63158	9.6241665	10.291102
202243	6.492185	6.5650773	6.4476876	6.2901926	6.4235835	6.591611	6.4000907	6.5825024	6.2291136
2023	12.983816	13.000762	13.363411	12.897296	12.926554	11.952803	12.398339	12.512808	12.850309
202500	5.8235736	5.710952	5.892974	5.764311	5.8854294	5.8465867	5.870894	5.7925777	5.5406127
2027	13.349123	8.504839	11.402342	10.622509	12.25614	8.762083	11.55482	10.676406	9.5374975
2028	7.88964	8.186631	8.618104	9.0511675	8.392914	8.959472	8.284684	9.049808	8.106446
2029	6.8579865	7.877145	7.558397	7.4515777	7.941149	7.04269	6.9377418	7.0589037	7.1341634
203	8.037308	8.133777	8.055276	7.918944	7.5369024	7.5013843	8.051629	8.074619	7.65637
203054	7.4742017	6.9738584	6.8509293	6.8468275	7.2144384	7.4707274	6.9303913	7.45426	7.207665
203068	10.90387	11.657735	11.276772	11.23981	12.413751	11.227976	11.838464	10.474421	10.661137
203069	8.430366	9.018871	8.851727	8.497645	8.826618	8.657495	8.514924	8.278712	8.024134
203111	6.215672	8.180872	6.320809	6.9271455	6.695082	6.650458	7.2437725	6.414077	6.454721
203190	5.77567	5.777442	5.7556715	5.780622	5.703484	5.790582	5.6678996	5.811152	5.766552
203228	8.09677	7.0528955	7.319174	7.0808935	7.27719	6.9079113	7.1037498	7.6218925	7.179738
203245	7.647841	7.7796035	7.744378	7.9216204	7.8122168	8.1844	7.5795054	7.509638	8.119437
203259	6.685365	6.5160737	6.593455	6.4337993	6.6775417	6.788913	6.7133665	6.716997	6.5495987
203260	7.0855436	7.3500056	7.36699	7.267213	7.393685	7.145426	7.016013	7.1146274	7.5065303
203286	5.960418	5.935018	5.97732	5.90303	6.014073	6.093821	5.903869	6.0617537	5.896002
2033	7.4293904	7.729023	7.7382584	7.824105	7.9361243	8.132456	7.7682405	7.9803033	7.701891
2034	10.661137	11.562926	10.766149	10.758954	10.954529	10.961282	10.875427	10.510057	10.817151
203427	8.564036	9.635678	9.186236	9.143336	8.64375	8.766252	9.090736	9.243506	8.767362
203447	6.64702	6.43942	6.4489336	6.5354495	6.465486	6.4367585	6.300659	6.688754	6.488439
2035	5.837867	6.1799507	6.1097326	6.2668066	6.2125754	6.1288147	5.8879547	6.159995	5.982349
203547	9.169939	9.105323	9.04161	9.366669	9.123101	9.169939	9.185834	8.850049	9.428029
204	8.85213	9.929189	9.53972	9.061768	9.325551	8.257655	8.964504	9.474459	8.923454
2040	7.8246045	9.564688	9.897124	9.586059	10.252154	9.14283	9.556355	9.173225	8.786372
2041	9.186236	10.422004	8.398276	8.552393	8.75577	8.533436	8.61847	8.921686	8.346094
2042	6.306584	6.166488	5.906351	8.405613	6.3777213	6.2325425	7.6927004	6.528996	7.316771
2044	5.953054	5.753612	5.6871676	5.8787756	5.6987677	5.75217	5.819949	5.4690986	5.9470863
2046	6.0587287	6.227417	6.3079934	6.277208	6.5680394	6.5051556	6.2599535	6.2919693	6.1634545
