GSM2367626	GSM2367627	GSM2367628	GSM2367629	GSM2367630	GSM2367631	GSM2367632	GSM2367633	GSM2367634
4133	6.150327	6.0451183	6.6674643	6.3161793	7.175509	7.0884795	7.0061197	6.0546055	7.13204
4134	7.2430563	6.589562	6.987228	6.529829	6.3051043	7.101005	7.311595	6.5451922	7.3561006
4135	5.643089	5.9159737	5.9524307	6.3315973	5.8686104	6.033238	6.1667624	5.937259	6.219514
4140	7.432271	6.885001	6.738149	6.918456	6.8000283	7.1097593	6.9913564	6.795414	7.246889
414062	10.470807	8.563706	9.9950485	8.171393	9.088831	9.902562	9.486275	9.153474	8.4364195
4141	7.164273	6.9827566	7.0340495	7.214638	7.2404013	7.101633	7.6483335	7.4591813	7.4866443
4143	11.779255	10.049638	10.599957	11.0687065	11.008667	12.14318	10.878725	11.387531	12.406035
414301	6.0534015	6.161987	5.900922	5.8429914	6.4234014	6.009811	6.0764837	6.0070887	5.8819203
414328	10.095903	9.971775	10.233471	9.134536	9.495927	9.054192	8.816843	9.47826	8.279969
414351	6.0222607	5.7005677	5.873395	5.7791	6.0292535	6.0279803	6.034276	5.7111087	5.8602743
4144	11.367148	11.545413	10.547207	11.093807	10.755744	11.309023	11.655825	10.955937	11.682522
4148	6.039147	5.7287583	5.77546	6.002183	5.9656916	6.031723	6.1590915	6.1019354	5.9508305
4149	6.7244573	6.7647777	6.5732174	6.6417856	6.4492435	6.7200665	6.52466	6.663132	6.7725368
414918	7.652244	7.655879	7.33039	7.585315	7.8840313	6.9853377	7.90619	7.2970023	8.0531845
415	8.301339	7.2674456	8.046635	7.7022014	7.8246045	7.6768374	8.140256	8.267433	8.245878
415116	5.7853556	5.91972	6.160288	5.923073	6.04338	6.013682	6.013204	5.811799	5.9415646
4152	7.5184627	7.235336	7.450151	7.4544907	7.5795054	7.4793577	7.3284025	7.522689	7.622867
4153	10.77699	9.38352	10.60102	11.410469	11.028437	11.175552	10.690923	10.9867525	10.775876
4154	8.295245	8.493416	8.388451	8.742475	8.314743	8.344626	8.843947	8.502413	8.826178
416	6.0012846	5.9596496	5.8110123	6.360641	6.0876017	5.996158	6.1925006	5.960311	6.1150813
4162	5.7195587	5.585991	5.5685773	6.0936246	5.6390758	5.6764245	5.9237547	5.849696	5.770633
4163	6.249677	6.595197	6.342384	6.2595167	6.262112	6.4489336	6.3649135	6.5205274	6.43353
417	5.9571357	6.209192	6.09287	6.1283064	5.938181	6.212905	6.1613164	6.1419044	6.10946
4170	10.775876	9.60573	9.685196	9.546035	9.584392	9.565822	10.017293	9.533212	10.412452
4171	8.363485	8.197541	7.298726	6.8916893	7.9306173	7.2616186	7.0768247	7.7171893	6.735067
4172	10.950678	10.865708	9.998547	10.159855	10.2952	10.220746	10.3650875	9.914792	9.843108
4173	8.415398	8.784783	8.216703	7.6183276	8.017557	7.5818715	7.5844927	7.9420323	7.360263
4174	8.677137	8.240989	7.752211	7.7890306	8.334195	7.8785143	7.68928	8.055512	7.620527
4175	9.745111	9.767211	9.136945	9.3068695	9.344108	8.958664	9.399386	9.260111	8.902628
4176	10.566569	11.49086	10.070012	10.243426	10.43009	10.11844	10.464285	10.253845	10.264104
4189	10.021469	10.72803	9.83715	10.167319	10.020109	10.449419	10.10318	10.585794	10.639428
4190	11.598902	12.5020275	12.85728	12.799434	12.637815	12.526528	12.31749	12.496276	12.222563
4192	5.756258	5.7163267	5.996665	5.9251547	5.5878205	5.9331503	5.840073	5.88073	5.83178
4194	6.3293223	6.389913	6.3627014	6.272986	6.6158347	6.4545355	6.457246	6.8821073	6.3826675
4199	6.6388764	7.203975	7.1430154	6.970654	6.9548645	7.183125	7.1135798	7.203975	6.485175
420	7.8130264	8.827787	7.9405074	8.320233	8.652509	8.241959	8.005753	8.29803	8.075217
4200	8.058532	8.271752	8.454423	8.289099	8.385289	8.491928	8.578731	8.303757	8.126967
4201	8.2992325	8.80389	8.540216	8.302029	8.533814	8.1984825	8.178671	8.402827	8.120781
4205	7.28472	6.8255253	7.201566	7.1653214	7.143486	7.5675583	6.905547	7.164078	7.1576257
4207	6.4477997	6.450092	6.05284	6.2532287	6.193475	6.1574345	6.2468753	6.214463	6.1982036
4208	6.7344766	6.6558294	6.813766	7.767142	6.2205725	6.739105	7.3925066	6.737075	7.2947855
4212	5.9039845	5.674152	5.766172	5.705172	5.6649947	5.7475257	5.8300323	5.9160533	5.935762
4214	8.519743	7.67791	8.3550005	9.212628	8.159726	9.1742525	8.935117	8.547324	8.696037
4215	7.178442	6.7505383	6.811936	6.940722	6.840246	7.022105	7.115457	6.69523	7.21283
4216	8.724738	7.7449274	7.8914833	8.325089	8.113429	8.673288	8.182167	8.433859	8.417144
4217	8.300992	8.210072	7.928472	7.6681185	8.110601	7.9656963	7.6267676	7.4923406	8.34428
4221	6.6148586	6.406729	6.4665036	6.297116	5.9658566	6.4776587	6.379626	6.412166	6.551924
4222	5.853604	5.9461627	6.004769	6.2058067	5.8913326	5.9844546	6.6615977	5.7118177	5.9864063
4224	6.3715806	6.209843	6.3528433	6.244374	6.19156	6.5854263	6.5297084	6.1406326	6.2108727
4225	6.828476	6.6096745	6.203268	6.234763	6.2027135	6.0912194	6.1762257	6.845192	6.164082
4232	5.876994	5.8681393	6.0883203	5.8673134	5.9563146	6.179915	5.91453	5.9483852	5.8998833
4233	6.4583263	7.444391	6.520152	6.886897	6.7884393	6.8144097	6.4279165	7.1574445	6.659347
4236	7.171217	8.343557	8.092307	8.230004	8.129564	7.8533607	7.695586	7.687102	7.417894
4239	8.303445	8.287474	7.7365584	10.321886	8.540896	7.8219805	9.61749	8.238924	9.341971
4240	7.781218	8.478707	7.740224	10.020109	8.013911	8.073398	10.134144	7.201776	10.344395
4245	10.819623	10.14401	10.959814	10.455043	10.57451	11.897358	10.804655	11.021557	11.320801
4247	6.10966	6.232204	6.1043873	6.141551	6.008815	6.011317	6.0828075	6.0952897	6.0188575
425054	6.4927945	7.4231787	5.8928037	5.9116483	6.434484	5.90511	6.118353	7.0640597	6.028014
4253	7.533885	6.854409	6.918265	6.532698	6.7582974	8.180024	7.4254966	7.4972434	7.1001673
4254	5.5465865	5.9284787	5.77283	6.579659	5.7965446	5.853791	6.360242	5.8616467	6.035223
4255	11.472244	10.714353	11.218849	10.718244	11.212994	11.61326	10.65088	11.538367	10.74757
4256	8.20784	10.00439	9.29273	12.836495	9.6395445	8.248494	12.285403	8.83098	11.178138
4257	10.65917	12.889882	12.2777605	11.440522	11.950553	11.99239	11.49086	11.972821	11.344548
4258	12.44864	11.719094	12.460374	13.004441	12.829836	12.547073	12.128891	12.809396	12.608987
4261	6.259342	6.3081126	6.1411424	6.1389866	6.223029	6.155525	6.4051757	6.5406003	6.2174897
4267	9.065022	9.095063	9.20416	8.841832	9.169939	9.058099	9.179471	9.203203	8.762827
4281	9.090221	10.0551405	9.554557	9.240481	9.859671	9.713301	9.007751	10.156797	8.775299
4283	9.631079	7.7890306	9.513503	9.298352	11.221839	10.667215	10.220746	8.517428	9.165954
4285	7.392755	7.5117173	7.684227	6.990328	7.648596	7.8753514	7.4557767	8.001393	7.355856
4286	5.8984003	6.0918193	6.2155457	5.986474	5.7840905	6.201815	6.513928	5.9472823	6.0504737
4288	6.055274	6.0213056	6.153436	6.16701	6.075269	6.3143854	6.08189	6.1599636	5.9713006
4289	10.275527	10.072886	10.064094	10.125595	10.081277	10.492525	10.126445	10.605308	10.421143
4292	7.9429283	8.41126	7.979375	8.222348	8.144866	7.79275	8.116317	8.337952	8.009724
4293	6.1195903	6.204428	6.102872	6.005612	6.0076046	5.9540834	6.045855	5.763995	6.2599535
4294	5.61489	5.72119	6.0059633	5.7250376	5.77594	5.7660108	5.863401	5.9224777	5.8464503
4296	8.9851	8.468404	8.442887	8.288782	8.628074	9.05205	9.013026	8.718695	8.801417
4297	6.6021423	6.739105	6.6537685	6.9098744	6.65816	7.1099777	6.95973	6.8662114	6.961678
430	7.245563	6.5171084	6.795272	6.958066	7.0393286	7.2272615	6.965074	6.8867474	7.0528955
4306	6.7416387	6.954154	6.9851475	6.9369884	6.898654	6.92225	6.5080447	7.183775	6.553503
4311	9.060396	6.049234	6.8339477	6.5374255	6.189495	7.4945593	6.127944	6.547438	6.737222
4313	6.3864484	6.141577	6.0903854	6.405083	6.5000215	6.3186097	6.6148586	6.324069	6.459058
4314	6.232929	6.093253	5.998878	6.0842094	6.133363	5.960431	6.229686	6.158979	6.1960173
4316	6.154108	6.3601704	7.5939326	11.811203	7.2806797	6.017664	10.406442	6.2167883	7.61326
4318	7.591473	6.6437745	9.1264515	9.153474	6.545309	7.0498314	8.355731	6.2008963	7.3376174
432	12.938561	12.035799	12.156623	12.210118	12.963807	12.761768	12.547073	13.051277	12.637815
4320	5.9353895	6.4828973	6.661331	8.471582	6.4561825	6.227548	7.913982	6.080449	7.24217
4321	6.0462384	5.683064	7.2606697	6.2952623	5.921713	6.0011272	6.6893487	5.770191	5.943578
4323	6.16927	6.2287607	6.165005	6.0452166	6.094237	5.983429	6.0978127	5.9246507	6.0523553
4324	8.356077	8.153091	8.2276125	7.648596	7.705391	8.293929	7.739455	7.9393473	7.9941506
4326	6.2691207	6.264367	6.267397	6.1010013	6.3304753	6.366948	6.197778	6.395496	6.1532617
4327	6.0256605	5.901178	6.2538104	5.8930387	6.2917066	6.089832	6.1224213	5.981211	6.155525
4329	9.203203	9.110425	9.061281	9.146288	9.089726	9.520448	8.764158	9.356498	9.296872
433	12.741008	11.08266	11.697799	11.876522	12.690937	11.866005	12.441045	12.535094	12.109012
4330	6.814895	6.6522727	6.478725	6.7193246	6.6734767	6.532821	6.693829	6.666443	6.580977
4338	6.5553226	6.6378713	6.3330207	6.579806	6.685065	6.821567	6.3165	7.0959373	6.6147194
434	6.4974084	6.1057267	8.091375	6.55831	6.767214	6.37036	6.7205133	6.429234	6.820669
4343	9.710957	8.571345	9.017041	8.611618	8.735	9.564688	9.14243	9.042977	9.3335495
435	9.155337	7.5182037	7.953522	8.015714	7.8799567	8.248856	7.527237	7.645314	9.288664
4351	7.0146313	7.3290763	7.8051143	6.807142	7.677126	7.0654235	6.8579865	6.968817	6.8155537
4355	6.001879	5.804376	5.8660884	5.93767	5.8600674	5.8452744	5.8422427	6.021912	5.7751603
4356	5.781793	6.1515927	5.864278	6.2336035	5.770918	5.87176	6.185034	5.8206053	6.089321
4357	7.671989	7.2132955	7.9712596	7.3959985	7.8437533	7.752211	7.333549	7.778486	7.3799176
4358	8.113429	8.323055	9.152074	8.708945	8.573688	8.259014	8.776519	8.220597	8.406002
4361	6.562116	6.276999	6.4183784	6.7366347	6.917128	6.35892	6.38976	6.32396	6.513831
439949	6.424554	6.1371884	5.9229527	6.9207864	6.1716304	6.842821	6.961836	6.4838576	7.303554
440026	9.553367	10.038595	9.338842	9.207938	9.155864	10.070752	9.869224	9.864166	9.672401
440138	6.6960783	7.512721	7.2638273	7.2545857	7.1681705	7.357924	7.1520925	7.0867944	6.9160295
440145	7.7413764	7.3270626	7.5047946	6.984597	7.338121	7.512721	6.9812593	7.269069	7.157007
440163	6.076845	5.98642	6.140202	6.139274	6.216911	6.0683503	6.200598	6.5539913	6.0869856
440270	10.755744	9.846573	10.194111	9.880468	9.655859	10.918904	10.789531	10.311478	11.009839
440275	9.844467	9.007273	9.189175	8.873635	8.696771	8.850445	9.0355015	9.032168	9.401387
440435	6.4524126	6.1822605	6.1224213	6.225457	6.268952	6.2062974	6.133688	6.1705565	6.2250543
440503	6.885997	6.463967	6.786824	6.26553	6.5991716	6.654717	6.365376	6.6723213	6.74787
440533	5.9589047	5.9564686	6.168476	6.0337396	5.9333377	6.0136204	5.8723717	6.0562954	5.8811445
440574	6.0143857	6.3024583	5.9950066	5.799128	6.2149096	6.106708	6.031376	6.3200827	5.948801
440672	5.892974	5.66881	5.598718	5.5506396	5.7934914	5.736672	5.9881124	5.7247124	5.663112
440689	6.490573	6.2395325	6.253997	6.2714343	6.249092	6.2225375	6.303318	6.43545	6.2936187
440712	6.2196383	5.93522	6.0511084	6.609235	6.2457833	5.9473443	6.3697133	6.219877	6.0858297
440738	6.120391	6.273971	6.561048	5.9822288	6.308301	6.2187343	6.1465187	6.395409	6.2366734
440804	6.321407	6.105974	6.192316	6.17765	6.0861735	5.944955	6.099083	5.88067	6.00853
440836	6.027045	6.1113997	6.0147924	5.882296	6.380712	6.1026363	5.987617	6.153009	5.906816
440895	6.5672455	7.17657	7.1582575	6.978228	6.726383	7.3488555	6.5004544	7.394836	6.5377793
440955	6.0912437	6.2317677	5.761398	5.843875	5.8639393	6.01746	6.018904	6.0547247	6.043479
441168	6.8279767	6.655975	6.651441	6.7343163	6.8374424	6.805304	6.497291	6.8026476	6.595197
441478	5.867275	5.8624105	5.663678	5.948276	5.758627	5.778133	5.861303	5.712108	5.912148
441549	6.699214	6.728676	6.522934	6.4924946	6.74036	6.4128675	6.264009	6.649894	6.3393807
441911	5.75895	5.804665	5.9966245	5.8212028	5.7737236	5.9196925	5.573266	5.625446	5.808319
442194	6.04074	6.028369	6.0262594	5.937637	5.846119	6.2297735	5.749679	6.0335493	5.881442
443	7.0195847	6.678933	6.7486596	6.5424366	6.3934374	5.9631243	6.317891	7.088044	6.264956
4430	10.438516	10.462529	10.151327	9.562414	10.351933	9.831798	9.921035	10.502257	10.977576
4436	6.0880566	6.2315335	6.136325	6.2048473	6.3122363	6.153992	6.279309	6.102592	6.21911
4439	6.8977532	6.4663997	6.5449452	6.45059	6.7998614	6.712553	6.5672455	6.5724955	6.587481
4440	5.9387064	6.0382175	6.0219536	6.100846	6.1505814	6.203191	6.550223	6.0857906	6.2631497
445	13.486113	11.390719	14.582534	13.091461	13.24081	13.735615	13.282594	12.697895	13.413658
4481	6.0709763	6.3665833	6.690879	5.8387914	6.3797092	6.0609355	6.2730365	6.0832567	6.7299356
4482	10.514826	9.59491	10.176962	9.540233	10.468216	10.510986	9.124692	10.752214	9.123101
4485	13.723377	12.398339	13.419347	12.805904	13.378322	13.004441	13.004441	13.155706	13.155706
4486	6.0202184	5.7646046	5.714692	6.248581	5.7828684	5.700406	5.991349	5.905425	5.862938
4487	6.680126	6.6388764	6.184577	6.74087	6.282493	6.605325	7.1598425	6.196095	6.883192
4489	14.657542	14.595884	15.031428	14.643493	14.549074	14.71998	15.045709	14.859203	13.607681
4493	10.446801	8.83401	9.120302	8.585323	10.093497	9.502085	9.956001	9.819909	6.4506764
4494	12.701058	12.515821	13.07095	12.482288	11.4862995	10.380685	13.134199	12.391205	10.027579
4496	10.466256	10.819623	12.675304	11.8620615	9.551022	10.453187	12.829836	10.803347	9.718578
4500	7.4945593	6.7159348	7.2490783	6.357468	7.514558	6.755575	6.9863687	7.1274076	6.424042
4501	14.193762	14.732709	14.489173	14.31865	14.732709	14.193762	14.349458	14.820614	13.079354
4502	14.5241785	14.2559595	14.693989	14.244418	14.607647	14.607647	14.908723	14.621735	13.268918
4520	7.834409	7.353354	7.493299	7.521686	7.671163	7.667559	7.4627123	7.3839684	7.897389
4521	5.9460664	6.1940866	6.2811613	6.1567354	6.283647	6.0592537	6.227984	6.1731167	6.0442486
4522	9.368835	8.938165	8.982462	8.7654295	9.483214	9.333052	8.272462	8.601124	8.388842
4528	9.6033745	9.730598	10.058874	9.902562	9.911866	9.664749	9.4113	9.744568	9.85844
4547	11.287963	9.762675	10.818442	10.077896	10.704797	11.160127	10.178638	11.009839	10.732554
4580	9.059032	9.371969	8.987739	8.335938	8.681493	8.927349	8.722968	8.742475	8.75209
4585	6.233421	6.1860023	6.204428	6.084576	6.2710457	6.197458	6.2441506	6.1846356	6.232884
4588	5.9922614	6.1897144	6.2875338	5.9750204	6.242121	6.2037816	6.154108	6.0594788	6.149497
4591	6.256672	6.3562083	6.285037	6.425329	6.269065	6.0783434	6.18704	6.110207	6.2035275
4593	6.711214	7.324279	7.3448462	7.052706	6.9016457	6.7197604	7.0459995	6.997776	6.8219104
4594	10.881167	10.254725	10.150525	10.74757	10.764934	11.119073	10.337527	11.626302	10.352682
4595	8.362476	8.253487	7.9366665	7.704319	7.637373	7.210684	8.249176	7.595533	7.543505
4598	8.31613	7.5460906	7.535231	7.1638746	7.2591968	7.542276	7.4826217	8.226568	6.8783636
460	5.977041	5.9656305	5.901491	6.018355	5.89854	6.1617007	6.06361	6.237962	5.8897114
4601	6.9383206	6.6932607	7.303554	6.7376823	6.9416466	7.3567963	6.477982	7.3146853	6.8863735
4602	6.6677475	6.870071	6.232204	6.757467	6.377262	6.4571457	6.6450605	6.3234987	6.392766
4604	5.966456	6.750691	5.779632	6.0708466	5.9173365	5.9422197	5.754954	5.6258326	5.8465543
4607	6.299783	6.136902	6.2482495	6.1554966	6.192735	6.2486205	6.1645308	6.209569	6.147483
4608	6.4722457	6.107186	6.1859403	5.952883	6.025586	6.5581875	6.276115	6.0792193	6.5942507
4609	7.6642632	7.3182297	7.8742323	7.845154	8.193374	7.7064815	7.5782294	8.016676	7.2574725
4613	5.8910093	6.421964	5.8191977	6.4559746	6.0576773	6.035372	6.2478304	5.7484994	5.9516854
4615	8.360741	8.750924	8.728507	8.523824	8.635339	9.131779	8.580738	8.950818	8.364174
4616	9.385096	8.7421055	9.409174	9.08378	9.924436	9.941873	8.808574	10.406442	9.125544
4617	6.052176	6.115898	6.007979	6.101107	5.911389	5.9426746	6.042466	6.0233526	5.941575
4624	6.2113075	6.2009716	6.270154	6.176745	6.172502	6.1014094	6.1232276	6.100318	6.193899
4627	12.3934555	12.510259	12.138257	12.687866	12.133341	12.1983185	12.549983	11.653964	12.634998
4628	10.426572	9.583823	9.525823	10.774898	10.758954	10.233471	11.069977	10.3001795	10.934811
4629	7.9811573	8.613807	7.7993245	10.209	8.930814	8.063667	10.74757	6.6996365	9.20371
463	8.76776	8.262135	8.014221	7.8716974	7.5659766	8.68964	8.410502	8.026489	8.3813
4632	5.9960723	5.986503	6.0520554	6.0163684	5.856025	6.0394006	6.1615233	6.0937014	6.019831
4637	13.439656	13.887406	13.887406	13.597105	13.837744	13.585076	13.639318	13.330035	13.503182
4643	5.9185276	6.09139	6.1775465	6.2368064	6.5171084	6.3904233	6.1819806	6.220237	5.9638996
4644	7.0517626	7.017626	7.39923	7.0855436	6.991555	7.336625	7.617088	7.1302686	7.6483335
4646	6.6769657	7.207428	7.188984	7.332607	6.8808336	6.6343	7.258291	7.1869774	7.2515283
4649	6.781631	6.9276733	6.9206176	7.2453194	6.926417	7.5262704	6.883192	7.412888	6.9894404
4650	8.457682	7.9454293	7.8113675	7.9438624	7.6090193	8.097391	8.281683	7.783732	8.4655
4659	5.9916415	6.4199243	6.1347914	6.270709	6.263746	6.390616	6.417446	6.426374	6.324128
466	6.2197533	6.2064924	6.6013193	6.2310586	6.1008897	6.1519957	6.2927127	6.1703963	6.127211
4664	7.4594	7.3567963	8.015714	8.040632	7.625164	7.4771905	7.907635	8.035719	7.8423433
4666	12.829836	12.897296	12.923097	13.187313	13.138733	12.479614	12.930341	12.960046	13.014839
4669	8.596682	8.4167595	8.609021	8.479105	8.651302	9.257502	8.451976	8.317169	8.364498
4670	11.045358	11.11488	11.038622	11.319304	11.510345	11.149963	11.671791	11.012395	11.034571
4671	6.041765	5.991362	6.1793857	5.9803023	5.9229527	5.954298	6.2170334	5.8014283	6.2229896
4673	8.495796	8.145852	8.138068	9.238976	8.449431	8.681026	9.075944	8.272462	8.947339
4674	6.314614	6.4248023	6.5188017	6.239091	6.3738704	6.335853	6.270099	6.3059072	6.280607
4676	9.951177	9.552793	9.756418	9.362104	9.972421	9.8137045	9.955336	9.438408	10.062643
468	12.694456	11.684384	12.0997305	12.406035	11.899525	12.348637	12.799434	12.416394	12.666083
4684	6.7849293	6.012478	6.4550004	6.460597	6.3595695	6.605745	6.492903	6.5385666	6.3974824
4685	6.6230245	5.913428	5.8701406	6.2174897	5.8945565	5.9564443	6.3503413	6.0251455	6.164468
4691	10.37226	10.716265	10.895261	10.595705	10.978863	10.393068	10.733529	10.4476	10.467234
4692	7.89369	7.781218	7.5363917	9.466893	7.7399583	8.019057	8.710519	7.786511	8.17336
4694	13.007992	13.378322	13.470131	13.614761	13.292442	13.3840885	13.398167	13.217048	13.354557
4697	11.970234	11.3814	12.796229	12.883233	12.512808	12.370089	12.518427	12.714257	11.511795
4698	6.071658	5.8961687	6.0173006	5.831635	6.1315975	5.803454	5.819161	5.835413	5.9157386
47	8.271391	9.478748	9.02985	8.970097	8.9851	9.180899	9.398897	9.445241	9.081512
4703	6.0773134	7.201566	7.0100613	6.5636187	7.108642	5.8595314	7.1670904	6.01603	6.0033264
4705	7.664893	8.618104	8.454725	7.6913977	8.364174	8.070845	7.6568685	7.5396547	7.7817717
4706	10.3650875	11.360267	11.263394	10.916304	10.692983	10.692983	10.828886	11.334907	10.906351
471	10.340916	10.468216	10.671249	10.801064	10.74658	10.54631	10.729226	11.031036	10.443741
4716	10.379052	10.831371	10.110692	9.766575	10.569466	10.416034	10.411632	10.708987	10.499246
4717	8.915495	8.853458	9.726589	9.048891	9.208895	9.158265	8.999785	9.625326	8.776519
4718	6.605623	7.0195847	6.8714337	6.477866	6.8260384	6.625143	6.5259233	6.8296843	6.341523
4719	7.5808315	7.017409	7.472427	7.1422243	7.1786337	7.1698256	6.779993	7.637907	7.119888
472	7.666285	7.8620634	7.5447583	8.086705	7.6503034	8.259719	8.164702	8.001734	8.307101
4720	7.056292	6.9788246	7.436665	6.928806	6.7244573	6.5721107	6.7208076	7.7572517	7.024279
4728	11.659754	12.280478	11.286324	11.083988	10.706971	11.097683	11.238179	11.365397	11.741597
4731	6.841085	6.8104453	6.532422	6.733991	6.7361717	6.6549644	6.742915	6.75399	6.500234
4733	8.933005	9.865571	9.55576	9.699463	9.719864	9.018465	9.297323	9.38307	9.01043
4734	5.923849	6.0099244	6.352045	6.118006	6.256672	6.3122363	6.1793857	6.188124	5.7475543
4735	6.807648	6.576903	6.57273	6.3974824	6.5140715	6.72823	6.861928	6.65764	6.6127005
4736	10.247369	11.404011	11.923337	11.974822	11.970234	10.81214	11.908102	11.250975	11.477787
4738	12.612223	13.11698	12.846696	12.976363	12.930341	12.918996	13.007992	12.778494	12.772522
474384	5.884269	5.8741736	5.8194523	6.07206	6.1847987	6.100054	5.8862686	6.185161	6.079743
4745	6.7457175	6.3005314	6.1762257	6.181781	6.458635	6.1383114	6.372416	6.4790363	6.4158406
475	11.5569105	12.586859	11.522476	11.671791	12.217384	12.161106	11.323609	12.138257	12.335146
4750	7.1716795	6.853046	7.176158	7.4138823	7.3142586	7.234049	7.188984	7.111595	7.198136
4751	6.082828	6.373479	6.091745	6.210684	6.059079	6.220689	6.0839963	5.973584	5.993931
4753	6.007403	6.3465753	5.9695745	6.495035	6.191216	6.079665	6.595879	6.7031846	6.6621385
4758	8.532242	8.78564	9.006411	8.76694	9.206545	8.569091	8.617317	8.619657	8.459964
476	9.667275	11.291413	9.751909	10.861715	10.296077	10.013137	10.431703	10.051103	10.519452
4761	5.951347	6.004726	6.1186604	6.0185127	6.034014	6.0149517	5.9568515	5.9100866	6.095166
4763	6.565311	6.2912316	6.469619	6.551924	6.2442307	6.4819307	6.533174	6.4603972	6.495035
477	5.7592835	5.7138114	5.779694	6.0074596	5.997147	5.766887	5.984322	5.573266	5.934307
4771	6.4796615	6.2729306	6.3165627	6.2186184	6.2239003	6.5087824	6.2506294	6.2450438	6.260459
4772	5.5374417	5.869336	5.969088	5.8522277	6.052824	5.773745	5.571025	5.9699864	6.0087285
4774	8.972381	8.22795	7.6277423	8.4197855	8.3317375	9.12175	7.9978366	8.72102	8.057958
4778	6.316236	5.9779024	6.034081	5.9939475	6.051275	6.3079934	5.9647903	5.8540306	6.2339187
4779	9.830481	10.244196	9.444668	10.120078	10.003651	9.973804	9.276695	9.577915	10.127857
478	6.404195	5.956549	6.38957	6.283081	6.309701	6.4462523	6.2141447	6.292606	6.3347898
4780	9.578509	9.907153	9.549966	10.129511	9.893392	9.614652	9.687585	9.993605	9.694792
4782	7.874814	6.887981	7.082802	6.5340295	7.169029	7.056292	6.6822906	6.980522	6.973653
4783	8.978573	8.020547	8.950818	8.86302	9.390665	8.772115	8.238044	9.153969	8.855613
4784	9.337285	8.204906	8.128934	8.949143	9.125122	9.201776	9.348387	8.875745	8.864678
4791	7.831291	6.701853	7.796795	6.8566995	7.5414395	7.9742656	7.0685153	6.918265	7.398986
4792	12.889882	12.567794	12.189022	12.249271	12.267758	12.574495	12.372765	12.433382	12.606047
4793	7.26511	7.1624117	7.4099965	6.8134427	7.081337	7.4670997	7.101386	6.926588	7.472694
4796	5.847844	6.121412	6.2237473	6.162229	5.991888	5.9135814	5.9836283	6.066431	6.082705
4798	6.732883	6.7758064	6.3975782	6.6567273	6.7068105	6.7292933	6.4520245	6.5985236	6.5605702
4799	9.444668	8.86302	9.254898	8.484842	8.595989	9.116369	8.655581	9.151646	8.853072
48	13.126128	12.504927	13.236605	12.322602	12.697895	12.819754	12.28269	12.738255	12.782326
4800	6.3822584	6.879271	6.659631	6.5899415	6.684913	6.587481	6.5703044	6.6222506	6.3244605
4801	7.373954	6.1632347	6.341129	6.677945	6.769578	6.939231	6.676311	6.5975895	6.9350166
4802	8.408069	8.604699	8.383613	8.2806225	8.865488	8.0232315	8.282634	8.550836	8.542439
4803	6.6543245	6.651168	6.478301	6.827445	6.538463	6.741947	6.7673774	6.420201	7.020757
4804	6.1477485	6.2225733	5.9873414	6.9100857	5.8922997	5.99555	6.378455	6.153524	6.200857
4809	9.843768	9.870537	9.71275	9.68231	9.701274	9.354484	9.619687	9.706224	10.001352
481	9.269092	8.264439	9.563016	9.60502	9.721111	9.60502	9.159653	9.404527	9.68231
4810	6.2059526	6.0264373	6.1279755	6.302042	6.0848	5.7908163	6.5107303	6.072422	6.1990004
4811	6.3998475	7.407856	7.2923174	7.383761	7.4815555	6.991166	7.3702545	7.3151474	6.8533897
4817	6.994652	7.3665476	7.1533303	6.8878074	7.272975	7.3625584	6.67001	7.4815555	7.1826935
4824	6.1012206	6.3039765	6.8858314	6.4339976	6.5078387	6.716701	6.490244	6.1653967	6.141524
4825	5.7079883	5.875908	5.583893	5.9459624	5.7997847	5.6350446	5.804793	5.7765684	5.957366
4826	6.208045	6.0002904	6.3356595	6.1628966	6.0379643	6.033426	6.1305985	6.038858	5.835813
483	6.2394476	7.0355697	6.871113	6.9095426	6.7520237	6.470935	7.2484593	6.6113796	6.8678274
4830	10.754375	11.004866	11.846308	11.042707	11.946706	10.969082	11.468865	11.326826	11.028437
4831	5.9339657	5.916483	6.0545707	6.0206246	5.8527493	5.8394556	6.2112203	5.923358	5.853087
4832	10.058874	10.192597	9.542421	10.005122	9.53262	9.676677	9.985847	9.162073	10.002864
4836	8.087003	8.038494	8.009724	7.398227	7.557782	8.154727	7.873357	7.79275	8.067466
4837	11.796623	10.959814	13.004441	12.270394	12.789539	12.300904	12.370089	11.749861	12.237222
4839	6.056002	5.9236045	5.8682504	5.8266873	5.900309	5.7123737	6.0248446	6.061594	5.7187285
4841	11.360267	11.487642	11.167066	11.49289	11.552959	11.168429	11.7073555	11.363785	11.1161375
4846	7.987888	7.415587	7.402043	7.71612	7.6929607	7.6333885	8.191788	8.138952	8.006348
4848	9.587394	8.968298	9.246469	9.283101	9.704881	9.3494425	9.401912	9.201353	9.441273
4849	7.4041095	6.9248466	7.0430655	6.895374	7.098988	7.2023296	6.896975	7.1296887	7.1923423
4850	8.817232	8.7356825	8.076518	8.776519	8.376442	8.750165	8.774441	8.695223	9.042977
4851	8.373119	7.8675637	7.573888	8.384962	7.9315057	8.161179	8.820038	8.218321	8.59428
4853	6.015637	5.8164115	5.8360367	5.978368	5.9671	6.0309014	6.0792384	5.8981977	6.2028227
