GSM2367587	GSM2367588	GSM2367589	GSM2367590	GSM2367591	GSM2367592	GSM2367593	GSM2367594	GSM2367595	GSM2367596	GSM2367597	GSM2367598
100287171	10.983041	10.672302	10.669145	10.676406	10.714353	10.379052	10.685437	10.42293	10.583749	10.446801	10.592613	10.4653015
100287482	5.793798	5.7646246	5.8284664	5.765505	5.529523	5.77475	5.784346	5.7428145	5.5869317	5.9034834	5.791314	5.6746454
100287932	7.4793577	7.472694	7.7504077	7.95814	7.803897	7.777636	7.691877	7.935541	7.7438545	8.097391	7.5629644	7.7907386
100288413	5.9552603	5.7703013	5.991323	5.9260387	6.0363297	5.9570975	6.1235633	6.0078115	6.0476413	5.7651863	5.710063	5.801412
100288524	5.869524	5.8284216	5.582529	6.016157	5.9701834	5.9087915	5.8826647	5.896364	5.9288397	5.7742724	5.6469684	5.6967716
100289635	6.678068	6.853562	6.758956	6.5626006	6.692699	6.526037	6.543209	6.5633736	6.4658895	6.150411	6.8509293	6.4861646
1003	8.602943	9.008248	8.9738035	9.009007	8.866681	9.009007	8.985525	8.669023	8.790032	8.433859	9.021612	8.465157
100316868	6.073371	6.2066164	6.1656256	6.272682	6.248294	6.1612487	6.211758	6.2037115	6.315254	6.18925	6.071527	6.334313
10036	5.9496226	5.8323965	5.892175	5.916124	5.992606	6.029284	5.911374	5.9144897	5.9571114	6.052306	5.8758655	5.892898
100379345	6.8935156	6.8574257	6.659347	6.5485396	6.8566995	6.4207344	6.691653	6.7299356	6.578422	6.297572	7.1230946	6.483746
10038	7.384639	7.3137674	7.637907	7.4649386	7.5047946	7.523361	7.7459693	7.4105005	7.587578	7.391009	7.374181	7.687691
10039	8.037308	8.07551	7.820832	7.7893014	7.96484	7.9538226	7.9163485	8.128272	8.010984	7.968528	8.109882	8.00759
1004	5.801155	5.950961	5.619363	5.83967	5.8488383	5.7996597	5.7143044	5.670347	5.8244147	5.734867	5.617203	5.5846276
10043	6.414444	6.8346667	6.7145553	6.6821647	6.4422216	6.625427	6.4568486	6.6522727	6.5112767	6.896975	6.5789986	6.5904546
10044	7.663048	7.8881316	8.076893	7.2246623	7.4332314	7.566987	8.165977	7.4195447	8.098016	7.3261976	8.010648	7.3276854
10045	6.653632	6.057401	6.28686	6.153238	6.351125	6.103546	6.3173394	6.397762	6.3401885	6.287314	5.8596997	6.0338335
10048	6.1467113	6.1872473	6.346493	6.38037	6.2463202	6.314807	6.184668	6.439831	6.284255	6.294689	6.3950467	6.3269587
10050	8.124584	8.902184	8.782304	8.240325	8.902184	8.072489	9.030325	9.085061	9.036041	8.362476	8.712044	9.051653
100505975	5.991655	6.07481	5.8835545	5.883691	5.885688	5.8263946	5.7979574	6.0622416	5.732955	5.894915	5.8985667	5.968086
100506084	6.0488257	5.9409857	6.43103	6.044266	6.3017554	6.105068	6.26121	6.1499662	6.152591	6.2854342	6.259086	6.1690907
100506136	6.1514482	6.0230575	5.7185965	6.101534	5.9416556	6.068183	6.0909476	6.0479684	6.0725474	6.0346403	6.1150146	6.1138535
100506164	6.1473713	6.181947	6.1272893	6.2379184	6.28897	6.2986326	6.1448674	6.2846384	6.1863937	6.523756	6.177129	6.197002
100506668	6.653367	6.5712028	6.842821	6.43253	6.776607	6.458025	6.4309435	6.57955	6.57273	6.556829	6.6487665	6.540741
100507003	5.8252225	5.839194	5.811268	5.848607	5.89634	5.859358	6.0679793	5.814635	5.904819	5.911026	5.9246655	5.92183
100507436	6.419022	6.5969377	6.3842154	6.455796	6.5733395	6.69523	6.7200665	6.7212873	6.8555064	6.6060357	6.6066933	6.775179
100507470	6.104562	5.9187346	6.057148	6.146688	6.160641	6.09651	5.926111	6.053371	6.078693	6.1824584	6.205316	6.118703
10051	6.034384	5.90111	5.886391	5.807644	5.927194	5.9962287	5.926368	5.8933415	5.912931	5.8857627	5.909756	6.0631185
10053	6.074177	5.915702	6.1013665	6.2826843	6.289125	6.0180006	6.1214395	6.243409	6.1081347	6.1204157	5.913763	5.819715
10055	11.457145	10.937441	11.140162	10.594818	11.080107	10.97134	11.081168	10.839461	11.34155	10.978863	10.550292	10.976116
10057	8.204906	8.2377205	7.74923	7.7943034	8.176949	7.7379804	7.8437533	7.770132	7.676548	7.4080906	7.569277	7.280247
1006	5.918617	6.0333967	5.6484566	5.788738	5.921857	5.7930336	5.688896	5.5459476	5.5920286	5.846899	5.6904774	5.900689
10060	6.385974	7.115659	6.5701833	7.38818	6.527928	6.6704564	6.5197964	6.5120654	6.3220887	6.529446	6.6439457	7.2580986
10061	7.5457697	7.107459	7.440286	7.0987635	7.2570333	7.2853823	7.1537538	7.2255254	7.4157906	7.172114	7.288493	7.465195
10062	9.29273	9.941119	9.60573	10.025297	9.849856	9.886284	9.596832	9.677348	9.671709	10.078509	9.243957	9.975994
10066	7.0418825	7.3397355	7.0644584	7.128268	7.307029	7.1313367	7.0739512	7.3182297	7.0973363	7.5457697	7.180853	6.6981316
10067	9.825823	9.485772	9.517532	9.38307	9.669209	9.458516	9.463022	9.519903	9.52468	9.776107	9.396685	9.390124
1007	6.254913	6.311393	6.324333	6.130426	6.0373335	6.133514	6.21535	6.1096396	6.0810966	6.060061	6.210186	6.094577
10071	5.995471	5.944912	5.912072	6.10156	5.863618	5.812163	5.9754844	6.071331	6.123466	6.055732	5.8375697	5.853158
10072	6.972493	6.524217	6.6648426	6.085137	6.575895	6.322981	6.4986887	6.5634866	6.3148584	6.4643435	6.367258	6.808344
10073	8.182787	8.604275	8.311957	8.436867	8.477644	8.561928	8.378199	8.273527	8.263422	8.426779	8.656251	8.325089
10075	7.4562387	7.442199	7.3778644	7.150088	7.169029	7.2831273	7.380967	7.3276854	7.1093216	6.4909334	7.4208994	7.442683
100750326	5.789021	5.918592	5.8301654	6.060028	5.944994	5.977041	6.0489645	6.0443606	5.8216186	6.0681667	6.1897535	5.875589
10076	6.2671213	5.8346534	6.3877892	5.9716005	6.212298	5.9796553	6.2598534	5.9842777	6.1900315	5.904792	6.248108	6.098029
10079	10.350004	9.520983	9.894121	10.101033	9.825167	9.802051	10.092601	10.247369	10.131107	9.672401	10.085068	10.029118
10081	7.481292	7.807692	7.4307795	7.648596	7.7435546	7.432512	7.653355	7.587041	7.652244	7.564906	7.691637	7.71666
10082	8.0558	8.318216	7.9338264	7.8654532	8.018212	8.035719	7.785088	8.1520405	7.5842466	8.021155	8.092635	8.085734
100861522	6.0434284	5.843583	6.0694714	5.5918536	5.94695	5.9759793	5.792957	5.873317	5.7884946	5.9229274	5.746668	5.844724
100862704	6.70928	6.7922897	6.620935	6.57944	6.6474953	6.774878	6.744003	6.8068066	6.696631	6.909337	6.8298573	6.734616
10087	9.393826	9.584392	9.069738	9.374028	9.311797	8.987739	9.098839	9.176737	8.932503	8.653234	9.198401	9.172823
100873955	6.1354356	6.104149	6.1260405	6.123589	5.998761	6.0705514	6.1207333	6.125787	6.1349964	6.0332513	6.075367	6.0653315
100874047	5.805346	5.880294	5.9988365	6.1637583	5.911675	5.846293	5.8208237	6.081265	5.8008704	5.777129	5.828092	5.739036
100874064	6.2338386	6.297801	6.227204	6.1637254	6.3004627	6.281315	6.11265	6.145691	6.0833154	6.294914	6.2532287	6.0916495
100874107	5.9398217	5.807047	5.7185564	5.750288	6.011146	5.879332	5.8889775	5.8932166	5.7609496	5.944477	5.9155335	5.674373
100874222	6.05882	5.9212937	6.0363154	6.090009	6.091466	5.98039	6.026073	5.945494	5.9456797	5.981122	6.0103583	6.018741
100874234	6.3643003	6.2287993	6.2974024	6.3199444	6.356138	6.416087	6.3837414	6.2194724	6.3487396	6.5066247	6.3708086	6.405959
100874251	6.127944	6.4568486	6.3397694	6.374249	6.066923	6.211758	6.103937	6.2937937	6.209914	6.341129	6.2179704	6.1577606
100885850	8.6830015	8.621594	8.504456	8.330983	8.59428	8.201373	8.687535	8.502413	8.35435	8.75577	8.468681	8.6243725
10092	10.051103	9.809325	9.910542	9.833164	10.355078	9.687032	10.003651	9.866802	9.973078	10.025986	9.891324	10.007198
10093	9.414744	9.149133	9.169939	8.961768	9.216535	9.1530695	9.35247	8.9913025	9.481303	9.467494	8.929936	9.165068
10094	9.289139	9.242084	8.601124	8.151105	9.005522	8.83098	9.659981	8.916372	9.56874	9.005522	8.485497	8.26312
10095	7.7454314	7.374887	7.6689076	7.4295883	7.833337	7.5277066	7.3418794	7.599008	7.7005143	7.814396	7.0254674	7.3397355
10096	7.824105	7.4711723	7.71935	7.9095206	7.8745055	7.5997005	8.035456	7.3816724	7.649692	7.5213633	7.5460906	7.6800113
10099	9.573273	9.215087	9.074505	9.217036	9.621308	9.177661	9.602189	9.39608	9.470069	9.474459	9.416809	8.843106
10101	7.2382703	7.1167502	7.0992084	7.1196904	7.258291	7.210684	6.8407283	7.2065625	7.04153	7.4484644	6.87674	7.2642856
10103	6.354023	6.4677925	6.3758144	6.3729115	6.3922024	6.617109	6.2657814	6.563098	6.126883	6.3664246	6.6408067	6.518103
10105	6.486977	6.7708235	6.828313	6.791152	6.244374	6.6387234	6.482586	6.8056703	6.451444	6.9237394	6.6189747	7.539918
10106	10.592613	9.91121	10.0187025	10.2136135	10.00439	10.273257	10.355078	10.215815	10.661137	10.21511	10.409991	9.760808
10112	6.5677776	6.1110034	6.1939764	6.2234135	6.5150895	6.6757717	6.050346	5.9685845	6.1433244	6.1137195	6.1915956	5.9039845
10113	7.554536	7.251097	7.601536	7.8846445	7.2989893	7.516025	7.125946	7.4815555	7.0031776	7.6483335	6.971584	7.5528116
1012	6.2541466	5.894337	6.528037	6.1762257	6.1905622	5.833514	6.0286503	6.43253	6.061974	5.934403	6.103436	5.965575
10121	9.608845	8.941052	9.367175	9.019847	9.380544	9.296328	9.171852	9.189175	9.149133	9.265842	9.027051	9.069216
10123	6.4637628	6.2703547	6.5477133	6.6652927	6.4249706	6.4749403	6.854587	6.443818	6.630538	6.541425	6.2056785	6.2276406
10124	7.7178	7.565684	8.311621	7.6860623	8.174657	8.2969475	7.913982	7.766256	7.9290814	8.023514	7.3750987	7.1346164
10125	6.4224916	6.824468	6.500556	6.695379	6.349611	6.551064	6.8592277	6.50297	6.7107882	6.321665	6.3369603	6.210684
10127	7.8681498	8.097096	8.246181	8.287861	7.9267755	8.106805	8.042746	8.145852	8.265494	8.078129	8.110248	7.9770937
10129	6.4088297	6.302403	6.3263597	6.4094133	6.4296947	6.247198	6.328194	6.32489	6.448154	6.456739	6.230782	6.4369445
10134	11.543789	11.033325	11.235346	10.945939	11.3174095	11.26777	11.110684	11.260498	11.247009	11.145488	10.774898	11.146966
10135	8.537952	7.787371	8.953429	8.770885	8.52298	9.013026	8.2969475	8.521226	7.90619	8.59428	8.499174	9.547236
10137	7.4112554	7.4729238	7.417641	7.742243	7.4854875	7.369764	7.6908646	7.651966	7.7504077	7.705956	7.8515058	7.903655
10138	7.188269	7.3787556	7.4459105	7.3065724	7.1559124	7.3888783	7.4281955	7.3290763	7.419723	7.332374	7.522181	7.7519255
10139	6.403702	6.64657	6.5854263	6.4122696	6.4223013	6.316051	6.3851714	6.615549	6.583792	6.247879	6.2340527	6.6294765
10143	6.0947895	6.0132775	6.192735	5.887805	5.9433613	5.9975214	6.0386586	6.0484986	5.982842	6.253506	6.0654078	6.101241
10144	8.855613	10.256404	8.597356	8.993035	8.822951	9.503644	8.897729	8.486921	8.365505	8.567568	9.797969	9.209853
10147	6.776607	6.9271455	6.7474365	6.634418	6.620521	6.5576963	6.6132364	6.8837624	6.6474953	6.419022	6.8264008	7.0180316
10148	7.7815223	8.408069	8.014512	7.428405	7.3778644	7.6571603	8.256981	7.6511946	7.9186454	7.564623	7.503327	7.149422
10150	8.179678	7.882001	8.385604	8.636805	8.447578	8.051629	8.339032	8.06996	8.057674	8.4512615	8.631445	8.862639
10153	10.440197	10.293678	10.358611	10.420395	10.26183	10.438516	10.502257	10.141784	10.258697	10.163588	10.245871	10.344395
10154	6.249576	6.2919693	6.2839584	6.0177407	6.243007	6.2048473	6.1567616	6.1997776	6.2021956	6.0248737	6.1274066	5.980193
10155	7.9959025	8.257655	8.256689	8.081296	7.963074	8.332418	8.239964	8.188305	8.157884	8.0244255	8.050988	8.06996
10156	6.0189805	5.7830434	5.999063	5.9337063	6.098709	5.8136415	5.931182	5.93522	6.002609	6.1717973	6.3161793	5.9088044
10157	7.3757377	7.2869425	7.8154745	8.014221	6.8955145	7.3339972	7.5621614	7.8702126	7.4329944	7.0448422	7.552019	7.735208
10158	7.6967545	6.439125	6.7292933	6.2449455	7.907635	6.2100453	6.5098734	7.880818	7.1099777	7.0081105	6.0751033	5.7953324
10159	10.781565	10.510057	10.645498	10.53564	11.002419	10.834976	10.846441	10.902657	10.941224	10.561822	10.471776	10.477185
10160	6.587177	6.459906	6.6028767	6.6213255	6.8581834	6.5634866	6.624593	6.67117	6.767214	6.9042416	6.685661	6.65977
10163	8.257655	7.7033324	7.914852	7.9811573	7.7218037	7.476931	7.82304	7.9767737	8.284316	7.799882	7.90591	7.64478
10164	11.013625	8.698444	10.499246	9.43402	11.518684	9.022558	10.557976	10.2281065	11.311672	9.933302	9.044369	9.164599
10165	8.635727	9.83246	9.283101	9.75448	9.556355	9.909802	9.519903	9.230441	9.013455	9.748086	9.97666	10.170276
10166	11.645092	10.000614	12.3279295	11.542117	10.248935	11.167066	10.931212	11.851691	11.038622	11.576763	10.732554	11.607954
10168	6.3311677	6.3491035	6.2767787	6.063346	6.2164717	6.178074	6.201015	6.2417374	6.182559	6.3330894	6.252619	6.0465183
10169	12.64122	12.52093	12.518427	12.380608	13.000762	12.553361	12.606047	12.608987	12.583604	12.782326	12.330396	11.940116
1017	8.234309	8.352584	8.015392	8.319269	8.079263	8.419416	8.169202	8.274825	8.449825	8.316422	8.342469	8.918125
10170	5.98099	6.043046	6.0427094	6.0046086	6.1501365	5.985308	5.7946906	5.99932	5.892674	6.1994295	6.2788787	5.975722
10171	8.707	9.411758	9.975994	10.502257	8.648873	10.545351	10.170276	10.162028	9.716997	10.338417	10.116856	10.910313
10174	6.2209396	6.1281686	6.1997776	6.1988444	6.2152276	6.220237	6.2680354	6.0347767	6.1328073	6.203881	6.1329093	6.1460743
10175	10.752214	10.667215	10.756735	10.731487	10.863168	10.72353	10.719174	10.841581	10.318518	10.7452345	10.687492	10.696133
10178	6.730257	8.050988	7.108876	7.515242	7.3014154	7.2711263	7.2702355	7.773338	6.743522	6.6578803	8.545458	8.638378
10179	6.685065	6.818032	6.7552443	6.8922405	6.9028254	6.840895	6.9100857	6.8490443	6.83131	7.269069	6.944724	7.1293163
10181	10.40736	10.359516	10.335881	10.432616	10.095144	10.116856	10.314338	10.080632	10.373185	9.165068	10.468932	9.969518
10186	8.498402	7.838212	8.092635	7.949974	8.508551	8.262809	8.07212	7.834409	8.674059	7.7782083	7.8279557	7.4041095
10189	5.970923	6.0350904	5.87635	5.9955235	5.9750476	6.250721	6.24186	6.1690335	6.251727	6.0855026	6.1366615	5.8590236
1019	9.318502	9.144241	8.777269	9.149133	9.314354	9.049368	9.138812	8.979898	9.282138	9.44407	8.983691	9.085061
10193	6.920272	6.6647234	6.847176	6.81144	6.9612865	7.0664244	7.0528955	6.813766	6.9156566	6.931692	6.667328	6.973653
10194	7.8953795	8.011893	7.711229	7.7077475	7.6752534	7.771341	7.7248445	7.5733805	7.7859774	7.4533	7.70933	7.71963
10195	9.368272	9.159653	9.261709	9.149605	9.758423	9.473966	9.267513	9.252879	9.268102	9.590099	9.447927	9.35595
10197	8.38166	7.9882674	8.470465	8.010648	8.160911	8.0561285	7.850623	8.152393	8.22099	7.847269	7.916952	8.184691
10198	6.6806955	6.949226	6.3806157	6.9289756	6.752662	6.872638	6.6893487	6.7516065	6.6301146	6.6997633	6.8346667	6.769935
10199	8.939302	8.703507	8.76776	8.984223	8.7699	8.835173	8.623993	8.385924	8.483442	8.881706	8.84615	8.905539
102	5.8822584	6.067673	5.9408665	6.0549736	5.938654	5.867209	5.842889	5.90329	6.0568137	5.9928856	5.9302235	5.980179
1020	7.305205	7.4080906	7.391738	7.2231116	7.705956	7.5013843	7.3214455	7.300086	7.4195447	7.715312	7.517742	7.545248
10200	6.7993736	6.432624	6.5821023	6.542706	6.9401693	6.912323	6.7280674	6.6765747	6.745874	6.906128	6.5925946	6.84535
10201	7.6989417	7.762057	7.4099965	7.458947	7.565181	7.782864	7.43958	7.815204	7.496515	8.057674	7.5614176	7.827139
10203	7.3614726	6.9267282	6.953038	6.9944434	7.739146	7.3104296	7.023123	7.1586943	7.2920685	6.5755286	6.8391676	6.4643435
10207	6.244854	6.088466	6.1141677	6.297231	6.185099	6.090364	6.2133718	6.254398	6.3715806	6.0646486	5.8920956	6.37036
10208	7.6277423	7.6868663	7.5784683	7.622867	7.3040977	7.8802443	7.807427	7.5560803	7.718454	7.308918	7.61326	7.9556417
10211	9.815019	9.229985	9.518731	9.37027	9.8977995	9.748707	9.473966	9.715821	9.6524105	9.7631855	9.351943	9.394372
10212	9.851788	9.410282	9.381586	9.345153	9.243506	8.885558	9.719864	9.113151	9.560603	9.333052	9.468495	9.244421
10213	8.887612	8.406384	8.841479	8.943022	9.107995	8.710519	8.787989	8.85879	8.623993	9.007751	8.322727	9.053754
10214	6.263746	6.035729	6.0875435	5.990987	6.0106826	5.979416	5.94027	6.159357	6.164468	6.0999455	5.9926343	6.031788
10220	7.008461	6.9467874	6.970472	6.5735955	6.739581	6.617379	6.841805	6.9863687	6.8542566	6.475041	6.583941	6.570422
10221	10.338417	11.737968	11.1231575	10.751002	10.938668	12.454196	11.059645	10.575525	10.602126	10.981756	11.397314	11.673521
10225	7.4533	7.6686378	7.6860623	7.363906	6.965074	7.64656	8.467053	7.1752634	7.8481417	7.0892477	7.6355553	6.9346294
10226	10.821917	10.2136135	10.233471	10.015162	11.006133	10.026804	10.404586	10.2919855	10.502257	10.335881	9.83573	10.176325
10227	10.69189	9.769818	10.193339	9.67425	10.192597	9.654721	10.209754	9.982314	10.646626	9.582066	9.916936	9.319565
10228	8.402827	7.751264	8.029029	7.8054123	7.968528	7.854477	7.825179	7.729817	7.973666	7.5677876	7.7538767	7.6722717
10229	6.9339085	6.91272	7.02992	6.7128625	6.777595	7.011809	6.8595686	7.0517626	6.7719064	7.042864	6.7747293	6.708665
10231	8.547684	7.9700675	8.665818	8.508551	9.016124	8.19207	8.778741	8.91507	9.517532	8.709716	8.6698	7.817383
10235	6.655975	6.8265643	6.935583	6.703942	6.4878263	7.0577426	7.0482616	6.578525	6.900086	6.6982923	6.60325	7.107625
10236	10.424809	10.335881	9.9442835	10.063396	10.015907	10.43363	10.40736	10.172541	10.339169	10.278072	10.162028	10.308125
10237	10.357786	10.190336	10.69189	10.386031	10.460946	10.677501	10.351933	10.359516	10.350004	10.822986	10.3032	10.533697
10238	8.830235	8.703147	8.653642	8.653234	8.518172	8.568358	8.573298	8.540896	8.625877	8.180024	8.636805	8.70004
10240	9.321227	9.213581	9.778606	9.452957	9.567489	9.436196	9.552156	9.460836	9.502085	9.751909	9.311797	9.619161
10241	7.28604	7.9183555	7.6757536	7.7749877	7.5883226	7.780188	7.9378314	7.8335834	7.6148024	7.8533607	7.740831	7.8785143
10243	8.387712	9.000675	8.745229	8.787115	8.881706	9.501048	8.567568	8.630267	8.491129	8.81354	9.104092	8.663017
10244	9.150608	9.284656	9.993605	10.061163	9.785648	9.429744	9.735054	8.586913	9.24801	10.200903	9.230997	9.700758
10245	7.618601	7.4562387	7.507785	7.538351	7.80041	7.933538	7.5043154	7.819953	7.7449274	8.191115	7.258291	7.8849263
10247	7.531301	8.356719	8.135101	8.796481	8.008523	7.962428	7.8604136	8.248856	7.725431	8.29665	8.276961	8.50955
10249	7.527237	10.682228	9.260565	10.359516	9.665406	10.135614	9.973078	9.911866	9.402987	10.141065	10.577397	10.6487465
1025	9.026661	8.859174	9.613503	9.689886	8.971922	9.215576	9.075491	9.304322	9.438408	9.4512415	8.835641	9.488368
10252	10.14401	9.432326	10.079241	9.380544	9.506625	9.160575	9.813122	9.298848	10.181834	8.7356825	9.862776	9.178987
10253	8.289776	8.299554	8.527527	8.286424	8.483811	9.003685	8.713913	8.262135	8.6818695	8.613097	8.666196	8.520427
10257	7.097971	6.48834	6.713026	6.648073	7.1531215	6.5385666	6.9797416	7.0472555	7.023123	6.5606947	6.508142	6.2902503
10260	6.58644	6.9195433	6.834839	7.0122232	6.973653	6.897335	6.846324	6.5684247	6.663132	6.6836295	6.8026476	6.9071856
10262	9.745111	9.514699	9.43402	9.411758	9.488971	9.758423	9.591905	9.454593	9.957244	9.646514	9.729509	9.35398
10263	7.814136	7.421882	8.297298	7.746891	7.5514665	7.803897	7.457975	7.467796	7.642858	7.618077	6.987588	7.547109
10266	7.43958	7.3459597	7.5604315	7.4379106	7.3473186	7.4670997	7.2285295	7.056129	7.4736357	7.73683	7.229181	7.3598113
10268	7.2198243	8.101601	7.660125	7.813329	8.187646	7.9811573	7.8356614	7.324708	7.637373	8.006639	7.8528023	8.0091505
10269	10.695032	10.155914	10.468216	10.492525	10.606171	10.469808	10.361123	10.440197	10.011588	10.008592	10.203277	10.278072
1027	8.048539	8.471582	8.210422	8.392575	8.191115	8.374568	8.181835	8.252249	8.378199	8.269019	7.95288	8.070285
10273	8.971922	9.252368	9.285086	9.0308	9.199441	9.162563	9.171367	9.108983	9.358694	9.616445	9.238976	9.249493
10274	7.7325187	7.8429165	7.4160357	7.571054	7.6833663	7.777352	7.738851	7.491859	7.7790155	7.365885	7.80599	7.666771
10276	9.487413	10.021469	9.446395	9.716997	9.643725	9.664749	9.711499	9.482237	9.7104	9.208895	9.930451	10.043551
10277	7.575927	7.5137596	7.473403	7.8033333	7.9109955	7.355856	7.826274	7.8079247	7.569277	7.6752534	7.523361	7.837175
10278	6.376662	6.375668	6.36801	6.352762	6.4909334	6.1696105	6.505281	6.4584265	6.665896	6.4562526	6.3862877	6.086311
1028	6.847524	6.9861712	7.1341634	6.8414583	7.1049647	6.6932607	7.347505	7.0366244	7.6609216	7.3310156	6.7468157	6.3957515
10283	8.279969	8.215077	8.567221	8.342849	8.58573	8.412463	8.518545	8.113429	8.45658	8.432443	8.068104	8.332093
10285	7.6514306	7.8912096	7.6749864	7.6505957	7.711229	8.008838	7.7806473	7.4353747	8.02153	7.900997	7.762348	7.9116135
10286	5.842787	5.968626	6.052631	6.0833545	6.029667	5.8787217	5.975943	6.001852	5.813357	5.8052406	5.9570384	6.299677
10287	8.39856	8.225963	7.9996057	7.9278936	7.769388	7.8604136	7.9860816	7.613493	7.9897265	7.9927135	7.7806473	7.5257916
10289	8.674875	9.013917	9.202283	9.2631445	9.285672	9.384547	9.0792465	9.1094475	9.565156	9.329514	9.335211	9.276148
1029	6.057355	6.3599477	6.0688524	6.0714564	6.139818	6.355172	6.2474194	6.0677624	6.037383	6.2982287	5.9279714	5.598246
10293	6.076152	6.1793857	6.127724	6.39108	6.2043924	6.1047573	6.259184	6.3614407	6.239185	6.262112	6.3649135	6.0892067
10294	10.38147	10.064094	10.4476	10.396682	10.244196	10.159077	10.202543	10.484028	10.460031	10.27887	10.163588	10.220746
10297	5.884024	5.912446	5.8273215	5.964105	5.9539814	5.9650526	5.750263	6.050705	6.0663247	6.004638	5.9374266	5.8728476
10298	7.3172984	7.2694874	7.269313	7.323612	7.3985066	7.424991	7.1270075	7.327919	7.250672	7.358909	7.571334	7.476931
10299	8.882541	8.908049	8.665023	9.0792465	8.251224	9.113151	9.218585	8.703898	8.767362	8.142282	9.43352	9.249969
103	10.831371	10.81349	10.90387	11.046816	10.887715	11.07871	10.978863	10.682228	10.983041	10.646626	11.204104	10.684306
1030	6.529829	6.521123	6.2412677	6.1320095	6.4351645	6.1255174	6.348803	6.248763	6.122738	6.2830224	6.4623675	6.1844087
10300	7.460996	7.119277	7.4138823	7.003575	7.2492886	7.346824	7.232232	7.2099667	7.2336164	7.443917	7.0470405	7.2222133
10301	5.7264857	5.849916	5.772388	6.0382934	6.2219815	6.30349	5.967934	5.858191	6.0081353	5.8078756	5.9712315	6.0563283
10302	6.6022563	6.81622	6.538463	6.630925	7.149189	6.7123923	6.6875415	6.694437	6.774552	6.90248	7.06872	6.989628
