Genes	GSM2367587	GSM2367588	GSM2367589	GSM2367590	GSM2367591	GSM2367592	GSM2367593	GSM2367594	GSM2367595	GSM2367596	GSM2367597	GSM2367598	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
116135	5.957326	5.836435	5.9268045	6.0492826	6.0015707	5.9976063	6.023867	5.9659076	5.857461	5.913035	5.9275193	5.8947086	6.087717	5.9375114	5.9170413	5.9316053	6.0694714	6.0668564	6.0191007	6.1117387	5.841335	5.8990107	5.9465466	5.8911905	5.872067
116138	9.959909	10.066398	9.977306	10.120803	9.961257	10.312453	9.923148	9.961257	10.101702	10.316027	10.061163	10.245871	10.503193	10.281437	10.388683	9.573849	10.311478	10.275527	10.043551	10.153541	10.1733465	9.954658	10.269906	10.318518	10.038595
116150	6.1775804	6.1946144	6.1177244	6.131401	6.1558714	6.0810204	6.2033415	6.108574	5.926632	6.2394476	6.237457	6.0538836	6.183991	6.1429996	6.1035666	6.031304	6.115448	5.890799	6.060746	6.2561145	6.115775	6.045298	6.1498876	6.2505393	6.312294
116154	6.521801	6.657045	6.5447083	6.4200106	6.607254	6.4339976	6.868153	6.900246	6.838323	6.735067	6.320809	6.401317	6.468979	6.4229536	6.3234987	7.0519366	6.3695636	6.3370175	6.3039155	6.21143	6.272986	6.302858	6.0960946	6.564944	6.403614
116224	7.407418	7.757514	7.6265125	7.9079976	7.575927	7.7029996	7.7465825	7.6882114	7.7276864	7.400451	7.84406	7.865793	8.103629	8.051279	8.077158	8.005474	8.272462	8.281321	7.8259993	7.64656	7.8705325	7.8857827	8.156991	7.5106254	7.8042264
116225	7.431755	7.6105638	7.5654335	7.406515	7.239312	7.3030944	7.165541	7.176158	7.4424477	7.698674	7.1839743	7.512477	7.1274076	7.465195	7.6020494	7.496515	7.4511075	7.508847	7.7682405	7.637907	7.5855856	7.57212	7.211084	7.646342	7.350523
116236	6.8439445	7.389079	6.984597	7.432512	6.911135	7.3688254	7.1969185	7.1388035	7.1572084	7.3851175	7.5065303	7.4857125	7.356323	7.5213633	7.42369	6.6437745	7.082802	6.751733	7.5277066	7.095024	6.902149	6.9079113	7.6320004	7.0031776	7.4935184
116238	6.8910065	6.4530344	6.9327936	6.5245395	6.486389	6.4206433	6.67161	6.571846	6.4616966	7.406968	6.6361237	6.757467	6.073006	6.4650116	6.8255253	6.2493873	6.65688	6.2842994	7.111156	6.7854095	6.6636953	6.3195	6.125229	6.858358	6.512968
116254	7.1068707	6.9416466	7.1529074	7.460224	7.255929	7.1820593	7.230933	7.634181	7.324708	7.8135886	6.987021	7.6768374	7.36699	7.2063103	7.3804426	7.1698256	6.7028913	7.3077593	7.1049647	6.8270698	6.7742343	7.3567963	6.9256763	6.57273	7.275672
116285	5.8248334	6.7682633	6.1944785	6.3720217	5.914567	6.151789	6.7028913	6.3947783	6.0830483	6.1112394	6.4343886	6.711214	5.725848	5.802845	5.8975787	6.1310163	6.1487656	5.963991	6.7100215	5.852401	6.129642	6.0652776	5.8299856	6.0570045	5.892427
1163	9.078287	9.064609	9.330089	9.07115	9.2051	9.48429	8.990822	9.329514	9.112197	9.760808	9.003685	9.423597	9.043864	9.276148	9.114	8.817232	9.301392	9.03657	9.228485	8.982882	8.602591	8.872766	9.285672	8.798905	9.100713
116328	6.519906	6.599435	6.7725368	6.4702163	6.4732776	6.542338	6.372107	6.5492535	6.3205557	6.7074995	6.541984	6.782698	6.980311	6.9861712	7.071574	6.572955	6.7269716	7.00225	7.3128023	7.030093	7.252818	6.8593917	7.0872245	6.7141232	6.6267
116337	6.2396674	6.240432	6.2132206	6.0467105	6.0645127	6.106837	6.128586	6.275705	6.033082	6.1906667	6.2640605	6.413377	6.3006005	6.349611	6.430754	6.253006	6.4566545	6.2764792	6.7558794	6.4549093	6.3441224	6.4088297	6.372107	6.285262	6.3870254
116369	6.002498	5.802468	5.5455837	5.805926	5.8413515	6.0233526	5.975201	6.0305233	5.7065234	5.978086	5.921254	5.9126186	5.836089	5.9423084	6.1502776	5.8618064	5.7835655	6.0277996	5.9542847	5.926305	5.9443364	5.748678	5.7883077	5.9299626	5.8020387
116372	6.189148	5.915422	6.2058372	6.1477203	6.386945	6.3018765	6.01559	6.31408	6.2239485	5.9418983	6.0316634	6.0204334	5.9735723	5.9445844	5.9862275	6.311393	5.881905	5.8051906	5.9824057	5.94794	6.1639066	6.0651484	6.032131	6.2417374	6.0350904
1164	7.624655	7.320158	7.7626624	7.2923174	7.777636	7.892583	7.487887	6.8247957	7.1855154	7.892583	7.347505	8.120457	7.236733	7.6749864	7.9363585	7.553525	7.391738	7.639788	7.2545857	7.5800424	8.081623	7.257247	7.574646	8.415398	7.5058208
116437	5.892153	5.8619266	5.823541	5.856883	5.824381	5.8636985	5.916862	5.7038894	5.708472	5.8682895	5.825482	5.9249735	5.8673406	5.851888	5.917831	5.8625	5.7295547	5.8945436	5.8338256	5.9232717	5.9778905	5.920263	5.995202	5.7932286	5.950744
116461	8.460903	8.181165	7.9276032	7.9860816	8.386603	8.083757	8.153091	8.144204	8.091375	8.282936	8.246857	7.8959866	8.273222	8.094848	8.210422	8.010984	7.995601	8.197889	7.8437533	8.277288	7.869919	7.9578414	7.872281	8.514924	7.7051134
116519	11.652169	11.659754	11.146966	11.863827	10.122105	11.886816	8.839411	11.580588	9.863494	9.881921	11.560943	9.243957	11.575062	11.668313	12.303679	8.200127	10.734735	10.524182	10.240195	11.895253	9.442976	11.057139	12.660348	10.929925	12.232065
116534	5.99487	5.9089923	5.885308	5.7593074	6.1624207	5.901272	5.899399	5.995646	5.9390626	5.9182925	5.865023	5.889523	6.204652	6.0857906	6.172108	6.0963645	6.1054077	6.051727	6.1168423	6.115059	6.0833545	6.170705	6.211835	6.1413035	6.009135
116541	10.223102	10.43363	10.48663	10.523163	10.159855	10.635958	10.301676	10.52692	10.438516	10.954529	10.231043	10.484028	10.298582	10.69189	10.397672	10.082789	10.77699	10.563805	10.795453	10.316027	10.679755	10.221564	10.755744	10.348341	10.563805
116835	6.7128625	6.8556805	6.8843207	6.765398	6.8160653	6.825859	6.9590197	6.5340295	6.603392	7.0867944	7.0549645	6.9453564	6.1538234	6.647782	6.425136	6.860973	6.7536254	6.124864	6.5216637	6.808344	6.582907	6.38366	6.6732197	6.9109693	6.4814253
116840	6.3597956	6.3862877	6.277208	6.0822954	6.2584314	6.3439894	6.370294	6.174716	6.307458	6.2416463	6.2185097	6.427166	6.0810204	6.1891775	6.2789326	6.1686907	6.3917317	6.058375	6.1061034	6.252619	6.462178	6.297738	5.9786034	6.178002	6.306398
116841	7.146294	7.465195	7.08048	6.9276733	7.088044	6.996785	7.0409503	7.0334663	7.214841	7.399455	6.921529	7.3333254	6.9667435	7.0325565	6.7955723	7.271393	7.2351313	6.6432056	7.522689	7.1432414	6.8758335	6.5777764	7.165541	6.976651	7.374181
116842	12.073794	13.147027	12.31749	12.941778	12.738255	12.761768	12.5593195	12.802494	12.523381	12.832773	13.398167	13.368475	12.5381565	12.75502	12.443503	12.29295	12.583604	12.32012	11.69337	13.155706	12.567794	12.672106	12.166033	12.485078	13.11698
116843	8.644903	8.168579	8.431697	8.329964	8.660804	8.3317375	8.349197	8.54973	8.665023	8.434921	8.280956	8.2806225	8.617317	8.162138	7.807427	8.718695	8.395864	8.301339	8.550836	8.119096	8.507345	8.419416	8.067466	9.226682	8.257655
116844	11.745594	11.24831	11.974822	12.666083	12.816407	12.265207	10.917612	12.033544	11.453845	11.7558775	12.322602	12.033544	12.016303	12.4085865	12.234402	12.66339	11.763757	13.051277	11.678782	12.0997305	13.305944	13.546892	11.819168	11.60424	12.106657
116931	5.860738	5.56294	5.69403	5.735896	5.8338704	5.7571287	5.7754974	5.875292	5.9306808	5.8487926	5.872601	5.8140316	5.8043237	5.871382	5.7743735	5.7712274	5.8065395	5.952619	5.9240136	5.9206963	5.8408093	5.9254637	5.7848167	5.883691	6.007507
116937	5.897772	5.8851104	5.984322	5.918748	5.9191794	5.9689875	5.9749064	5.841584	5.888777	5.726036	6.117119	6.0495834	5.901601	5.7600727	5.8858547	5.9012938	5.793089	5.7432094	5.9764466	5.862895	5.802056	5.783428	5.818077	5.826488	5.9273887
116966	5.9612513	5.8747954	5.812399	5.922772	5.869576	5.889792	5.829579	5.9204106	5.701082	5.7049437	5.9973397	5.825117	6.000827	5.8907084	5.9752645	5.837788	6.0019093	5.8876686	6.105771	6.06928	5.9400363	5.976775	5.995842	5.8801146	5.7784524
116983	5.8957915	6.2520733	6.0955663	6.094859	5.8974023	6.088966	6.1778684	5.9872046	6.0341415	5.9089656	6.2455897	6.1375213	5.7093616	5.9654527	5.827483	6.1565986	5.982703	5.97041	5.8341537	5.749014	6.0709953	6.1982036	5.8899717	6.049667	6.04984
116985	5.968486	5.7888517	5.5332227	5.8466005	5.618647	6.030314	5.7345543	5.663234	5.7910514	5.666738	5.663234	5.7330403	5.3932004	5.6232567	5.5255213	5.762965	5.559646	5.738881	5.528473	5.7405086	5.644798	5.658355	5.7141714	5.871878	5.7129297
116987	7.7234426	7.3519692	6.984269	7.6124396	7.443917	7.431309	7.302881	7.4729238	7.457251	7.406515	7.3667765	7.365885	7.6436744	7.9278936	7.744378	7.73683	7.967295	7.5067835	7.9846096	7.3067956	8.010648	7.4644303	7.8110776	7.0654235	7.320359
116988	7.687691	7.8609715	7.82114	7.984905	7.588858	7.9466653	7.342861	7.6741996	7.599008	7.861513	7.949974	7.87368	7.7449274	7.8318706	7.870784	7.6984267	8.02153	7.9306173	8.08784	8.423189	7.756906	8.19307	7.7563343	7.8368526	8.072793
117143	7.2144384	7.833337	7.375541	7.8575916	7.3713875	7.488379	7.442683	8.045097	7.38818	7.454032	7.5977845	7.210433	7.9451394	7.5517445	7.6041603	6.951007	7.392973	7.7225537	7.6503034	7.3853416	6.7165456	7.427126	7.9796867	6.9073553	7.6609216
117153	5.9122596	5.7445545	5.8318377	5.7265863	5.782747	5.8166428	5.782646	5.702702	5.7308664	5.7822485	5.808319	5.9414926	5.511722	5.7524266	5.9852653	5.84264	5.739086	5.830259	5.966332	5.679971	5.881417	5.88381	5.7452106	5.9356036	5.9635496
117177	9.760197	9.062686	9.140709	8.904212	9.149605	8.65403	9.176737	9.240481	9.341971	8.716365	8.885973	8.847502	8.514924	8.684645	8.67909	9.990126	8.508551	8.8605385	9.153474	9.026661	8.736009	8.580326	8.608591	8.487644	8.567929
117246	6.2248807	6.2288427	6.2812114	6.647637	6.4669137	6.307458	6.280001	6.53611	6.460698	6.0707183	6.55982	6.547438	6.2013702	6.049468	6.194229	6.3389926	6.1263714	6.1031313	6.67001	6.131883	6.1666102	6.368533	6.1308923	6.0466485	6.3378773
1173	9.207938	8.888455	9.138375	8.991695	9.089275	9.062283	9.156367	8.958205	9.166853	9.3778	9.058099	9.097523	8.694088	8.952213	8.598409	9.151113	8.972381	8.961768	8.733493	8.737994	8.603618	8.595989	8.502413	8.983691	8.813078
1175	13.134199	12.926554	12.983816	12.799434	12.918996	13.0344925	12.650292	12.915266	12.930341	12.991496	12.562243	13.099913	13.0344925	13.011509	12.843142	12.976363	12.996738	12.5802555	12.926554	13.099913	13.091461	13.087407	12.90447	13.354557	13.450165
1178	7.1035705	6.345988	6.969915	6.9550543	6.810312	7.1482706	8.668631	6.898113	6.6112404	7.78984	6.6858206	6.987588	6.997952	7.6408877	6.7785854	6.374906	6.6769657	6.3274913	7.988853	6.5636187	6.5313005	6.297231	7.7005143	6.7406993	6.543581
118	11.407587	11.029701	11.233941	10.943442	11.252486	11.003791	11.218849	11.29439	11.515355	10.828886	11.113385	10.803347	11.399206	11.10929	10.963808	11.849956	11.050638	11.026907	11.046816	10.945939	11.077098	11.263394	10.853525	10.994522	10.887715
1180	5.773562	5.8324265	5.857923	5.76404	5.721623	5.7722554	5.5985494	5.667167	5.6669726	5.8728623	5.8872952	6.013464	5.5692973	5.8214345	5.9255395	5.870813	5.671549	5.8243523	5.7400675	5.667439	5.8051195	5.7636123	5.9389486	5.9015026	5.7880993
1181	6.197743	6.0918193	6.2730365	6.185034	6.2345886	6.257293	6.0732636	6.3062825	6.147166	6.2642193	6.2899685	6.3470078	5.849863	6.2245774	6.4679017	6.1927695	5.8429465	6.017051	5.775601	5.8974304	6.1026564	5.9080544	5.8673134	6.034866	6.1795177
1182	8.291591	8.025446	8.259719	8.163779	8.849561	7.8797064	7.984905	8.191788	8.122953	7.753325	7.969147	7.8165784	8.262809	8.256363	8.167601	7.8330464	8.366216	7.914547	8.394131	8.208226	7.7862477	8.125931	8.289099	8.194322	7.958714
1183	5.9519043	5.857791	5.772475	5.8226223	5.8667636	6.168136	5.792798	6.076253	6.11617	5.8305264	5.8398333	5.7581367	6.0135055	5.8572097	6.0859513	5.892687	5.9916005	5.839325	6.0162344	5.792656	6.008559	5.9571114	6.1567616	5.892139	6.1226645
118424	6.5622444	6.4304743	6.567493	6.472127	6.5291038	6.596281	6.355999	6.517861	6.452131	6.588286	6.609396	6.727776	6.518927	6.329809	6.4624777	6.4544406	6.628338	6.5491333	6.669727	6.6280684	6.9755216	6.3591356	6.7376823	6.471113	6.1763887
118429	9.365162	9.857729	9.378878	9.752508	9.544229	9.683364	9.797969	9.550461	9.783791	9.35398	9.803905	9.687585	9.59917	9.3314905	9.325551	9.6839485	9.659433	8.986938	9.261709	9.467494	8.970549	9.224844	9.316911	9.365162	9.218585
118472	8.732701	9.504672	9.192639	9.367175	9.216053	9.389602	9.051653	9.273596	9.132648	9.856401	9.457965	9.621308	9.636183	9.561169	9.825167	9.123641	9.640859	9.399877	9.938972	9.600394	9.677348	9.466255	9.87921	9.363582	9.990803
118490	5.827292	6.1587353	5.7899313	5.880371	5.8655033	5.8941836	5.7779903	5.9307413	5.813375	5.9197326	5.8096786	5.893153	5.841992	5.8192806	5.8314104	5.7212796	5.858092	5.9768395	5.875292	5.9238086	5.915397	5.9788218	5.8465867	6.0235777	5.9545755
1186	11.208267	11.168429	11.086757	10.893995	10.855833	10.841581	10.947128	10.684306	10.637097	10.6541395	11.046816	10.980234	11.113385	11.314518	10.999882	10.594818	11.099021	11.07411	11.026907	11.050638	11.529769	11.328349	11.004866	11.593374	11.130774
118611	5.8993745	5.644325	5.7603827	5.873605	5.725912	5.7972655	5.7428145	5.7890944	5.853408	5.7833056	5.772475	5.835951	5.759743	5.6585593	5.784152	5.8619003	5.623045	5.644717	5.8049817	5.5918536	5.8702173	5.791591	5.8425198	5.778716	5.703202
118663	7.1117835	7.5349336	7.5580783	7.799882	7.9654145	7.2994347	7.190022	7.9405074	7.1975436	7.3753333	7.6221604	7.4872093	7.580297	7.325217	7.5106254	7.274327	6.986557	7.681753	7.127588	7.529737	7.3448462	7.6804934	7.5106254	7.5599074	7.8116374
1187	6.3692694	6.225931	6.37514	5.874567	6.4663115	6.267238	6.4386625	6.4963465	6.330276	6.287092	6.2109833	6.1034822	6.264315	6.101645	6.262659	6.8579865	6.33323	6.054779	6.1408224	6.3758144	6.650325	6.1257358	6.5359116	6.2410746	6.378904
118788	7.71239	7.2918344	7.0185995	7.760939	8.0232315	7.638457	7.305002	7.4716926	7.1424417	7.7284565	7.589119	7.6882114	7.4820943	7.596921	7.0741673	6.9314895	7.2023296	7.529468	7.3544993	7.701891	6.745874	7.2998934	6.8897815	7.87395	7.5654335
118813	6.1915956	6.0317535	5.8065395	6.088676	6.028759	5.9409337	5.984944	6.144956	5.9851584	6.1689086	5.812015	5.8713126	5.7441406	5.897074	5.758327	6.0121465	5.620136	5.9134393	5.6359205	5.8052945	5.753066	5.7079883	5.7220902	5.627296	5.75156
118881	8.000505	7.5612206	7.987888	7.9273095	8.195609	7.8785143	7.32725	7.744378	7.550764	7.9460435	7.3330812	7.6755233	7.571581	7.9022317	7.629335	7.2404013	7.6277423	7.460224	8.146539	7.6681185	7.6728497	7.7970653	7.577954	7.3627462	7.82304
1191	6.2059145	7.288726	6.6522727	7.2519655	6.517977	7.0938287	6.7215724	6.8649654	6.782393	7.314928	7.2967663	7.4998665	7.545248	7.6833663	7.747994	6.3871818	7.2246623	6.9377418	7.1520925	6.795129	6.9453564	7.1109643	7.923487	6.2016664	7.42024
1192	11.01879	10.288592	10.328507	10.40557	10.852356	10.331852	10.669145	10.30091	10.878725	10.789531	9.950509	10.13875	9.772954	9.786266	9.598637	10.860379	9.835078	10.076432	10.267446	10.011588	9.799146	10.350004	9.698929	10.630743	9.862776
119391	7.0741673	8.122324	8.284684	7.5855856	8.579174	8.335587	8.295633	8.793972	9.068234	8.291936	8.006639	7.288726	7.305205	8.158205	7.99471	7.9025435	7.871408	7.6577277	8.277674	7.551026	7.8495917	7.242631	8.237344	7.615598	8.029385
119392	7.1609287	7.070546	6.8490443	6.7898703	7.1759706	7.04766	7.1694336	7.201566	7.3059115	7.1668754	6.8210425	6.7319794	6.944381	6.9163904	7.0691013	7.133765	6.6415205	6.974434	7.154024	6.863322	6.493135	6.8000283	6.722492	6.7643437	6.505281
119467	9.87269	9.94271	10.124225	10.401714	9.925147	9.818057	9.902562	10.377325	10.201786	10.081277	10.023676	9.73633	10.594818	10.584649	10.722264	9.528138	9.540729	8.809791	8.834415	9.768525	10.282988	9.7024765	11.039864	8.533436	10.7738905
1195	6.8963723	6.859901	7.065214	7.260174	6.97498	7.1795444	7.1518717	7.063645	7.3584514	6.618021	7.0248437	6.534754	6.5949254	6.6116543	7.0381327	6.9942837	6.154397	6.7659087	6.25597	7.1070504	6.57157	7.075556	7.253889	6.528875	7.084068
119504	8.067466	8.148395	8.2016945	8.145215	8.201373	8.183705	8.119096	8.18799	8.180578	8.090993	8.250568	8.1901455	8.515331	8.288446	8.650956	7.9860816	8.315783	8.180278	8.266536	8.235221	8.01217	7.982357	8.369032	7.9160466	8.539096
119774	6.0508995	5.625239	5.734524	5.7918487	5.794256	5.664879	5.805808	5.9056854	5.675133	5.940306	5.8111978	5.7794847	5.911334	5.6629915	5.9244385	5.862107	5.8243656	5.770149	6.0178	5.7708507	5.914353	5.754542	5.9587607	6.0081353	5.8461757
12	15.019513	15.169383	15.119185	15.090511	15.059908	15.251585	14.993384	15.090511	14.993384	15.204188	15.251585	15.225428	15.154691	15.225428	15.169383	15.006159	15.074045	15.31813	14.908723	15.154691	15.006159	15.204188	14.919895	15.1054325	15.204188
120	8.244842	8.368311	8.635339	8.893389	8.9499855	8.556412	8.882108	8.289099	8.841095	8.480859	8.734216	8.78354	8.657885	8.455778	8.073398	8.668631	8.372309	8.424532	8.160264	8.376044	7.8567805	8.401062	8.304108	8.791952	8.13864
1200	10.484028	10.446801	10.176962	10.395784	9.964767	10.269906	10.147125	10.010834	10.154319	9.593143	10.214345	10.041227	10.159077	9.717971	9.813122	10.154319	9.7831135	10.588978	10.038595	9.76517	9.390124	10.470807	9.888323	10.757782	10.006411
120066	5.636999	5.8119817	5.8631845	5.710492	5.9084153	5.6260242	5.751334	5.815902	5.8036914	5.4374185	5.630358	5.7982216	5.806573	5.956137	5.7308664	5.8092613	5.7781677	5.917909	6.064219	5.920084	5.82159	5.9532366	5.8743854	5.8389983	5.6349516
1201	8.108043	7.550764	7.9321012	8.205892	8.399649	8.057958	7.8906045	8.223316	8.350589	8.2751875	7.836524	7.9249673	7.8015723	8.075217	7.9987593	7.7405114	7.9562244	8.114431	7.697583	8.183705	7.8725376	7.9297237	8.181165	7.9287744	7.874814
120103	7.1416087	6.58236	6.457463	7.06872	6.5799303	6.6349754	6.631075	6.773541	6.6341567	6.830979	6.5038404	6.762727	6.978441	6.7717485	6.673598	7.1080284	6.96863	7.102769	7.037005	6.9827566	6.786393	6.72278	6.2377787	6.848846	6.875454
120224	8.912301	6.4130425	7.84406	7.0418825	7.653355	6.66886	7.333768	8.74975	7.809898	7.074356	6.828313	7.53279	6.9256763	7.355611	6.3222103	7.3312593	6.820322	6.76149	6.0897474	7.316558	7.931802	7.0453954	7.4826217	6.4732776	6.903886
120227	7.697583	7.7588058	7.417894	7.3869886	7.5386157	7.5491204	7.553732	7.571858	7.232677	7.378082	7.5377836	7.400663	7.5599074	7.6582394	7.5619116	7.4716926	7.4494367	7.5818715	7.7306304	7.737384	7.11716	7.3360085	7.495006	7.626019	7.4584484
1203	8.168579	8.165013	8.437546	8.0531845	8.333108	8.155391	8.371165	8.230309	8.455778	8.099303	8.035456	7.796795	8.426011	8.091375	7.9965034	8.284316	8.234946	8.318216	8.233005	7.9346933	7.786791	8.165013	8.072793	8.006033	8.214071
120376	6.1997776	6.0359044	5.985899	6.03255	6.350749	6.1006994	6.2337837	5.844921	6.392846	6.1952405	5.925231	6.123153	5.9297457	5.973522	5.8612885	6.0421724	6.0276055	5.8248334	5.8528233	6.063703	5.9122977	5.712441	5.669221	5.983975	5.758426
120425	8.993035	8.499556	8.931266	8.217706	8.472354	8.430366	9.003217	8.674059	9.261116	8.552393	8.425666	8.274509	7.8030677	7.980553	7.669755	8.388066	8.179369	7.298726	7.7357616	8.131796	8.048209	7.3932424	7.780905	8.454012	7.646342
120526	6.976651	6.9853377	6.888136	7.156609	7.0156074	6.914563	7.1416087	6.8104453	6.7586465	7.033126	6.985773	6.835359	6.914064	7.0086737	7.2694874	6.860599	7.055963	6.8717523	6.6831856	6.835178	6.673714	6.799713	7.0768247	6.7990246	6.795414
120775	5.9411154	5.8231597	5.7149043	5.710098	5.9029946	5.834548	5.867533	5.926754	5.8933673	5.9375854	6.10426	5.923018	5.961201	5.8661013	5.782509	6.0592537	5.958677	5.8288193	5.8308415	5.8688235	5.9798546	5.947473	5.789858	5.663234	5.908377
120892	6.337158	6.724901	6.0365543	6.341459	6.258333	6.467594	6.24355	6.136432	6.2030125	6.3636494	6.306584	6.3560724	6.1350756	6.3969803	6.5494785	6.1092024	6.6135974	6.308061	6.360242	6.030451	6.155143	5.932693	6.205426	6.6356506	6.2058372
1209	9.805389	9.957244	9.931202	9.63158	9.707461	9.875963	9.49387	9.893392	9.805389	9.580945	10.036395	10.188095	9.451739	9.867904	9.712165	9.08339	9.7163725	9.718578	9.62074	9.924436	10.025986	9.774268	9.794825	9.223869	10.079241
120935	5.809911	5.9039965	6.086207	6.0712233	5.979022	5.8205633	5.8094454	6.0301547	5.948763	5.701576	5.82941	6.0398946	6.1073284	5.9791536	6.0411625	5.7251344	5.9064345	5.964528	6.472127	6.034276	6.3722544	6.018122	6.242564	5.801859	5.664404
121053	7.5252476	7.7007976	7.603894	7.6408877	7.398986	7.6311746	7.5975294	7.436665	7.660125	8.047925	7.4876943	7.873357	7.6072016	7.57671	7.88173	7.0832353	7.4957066	7.0863523	7.8620634	7.4262323	7.316771	7.3907714	7.541186	7.18718	7.6296153
1211	10.079241	9.721829	9.839765	9.60502	10.141784	9.802621	9.767809	9.7043	9.786852	9.931925	9.557557	9.650799	9.278743	9.380544	9.575589	9.817502	9.667275	9.733723	9.695374	9.305852	9.284656	9.461924	9.523654	9.640306	9.635678
1212	10.587813	10.321886	10.412452	9.934731	10.455043	10.229651	10.286012	10.292872	10.40557	10.53773	10.263489	10.329399	10.307335	10.37226	10.028337	10.646626	10.26489	10.161331	10.061919	10.379052	10.443741	10.136369	10.215815	10.304871	10.491528
121227	6.580282	6.6999025	6.4967513	6.649165	6.5695477	6.670317	6.864286	6.5703044	6.865705	6.3956537	6.725183	6.461501	6.4418507	6.2219815	6.430031	6.473688	6.584576	6.7366347	6.5755286	6.1638737	5.931081	6.3382916	6.864286	6.2965016	6.3411984
1213	6.5362406	6.655271	6.5136194	6.7785854	6.4426017	6.687101	6.5821023	6.705792	6.4865036	6.308488	6.5471945	6.7012124	6.83888	6.698902	6.407249	6.579659	6.30078	6.6670356	6.397402	6.6274843	6.392519	6.7646236	6.3375936	6.758956	6.664162
121536	6.936313	7.054761	7.0772433	7.1938057	7.284272	7.067082	7.1307063	6.9377418	7.225915	6.918265	7.2970023	7.181481	7.521686	7.362122	7.427787	7.775255	7.26511	7.4332314	6.9697323	7.346824	7.1375365	7.758248	6.984799	7.3328314	7.304324
121642	7.7834287	8.0652685	8.183705	7.9489	8.091375	8.441047	8.057958	8.020266	7.9378314	8.47946	8.721841	8.450936	8.277991	8.346094	8.275898	7.7668395	8.596682	7.607993	8.257996	8.862639	8.617685	7.5977845	8.609827	7.8009787	8.20557
121643	5.8109503	6.596796	5.8056602	5.7745013	5.801967	7.1267715	5.8559575	5.843653	5.8922105	5.8661823	6.1420913	6.2181344	5.777948	5.8595448	6.254692	5.8363113	6.1500535	6.144649	6.01964	6.122162	5.9334626	6.0597568	5.9387183	6.0053163	5.939074
122046	6.375408	6.0773134	5.9839177	6.127263	6.5529175	5.926827	6.3758144	6.2211766	6.4679017	6.24778	6.045993	6.1583247	6.1389866	6.151279	6.1675854	6.2929296	6.217366	5.891994	6.12566	6.1806984	6.2022743	6.2502413	6.215986	6.1267066	6.197668
122060	6.5503473	6.7182813	6.717721	6.79693	6.9237394	6.7644935	6.6316667	6.693829	6.832181	6.755993	6.5390377	6.7706733	6.830039	6.7035193	6.6837406	6.5728393	6.6753244	7.0066648	6.9421797	6.6037884	6.152022	6.7720823	6.406041	6.592728	6.726819
122553	6.124653	6.1764193	6.2612557	6.2640605	6.1774726	6.221563	6.1720095	6.328852	6.1717334	6.2333713	6.584196	6.3651495	6.3956537	6.021745	6.2070436	6.1393514	6.3583465	6.1206326	6.0955887	6.202864	5.843875	6.1610746	6.278055	6.068471	6.2584815
122622	10.073507	8.364498	10.285297	9.027942	8.699643	8.677137	8.717201	10.3001795	9.301811	9.022558	9.35398	9.043864	8.887215	9.230441	9.042043	10.134144	8.625877	8.825014	8.422232	8.766645	8.279624	8.476024	9.172823	7.7822976	9.357667
122664	6.1967463	6.484853	6.3593626	6.3923626	6.3091965	6.485495	6.4255037	6.9375606	6.2286	6.4999166	6.7165456	6.5710835	7.0321765	6.7986746	7.1725044	6.20851	6.842008	6.5753684	6.8455267	6.5195665	6.749274	6.3028007	6.8290434	6.542808	7.0161986
122769	7.180226	7.4374194	7.182269	7.1777616	7.207665	7.624907	7.264713	7.334236	7.348629	7.3392634	7.352649	7.340454	7.2882833	7.43005	7.2970023	7.466145	7.16344	7.253889	7.240809	7.52295	7.514283	7.391009	7.298726	7.325217	7.4195447
122809	6.26005	6.2947407	6.246172	6.1211977	6.0079393	6.090068	6.1460743	6.1177473	5.9761415	5.9117618	6.0725656	5.994844	6.171406	6.1309385	6.341459	6.5304995	6.1282134	6.2051225	6.1522827	6.2876325	6.532081	6.0717854	6.2434573	6.394598	6.0360246
122830	6.0983276	6.5003347	6.6833506	6.6260085	6.78225	6.6132364	6.477364	6.5899415	6.4791317	6.425136	6.432094	6.37218	6.6306424	6.523294	6.841085	6.6941223	6.4132953	6.675896	6.883192	6.5015283	6.5350976	6.626571	6.7719064	6.5889335	6.8110957
122953	6.552047	6.509968	6.365806	6.517977	6.4549093	6.655975	6.5037346	6.622364	6.500556	6.752981	6.4095035	6.2416935	6.2687984	6.4776587	6.3121715	6.9938536	6.7000513	6.5448165	6.872638	6.6202745	6.2962046	6.1727705	6.6628537	6.414444	6.658027
123	11.963822	11.777439	11.083988	11.948802	11.093807	12.792713	10.089369	11.903378	10.375611	11.748002	11.576763	11.124356	11.195407	12.391205	12.173406	13.199747	9.947838	11.551238	9.680888	11.587557	11.283099	12.217384	11.616817	11.328349	11.28015
1230	7.1385922	6.917128	6.9282513	6.9730253	6.8858314	6.846324	6.898113	6.6409507	6.864453	6.792622	7.0462275	7.1970983	7.0347934	7.386264	7.0466433	7.0295715	6.6670356	7.735208	7.4526033	7.665444	7.3544993	7.4854875	7.1921144	7.81466	7.3706694
