GSM2367599	GSM2367600	GSM2367601	GSM2367602	GSM2367603	GSM2367604	GSM2367605	GSM2367606	GSM2367607	GSM2367608	GSM2367609
10020	10.609966	10.567646	10.89658	11.286324	11.067362	10.854707	11.033325	10.733529	10.795453	10.690923	10.703545
10021	6.0945964	5.9530153	5.898186	6.01671	6.036696	5.9437737	5.9426355	5.88377	5.9988246	6.0133224	6.0147057
10024	5.8883915	5.928305	5.892153	5.788907	6.026814	5.9916673	5.7885475	5.9105973	6.163114	6.0076046	6.049022
100240735	6.2586813	6.232593	6.5267096	6.1044087	6.3591356	5.948116	6.774552	6.054933	6.334513	6.173388	5.9251943
10025	9.913377	9.677348	9.831109	9.789159	9.635678	9.265842	9.762675	9.027499	9.260111	9.73433	9.202747
100287171	10.941224	10.344395	10.727049	10.780516	10.695032	10.548283	10.936227	10.426572	10.81349	10.451391	10.699527
100287482	5.8925467	5.6815	5.7114863	5.7833652	5.637744	5.7916303	5.770345	5.8123465	5.70443	5.8186297	5.6211357
100287932	7.163255	7.601259	7.4766936	7.4897013	7.4906735	8.078658	7.0306654	8.005188	7.771341	7.822769	7.9237895
100288413	5.7174363	5.8959646	5.9619694	6.0323544	6.0066147	5.8519444	5.833397	5.819261	5.826298	5.8248987	5.7172027
100288524	5.9049706	5.9861364	5.8883195	6.0851164	5.966641	5.7446623	5.886842	6.173967	6.0164285	5.883795	6.0099096
100289635	6.5073066	6.4540668	6.3955674	6.432354	6.6263146	6.3473506	6.853228	6.5898104	6.6317916	6.623926	6.30315
1003	8.161179	8.512276	9.075944	8.528527	8.54381	8.9159155	9.1525955	8.636805	8.696771	8.743398	8.308433
100316868	6.1156764	5.9435153	6.0962334	6.023867	6.0529237	6.091135	6.482379	6.128863	6.0340314	6.1968517	6.142202
10036	5.954035	6.0124226	6.0843177	5.87922	6.00043	5.973171	5.896364	6.0074177	5.760718	6.160315	6.0876017
100379345	6.672623	6.37645	6.3686085	6.3975782	6.765094	6.3809314	6.9593835	6.6621385	6.852207	6.3120456	6.7890887
10038	7.772181	7.699729	7.456516	7.514781	7.7101088	7.5677876	7.8007126	7.816023	7.5933924	7.423438	7.4923406
10039	8.211123	8.06996	7.716425	7.958714	8.119096	7.926467	8.147479	8.278712	8.109882	8.097096	7.9610324
1004	6.010008	5.902569	5.8702955	5.9386168	5.873927	5.939388	5.917702	5.883361	5.8902893	5.9574537	5.9744725
10043	6.9634256	6.707769	6.5960107	7.1375365	6.5969377	6.751733	7.121272	6.724593	6.4488363	6.751884	6.6578803
10044	7.419723	7.346824	7.219348	7.669436	7.175018	6.9837074	7.551026	7.070546	7.2462792	7.0994215	7.0409503
10045	6.095044	6.0734453	6.1334105	6.0434957	6.146973	6.185443	6.18704	5.998373	6.1105537	5.9251294	5.99766
10048	6.5216637	6.37135	6.195687	6.360319	6.766888	6.3889055	6.584074	6.4789324	6.58236	6.526037	6.427007
10050	9.669755	8.991695	8.751337	8.7356825	8.888857	8.839005	9.189175	8.703898	9.065929	9.199441	9.123641
100505975	5.9798408	5.9507184	5.8386383	5.9102583	5.9959626	5.7699733	5.9066653	6.0833764	5.9556723	5.9635916	5.7009287
100506084	6.200332	6.299969	6.3963747	6.480094	6.5270762	6.5570693	6.67954	6.4720244	6.2956653	6.2993846	6.375741
100506136	6.017604	6.1464157	5.8294735	6.1821218	6.4328914	5.9609485	6.2233324	6.1813226	6.0454235	6.076012	6.200935
100506164	6.272879	6.333164	6.050146	6.207361	6.2971716	6.1615834	6.228513	6.09223	6.406986	6.457927	6.4161735
100506668	6.5436816	6.644537	6.4153714	6.4330754	6.455191	6.623396	6.294626	6.412699	6.5087824	6.493595	6.48
100507003	5.92545	5.6933084	5.6746454	6.004502	5.854224	5.7924166	5.806864	5.8328767	5.847475	5.733623	5.771447
100507436	6.310013	6.1170692	6.2116747	6.658027	6.67117	5.9438252	6.2286744	6.3695636	6.3562083	6.5606947	6.401419
100507470	6.035855	6.1705565	6.1797175	6.0129533	6.016458	5.877677	5.9708123	6.117119	5.979224	6.071331	5.997407
10051	6.037368	5.8929887	5.847817	5.8492384	6.1917357	6.025771	5.918775	5.9570146	5.934437	5.7735357	5.994721
10053	5.594884	6.0867515	6.0178447	5.755252	5.96555	5.8103986	5.6794934	6.076845	6.051241	5.937094	5.9461484
10055	11.133295	11.269068	10.980234	10.559029	10.77699	10.918904	10.72803	10.5796175	10.699527	11.149963	10.928371
10057	7.883178	8.525647	8.310995	8.028103	7.8238273	7.678919	8.239964	7.639788	7.912791	8.362476	7.721276
1006	5.797902	5.5366225	5.6169615	5.7784524	5.644396	5.845091	5.7014213	5.624082	5.652077	5.6269684	5.7723207
10060	7.0150166	6.758956	7.210684	7.3974733	6.4575434	6.929659	6.7416387	6.998933	7.349306	7.3716435	7.2336164
10061	7.1969185	7.115659	6.9874086	6.9721384	6.9944434	7.284917	7.0148134	7.2189116	7.0938287	7.3831754	7.4691043
10062	10.059668	9.865571	10.219087	10.28377	10.241048	9.933302	10.689748	9.68231	10.115336	10.195606	9.927099
10066	7.150088	7.31943	7.286317	7.1582575	6.9548645	6.605889	6.952873	7.360263	7.1381984	7.1580396	7.1049647
10067	9.549966	9.776107	9.864166	9.415272	9.187161	9.244421	9.254898	9.322387	9.423043	9.239508	9.6967
1007	6.2886477	6.177442	6.342654	6.136223	6.3299394	6.08822	6.1157002	6.042727	6.067852	6.310453	6.2223268
10071	6.051896	6.0257244	6.0248446	6.05418	6.0318737	6.0319486	6.0717854	6.0235934	5.943301	6.1057496	6.034505
10072	6.892073	6.9774337	7.0185995	6.4797864	6.3717284	7.037005	6.562971	6.7288303	6.5281396	6.6760445	7.358195
10073	8.22966	8.389151	8.262809	8.404625	8.264439	7.995013	7.9338264	8.454012	8.350948	8.203927	7.881418
10075	7.4926004	7.59094	7.6221604	7.718454	7.6511946	7.3109035	7.750684	7.4492035	7.6929607	7.814396	7.749764
100750326	5.9010015	5.8241286	5.6479554	6.0318418	5.839496	5.679864	5.938654	6.1318555	5.802789	5.7223096	5.758627
10076	6.1243286	6.314744	5.9742494	5.861702	6.042056	5.8411903	5.83417	6.205388	6.046679	5.8813295	6.033646
10079	10.3246	10.071504	9.994346	9.839765	10.076432	9.931202	10.440197	10.393068	10.27718	10.144803	9.585485
10081	7.455546	7.710628	7.4852514	7.661437	7.684227	7.5784683	7.7051134	7.667828	7.8604136	7.3713875	7.5654335
10082	8.748859	8.2963085	8.479105	8.027762	8.435281	8.186631	8.453002	8.022881	8.311957	8.500737	8.434571
100861522	5.5082603	5.73128	5.831666	5.920606	5.7082243	5.8109818	5.781279	6.066751	5.9875383	5.956979	5.808173
100862704	6.928446	6.7854095	6.9620004	6.983326	7.0650454	6.7449365	7.0094767	6.817685	6.840246	7.1284957	6.935385
10087	9.348387	8.982077	9.262221	9.230997	9.510091	8.985525	9.472891	8.843568	9.031305	9.076398	8.989046
100873955	6.1484747	6.0534015	6.106122	6.245875	6.01671	6.203268	6.182692	6.210684	6.2269	6.250721	5.8876934
100874047	6.0670567	5.8220167	5.8281403	5.938985	5.8874173	5.9566464	5.808121	5.9061403	5.720446	5.9175754	5.940122
100874064	6.1442747	6.1988444	6.3365784	6.2493873	6.328266	6.286225	6.2858734	6.2974663	6.0557966	6.3487396	6.2407913
100874107	5.792454	5.9124975	5.859729	5.7509165	5.760149	5.9453187	5.7205133	5.6779175	5.8285294	5.8394694	5.785397
100874222	6.2408404	6.082525	6.0323415	6.2884965	6.08962	6.2397184	6.1008706	5.98269	6.1386776	6.1174407	5.9652824
100874234	6.622128	6.3793874	6.65816	6.35798	6.502302	6.6378713	6.5986423	6.362931	6.4489336	6.5825024	6.4462523
100874251	6.4771533	6.37514	6.549856	6.323364	6.340117	6.1225424	6.577548	6.265887	6.2108727	6.411087	6.440125
100885850	8.641007	8.708566	8.70938	8.667475	8.627674	8.382635	8.774441	8.433859	8.67636	8.76694	8.72341
10092	10.005122	10.201786	10.227119	9.915462	9.794825	10.282988	10.274748	9.776107	9.949149	10.0942745	9.835078
10093	9.461347	9.288664	8.956006	9.186236	8.99568	8.84829	9.33974	8.707363	9.085922	9.297323	9.098458
10094	8.380295	8.716365	8.219649	8.473397	8.469425	8.315049	8.523391	8.410862	8.774441	8.540216	8.769004
10095	6.782698	6.9526973	6.9440427	6.696924	6.76023	7.189168	6.9082494	6.950427	7.1383944	7.790168	7.89436
10096	7.658519	8.116013	7.762897	8.019381	7.71666	8.055276	7.5810685	8.336246	7.959321	7.7435546	7.8791127
10099	9.39172	9.114964	9.003685	9.437281	9.080162	9.107995	9.10264	8.794378	9.0019865	9.314354	9.392222
10101	6.7731895	6.842178	7.171217	7.312589	6.9329953	6.5606947	6.8178277	7.130938	6.774552	7.068889	7.258291
10103	6.488998	6.5256863	6.4570403	6.448646	6.5690665	6.70928	6.381327	6.7685614	6.4761357	6.841085	6.5316324
10105	6.865705	7.0124083	7.245563	6.784604	6.8892374	6.936313	7.1039248	7.269313	7.5589066	7.346164	6.717449
10106	10.165764	9.470069	9.87921	10.547207	10.116856	9.360642	10.13875	9.799915	10.246573	9.895972	9.8479595
10112	6.4625745	6.14136	6.309701	6.034046	5.893618	5.864632	5.9382334	6.153524	5.8554125	6.3576865	5.8171735
10113	7.8274198	7.165541	7.741101	7.0122232	7.075134	7.239071	7.2124147	7.3807235	7.1148515	8.0287285	7.973666
1012	6.174681	6.017345	6.2859855	6.1593885	6.2352448	6.068016	5.95266	6.0804877	6.051624	5.7571774	6.5270762
10121	9.107995	9.333052	8.937714	8.836432	8.919869	9.127434	8.702276	9.106261	9.216535	9.331966	9.335211
10123	6.248294	6.4115443	6.054347	6.4425144	6.393614	6.1589484	6.5537677	6.4909334	6.378455	6.2564635	6.34376
10124	7.25304	7.8259993	7.3565626	7.5067835	7.571054	7.2112894	7.361694	7.329315	7.655595	7.6511946	7.623382
10125	6.342937	6.817337	6.700636	6.551064	6.45895	6.8749375	6.496019	6.289125	6.3668103	6.3443594	6.0624557
10127	8.284684	7.904303	7.8318706	8.075217	8.105762	7.7323008	8.425666	7.7279453	7.837716	8.144866	8.333499
10129	6.3034325	6.4405084	6.728676	6.589562	6.465298	6.1671777	6.4894295	6.5485396	6.459337	6.3678355	6.3512735
10134	11.176912	11.271825	11.384426	11.041279	11.10929	10.991819	11.238179	11.8301115	11.198342	11.48109	11.558946
10135	8.817232	8.370105	8.64375	8.738405	8.111512	10.133346	8.153091	9.611201	8.546935	8.614891	10.0306425
10137	7.7653956	7.568508	7.7085443	7.6833663	7.8761864	7.7634397	7.6847224	7.7360435	7.4826217	7.396278	7.327919
10138	7.43005	8.0884495	8.13216	7.434877	7.764241	7.6970544	7.7779	7.5523205	7.8458085	7.8562016	7.4498963
10139	6.61338	6.481634	6.5693398	6.5700803	6.5898104	5.9501567	6.5789986	6.37441	6.3506794	6.4577284	6.558693
10143	6.1348186	6.094577	5.932793	6.0158114	6.054677	6.1311464	6.098288	6.096423	5.9638543	5.648889	5.7695694
10144	8.230004	9.120302	8.791556	9.004174	8.776919	8.29665	8.841832	9.437806	9.570931	8.853072	8.183101
10147	6.8846426	7.0366244	6.7193246	6.716701	6.9647064	6.5866866	6.909707	7.131829	7.0217166	6.873545	6.8112545
10148	6.7469697	7.5614176	7.6672997	7.3702545	7.357924	7.6830864	7.7234426	7.1752634	7.4451947	7.4192786	7.1379843
10150	9.291593	8.882541	9.049808	8.807664	8.874459	9.722341	8.628074	9.374541	8.923454	8.983691	9.147218
10153	10.779373	10.168047	10.391194	10.086473	10.531665	10.846441	10.082014	10.460946	10.197182	10.253845	10.211349
10154	6.065887	6.066543	6.2342296	6.231809	6.2544427	6.194155	6.167893	6.169861	6.256761	6.161105	6.4007254
10155	8.092307	7.723734	7.912791	7.957155	7.7199025	7.9706764	7.865142	7.951694	8.063667	7.8259993	8.081623
10156	5.9475236	6.186491	6.0029154	6.0843587	5.7333565	5.910584	6.0415354	5.9643807	5.7636824	6.149106	5.959992
10157	7.7727876	7.588602	8.1844	8.597028	8.412463	8.0624275	8.0561285	7.5132513	8.425263	7.785088	8.779964
10158	6.8547707	6.762263	6.080202	5.8328767	6.2594805	6.3004627	6.0277996	5.870189	6.1596413	6.4649067	6.8026476
10159	10.4634075	10.857064	10.705843	10.411632	10.6541395	11.041279	10.54271	10.764934	10.439358	10.60102	10.868353
10160	6.5127296	6.7363415	6.938913	6.852041	7.120486	6.885001	6.7466807	6.936313	7.0008984	7.115457	7.018787
10163	8.182787	7.5099087	7.5555673	8.098016	7.6368675	7.36537	7.8246045	7.6908646	7.746891	7.4928236	7.8866053
10164	10.037192	7.9106593	8.614891	8.8048115	9.589022	10.0180435	9.676677	8.271752	9.319078	8.5664215	8.247173
10165	10.262609	10.05435	10.216615	10.241725	10.0144825	9.991484	10.20733	10.212046	10.252154	10.098894	9.59491
10166	12.075692	11.687745	12.314557	11.784818	12.295207	11.659754	11.836272	11.893327	11.722783	12.166033	12.113591
10168	6.600294	6.2517786	6.3339686	6.1488743	6.225931	6.4195523	6.0667906	6.212905	6.126067	6.1718903	6.1387606
10169	12.5320835	12.488091	12.059863	12.356443	12.35095	11.963822	12.111457	12.403488	12.463197	12.298113	12.701058
1017	7.979375	7.983221	8.002258	8.018212	8.202935	8.388451	8.001393	8.156698	8.244509	8.517801	8.372688
10170	5.891124	6.071891	5.9605923	6.0685463	5.9476438	5.855943	6.1773167	5.631578	5.947828	5.9127593	5.8699565
10171	9.370838	9.917603	10.253845	10.731487	10.435765	9.911866	9.946474	10.655131	10.5259905	10.1432	9.918379
10174	6.0235176	6.1204157	6.159821	6.1076365	6.3270288	6.1112647	5.991073	6.0703816	6.2226667	5.9028964	6.1864595
10175	11.178138	11.051991	10.972434	10.680846	11.1571665	10.999882	11.113385	10.77174	11.060832	11.302945	11.194132
10178	8.676796	7.375541	8.079655	8.580326	8.133777	6.733819	8.400393	9.231505	7.828527	7.6657095	7.36461
10179	7.0737486	7.0462275	7.23047	6.8817477	6.9098744	7.0739512	6.7197604	7.5366364	7.253889	6.8595686	7.2124147
10181	9.982314	9.869224	9.977988	9.989461	10.113839	9.909194	10.231043	9.7104	9.97666	9.682824	9.764521
10186	7.4505987	8.027121	7.443669	7.227712	7.4337206	7.4599533	6.9434667	6.871113	7.4615097	6.695379	7.369084
10189	5.8884573	6.0395527	5.9989653	5.9765716	6.0445256	6.180324	5.9413934	6.0838733	6.2235675	6.0430627	6.0043583
1019	8.930814	8.753296	8.930386	8.777616	8.775655	8.747746	8.76178	8.585323	8.4938135	8.928094	8.601124
10193	6.984799	6.9577236	6.6074104	6.7392683	6.8665476	6.5939636	6.6035357	6.69224	6.9634256	6.701853	6.783015
10194	7.284473	7.568031	7.097175	7.706231	7.652539	7.3674517	7.5777383	7.924068	7.6475577	7.1261687	7.624396
10195	9.559337	9.817502	9.27313	9.425771	9.355499	9.552793	9.069216	10.010834	9.921735	9.945736	10.363551
10197	8.007859	8.108043	8.12176	7.5933924	7.733066	7.890968	7.9875784	8.013315	7.9553676	8.319913	8.431018
10198	6.6864185	6.6377077	6.79638	6.949596	6.684063	6.4903617	6.7336826	6.8786955	6.6910434	7.013401	6.5440364
10199	8.345022	8.406686	8.91424	8.506258	8.857789	9.04846	8.681493	8.701535	8.83098	8.85604	8.791556
102	5.9060526	6.0946403	6.021053	5.895428	6.0277996	6.027757	5.98129	6.1432962	6.0690565	5.9720726	6.196427
1020	7.156157	7.624907	7.249712	7.119888	7.438782	7.027045	7.304324	7.7710404	7.70108	7.6755233	7.715312
10200	6.629322	6.6843243	6.583432	6.79693	6.6008143	7.384193	6.615	7.1696525	6.654181	7.117836	7.1533303
10201	7.8725376	7.248849	7.971831	7.55007	7.2550435	7.373027	7.5994787	7.412412	7.6188807	7.5599074	7.499346
10203	6.607518	6.814578	6.495166	6.6963277	6.6237903	6.5735955	6.5062923	6.681443	6.6920877	6.2833624	7.4162292
10207	5.977599	6.277433	6.3450303	6.4828973	6.2922583	6.031965	6.0928893	6.034384	6.347431	6.21535	6.285376
10208	7.7910404	7.806353	7.8828993	8.051907	8.034566	7.882304	7.882304	7.9387913	7.6640263	7.620032	7.459683
10211	9.498821	9.207487	9.54132	9.37613	9.38307	9.518731	9.308484	9.462473	9.333052	9.424649	9.576648
10212	9.558782	9.489521	9.680314	8.957377	9.200858	9.608159	9.370838	8.703147	9.246995	9.615838	9.851788
10213	9.299393	9.305852	8.733493	8.537209	8.88933	9.253864	8.54381	9.298352	8.815579	9.280743	9.716997
10214	6.1111937	6.1388803	6.0866065	6.1233196	6.178168	5.95656	5.8274508	6.0411625	5.94716	6.2258396	6.2479234
10220	6.727459	6.6549644	6.5595546	6.3479276	6.854086	6.6228848	6.840895	6.5563755	6.7312193	6.638156	6.3952417
10221	12.482288	11.192711	10.467234	11.284693	10.89658	12.438751	11.923337	11.518684	11.370535	11.360267	10.106219
10225	6.835011	7.704319	7.3819094	6.553633	6.9819922	7.309099	7.1033726	6.4946322	7.057359	6.783015	6.237211
10226	10.23779	10.322711	10.1887455	9.561169	9.7631855	10.186479	9.914152	9.714606	10.022885	10.528696	10.350004
10227	10.1130085	9.760808	9.921735	9.573849	9.781162	9.977306	9.7462435	9.244421	9.763872	9.580945	9.4113
10228	7.720988	7.919799	7.4466887	7.750079	7.523902	7.6282363	7.61326	7.47144	7.6197376	7.4729238	7.416679
10229	6.9149027	6.8724756	6.995978	6.950232	6.644393	6.982554	7.0393286	6.816851	6.9467874	6.9710145	6.654181
10231	8.507789	8.084409	7.9610324	7.5099087	8.109882	7.195362	7.332374	7.356323	8.075217	7.7626624	7.311595
10235	6.491996	6.5555434	6.8626194	6.83131	6.7151666	6.2531834	6.727459	6.209192	6.5671215	6.411819	6.217453
10236	10.010834	10.174033	9.938972	9.894766	10.0244875	10.31334	9.866083	10.26649	10.253845	10.220746	10.234389
10237	9.951177	10.410967	10.06777	10.156797	10.144803	10.232591	9.756979	11.07411	10.235998	10.608154	10.498278
10238	8.78072	8.578288	8.993454	8.467053	8.703147	8.609827	8.631091	8.774441	8.910997	8.734629	8.573298
10240	9.590099	9.693042	9.609453	9.54132	9.795514	9.651875	9.49387	9.484804	9.426298	9.436196	9.904589
10241	7.503838	7.931198	8.21936	7.867328	7.9456897	8.0091505	7.6794543	7.8384714	8.007859	7.847001	7.9968386
10243	8.643433	8.896774	9.052833	8.964829	9.009483	8.731568	9.073076	8.919869	8.606289	9.110814	8.979898
10244	10.874463	9.519903	10.195606	10.815777	10.822986	11.291413	10.719174	9.970255	10.212046	10.828886	10.826539
10245	7.683686	7.782043	8.036032	7.7831607	7.705679	7.8623195	7.71612	7.9294195	7.802494	7.8490076	7.915743
10247	8.754535	9.082955	8.905539	9.135502	9.117882	8.611618	9.131264	9.088831	8.975056	8.957767	9.301392
10249	9.137871	10.23938	10.032897	10.699527	10.070752	9.800683	10.355078	10.515675	10.496309	9.835078	9.78749
1025	9.297323	9.26956	10.03485	9.261116	9.85844	9.654721	9.783791	9.598076	9.381586	9.798507	9.211225
10252	8.91507	9.534244	8.818848	8.965231	9.0340805	9.491863	9.153474	8.276577	8.515331	8.1520405	9.218144
10253	8.978135	8.169495	8.499174	8.706595	8.439246	9.447287	8.6082535	8.808946	8.551245	8.5156765	8.197231
10257	7.0113974	6.852522	6.1478558	6.5210023	6.6044407	6.7360134	6.3034325	6.644923	6.5789986	6.5858274	7.074545
10260	7.3101974	6.895859	7.1518717	7.2869425	6.8465104	7.5437512	6.9173036	7.2869425	7.0925956	6.971185	7.2638273
10262	9.4512415	9.089275	9.293782	8.96045	9.0792465	9.125544	9.176279	8.953827	9.159653	8.985948	9.162563
10263	7.628543	7.799882	7.693738	7.985769	7.5058208	7.6568685	7.487887	7.482834	7.603664	7.692455	7.8181987
10266	7.1588893	7.135675	7.3221745	7.148959	7.2404013	6.9612865	7.498851	7.021903	7.3133006	7.5055375	7.2576985
10268	7.1799827	7.3348927	8.350589	7.7747073	7.177263	7.716943	8.514565	7.417418	7.170794	8.360085	7.595533
10269	10.7693205	10.72353	10.479057	10.193339	10.689748	10.88245	10.557976	10.484028	10.647746	10.893995	11.008667
1027	8.432443	8.841832	8.4364195	8.6141205	8.457305	7.8965387	8.094558	8.449825	8.496883	7.961625	8.239283
10273	9.147218	8.981624	8.83401	9.043407	9.032168	8.672539	8.911842	8.773665	8.916372	9.101702	9.150608
10274	7.9654145	7.671163	7.4823656	7.6728497	7.8165784	7.7961984	7.6884594	7.7456975	7.5675583	7.7223053	7.763702
10276	9.322925	9.37027	8.653642	9.651875	9.641376	9.061281	9.766575	9.183853	9.543746	9.235448	9.473966
10277	7.941149	7.7413764	7.655299	7.5619116	7.877145	7.1923423	8.04119	7.4759583	7.7474146	7.8791127	7.9420323
10278	6.1596413	6.197743	6.1140175	6.2505393	6.107775	6.244753	6.212185	6.1374693	6.2577524	6.1651587	6.1574035
1028	6.5986423	6.322981	6.503963	6.65764	6.7031846	6.478077	6.539156	6.1451206	6.613489	5.9906406	6.179486
10283	8.391133	8.394131	8.420078	8.364174	8.251224	8.480069	8.103629	7.9712596	7.95288	8.22966	8.258362
10285	7.6254535	8.000231	7.8461256	7.725431	7.550287	8.20943	7.629063	8.021885	7.7489233	7.459683	7.9903407
10286	5.948348	5.9104137	5.852199	6.1180315	5.946523	5.9324923	5.9516344	5.9933777	5.9533973	5.911916	5.966309
10287	7.2568173	7.488132	7.9981337	7.5073004	7.351476	7.334236	7.882001	7.1476035	7.7435546	7.4749575	7.1679626
10289	8.483811	9.236966	9.077759	8.8376875	9.075491	9.081512	8.981214	8.897729	9.151646	8.938532	8.779146
1029	6.13677	6.082033	6.322792	6.087442	6.0386305	5.884187	5.8192806	5.895558	6.0453157	5.851414	5.9780474
10293	6.2898064	6.1682267	6.1944103	6.3573155	6.2634926	6.297001	6.16927	6.2622557	6.184608	6.2476892	6.082453
10294	10.983041	10.624622	10.945939	10.409182	10.714353	10.550292	10.655131	10.318518	10.531665	10.611011	10.5796175
10297	5.8800235	6.1237936	6.1566806	5.9651275	5.928567	5.9385676	5.868125	5.759403	6.05796	5.9650393	6.025757
10298	7.2473598	7.436933	7.4691043	7.44293	7.3860517	7.343248	7.620527	7.2716274	7.3465977	7.7041216	7.502821
10299	9.647033	9.328132	8.983315	9.321762	9.099735	8.788754	9.443569	8.824606	8.506258	8.283272	8.222695
103	11.145488	10.957015	11.06494	10.74658	10.879947	10.755744	11.421409	10.788348	10.827626	11.204104	10.755744
1030	6.1956244	6.5114965	6.1803565	6.160169	6.4189186	6.724756	6.0749183	6.4646187	6.230134	6.1555505	6.0703816
10300	6.9652467	7.1267715	6.735698	7.064675	7.092982	6.951888	7.281837	7.2373414	6.9985633	7.220697	7.1375365
10301	5.8497515	6.1389365	6.0372057	6.1961303	5.9422464	5.8633614	5.985925	6.055193	6.164114	6.3091965	5.9651136
10302	6.7543035	6.706525	7.0836487	7.173353	6.7347593	6.9416466	6.4819307	7.1465197	6.886185	6.9135027	6.886185
10307	10.304871	10.035586	10.697189	10.085753	10.223102	10.131107	10.503193	10.109251	10.072886	10.049638	9.596179
10309	6.233202	6.3360643	6.047815	6.2586284	6.263062	6.1357493	6.5071836	6.143779	6.497834	6.5239906	6.5078387
1031	6.477255	6.566258	6.372107	6.37441	6.5337725	6.335253	6.3324695	6.2919693	6.1878734	6.5390377	6.8823037
10312	8.644537	7.960749	8.84566	8.576256	8.593561	8.520793	8.76694	8.485895	8.708945	8.904669	8.941052
10314	8.862215	9.026661	8.770429	8.817631	9.060396	8.630704	8.997007	9.2051	9.078774	9.104092	9.035051
10318	9.146288	8.787532	8.687535	8.680716	8.61847	8.156698	8.71277	8.592842	8.609421	8.246181	9.075944
10319	9.89998	8.73076	8.510809	8.078942	9.047033	8.940599	8.034566	7.353105	8.703507	7.590414	9.210305
10322	6.3569427	6.233027	6.2827888	5.969425	5.978589	5.967496	6.348601	6.194443	6.2521744	6.0345345	6.240296
10329	9.1600895	9.453518	9.281249	9.271604	9.656423	9.643105	9.412851	9.643725	9.565156	9.444668	9.662958
1033	6.4336295	6.2348065	6.152831	5.841626	6.125892	5.924563	6.057627	6.446345	6.059238	6.591611	6.6605115
10331	6.091944	6.096072	5.933867	6.0099387	5.845993	6.0246925	5.9118605	5.970433	6.053796	5.9448643	5.8926244
10335	6.2016664	6.1054273	6.4703307	6.2228723	6.226601	6.300408	6.292664	6.22109	6.279161	6.318408	6.2668066
10342	10.253112	10.389565	9.846573	9.949149	9.854421	10.157632	9.7831135	10.54067	10.410967	9.880468	10.514826
10346	7.678919	8.779569	8.430663	8.319582	8.30445	8.639868	8.661563	9.3778	9.072612	8.045695	8.65172
10347	6.5810976	6.805304	6.7285247	6.567493	6.6453304	6.4770494	6.639423	6.3947783	6.5970736	6.6306424	6.5487723
10349	6.340117	6.2290635	6.3356595	6.4703307	6.7033734	6.277208	6.4761357	6.5539913	6.511723	6.255617	6.114379
10351	9.83715	9.792218	10.214345	9.975304	9.814365	9.819909	10.120803	10.492525	10.248046	9.893392	10.174759
10360	8.000231	7.8368526	8.269664	7.3744097	7.9390593	7.0579443	7.814396	7.383761	7.733307	8.253758	7.9578414
