Genes	GSM2367567	GSM2367568	GSM2367569	GSM2367570	GSM2367571	GSM2367572	GSM2367573	GSM2367574	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
126638	5.7314367	5.748892	5.6911345	5.649755	5.7446337	5.959678	5.697888	5.5692973	5.726841	5.80943	5.8859453	5.7934747	5.7307444	5.737986	5.871061	5.8793173	5.83773	5.716291	6.0065165	5.924271	5.918491
126668	6.1150813	6.7711267	6.5861855	6.441362	6.5244317	6.360783	7.0381327	6.833434	6.642486	6.6941223	6.3686986	6.903364	6.638156	6.771599	6.9905443	6.934427	6.7142873	7.0444303	6.79576	7.204679	6.8061323
126695	6.1419044	6.226857	6.216951	6.3205557	6.38037	6.493479	6.292557	6.067582	6.153436	6.0957446	5.9908924	6.3835754	6.1804576	6.0159163	6.384142	6.232884	6.1829476	6.006988	6.575781	6.026749	6.2530475
126789	6.499804	6.318676	6.372107	6.5899415	6.954488	6.717288	6.1588	6.7333527	6.2817082	6.494223	6.4242167	6.373066	6.484853	6.4445186	6.2339625	6.761656	6.0297446	6.3121715	6.3723397	6.456453	6.749274
126859	5.905761	6.1095047	5.884815	5.804595	5.844805	5.8251333	6.0222316	5.9614525	5.7390585	5.756204	5.852835	5.679446	5.828402	5.8872824	5.908154	5.8039885	5.7537365	5.976273	5.6609125	5.9895372	5.8190465
126868	6.5371637	6.0734057	6.115125	6.386783	5.9567614	6.0488443	5.9938107	6.596405	6.251972	6.070071	6.2681427	6.2459173	6.0918	6.1543703	5.9668336	5.949847	6.7990246	6.1439734	6.0050063	5.9483128	6.0871463
1269	5.9171057	5.967113	5.8966036	5.8828964	5.939635	6.055612	5.979971	5.9911265	5.7744794	5.928828	5.980447	5.8216815	6.0655713	6.0709186	5.88879	6.025757	6.088609	6.0752273	6.0311522	6.127558	5.903558
126969	7.3876753	7.7419057	7.711834	8.06432	7.6090193	7.759397	7.852264	7.691637	6.690606	7.707503	7.0737486	8.57255	8.004889	7.6757536	7.5119505	7.9621863	7.466145	7.387462	7.671163	7.187605	7.184407
127	13.551489	12.949193	13.887406	13.781946	14.029509	13.845265	13.81046	13.729383	13.698081	14.055182	13.79591	10.48944	13.344378	13.1594715	13.607681	13.470131	13.251191	13.245362	13.767811	13.683677	13.894775
127002	5.8977304	6.3119082	6.3032074	6.17597	6.2445116	6.10023	6.100846	6.328852	6.031376	6.183991	6.088076	6.370228	6.181814	6.289282	6.1293325	6.0538836	6.44431	6.2847476	6.099234	6.2875805	6.19372
127003	5.9771357	6.261156	6.2577524	6.2067976	6.2102246	6.2252812	6.254398	6.112673	6.1702023	6.336838	6.228474	6.126095	6.2450438	6.239623	6.6248393	6.37441	6.263746	6.411819	6.389244	6.2035275	6.156164
127253	7.799882	7.909247	7.8007126	8.2016945	7.82114	7.9929924	7.8296685	7.829934	7.8443265	7.9249673	7.6873746	7.71963	7.740831	7.701891	8.144204	8.195954	8.458809	8.054699	7.969147	7.618601	7.78984
127262	11.096465	11.313076	11.457145	11.43432	11.575062	11.385914	11.520447	11.273318	11.437318	11.34155	11.347593	10.865708	11.520447	11.468865	11.641189	11.416547	11.11184	11.205621	11.575062	11.042707	11.468865
127435	7.7907386	8.367975	8.651302	8.259719	7.9932876	7.6400995	8.37889	7.2676477	8.378199	8.090993	7.7284565	10.052686	8.5170555	8.2593975	7.7761974	7.7397146	8.311317	8.70004	7.321226	8.905539	7.3109035
127534	5.727184	5.898186	5.9963007	5.6678996	5.822883	5.6276336	5.7680106	5.978885	5.732778	5.7133975	5.755932	5.5327206	5.913964	5.7090983	5.5230513	5.734393	5.8341537	5.8226223	5.9618435	5.782211	5.9149446
127544	6.650853	6.378831	6.5243163	6.5562634	6.510082	6.4717035	6.6647234	6.281769	6.5721107	6.7643437	6.705518	6.735698	6.4023747	6.606984	6.501751	6.272524	6.768735	6.7469697	6.494223	6.5114965	6.507515
127602	6.2042146	6.3576107	6.329809	6.3151	6.1807284	6.1440816	6.287858	6.1827865	6.0843587	6.195513	6.303375	6.2332397	6.0962334	6.2980466	6.3690367	6.1377764	6.360242	6.1488457	6.330542	6.111091	6.046535
127687	8.741305	7.9116135	8.448686	8.559259	8.878355	8.904669	8.052603	8.343557	8.086035	8.470123	8.334195	7.7796035	8.3813	8.400758	8.314743	8.018485	7.912791	7.8660784	8.3154	8.118348	8.6830015
1277	6.798002	7.3297596	7.7228656	7.5675583	8.581045	6.8615584	7.587041	7.7128825	9.013026	7.6494436	7.1300797	10.72023	7.7323008	9.39608	7.06751	8.118725	8.198809	9.022983	6.6201553	9.490029	6.9335594
127703	6.5205274	6.32311	6.4302797	6.3357954	6.4161735	6.2514753	6.349679	6.5441685	6.290028	6.534147	6.281487	6.7257843	6.683006	6.7450943	6.150762	6.073171	6.4720244	6.399351	6.1441336	6.5032988	6.171542
127733	6.970472	6.876404	6.5626006	6.5130687	6.845684	6.6654334	7.032919	6.817685	6.7723975	6.9070354	7.1504803	6.5825024	6.8028255	6.697823	7.0250764	6.91272	6.903522	6.9455686	7.1274076	6.9160295	6.984799
1278	6.8758335	6.724756	7.7029996	7.625733	8.040925	6.9913564	7.33083	7.1586943	8.695223	7.501889	6.939231	10.048952	7.864575	8.80229	6.923916	7.7452	7.234668	8.294579	6.760864	8.951753	6.7113543
127845	11.452258	11.648554	11.416547	11.500711	11.569576	11.178138	11.15542	11.857727	11.162977	11.686184	11.645092	11.37814	11.443959	11.245588	11.162977	11.363785	11.10929	11.624338	11.195407	10.708987	10.879947
127933	7.406515	7.3305883	7.4607034	7.323612	7.2609243	7.5363917	6.8217435	6.9207864	7.55583	7.0792294	7.6681185	7.074916	7.21823	8.311621	8.022881	7.955015	7.7120867	7.2667584	7.4707274	7.3121233	6.8797936
128061	8.127951	7.8501034	8.381953	8.2531805	8.349931	8.740523	8.260441	8.715172	8.416053	8.268076	8.214071	8.022881	7.8742323	8.582994	8.116906	8.020547	8.18406	8.262809	8.147161	8.058532	8.239964
128077	7.2401977	7.3086753	7.110767	7.354728	7.0254674	7.3607025	7.3418794	6.873545	7.596423	7.5723686	7.142801	7.4902067	7.3221745	7.2226343	7.279991	7.4791055	6.918456	7.5514665	7.3175178	7.354728	7.233122
128178	6.5550656	6.7315016	6.660805	6.4609213	6.4662104	6.386538	6.694914	6.3650703	6.32114	6.733819	6.346493	6.601201	6.5969377	6.751148	6.6323395	6.518103	6.6730494	6.647358	6.650035	6.6495886	6.619368
1282	8.876187	9.255422	9.470698	9.599833	8.890129	9.081512	9.380544	9.110814	10.318518	9.520983	8.867587	11.836272	9.251961	10.559029	8.914647	9.495927	9.742068	10.38147	8.836842	10.795453	8.971464
128218	6.1812234	6.2075534	6.7779045	6.4690905	6.012942	5.9297457	6.108366	6.184577	5.9438667	5.844487	6.0068517	6.504733	6.338716	5.8786173	6.0215755	6.04719	6.1799507	5.946523	5.9523273	5.989549	6.058925
128240	10.150525	9.687032	9.762073	10.243426	10.244196	9.857729	9.833164	9.947838	9.959206	10.21511	9.839765	9.188711	10.057448	9.73252	10.229651	10.114575	10.029118	9.685831	9.959909	9.867337	10.35095
128272	6.605745	6.4674096	7.231146	6.403852	6.4933524	6.7344766	6.492394	6.49664	6.409844	6.4550004	6.206094	6.9256763	6.808344	6.4129553	6.5140715	6.2406163	6.492394	6.4909334	6.361969	6.875454	6.473905
128308	8.958664	8.995192	8.954802	9.109977	9.322387	9.02985	8.911842	8.91507	8.926508	8.939302	9.186654	8.3550005	9.053754	8.972381	9.110814	9.150608	9.138812	8.869793	9.367687	8.615284	9.190098
128338	7.5619116	6.820322	7.440555	7.2804346	7.377083	7.527237	7.610835	7.2840686	7.65876	7.5478644	7.2061195	7.6595697	7.3735094	7.9578414	7.3814263	7.499598	7.259943	7.653896	7.2998934	8.034859	7.66602
1284	6.6883187	6.379626	6.7491016	6.6462784	6.862798	6.8581834	6.2856517	6.763704	7.004307	6.8241005	6.432794	8.4364195	6.7491016	7.3706694	6.261366	6.757022	6.8597403	7.2384257	6.1073284	7.457251	6.551924
128414	5.8085036	5.8896484	5.714731	5.799556	5.9411035	5.6880374	5.828092	5.6836534	5.8971763	5.9781127	6.060584	5.794386	6.1579337	5.8470993	5.8323307	6.019469	6.036598	5.8490257	5.940136	5.776383	5.9611006
128439	8.33387	7.912485	8.038753	7.9666862	8.232301	8.088765	7.9610324	8.058532	7.909247	8.358378	7.738537	7.436933	8.10233	8.5156765	8.006348	7.9556417	8.272462	8.069091	7.65637	7.752756	8.043042
128506	5.497829	5.9202347	5.914567	5.6680655	5.596684	5.7300663	5.8569374	5.8716793	5.8045597	5.804665	5.7914386	5.8152566	5.712222	5.8661695	5.5391483	5.9167542	5.697373	5.810264	5.9267783	5.6918125	5.6418304
128553	6.117239	6.2209754	6.146688	6.1864595	6.3870254	6.1728706	6.0159016	6.0915275	6.0994067	6.2691674	6.118613	6.2440476	6.0817738	6.072211	5.988617	6.08729	6.2193065	6.129617	6.150327	5.998519	6.1690335
1286	5.908449	6.016645	5.9814944	6.0463505	6.1656256	6.079725	5.813571	6.0661426	6.165871	5.815902	5.864237	6.376966	6.212979	6.0693226	5.955881	6.1785254	5.6740994	6.106708	5.9785776	6.121531	5.7281804
128611	6.1519184	6.310013	6.602995	6.428966	6.320615	6.0602546	6.2782745	6.1051536	6.0893817	6.0187545	6.6222506	6.2809324	6.4650116	6.089362	6.0845604	6.074012	6.0947056	6.025998	6.0372877	6.478523	6.08428
128637	7.092982	7.5789685	7.337359	7.6085124	7.593147	7.5800424	7.3274617	7.397005	7.4148054	7.273427	7.559155	7.610327	7.407635	7.3121233	7.438782	7.737098	7.206995	7.377083	7.39416	7.723734	7.560713
128861	6.2840133	6.2258854	6.1446757	6.051358	6.227369	6.288025	6.2879705	6.1954365	6.303268	6.624049	6.3086762	6.2538104	6.1392484	6.4141636	6.091944	6.2219043	6.381803	6.256213	6.3838263	6.269539	6.1827526
128866	8.830614	8.85472	8.595989	8.548867	8.527145	8.58337	8.545806	8.988197	8.644118	8.508551	8.446434	9.408633	8.717201	8.956006	8.579896	8.5428	8.734629	8.736818	8.598409	8.655581	8.709716
128954	5.7601743	5.9164433	5.9948297	5.975446	6.1392484	6.188054	5.991944	6.0232234	6.0301723	6.020782	5.7288485	6.022621	6.036935	5.9649696	6.3317213	6.073606	6.0541644	6.3256364	6.122283	6.0016813	5.889908
1290	7.70933	7.855366	7.9923906	8.034859	8.011893	8.189782	7.869919	7.95814	8.866681	8.107393	8.00459	9.212628	8.154727	8.456984	7.99471	8.036032	8.499174	8.392575	8.045097	8.591037	8.202007
129049	6.09143	6.4000125	6.1665745	6.4704247	6.139149	6.1125317	6.22751	6.07722	6.738943	6.4183784	6.3103867	6.669727	6.303668	6.3190393	6.4831996	6.1013036	6.5133924	6.8336105	6.346355	6.1551094	6.311978
129138	7.323374	7.512983	7.432512	7.4627123	7.8071837	7.6178403	7.586563	7.4192786	7.6288095	7.6984267	7.4670997	7.4562387	7.6579747	7.3319283	7.5677876	8.007859	7.8654532	7.729817	7.5922747	7.898865	7.738851
1293	7.9366665	8.779569	8.659506	8.509196	8.126278	8.249176	8.665453	8.586525	8.907661	8.298653	8.280956	10.5259905	9.229985	8.357707	8.380639	8.38402	9.035051	9.320684	8.222036	9.348387	8.369032
1294	6.315588	6.47534	6.6802955	6.7477245	6.668452	6.64657	6.738325	6.854086	6.5548406	6.7310324	6.9929366	6.749443	6.523884	6.2989726	7.021311	6.782698	7.203187	6.7881103	6.2400684	6.43942	7.335349
129401	6.811936	6.63801	6.5402346	6.501643	6.4713016	6.820322	7.0486684	7.087431	6.6112404	6.649449	6.95135	6.9135027	6.58644	6.5304995	6.10694	6.950232	6.730257	6.4135456	6.4669137	6.484966	6.7991867
129530	6.297572	6.5203314	6.6204143	6.3284006	6.925021	6.618147	6.416533	6.209446	6.4122696	6.197778	6.4962482	6.4227715	6.2995057	6.23401	6.2201996	6.3292513	6.782393	6.2614675	6.4235835	6.440684	6.4702163
129531	8.051907	8.310658	8.474831	8.394491	8.049201	8.249834	8.116906	8.0521965	8.478364	8.288179	8.244178	8.174973	8.293929	8.150819	8.244842	8.268391	8.4680395	8.027121	8.131796	8.54506	8.268076
129685	6.322145	6.4270782	6.3470078	6.1648207	6.350267	6.10726	6.2231207	6.39108	6.079161	6.1580215	6.019877	6.2339625	6.20037	6.143382	6.242082	5.955867	6.0688524	5.998011	6.018265	6.1345887	6.275773
129787	6.670317	6.475041	6.829197	6.81411	6.8468275	6.7021327	6.7432075	6.7561707	6.8504314	6.647358	6.3946877	6.92623	6.5195665	6.509968	7.019201	6.339626	6.654564	6.1872473	6.3151	6.6704564	6.564203
1298	5.989481	6.487926	6.200746	6.2361894	5.930471	6.013028	6.252528	5.989764	5.8609676	6.187533	6.111048	6.514186	6.5087824	6.075067	6.091176	6.1123476	6.0318737	5.7911887	6.1189623	6.2381964	5.8166428
129807	9.470069	8.490003	9.393261	10.348341	8.706226	9.606342	8.469425	9.503113	7.9372597	10.127141	10.5345745	8.506258	10.325548	9.390665	10.38147	10.260361	9.9033575	8.96696	11.033325	9.419908	10.934811
13	12.56504	12.138257	11.999193	12.586859	11.893327	12.76833	12.133341	12.120978	11.745594	12.018609	12.31749	11.4862995	11.823838	12.116118	11.242493	11.752001	12.128891	11.848219	12.057788	11.125625	11.7697935
130	11.874194	10.499246	11.957338	12.202939	11.424598	11.901392	11.626302	11.498837	11.410469	12.055908	12.011481	7.5878434	11.302945	10.767206	10.460946	10.553169	10.987933	10.296077	11.921495	10.270816	11.661828
1300	5.933486	5.848549	5.926583	5.751074	5.9009767	5.671727	6.0380063	5.9877253	6.0458922	5.7075553	5.799444	6.336772	5.9185276	5.8505797	5.9466605	6.026858	5.840026	6.068274	5.8631988	5.952648	5.8670754
130074	7.1913056	6.996785	7.2357993	7.1284957	7.2747784	7.2905054	7.1150723	7.305002	7.0853205	7.347951	7.144386	7.406515	7.4746537	7.250181	7.4766936	6.8144097	7.731471	6.8301773	7.0334663	6.9401693	7.150657
130132	6.742413	7.050904	7.4666057	7.115457	6.735067	7.135271	6.9670997	6.7531343	7.2056828	6.6678715	6.9416466	7.424484	7.2813516	6.8386874	6.816526	7.0156074	6.1878057	6.9086366	7.0439897	6.9318748	6.577156
130162	5.8296733	5.7726426	5.9739566	5.918316	5.996158	5.728499	5.949104	5.833961	6.0804877	5.92866	5.8093133	6.001737	5.6738186	6.084095	5.823285	5.8175993	5.7602234	6.0439944	5.701853	5.793857	6.0434628
1302	5.786701	5.7883077	5.9781256	5.6751823	5.6685286	6.019877	5.8159833	5.857695	6.101107	5.8038244	5.9019413	6.0478644	5.6926847	5.8127117	5.7483926	5.902065	5.9039965	5.833902	5.783915	5.890971	5.9663205
130271	5.893985	6.190885	6.314614	6.2676	6.018783	6.3570795	6.2162776	6.3494697	6.552781	6.112868	6.376269	6.9090004	6.2694263	6.348803	6.197196	6.172998	6.0650573	6.1225424	6.469827	6.312684	5.9975505
1303	6.352045	6.7319794	6.434212	6.654717	6.553883	6.3697133	6.7760043	6.4052625	7.1596117	6.7269716	6.6528068	7.5949283	6.751733	6.753807	6.2150626	6.284255	6.6537685	6.9524913	6.9569335	6.5119543	6.5492535
130367	5.973069	5.902413	6.3709607	6.271155	5.946817	5.981639	6.206654	6.010797	5.7652974	5.8628535	5.81408	7.612979	6.991957	6.1493597	5.9721165	6.031696	6.1206098	6.1627994	5.8160796	6.0975537	5.827927
130507	8.434571	8.405308	8.374936	8.594626	8.282936	8.332418	8.427521	8.525955	8.367975	8.464796	8.529503	7.8426275	8.482278	8.628074	8.777952	8.41206	8.468404	8.433511	8.434202	7.880818	8.322386
130535	6.8785176	6.738019	6.812092	6.98833	6.6412477	6.970654	6.4588366	6.8733845	6.8839602	6.484966	6.552663	6.6956267	6.7993736	6.7769513	6.2973447	7.150088	6.5560164	6.5680394	6.685065	6.53611	6.9042416
130557	6.9647064	7.210684	6.980311	6.9385023	7.0403385	6.8219104	6.67712	7.2186804	6.6409507	6.9149027	6.6625705	6.8821073	6.8155537	7.0836487	7.2880507	7.0927896	7.3346534	7.447433	7.013011	7.074916	7.003953
130574	5.946914	5.975367	6.032719	6.111118	5.963952	6.141114	6.0947466	5.7038455	5.9911265	5.984308	5.8185186	6.242166	5.9354854	5.9015145	6.0027733	6.050127	5.866858	5.9367423	5.9586363	6.1902556	5.8570986
1306	6.0185127	6.045909	6.0003614	6.295762	6.167742	6.238652	6.011259	6.1244307	6.051256	6.374249	5.9785376	6.4986887	6.759622	6.4081182	6.375741	6.3917317	6.2486672	6.0626636	6.0614	6.8264008	6.162055
130612	6.3248124	6.2912316	6.2204843	6.0650935	6.198318	6.0850954	6.107775	6.0796237	6.395496	6.3657084	6.1101837	6.155231	6.3715134	6.172339	6.1377306	6.23216	6.416087	6.197778	6.01153	6.1280036	6.094513
1307	6.263062	7.198557	7.0349746	7.0141673	6.6202745	6.6708894	6.812092	6.6937056	7.282474	6.1943746	6.616603	8.745648	7.214841	7.0853205	6.9881372	6.64111	6.384296	7.0511065	6.3430076	7.2007422	6.2340937
130733	7.1869774	6.631228	7.1716795	7.033126	7.087431	6.822469	6.8142734	7.165092	6.8817477	7.0838428	6.8961625	7.116508	6.681124	6.9405236	6.847857	6.99274	7.2574725	7.3445883	6.899368	6.9971595	7.2636147
130749	5.772475	6.0112453	5.8216815	5.828804	5.7557645	5.840507	5.8131533	5.798011	5.8458037	5.8397164	5.815142	5.768326	5.647716	5.82879	5.782083	5.8109145	5.778953	5.9224625	5.85574	5.786743	5.785762
130813	5.7168317	5.8360367	6.0808115	5.9851584	5.8114843	5.9134164	6.042992	6.0443974	5.5883408	5.8685822	5.715207	5.8243656	6.0147653	5.9609103	5.834335	6.004726	5.9792495	6.0295596	5.859798	5.7638683	5.9541855
130872	6.9401693	7.399455	7.6609216	7.7698874	7.3796716	7.5756283	7.130467	7.4343987	7.5539865	7.164078	7.3290763	6.986705	7.1070504	7.037936	7.393685	7.3974733	7.1602893	7.1099777	7.2591968	7.5555673	7.5589066
130940	6.34614	6.0899897	5.993039	6.2577524	6.014505	6.2969484	6.104495	6.1991754	6.174523	6.1341534	6.2993846	6.0858903	6.3137164	6.537308	5.8590384	6.229961	6.012526	6.722645	6.4730563	5.88373	6.104032
1312	12.262959	12.618467	12.1406975	11.689592	12.586859	11.961666	12.377854	12.512808	12.177745	12.186916	12.166033	12.303679	12.28269	12.562243	12.5593195	12.748443	12.08279	12.44604	12.526528	12.303679	12.463197
1314	10.569466	10.730318	10.983041	10.738138	10.697189	10.711001	10.755744	10.911464	10.760095	10.893995	10.842823	11.209989	10.617345	11.032237	11.006133	11.01879	10.760095	11.017546	10.399478	10.796433	10.48663
131405	5.7129655	6.336449	5.657618	6.035386	5.8351946	5.8103304	6.0252805	5.8685145	5.901026	5.7424016	5.834992	5.613303	5.874028	5.9442744	5.9211936	5.8629494	5.98786	5.873005	5.9721303	5.912199	5.884126
131450	6.04823	6.2032275	6.2789326	6.4407845	6.218333	6.09167	6.50687	6.356508	6.6730494	6.4346766	6.5483136	6.1323366	6.0199385	6.511836	6.839019	6.6766906	6.271327	6.462268	6.552663	6.6201553	6.3825917
131566	7.671163	7.8519936	7.815204	7.9006896	8.100321	7.987888	7.901299	8.162138	7.83047	8.161179	8.177273	8.303065	8.253758	8.3317375	8.13216	7.9860816	8.059767	8.175938	8.02153	7.881418	7.8257356
131578	6.3584285	6.340579	6.253138	6.1928105	6.5700803	6.349386	5.873138	6.2773204	6.266152	6.4628716	6.415461	6.318542	6.3548994	6.3450303	6.2823367	6.3673964	6.094962	6.183184	6.081288	6.2577524	6.1987276
131669	6.4444084	6.4028673	6.414626	6.231943	7.0819054	6.6009274	6.2220235	6.469735	6.0546923	6.1094337	6.370671	5.9997797	6.329464	6.1859026	6.0159016	6.377884	6.991166	5.990088	6.1067686	6.0376453	6.805168
1317	10.655131	10.475254	10.316828	10.719174	10.645498	10.541639	10.605308	10.625587	10.858115	10.90387	10.714353	9.207487	10.563805	10.758954	10.061163	10.052686	10.08855	10.439358	10.925937	10.5259905	10.88245
1318	9.992269	9.804636	9.9033575	9.5801935	9.540729	10.13875	9.894766	9.473966	9.860351	9.735054	9.400317	9.967574	10.667215	10.145597	9.683364	9.955336	9.274668	9.90584	9.347385	9.850541	9.603933
132	8.317169	8.478364	8.452366	8.335938	8.313446	8.686765	8.166283	8.355406	8.091729	8.373119	8.665453	7.042314	8.503211	8.3097315	7.9903407	7.7845616	7.9514103	7.9700675	8.276577	7.4736357	8.365894
132158	10.976116	11.009839	10.644462	10.861715	10.758954	10.54067	10.88245	10.552101	11.060832	10.724647	10.927262	8.249527	10.828886	10.431703	10.513882	10.454093	10.506035	10.099563	11.176912	9.73433	11.028437
132228	5.663112	5.85227	5.801678	5.744194	6.0431824	5.712441	5.5145645	5.982335	5.8486547	5.841686	5.81524	5.761026	5.806046	5.5712867	5.815833	5.7365785	5.740483	5.7849593	5.953613	5.7350664	5.974358
132241	6.459721	6.1345887	6.499379	6.5009565	6.552047	6.039638	6.115448	6.478725	6.107096	6.1657786	6.291401	6.60481	6.239891	6.2113075	6.0934014	6.0658197	6.0868483	6.0277123	6.2112203	5.8642926	6.1970854
132299	9.59917	8.462349	8.690067	8.82256	8.976779	8.86385	8.579532	9.117339	7.957155	8.516021	8.774822	8.408387	8.061124	8.660354	8.188866	8.409786	8.748107	8.609827	8.732701	8.130484	8.96045
132321	6.679988	6.8439445	7.3463464	6.795129	6.6008143	6.861404	7.151271	6.673714	6.936313	6.214507	6.9289756	6.766568	6.6197877	6.868314	7.084511	6.65977	7.0120173	6.44723	6.970472	6.9276733	6.8839602
1326	8.310061	8.074914	8.014512	7.5262704	7.1673093	7.3872113	7.3392634	8.257341	7.427572	7.5570707	7.7987385	8.563016	7.6978765	7.8335834	7.5659766	8.207543	8.294886	8.629616	7.682295	7.7382584	7.1020203
132625	6.0589914	5.950807	6.1723747	6.0655527	5.954992	6.0716176	6.0523553	5.966151	6.0910945	5.8884573	5.928726	5.97184	6.0074453	5.909105	6.2809324	5.9934483	6.0146203	5.9968343	5.8344116	5.920348	5.935069
132671	7.1983695	6.7491016	7.514989	7.575927	7.4041095	7.684227	7.3719163	6.61386	6.4898415	7.655879	7.2998934	7.135481	6.726529	6.8219104	6.886897	6.7175674	6.6042924	6.846147	7.0393286	7.171445	6.770521
1327	13.973076	13.93668	13.781946	14.112931	14.10498	14.10498	13.928432	13.866272	13.683677	13.781946	13.887406	13.729383	13.887406	13.767811	13.943649	13.93668	13.966283	13.866272	13.81046	13.788967	13.910861
132720	5.80377	5.61463	5.8766093	5.6991997	5.744194	5.984587	5.6712036	5.7934747	5.9053974	6.2986326	5.7691984	5.893475	5.7163267	5.967843	5.8475037	6.1224213	5.7382884	5.9048696	6.032534	5.961126	5.946723
132789	6.7774496	7.0528955	6.8808336	7.0456095	6.7280674	6.876942	6.8505955	7.0031776	7.2828736	6.927494	6.7373714	7.5637355	7.244689	7.1064653	6.69021	6.896975	6.7847695	7.106049	6.627629	6.9851475	6.732883
132884	9.251961	8.683813	8.647617	8.850049	9.138812	8.933005	8.895973	8.685053	9.18282	8.773665	8.5428	7.3392634	8.954802	8.855613	9.136945	8.928094	8.672115	8.932097	8.758006	8.843568	8.970097
133	11.682522	12.064595	10.271673	10.137926	10.874463	10.611011	11.252486	11.080107	10.375611	11.099021	11.385914	13.08341	11.49086	11.310322	9.730598	11.598902	11.866005	11.874194	11.4230175	10.86965	11.538367
133308	8.028409	8.330983	8.2546215	8.105434	7.8779893	8.363168	8.356372	8.322	8.0521965	7.9584193	8.18799	7.3500056	7.9938545	8.078393	7.8951325	8.134164	8.348833	7.860694	8.186975	7.400663	8.116013
133584	6.619674	8.084998	6.975674	7.176158	7.6887183	7.133765	8.244178	7.354089	8.952213	7.291626	7.699447	6.8332443	7.847859	7.445427	8.341077	7.90591	8.355406	8.096105	7.454032	8.043939	7.770132
133619	7.6150727	7.998434	8.013028	8.303065	8.125245	8.920762	7.915442	8.143306	8.371918	8.191115	8.219649	8.280273	8.095166	8.034566	7.748295	8.224252	7.7984495	8.170453	8.080628	8.392218	8.096105
133686	8.755343	8.465867	8.622492	8.893037	8.524905	9.062283	8.738405	8.888015	8.72716	8.782663	8.723759	6.9586406	8.340718	8.506604	7.834409	8.263738	8.565967	8.345764	8.648459	8.071443	8.605848
133746	6.6432056	6.430372	6.2650127	6.381167	6.3408365	6.3018103	6.4109006	6.1785846	6.4343886	6.192533	6.7406993	6.2883797	7.071341	6.591611	6.1695495	6.4794602	6.369919	6.5387855	6.5108237	6.0267034	6.3247437
1340	12.529124	12.76833	12.35095	12.411394	12.182729	12.11849	12.219988	11.917068	12.267758	12.596265	12.400581	12.361603	12.31749	12.0997305	12.377854	12.430471	12.5320835	12.460374	12.529124	12.274843	12.553361
134265	7.110767	7.005356	6.938913	7.040731	6.793918	7.202161	7.0340495	7.136693	7.319174	7.101832	7.0904913	7.211492	7.2611556	7.512721	6.8142734	6.9689717	7.113784	7.1437073	7.1580396	7.3814263	7.1533303
134266	7.785369	7.7588058	8.049773	8.183101	7.8959866	8.241959	8.052867	8.020861	7.8246045	8.100652	8.194612	8.186631	8.205189	7.982674	7.7348847	7.883178	8.160911	7.5425034	7.8834705	7.897109	7.9100957
134285	6.250286	6.3600245	6.1088786	5.9660873	6.3057284	6.010947	6.138039	6.473376	6.0869856	5.898414	5.972506	6.5541177	5.7765102	6.2422533	6.034308	6.0639987	6.1395025	6.277891	5.9991474	6.3071384	6.0307903
134353	6.221731	6.0289207	5.910716	6.012851	6.2002506	6.1076603	5.9945197	5.9795513	6.181947	5.950872	6.218977	6.0617537	5.9566827	6.045855	6.0320373	6.053655	6.0958433	5.9092236	6.136066	6.010332	6.005359
134359	6.6115274	7.239312	7.1533303	7.0861545	6.813588	6.8944206	7.0785985	7.274101	7.2063103	6.775179	6.913325	7.3789744	7.115659	7.260174	6.904841	6.9682617	7.355611	7.234049	7.168378	7.4341855	6.982554
134429	5.8344884	5.7426486	5.915447	6.022217	6.0403714	5.81539	5.877665	5.9485555	5.701209	5.943236	5.929174	5.801261	5.595367	5.485017	5.707116	5.5048103	5.617311	5.9030566	5.8997717	5.8159657	5.9069543
134492	7.1622243	6.67117	6.6652927	6.9361205	6.798342	7.1379843	6.72184	6.960102	6.7866755	6.728676	6.8931823	6.51631	6.860803	6.899368	6.6228848	6.6928763	6.6931286	6.612841	6.678933	6.5543594	6.81622
1345	12.960046	12.879119	12.796229	12.829836	12.945255	12.871467	12.792713	12.637815	12.621669	12.930341	12.64122	12.348637	12.7448435	12.853809	12.832773	12.900458	13.066858	12.843142	12.952776	12.85728	12.840012
134526	11.283099	9.461347	10.538703	10.875427	10.091738	10.910313	9.589576	9.627052	9.961257	10.713181	10.582656	8.059767	9.730062	9.865571	10.172541	9.791674	9.890087	9.596179	9.311797	10.274748	10.150525
134548	6.3698583	6.3248124	7.1553054	6.784262	6.4749403	6.636791	6.191769	6.5865583	7.0344234	6.6629825	6.6348205	6.322919	6.881945	6.2503877	7.0551496	6.5605702	6.4467473	6.335253	6.819503	6.142814	6.8021736
134549	6.5605702	7.180226	6.567372	6.346202	6.969538	6.9300146	6.919388	7.6820354	6.360319	6.31408	6.4922957	6.981059	7.210433	6.8509293	7.0106287	7.664609	7.8181987	7.2594414	6.428174	6.8674583	6.8783636
1349	10.626561	10.389565	10.362037	10.398598	10.60102	10.760095	10.126445	10.219907	10.296077	10.6348715	10.435765	10.191914	10.304052	10.199342	10.08428	10.194836	10.715238	10.186479	10.658137	10.443741	10.516721
