Genes	GSM2367567	GSM2367568	GSM2367569	GSM2367570	GSM2367571	GSM2367572	GSM2367573	GSM2367574	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
3297	6.6404133	6.9014754	6.628338	6.5318556	6.8016953	6.7319794	6.6861296	6.7031846	6.818756	6.8081656	6.8010235	6.7244573	6.9427648	6.914737	7.1887755	6.551188	7.0808935	6.659631	6.770976	6.438752	6.595197
3298	6.6963277	6.5791183	6.582629	6.528226	6.559705	6.793918	6.5879035	6.687101	6.694914	6.589156	6.534754	7.203187	6.580977	6.8469872	6.24834	6.7366347	6.5085883	6.7516065	6.272879	6.751733	6.502748
3299	5.933264	5.8160467	6.165809	6.001737	6.041863	5.949027	5.8472886	6.30426	5.9644322	6.0057077	6.048415	6.144323	5.8346114	5.8927374	5.941887	6.1214643	5.8442984	5.7899904	5.77594	5.850153	6.6599345
33	8.114431	8.043939	7.9390593	8.059767	7.816023	8.235901	7.9358373	7.694806	8.547684	8.147813	8.347121	7.124317	7.997173	7.758587	8.139584	8.157884	7.541186	7.859839	8.535327	7.6820354	8.323378
3305	7.0150166	6.765721	6.5176506	6.6323395	6.692699	6.543209	6.6740127	6.688015	6.7854095	6.688754	6.762867	6.749274	6.596158	6.5573034	6.4125347	6.9014754	6.477982	6.5561304	6.3223386	6.532935	6.7392683
3306	6.74787	7.068889	7.0785985	6.7132063	6.527218	6.528226	6.589275	6.8676195	7.2141724	6.9200764	6.9814386	8.846562	6.845999	6.4792295	6.4674096	6.7697334	6.3454003	6.949021	6.167893	6.82086	6.3347898
3308	6.647782	6.3222656	6.3359222	6.3554153	6.1951637	6.6941223	6.6923943	6.801352	6.864286	6.56639	6.629055	6.535335	6.4483557	6.2737994	6.1386037	6.693972	6.426562	6.4548297	6.1910324	6.633057	6.5576963
331	6.170799	6.167618	6.2208586	6.4426017	6.402022	6.389002	6.5387855	6.405346	6.577895	6.556955	6.0337114	6.329109	6.045704	6.231809	6.0774074	6.526372	6.1221404	6.217327	6.4031744	6.3782554	5.9343543
3312	12.049446	11.867982	12.0246	12.2125025	12.470921	12.474402	11.957338	12.087457	12.202939	12.272683	12.465553	11.8892765	11.6912155	11.475912	12.148287	11.531756	11.43432	11.48109	12.229528	11.628243	11.665975
3315	11.363785	11.405797	11.618522	11.284693	11.639208	11.438724	11.415223	11.400774	11.635463	11.781191	11.167066	11.876522	11.510345	11.316025	11.562926	11.609842	11.450789	11.273318	10.687492	11.622438	11.445471
3316	6.274904	6.58223	6.620935	6.6730494	6.6647234	6.3535213	6.452696	6.454721	6.8668995	6.218661	6.1075006	7.5539865	6.4965477	6.2770524	6.8069844	6.1369576	6.201623	6.742765	6.41454	6.534754	6.1361976
332	5.886042	6.02025	6.047473	6.004143	6.1274796	5.9155006	6.075067	6.0836725	5.988493	6.139791	5.949836	6.1502776	6.144813	6.147218	6.118795	6.1833515	6.138066	6.1391025	5.9800234	6.073889	6.2115474
3326	10.629734	10.840425	10.780516	10.944727	10.7693205	10.801064	10.646626	11.055847	10.81349	10.761335	10.985338	11.325275	10.847704	10.788348	10.796433	10.696133	10.947128	10.509105	10.662235	10.503193	10.459117
3329	5.92866	5.8990602	6.168044	5.943045	5.9961867	6.084657	6.066015	5.8747687	6.013028	5.9701834	5.935402	5.8537216	5.81582	6.0752273	5.9048934	5.9112954	5.981766	5.9477086	6.116887	5.903435	6.0111175
3336	10.35095	10.059668	9.925147	10.095903	10.007198	10.296077	10.116071	10.126445	9.853746	10.299416	10.08428	9.12222	9.821165	9.745111	9.821165	9.815019	10.179395	9.808063	10.194836	9.495927	10.235251
3338	6.6995025	6.824468	6.7670407	6.757467	6.8374424	6.609396	6.598125	6.627629	6.653218	6.599913	6.8241005	6.5402346	6.3557887	6.377345	6.688898	6.6778216	6.7304196	6.5799303	6.535675	6.742251	6.911135
334	6.3877892	6.315588	6.3567147	6.5494785	6.6433525	6.4658895	6.4100995	6.4836497	6.4705315	6.4511538	6.3491635	6.404621	6.359212	6.192316	6.280001	6.5813646	6.2015886	6.251676	6.2199574	6.480192	6.5960107
335	14.632037	14.807952	14.632037	14.682917	14.732709	14.570693	14.682917	14.489173	14.559043	14.682917	14.607647	14.1653185	14.657542	14.4431305	14.510737	14.621735	14.71998	14.732709	14.510737	14.705807	14.769504
3351	6.0045943	6.0007024	5.880899	5.89248	5.816985	5.9643536	5.830791	5.9277973	5.8890386	6.0096016	5.829876	5.754366	5.8516774	5.899947	5.838212	5.7343035	5.887378	5.836055	5.7886295	5.729913	5.8951125
3356	7.7611904	7.830209	7.910354	7.643982	7.569997	7.974561	7.6267676	7.897109	8.008181	7.7465825	7.8997564	8.054699	7.6728497	7.8045187	8.107393	7.851208	7.6961203	7.7306304	7.8082104	7.9475393	7.639518
3359	5.9291887	6.049904	5.887745	6.0959263	5.771594	5.9674287	5.974358	6.000474	5.8614554	5.8911905	5.895161	5.922298	5.96261	6.1508565	5.9334364	5.909616	5.7902217	6.4447994	5.9619937	5.968024	6.143633
3360	6.033724	5.934257	5.851748	5.8718257	5.914878	5.776424	5.767281	5.93712	5.872387	6.0782685	5.89183	5.7015376	5.931861	5.9162936	6.0389404	5.739604	5.8236556	5.925962	5.890526	6.1825943	5.882752
3364	5.678452	5.4918137	5.779998	5.6773443	5.7576118	5.8259234	5.7534084	5.8544083	5.7296414	5.5361977	5.6738787	5.998808	5.9046955	6.0292373	5.71788	5.5975223	5.749601	5.582704	5.597345	5.6151443	5.9055142
3373	12.701058	12.731246	12.758171	12.650292	12.850309	12.694456	12.637815	12.707638	12.549983	13.08341	12.983816	11.895253	12.976363	12.7213745	13.0267725	13.055703	12.879119	12.6784115	12.553361	12.789539	12.772522
3375	6.19235	6.5410933	6.3276205	6.300718	6.5699606	6.3951344	6.3567147	6.5991716	6.397762	6.37283	6.573856	6.213727	6.5222316	6.3240185	6.511836	6.5300593	6.875636	6.4755464	6.6937056	6.2055364	6.5714474
3376	8.126967	8.550836	8.623602	8.68593	8.459243	8.450603	8.529902	8.975961	8.478707	8.526781	8.574686	8.715172	8.698444	8.52794	8.319582	8.251568	8.450603	8.387347	8.255705	8.492649	8.199886
337879	5.707155	5.901903	5.818851	5.8652496	5.7986007	5.772107	5.712856	5.7467914	5.718429	5.8267217	5.7703843	5.7165866	5.739604	5.9235272	5.940122	5.9388084	5.850935	5.918987	5.829845	5.810264	5.8605585
337966	5.757782	5.7445016	5.797283	5.91769	5.735304	5.7312455	5.879637	5.787773	5.910429	5.7299423	5.7009287	5.6651325	5.7147956	5.8970623	5.6759	5.82084	5.8212514	5.8288193	5.7213826	5.81814	5.763426
338	13.49786	13.749567	13.723377	13.845265	13.802475	13.742666	13.851712	13.903499	13.996365	13.816899	13.683677	13.11698	13.491734	13.704636	13.585076	13.910861	13.749567	13.910861	13.823618	13.698081	13.943649
338069	5.98783	6.0264664	5.995989	5.8682504	5.91189	5.9870787	5.876901	5.9582157	5.9281573	5.871196	6.1454134	5.8900805	5.990197	5.9392724	5.897074	5.946853	5.961403	5.8542514	5.8492255	5.8884425	5.841626
3383	6.2714343	5.8667097	5.8521276	6.062346	6.0006585	5.959778	5.9460897	6.1468296	5.8595195	5.8692694	5.917961	5.996583	5.7024612	6.198028	5.830965	5.770489	5.8661695	5.799802	5.875773	6.160414	6.1062284
338440	5.87547	6.1834254	6.299212	6.2675004	6.3177676	6.126067	6.030508	6.2767787	6.0679793	6.2675004	6.0620785	6.2606525	6.11818	6.1352277	6.2840133	6.1905966	6.105474	6.0015125	5.8675456	6.1498876	6.0949197
338442	6.018034	6.0625954	6.17581	6.0505047	5.6607614	5.9191666	5.7389417	5.8792434	5.904419	5.958326	5.8063254	5.756625	5.7246194	5.720576	5.961126	5.9705677	5.7629175	5.75508	6.1337147	5.918628	5.8645606
338692	6.5150895	6.925511	6.915103	6.7123923	6.9379473	6.63801	7.0143857	6.926588	6.7325664	6.95884	6.97233	6.835178	6.618147	6.8674583	7.1417875	7.089843	7.183125	7.092391	6.8821073	7.2550435	7.0064387
338758	8.0091505	8.834415	8.473731	7.9706764	7.8997564	7.5925612	8.023514	7.9448333	8.162138	7.64478	8.006348	8.144866	8.440342	8.1520405	8.670522	8.639868	8.118725	8.673686	9.07068	8.462349	8.182167
338785	6.123129	5.9892845	6.0231233	6.0169244	5.9150033	6.0670567	6.033772	5.9454303	6.01964	5.9094934	5.9537315	5.9852514	6.0233836	6.034276	6.065241	5.958711	6.0267167	5.9256253	6.275942	6.0908623	6.057401
338799	6.166879	6.5310616	6.813588	6.7283792	6.724901	6.5755286	6.477364	6.5051556	6.498051	6.3945265	6.3095064	6.2993846	6.70436	6.4634776	6.6674643	5.832666	6.4239616	6.0340962	6.0463667	6.6037884	6.3195
338817	6.6847606	6.7187304	6.550223	7.4857125	7.03384	6.852522	6.877969	7.4852514	7.033126	6.7325664	6.5974708	6.6529427	6.491996	6.853228	6.8672395	7.2102394	7.319174	7.26511	6.7076364	6.6501694	6.7644935
338917	5.859948	5.853806	5.8327603	5.916669	5.8569765	5.789132	5.806738	5.799214	5.925488	5.8253703	5.8444405	5.9562383	5.9468803	6.098143	5.807342	6.0181518	5.832036	6.100551	5.928577	6.068274	5.853146
339122	7.5997005	7.5609655	6.9387417	7.5093675	7.2971683	7.32725	7.349059	7.4195447	7.4861803	7.6895514	7.407856	6.771599	7.318438	7.6218925	7.314496	7.3907714	7.848414	7.827139	7.545477	6.6144533	7.571054
339123	11.57297	11.524358	11.597159	11.622438	11.786871	11.558946	11.763757	11.680771	11.585788	11.903378	11.717222	11.736021	11.616817	11.629756	11.42979	11.796623	12.044996	11.675204	11.753956	11.748002	11.809034
339175	6.6390185	6.6086197	6.3250194	6.653632	6.475041	6.622128	6.0710516	6.651441	6.312421	6.8794513	6.2316923	6.727776	6.59979	6.4991884	6.1269097	6.5915065	6.495035	6.2971716	6.534381	6.4101777	6.6957726
339221	6.7763166	6.857811	6.9383206	6.8935156	6.4108086	6.520255	6.280826	7.037936	6.465108	6.3270288	6.3763647	6.446147	6.416903	6.1414766	6.3234987	6.5004544	6.5135083	6.529578	6.529225	6.522129	6.2327976
339229	9.390124	9.097049	9.348387	9.310815	9.417345	9.351943	9.238976	9.370838	9.479189	9.259107	9.08739	8.964026	9.588469	9.107995	9.6967	9.404051	9.276695	8.827039	9.140148	9.790384	9.443569
339230	6.3011384	6.0818324	6.0267315	6.206372	6.430754	6.258333	6.35798	6.3846073	6.0931687	6.421708	6.4083657	6.204813	6.12349	6.3193693	6.075403	6.4316025	6.181502	6.1794224	6.0709763	6.1896105	6.2762723
339318	6.505955	6.294567	6.435342	6.3421082	6.213727	6.829197	6.077354	6.3624783	6.215384	6.0923524	6.4359055	6.045199	6.503632	6.2375035	6.0253844	5.9854836	6.09603	6.268534	6.026304	6.105974	6.540741
339324	6.8867474	7.0640597	7.243311	7.111156	7.243311	7.398227	7.0295715	7.1322346	7.547635	7.2412767	7.223573	7.209703	7.309762	6.856859	6.9897995	7.183775	6.936313	6.8537116	7.223573	7.361694	6.9682617
339416	5.7492537	6.0030837	5.793324	5.918617	5.8197966	5.603055	6.034291	5.89425	6.133613	5.868099	5.9168005	6.0180173	5.855799	5.767824	5.853282	5.8903513	5.974447	5.9105387	6.1847005	6.05471	5.972206
339451	6.081872	8.217706	8.5664215	8.402827	8.674875	8.7364	9.032643	8.610155	8.708566	8.855207	8.43789	8.036648	8.623993	8.639104	8.577524	8.895598	8.659089	8.733493	8.753699	8.694453	8.952584
339487	6.836725	6.335053	6.472563	6.5879035	6.3821807	6.2233677	6.2838526	6.478205	6.439937	6.3556337	6.392766	6.3207474	6.2547317	6.215505	6.065981	6.383196	6.1458006	6.431696	6.278151	6.3601704	6.425778
339665	5.981723	5.9403315	6.1468587	6.026304	5.8580775	5.8883314	5.975381	6.0034747	5.9215226	5.917961	5.9707093	6.094962	6.1895723	6.0270033	5.9530654	6.07144	6.158979	6.148738	5.8780828	5.7789316	6.099019
3397	10.687492	10.62161	9.840483	10.471776	9.072612	11.325275	11.130774	10.791941	9.312893	10.353489	9.706829	10.557976	9.122659	9.487413	9.548292	9.966072	10.604257	10.362786	9.316388	9.677348	9.719864
339745	6.744768	6.4665036	6.7405252	6.6378713	6.6931286	6.759127	6.6847606	6.712121	6.6839204	6.903522	6.8523507	6.5590577	6.681577	6.650458	7.0240884	6.4462523	6.587639	6.657493	6.7297673	6.607108	6.605623
3398	11.678782	11.49289	11.661828	11.504179	11.587557	11.737968	11.576763	11.269068	11.753956	11.348997	11.356926	10.7452345	11.538367	11.142802	11.489273	11.389193	10.448425	11.522476	11.878296	10.854707	11.607954
3399	9.301392	9.63158	9.600394	9.712165	9.133109	9.345633	9.90584	10.180106	9.712165	9.337821	9.270546	11.10929	9.141111	9.65694	9.661762	9.509541	9.565156	9.627052	8.967873	9.949852	9.060794
339906	6.117262	5.9776554	6.065	5.894198	6.125178	5.9916673	5.911916	5.8837814	5.944477	5.964718	5.801172	5.9506907	5.69357	5.946853	5.920512	5.7999606	5.836356	5.879922	6.0010223	5.8839493	6.035952
34	12.14318	11.6025	11.950553	12.330396	11.732247	12.2125025	11.620493	11.891587	12.018609	12.222563	12.135695	11.278643	11.129659	11.749861	11.404011	12.016303	11.853534	12.101879	12.011481	11.942017	11.974822
340024	5.833367	5.8200126	5.6789055	6.0017805	5.806168	5.8535056	5.912039	5.9884496	5.8512106	5.9501233	5.707687	5.8329678	5.686654	5.756577	5.6054416	5.6194887	5.8090596	5.764518	5.797088	5.679446	5.814942
340107	6.0806465	6.0593405	5.8692403	5.864713	6.0950036	5.856534	6.001852	5.8310795	6.0190415	6.0988383	5.8830523	5.9023333	6.0346403	5.9037914	5.9316945	5.8743596	5.9951453	5.9737554	5.8912153	5.9728913	5.9177275
340198	6.0895605	5.852695	5.922622	6.131247	6.130402	5.8063254	5.9756837	5.936036	6.040605	5.833514	5.8237386	6.251003	6.1099114	6.022996	6.0792994	6.013104	6.1266575	6.01162	6.009319	6.1430244	5.7540646
340205	6.306788	6.1506114	6.116955	6.197196	6.1935844	6.221863	5.944994	5.986042	6.0319486	6.094148	5.7437468	5.838269	5.8113513	5.8246064	5.8983	5.9928274	6.0284758	5.840073	6.1226397	6.073371	6.0971646
340252	6.6900597	6.5807066	6.928806	7.2480583	6.765721	7.335349	6.603887	6.6976466	7.55007	7.0579443	7.0589037	6.3609886	6.8346667	6.690879	6.5581875	6.7565007	6.076654	6.6026196	7.5359006	7.0003004	6.9995427
340371	10.312453	10.772874	10.404586	10.170276	10.056701	9.988004	10.504025	10.832493	10.945939	10.128745	10.1424885	10.060448	10.331852	10.797729	10.790671	10.248046	10.428453	10.74658	9.951177	10.112321	10.325548
340385	6.456739	6.046552	6.3278217	6.60685	6.434299	6.191975	6.5739937	6.619368	6.248067	6.210295	6.5551867	6.5471945	6.3459115	6.5817194	6.075493	6.767971	6.432094	6.2055364	6.405959	6.246591	6.482044
340419	6.564203	6.8068066	6.734932	6.5173244	6.653498	6.6201553	6.7934256	6.5395265	6.610706	6.687397	6.7609987	6.608336	6.789417	6.8023405	7.2882833	6.9431114	6.765398	6.6501694	7.160065	6.869895	6.526141
340485	6.1097803	6.141451	6.2092667	6.0746326	6.209648	6.0158114	6.2581444	5.9684696	6.2838526	6.104849	6.2087865	6.340053	6.116147	6.150641	6.174428	6.0253224	6.130352	6.206372	6.255326	6.1305046	5.943491
340554	6.4746017	6.1329093	6.4451814	6.501189	6.4655757	6.608336	6.304201	6.3436255	6.4920955	6.4948525	6.289694	6.2947407	6.706254	6.430372	6.017403	6.0022793	6.605325	6.0729876	6.348803	6.246832	6.522591
340719	5.968408	5.746888	5.7688866	5.6214843	5.989395	5.815078	5.773287	5.9589443	5.730276	5.6399345	5.950758	5.729371	5.938416	5.9176526	5.74318	5.9177275	5.7132154	5.8940377	5.651219	5.754466	5.6449485
340745	5.7471004	5.781279	5.819978	5.8083515	5.5734763	5.695522	5.6843686	5.7506714	5.732054	5.892175	5.6160774	5.803202	5.78422	5.868743	5.8746905	5.8766866	5.7491727	5.889846	5.6846027	5.8459225	5.6965995
341	14.223665	14.204424	14.156157	13.996365	14.329381	14.204424	14.214147	14.071215	14.087152	14.120374	13.749567	13.49786	14.244418	14.234848	14.454266	14.244418	14.223665	14.223665	14.020556	14.112931	14.223665
341640	7.1117835	7.3725348	7.2616186	6.888669	6.913325	7.447937	7.297814	6.025677	6.0845942	7.264713	6.1815786	6.4131374	6.0339775	6.114754	6.2058067	7.207428	5.999203	6.138909	6.072138	6.0608325	6.2246213
3421	8.737994	8.96045	8.707736	8.660354	9.097049	8.76178	8.7147455	8.909336	8.561166	8.6066675	8.754964	8.773665	8.933005	8.646082	8.0561285	9.171852	8.630704	8.79118	8.830614	9.171367	8.9709635
3423	6.2059145	6.183923	6.017872	6.1777387	5.928145	6.368388	6.1089797	6.1092257	6.3330894	6.1308646	6.0721197	6.2518272	6.130096	6.011073	5.718921	5.984028	5.999092	6.021833	6.158224	6.129159	5.9916415
342346	6.4814253	6.5082464	6.3871818	6.2457833	6.2995057	6.306106	6.4333243	6.2368546	6.582907	6.580821	6.428257	6.2331233	6.458225	6.452931	6.5268464	6.69194	6.5950665	6.562722	6.5551867	6.5021706	6.44002
3425	7.42369	7.603073	7.321023	7.320359	7.3284025	7.1996255	7.2998934	7.3561006	7.208748	7.0934067	6.9326034	7.6450853	7.3549614	7.457251	7.1210546	7.4523444	7.6530867	7.9252295	7.3392634	7.4752316	7.5356946
342538	5.5210366	5.7387404	5.8100047	5.656123	5.7292175	5.480867	5.713928	5.6830063	5.596996	5.6076593	5.7597	5.7242637	5.747314	5.8145323	5.6168404	5.7290606	5.6966414	5.739546	5.6281285	5.7575574	5.790338
3426	10.676406	10.291102	10.4168415	10.421143	10.220746	10.124857	10.651924	10.925937	10.911464	10.702553	10.664116	9.201353	10.03485	10.865708	9.927099	10.517608	10.068402	11.104505	10.724647	10.273959	10.562741
342618	6.094617	5.987369	6.027963	6.067271	6.021181	6.050866	5.883618	6.083836	6.1922417	6.0776596	5.9763107	6.087734	6.001298	5.8738885	6.188054	6.0446706	6.0608163	6.1195903	6.1310925	6.0110087	6.1879096
3428	8.592842	8.81144	8.572188	8.500338	7.549358	8.005753	8.912678	8.073398	8.109601	8.356719	7.835021	9.067258	7.9715195	8.470123	7.8625913	8.019951	8.127951	7.9715195	7.8761864	8.869793	7.6097603
342897	6.029316	5.9144053	6.000404	6.073751	5.963577	5.735638	5.945041	5.952186	5.8650613	6.195687	5.89435	5.799767	6.049484	6.11765	5.9421577	5.94909	5.9814157	6.0157537	5.9730105	6.0827694	5.7535353
342979	6.8268805	6.651711	6.7750254	6.949226	6.8826375	7.0549645	6.825684	6.670594	6.269939	6.9251924	6.671314	6.367258	6.1717973	6.65688	6.0756807	6.6119056	6.4287863	6.3001094	6.868314	6.3645945	7.071341
343	5.772976	5.839571	5.767537	6.3018765	6.084855	6.09527	5.9507313	6.018499	5.7730594	6.09167	5.761355	5.980906	5.7794847	6.355326	5.7632685	5.9488797	5.8218074	5.793107	5.667609	5.9498835	6.317011
3430	8.671697	9.058543	9.129816	8.74975	9.086846	8.798115	8.696037	8.997895	8.869793	8.738773	8.629206	8.759209	9.208895	9.300491	9.074966	9.006411	8.848741	8.883016	8.752461	9.707983	9.210305
343099	6.6609173	6.5085883	6.406041	6.497834	6.7905326	6.57474	6.6809764	6.702743	6.5396423	6.6996365	6.7291455	6.3981004	6.3693423	6.57474	6.106062	6.7398887	6.5693398	6.588816	6.7025886	6.6383104	6.599913
3431	6.899203	7.1432414	6.898833	6.829369	6.9835067	6.4684486	6.606278	6.6358128	7.0088663	6.451563	6.563859	6.9814386	6.528767	6.6869416	6.2993846	7.190454	7.575379	6.9095426	6.6243334	7.3054323	7.0008984
343450	6.586065	6.867089	7.0492496	6.7719064	7.00702	7.1322346	6.6015897	7.248264	7.3716435	7.051338	6.8024774	7.0790076	7.3264065	7.3934364	7.0425134	7.1677446	6.8142734	7.066828	7.284473	7.3567963	6.812253
343521	5.799556	5.9543257	6.023138	5.8024125	5.9039845	6.064617	5.8481984	6.004458	5.960133	5.9388084	5.9656916	5.8349195	5.839803	5.984001	5.9488416	5.8975058	5.687752	5.954953	5.885392	5.7715335	5.856494
343990	6.8688235	6.7884393	6.603392	6.8106074	6.426652	6.5394173	6.508895	6.430372	6.399666	6.764937	6.4254203	7.215067	7.3977227	7.1054053	6.599039	6.8935156	6.9457436	6.1751766	6.566751	7.166169	6.6600776
344	12.467851	12.451486	12.657106	12.860833	12.748443	12.7650795	12.778494	12.75502	12.714257	12.714257	12.22489	11.999193	12.900458	12.717544	12.748443	12.612223	12.5802555	12.853809	12.287691	12.710842	12.938561
344022	5.9552884	5.95592	6.0410852	5.7941055	6.116384	6.0890665	6.054347	5.954427	5.966719	6.131708	5.759911	5.8692956	5.8772826	5.9308643	6.2781034	5.838494	6.195974	6.1889057	6.067924	5.935825	6.060969
344148	7.117836	6.2140193	6.70436	6.722929	6.6548414	6.9728494	6.859901	7.0047398	7.0146313	6.9728494	6.7449365	6.517977	6.6775417	6.67712	6.0292044	6.803347	6.8008633	6.6765747	6.852695	6.8565407	7.0359817
3448	6.0138917	5.8827634	5.934099	5.802953	5.96326	5.8717446	5.847138	5.7652082	6.001825	6.0010223	6.1408725	5.9603205	5.84075	5.8716288	5.904605	6.000982	5.8741455	6.002388	6.1712003	5.899327	5.914454
344892	6.2545404	5.974856	5.9679227	6.1199937	6.0416183	6.168785	6.2056785	6.1109343	5.9871335	5.997983	5.9819465	6.0238366	5.999175	6.0644355	6.210077	6.176844	6.134512	6.0460916	6.066808	5.982939	6.0409393
3449	5.999131	5.92507	5.770191	6.0076327	5.9970665	5.9038186	6.073171	5.7701693	5.818369	6.0826235	6.108412	5.9139233	5.952529	5.908628	5.9676	5.845078	5.937169	6.027306	6.122978	5.9347053	5.9237547
345079	6.010596	5.8836308	6.2035275	6.1373377	6.093231	6.2183766	6.1445074	6.035496	6.1308174	6.059839	6.154877	5.9934483	5.889028	5.957163	5.8159385	5.9253764	5.910501	5.840553	6.264956	5.6068215	6.1126914
345275	10.460031	10.022885	9.916936	9.854421	9.838454	9.873314	10.037192	10.187252	9.751909	9.742068	9.863494	8.137388	9.830481	9.580945	9.859042	10.176962	9.337285	9.144241	10.051944	9.147774	9.821796
3454	9.613503	9.062686	8.96696	9.2797575	9.410282	9.262691	9.026661	9.374541	9.139273	9.153969	9.307414	8.597689	9.228043	9.147218	9.399877	8.979449	9.067258	9.152074	9.187668	9.125966	9.106698
345630	5.964041	5.8520026	5.8644266	6.076152	5.985013	5.8673406	6.1607323	5.8292847	6.047001	5.874539	5.8455753	5.9752517	5.994548	5.999035	5.905813	6.0906796	5.963183	5.937058	5.996056	5.984671	6.142949
346528	6.546821	6.4176025	6.5908375	6.4999166	6.254964	6.306454	6.543807	6.4267387	6.5048304	6.4865956	6.5471945	6.349962	6.528996	6.6356506	6.946633	6.657493	6.702267	6.5904546	6.705382	6.48834	6.4280066
346606	5.9607954	6.311323	6.7684135	6.4663115	6.470655	6.314614	6.6898937	7.4562387	6.9680676	6.759622	6.453538	6.6808243	6.7132063	7.165541	7.333768	7.033126	6.744768	7.2766767	6.329464	6.8744216	7.0383306
347168	5.895071	5.9368834	6.053724	6.201849	5.9777064	5.9130764	6.0688686	5.992356	5.8978586	5.9469757	6.1063604	6.050346	5.93755	5.8328295	5.976384	6.003042	6.060475	6.2379184	5.9898715	6.0883822	6.1476383
347169	6.2048473	6.1391277	6.32967	6.1240883	6.1652136	6.1397376	6.2691674	6.063932	6.137649	6.147166	5.9853873	6.0881987	6.201015	6.0532184	6.214942	5.9512854	6.15611	6.0769386	5.9911857	6.1924634	6.2219043
347240	5.553037	5.8757854	5.792957	5.9363074	5.966346	5.790732	5.707867	5.8654914	5.616738	5.7277813	5.8856745	5.8570986	5.9440312	5.794447	5.7641087	5.701494	5.7489195	5.797608	5.707116	5.835995	5.918009
347454	5.8031487	5.7219257	5.65949	5.761883	5.6965666	6.3567147	5.59553	5.9103208	6.0395885	5.9031763	5.694077	5.7225404	5.877347	5.799325	5.7430673	5.7530894	5.7406707	5.8170643	5.869046	5.8143353	5.8595195
3475	7.0340495	7.3392634	7.38647	7.0863523	6.971388	7.289819	7.4577284	7.0528955	7.4695997	7.03384	7.6241565	7.394387	7.17657	7.2320037	6.6274843	6.6614776	6.919388	7.5344224	7.820573	7.4093246	7.2313194
3476	8.330342	8.042115	8.227259	8.376442	8.094848	7.898007	8.06333	8.064931	8.178021	7.5457697	8.112814	8.636426	8.042453	7.842058	8.339351	7.9523077	7.975686	8.046354	8.161179	8.157581	8.232301
347733	6.3517103	6.583559	6.3731422	6.4444084	6.452931	6.356869	6.402286	6.066543	6.1246295	6.3122363	6.1711373	9.1530695	6.588816	6.268952	6.620521	6.522591	6.7441497	6.7774496	6.00787	6.5395265	6.345988
347734	9.314354	9.261709	9.591905	9.296328	9.437806	9.472891	8.993035	9.110425	9.3063345	9.470069	9.432916	9.66795	9.570441	9.104092	9.003685	9.344108	9.154415	9.339277	9.261709	9.406587	9.331966
347735	7.6306257	8.528801	8.593234	8.54381	8.77612	8.412864	7.567261	8.016676	8.313043	7.8601108	8.194322	8.434921	8.579896	9.065929	8.333499	8.019057	8.809791	8.559259	8.272858	7.719013	7.997552
347862	6.3361974	6.014577	6.189961	6.192429	6.2930355	6.2447057	6.058942	6.273247	6.235385	6.1276493	6.283647	6.1263986	6.196815	6.2309594	5.912199	5.975943	5.903581	5.7821507	5.9466333	5.93738	6.114191
3479	7.3766513	6.7798467	7.2450857	7.5114546	7.5372014	7.887244	6.9445314	7.472427	7.7382584	7.1117835	7.4138823	6.0025125	6.6263146	6.7445917	6.187597	7.3434687	7.536131	7.0451965	7.6330557	7.3912554	7.435597
347918	6.792446	6.8844647	6.58236	6.6625705	6.702743	6.4368396	7.1039248	7.146091	6.516646	6.377183	6.8107743	6.4237757	6.5133924	6.8200116	6.3136663	6.448646	6.5938396	6.9235487	6.7354054	6.6657324	6.91272
348158	10.957015	10.26183	11.066196	10.276346	10.353489	10.959814	10.420395	10.532643	10.386031	10.934811	10.724647	8.248494	10.716265	10.110692	9.728297	9.804636	10.139612	10.400209	10.834976	9.10264	11.051991
3482	11.16428	11.358718	11.192711	11.185485	11.199814	11.028437	11.438724	11.460324	11.533595	11.298603	11.593374	11.392084	11.940116	11.525964	11.340002	11.652169	11.867982	11.622438	11.458738	11.671791	11.320801
348262	8.131796	7.853691	7.7419057	8.010026	7.8745055	7.4742017	8.0303755	7.764241	7.9835844	8.0531845	7.759397	8.001393	8.083462	7.484518	7.3950768	7.9767737	8.382635	7.425228	7.963997	8.289776	7.987888
3483	10.52692	9.0308	10.438516	10.766149	10.477185	11.298603	9.831798	10.655131	11.606185	10.949353	11.336461	8.174338	10.6425	10.936227	10.716265	11.058482	11.243878	10.165094	11.57297	11.175552	11.511795
3484	12.826351	12.694456	12.470921	12.232065	11.204104	11.428213	12.86407	12.111457	13.051277	11.851691	11.628243	12.685136	12.58983	12.979804	12.685136	11.2496195	10.753366	12.926554	13.344378	10.736925	12.040645
348487	6.0238366	6.084417	6.0337396	6.029667	5.947744	5.9438133	6.1731553	5.5960264	6.141524	5.996747	5.960392	5.87217	5.986593	5.899522	5.948928	6.122238	5.859935	6.1266074	5.9295397	5.9364853	5.8613305
3486	11.129659	11.50722	11.880751	11.8027725	11.728552	11.63195	11.838464	11.482671	12.467851	11.745594	11.372001	12.094774	11.545413	11.836272	11.389193	11.368939	11.6025	12.195501	11.460324	12.158828	11.687745
