GSM2367575	GSM2367576	GSM2367577	GSM2367578	GSM2367579	GSM2367580	GSM2367581	GSM2367582	GSM2367583	GSM2367584	GSM2367585	GSM2367586
1003	8.608591	8.453352	8.613424	8.871544	8.898234	8.459964	8.957767	8.634888	8.631445	8.827039	8.610155	8.284684
100316868	6.1122746	6.1341534	6.0738363	6.219514	5.9283166	6.177031	6.1655316	6.1988444	6.312294	6.265831	6.43201	6.106274
10036	5.8128986	5.9263434	5.8611536	6.1491895	5.9925632	5.9288507	6.352434	5.816606	5.9143786	6.0320907	5.7817726	5.965025
100379345	6.6493073	6.9746	6.7758064	6.7760043	6.482379	6.4094133	6.536713	6.885509	6.896777	7.217555	6.3651495	6.209485
10038	7.013976	7.2009444	7.454032	7.6741996	7.314005	7.133369	7.351712	7.4557767	7.674708	7.2417293	7.679185	7.768786
10039	7.7311845	7.773601	7.8931227	8.211476	7.862943	7.3974733	7.533055	7.8293586	7.9420323	8.033351	7.6657095	8.444337
1004	5.699387	5.8526673	5.728966	5.8758655	5.641039	5.8454	5.639754	5.765432	5.8713937	5.660222	5.7352514	5.692588
10043	6.684913	6.7870173	7.011232	6.9840736	6.6847606	6.703659	6.727776	6.674742	6.7145553	6.6228848	6.997952	6.847857
10044	7.305205	7.1910872	7.04054	7.468348	7.3902683	7.6001797	7.61537	7.372341	7.7348847	7.61537	7.1005793	6.9421797
10045	5.8421826	6.188473	5.8427725	5.851792	5.8891034	5.8973265	6.0050063	5.9464216	6.040356	6.01162	5.8450484	5.9046717
10048	6.516993	6.3521214	6.189857	6.3902526	6.536713	6.1285076	6.272208	6.30169	6.2647576	6.316051	6.6582847	6.6539083
10050	7.5922747	8.380295	8.940599	9.287145	8.495796	7.773338	8.642704	8.722633	8.627005	9.125122	7.7218037	8.806897
100505975	6.0187545	5.794706	5.817562	5.9743037	5.623607	6.129693	5.889385	5.672289	5.7854986	6.0612364	5.978785	5.970556
100506084	6.059569	6.2346296	6.4270782	6.651441	6.501068	6.6537685	6.414444	6.4914393	6.3164363	6.516993	6.3361974	6.3321753
100506136	5.9617414	5.7579036	6.11985	6.2686915	6.1568513	6.398167	6.043096	6.076526	6.1100307	6.2333274	5.9529915	6.0027857
100506164	6.0576124	6.208395	6.138734	6.1123676	5.9538374	6.1736183	6.2309136	6.01913	6.0312867	6.08189	6.2598534	6.1230264
100506668	6.2146716	6.679988	6.3349895	6.5749984	6.346625	6.2522807	6.4684486	6.5150895	6.314327	6.744003	6.423311	6.427166
100507003	6.0140123	5.823686	5.856411	5.772847	5.7813644	5.7494307	5.798619	5.608736	5.715384	5.7286615	5.9609604	5.698582
100507436	6.6104956	6.480192	6.3947783	6.262358	6.6501694	6.6362653	6.610077	6.915103	6.9682617	6.0177712	6.7085123	6.5375333
100507470	6.0935044	6.08189	6.0890865	5.9758525	6.015651	6.0937014	5.9759927	6.0020347	6.0398645	6.1192746	6.074652	5.9229527
10051	6.032631	6.0928297	6.0446076	5.9266562	5.9777484	5.94021	6.039848	6.0615015	5.9577274	5.996651	6.0529985	6.077738
10053	6.2807717	6.066508	5.950845	6.1581693	5.744361	6.094237	5.942827	5.744167	6.094171	6.0057487	5.864386	6.086371
10055	10.42293	11.039864	10.639428	10.981756	10.491528	10.7452345	10.895261	10.954529	10.522266	10.725907	10.572529	10.60102
10057	7.1339407	7.9281974	7.6183276	8.054401	7.464194	7.4902067	7.512721	7.7242565	7.4361167	7.4742017	7.3137674	7.6124396
1006	5.802564	5.632089	5.863173	5.4785504	5.7310915	5.710952	5.8244147	5.6348577	5.8415	5.794952	5.4774313	5.6242976
10060	7.304324	6.618277	7.763702	7.642352	7.3414	6.924454	7.125084	6.601992	7.183361	6.350616	7.133765	7.279069
10061	7.6528177	7.4374194	7.1072836	7.1934047	7.5065303	7.3957787	7.1284957	7.342632	7.2638273	7.101189	7.3346534	7.1097593
10062	9.163517	9.377247	9.491863	10.312453	9.988004	10.211349	9.62074	9.922497	9.762675	10.134887	10.382291	10.545351
10066	7.5213633	7.123885	7.1465197	6.8155537	6.7813096	6.668719	7.079825	6.9890733	7.07881	7.029365	7.5279937	7.8033333
10067	9.417839	9.71275	9.35595	9.410282	9.061768	9.33974	9.242615	9.4879265	9.527569	9.593143	9.659433	9.763872
1007	6.1403666	6.177619	6.341129	6.5281396	6.3029747	6.1833105	6.2451296	6.267337	6.2148676	6.3114457	6.1655073	6.263198
10071	5.841161	6.0232882	6.081695	6.0936246	5.8289104	6.0534344	6.0744114	6.188054	6.016003	6.1328564	6.099019	5.9797335
10072	6.7141232	6.7373714	6.738802	6.384835	6.6054783	6.8086596	6.260507	6.3062825	6.610224	6.4571457	6.6004195	6.9173036
10073	8.081006	8.13451	8.402502	8.400393	8.043042	8.050412	7.8884625	7.9454293	8.199191	8.197231	8.468404	8.517801
10075	7.383761	7.374887	7.602313	7.7798963	7.423438	7.4926004	7.2344766	7.512721	7.4897013	7.583724	7.316332	8.123274
100750326	6.4094133	5.8357983	5.744393	6.037031	5.903471	5.768124	5.8178315	5.899274	5.8314695	5.831187	6.0707746	6.0318885
10076	6.1568513	6.33124	6.144704	5.843862	5.7746015	5.938428	6.1703963	6.091745	5.9142747	5.735586	6.102743	5.8861027
10079	10.131107	10.2684	9.769818	9.3068695	9.986575	10.329399	9.966836	10.380685	10.041227	10.141065	9.375587	9.944964
10081	8.217706	7.9039803	7.8857827	7.8274198	7.428405	7.6140075	7.388449	7.758587	7.5861	7.778486	7.8048253	7.7327886
10082	7.678919	8.322	8.406002	8.598792	8.337952	7.9654145	8.118348	8.314085	8.329292	8.387347	8.150819	8.197231
100861522	6.1031313	6.201267	5.808212	6.049418	5.858503	5.8934083	5.7660832	5.870945	5.9266562	5.687939	5.993307	6.077372
100862704	6.3509073	6.7443066	6.773904	7.0494685	7.0238547	6.9632325	6.968433	6.9209795	6.7916293	7.081337	6.8935156	7.0498314
10087	8.81016	9.252879	9.244421	9.497052	9.022086	8.981214	9.272124	8.893037	9.23254	8.903065	8.698076	9.241021
100873955	5.9316297	6.1522536	6.132137	6.1605244	6.1430244	6.203815	6.019998	6.078287	6.079725	6.2478304	6.2452784	6.1842012
100874047	5.921561	5.8182883	6.076788	6.0076327	5.9857717	6.110841	5.7455525	5.8271217	5.802845	6.058478	5.9723244	5.946471
100874064	6.0503974	6.1607323	6.193656	6.25597	6.1301455	6.0667906	6.195687	6.2975073	6.321734	6.2125754	6.277257	5.9280043
100874107	5.925293	5.896779	5.8974686	5.730797	5.8054857	5.6510777	5.69403	5.7801337	5.879957	5.8870935	5.7902217	5.752747
100874222	5.90995	6.0804706	6.0043283	6.0468497	5.986852	6.1639066	5.991944	5.841396	6.0748615	6.054779	6.0319486	6.018251
100874234	6.3357954	6.426033	6.644923	6.7035193	6.401847	6.52649	6.710644	6.4425144	6.535217	6.6864185	6.60481	6.26553
100874251	6.0592537	6.1389365	6.425855	6.645742	6.248108	6.5342584	6.440125	6.3578496	6.5503473	6.365376	6.6416526	6.1913557
100885850	8.508154	8.392914	8.63384	8.657495	8.666196	8.705474	8.562338	8.729669	8.750924	8.601878	8.820872	9.263638
10092	10.03485	10.21829	9.88956	9.975304	9.949149	9.876627	10.219087	9.993605	10.072209	10.153541	10.114575	9.464668
10093	8.844331	8.933005	8.927349	9.154415	8.9993305	8.902184	9.175746	9.678535	9.057019	9.327045	9.23254	9.231505
10094	8.356077	8.4680395	8.44905	8.447224	8.694858	8.525261	8.228624	8.386603	7.6672997	8.093627	8.257996	7.8130264
10095	7.7024693	7.5052695	6.8615584	6.679988	6.888136	6.5650773	7.0819054	7.370434	7.228148	7.6347075	7.2494965	7.3240476
10096	8.273222	7.8051143	8.032742	7.6113687	7.8570766	7.25634	7.581328	7.4494367	7.70989	7.794563	8.169495	7.9039803
10099	8.631091	9.206545	9.001152	8.710519	9.350027	8.721841	9.026661	9.43352	8.806897	9.609453	8.952987	8.371918
10101	7.239312	7.0448422	7.2419395	7.317983	6.9661527	6.7670407	6.8403983	7.144386	7.1373243	7.353588	7.6884594	8.04755
10103	6.2410746	6.3922024	6.6744394	6.854086	6.4427023	6.780164	6.486977	6.745874	6.494097	6.9230037	6.562722	6.8432784
10105	7.669755	6.9197226	7.45184	7.6973324	7.7231436	7.1525626	6.6042924	6.6677475	6.944948	7.414094	6.991555	7.2504025
10106	9.964167	10.006411	9.850541	9.829818	9.848655	9.915462	9.699463	9.945736	10.01655	10.491528	9.896536	10.040591
10112	5.7297077	6.115283	5.9497037	6.1879096	5.7983456	5.8052106	6.1638474	5.9701962	6.005051	6.0463667	5.9405437	5.8289247
10113	8.01217	7.917528	7.2430563	7.0234866	7.4466887	7.5818715	7.1795444	7.582368	7.863768	7.9181166	7.7509894	7.966961
1012	5.9929967	6.2360396	5.8229322	6.1145353	5.9635377	6.0472226	6.306972	6.386051	5.9542227	6.4141636	5.900541	5.730539
10121	9.655859	9.585485	9.255422	9.078774	9.0355015	9.101702	9.230441	9.471762	9.180479	9.012513	9.193685	8.919446
10123	6.3237653	6.1694026	6.5543594	6.4006534	6.568824	6.32775	6.452324	6.2002892	6.251676	6.1051793	6.2193065	6.1072803
10124	7.164859	7.466145	7.319666	7.6503034	7.5774646	7.4260144	7.959646	8.480859	7.6828356	7.840607	7.9645233	6.9271455
10125	6.095205	6.17975	6.3409934	6.157206	6.3992066	6.3165	6.874584	6.6231422	6.4544406	6.564108	6.5429325	6.1276994
10127	7.9294195	7.8669944	7.869919	8.091729	8.065531	8.346812	8.271752	8.055512	8.173656	8.036341	7.7749877	8.001126
10129	6.842178	6.5623555	6.3750706	6.449788	6.698749	6.499804	6.301013	6.567372	6.540977	6.3801403	6.2730365	6.467594
10134	10.570465	11.034571	10.921218	11.10297	10.7486105	10.635958	11.176912	11.058482	11.006133	11.410469	10.942299	11.263394
10135	10.588978	9.20371	9.056537	8.186291	10.402666	9.925775	8.705161	9.052833	9.792218	8.269375	9.6124	8.310995
10137	7.6044135	7.8551097	7.5741496	7.7178	7.499346	8.019057	7.924637	7.869312	7.74718	7.460996	7.5047946	7.529737
10138	7.9130807	7.4622436	7.9454293	7.869919	7.620032	7.90591	7.7206945	7.8917346	7.5917854	7.6873746	7.7405114	7.648889
10139	6.5336566	6.529225	6.389835	6.479356	6.3330894	6.4749403	6.5316324	6.498051	6.4766574	6.504619	6.478077	6.6979814
10143	5.7943096	6.0753846	6.17305	6.078494	6.184608	5.957163	6.0379934	6.0662546	5.936163	6.1138115	6.0694323	6.181947
10144	8.408069	8.983315	9.868553	9.718578	9.323903	8.575896	8.410862	8.346456	8.713913	9.37027	8.86385	9.742669
10147	6.9314895	6.8774676	6.8021736	6.9387417	6.8104453	6.3671	6.7524896	6.877969	6.7469697	6.7582974	6.499589	7.1274076
10148	7.924068	7.27719	7.2809196	7.3407044	7.4617715	7.61326	7.8612385	7.463931	7.4093246	7.4627123	7.867845	7.155097
10150	9.771044	9.227557	9.234543	8.757239	9.680888	8.959117	8.933005	8.69324	9.407079	8.430366	9.655235	8.431364
10153	10.721296	10.54271	10.362786	10.325548	10.4653015	10.860379	10.415147	10.450455	10.497194	10.009373	10.692983	10.194111
10154	6.1711016	6.2159114	6.172502	6.2142277	6.1037893	5.981133	6.1809297	6.129307	6.272309	6.2727885	6.2163587	6.042727
10155	8.388066	7.8009787	7.8498664	8.057674	7.897389	8.071443	7.8928943	8.212775	7.828527	8.05704	7.9782248	8.361789
10156	5.8698335	5.8988056	5.9803414	5.9142504	6.135198	5.98562	5.9634633	5.954298	5.8187556	5.826505	5.8410463	5.804341
10157	7.513527	7.193602	7.908329	7.760939	7.571054	8.288782	7.9408064	7.556803	8.537548	7.498077	7.7541537	7.809639
10158	5.884232	6.284574	5.7960277	5.710669	6.201015	5.729249	6.457927	6.1249666	5.908067	6.6103606	6.081308	5.914113
10159	10.4196005	10.62161	10.009373	10.594818	10.521307	10.124225	10.477185	10.269906	10.499246	10.653133	10.54271	9.981683
10160	7.316558	6.8538895	6.627358	6.927494	6.7897143	6.5207434	6.655123	6.628779	6.7932696	6.616603	6.7185903	6.6862755
10163	7.759397	7.633649	7.565684	7.3834376	7.1210546	7.839756	7.8461256	7.6598287	7.3902683	8.141594	7.194486	8.20784
10164	8.63609	10.338417	9.0412035	6.8301773	7.159115	9.39608	9.773618	10.370646	9.1525955	10.180967	8.904669	7.9252295
10165	9.538676	9.371365	10.378199	10.329399	10.459117	10.328507	9.726024	9.719235	10.070012	10.060448	10.165764	10.335881
10166	11.071169	11.657735	11.618522	11.595194	10.50707	11.823838	11.389193	11.055847	11.389193	11.402342	10.99321	11.372001
10168	6.3365784	6.523756	5.975839	6.2345886	6.14862	5.9725986	6.3543053	6.1478014	6.1227884	6.119338	6.1109343	6.3750706
10169	12.361603	12.274843	12.1983185	12.311284	12.265207	12.175545	12.106657	12.615352	12.166033	12.634998	12.786045	12.5020275
1017	8.534181	8.444989	8.392575	8.4938135	8.359764	8.349596	8.349596	8.081006	8.4769335	8.172697	8.165622	8.529503
10170	5.8291163	5.8202863	5.845475	6.0491524	5.9711094	5.869739	5.858438	5.7579937	5.8905787	5.845546	5.9457927	5.6537933
10171	9.77041	9.342972	10.698286	10.032897	10.757782	10.658137	9.692341	10.474421	10.892826	10.124225	10.553169	10.49543
10174	6.1039615	6.0957007	6.0204782	6.003042	6.0514574	6.3740306	6.1049814	6.299328	5.8947725	5.9964843	6.0233235	6.1040783
10175	10.858115	11.081168	11.101537	10.985338	11.014857	10.887715	10.984325	10.695032	10.82538	10.69189	10.552101	10.544444
10178	7.644528	7.4584484	8.194022	9.125544	8.399649	7.986696	7.4788747	7.4206567	8.18731	7.9025435	7.667559	8.238044
10179	7.9968386	7.264923	7.4185796	6.8468275	7.5073004	6.994832	6.8961625	6.8826375	6.9801383	6.6197877	7.610835	6.741794
10181	9.952616	10.343692	9.838454	10.051103	9.920445	9.816895	10.274748	10.002147	10.0559025	9.894121	9.418343	9.843108
10186	8.0696745	7.915442	7.0278068	6.9606867	7.2344766	7.7446623	8.326235	8.262135	7.64656	7.9309106	8.003739	7.3199387
10189	5.933953	5.9841204	6.249677	5.862743	6.143382	5.8639274	6.039925	6.177619	6.127897	6.006445	6.2988544	6.1566534
1019	8.722633	8.96606	8.710104	9.022983	8.855207	8.807274	8.835173	8.982077	8.75209	9.072612	9.044369	8.6936455
10193	7.144801	6.9827566	6.9251924	6.887262	6.6515822	6.594792	6.5213165	6.8112545	6.8170047	6.9475064	7.1270075	7.12551
10194	8.036032	7.97542	7.776764	7.548857	7.8069086	7.2831273	7.5132513	7.6392207	7.457975	7.3999476	8.122629	8.150819
10195	9.830481	9.619161	9.661129	9.4157915	9.374028	9.5225725	9.402426	9.556355	9.347385	9.342972	9.875963	10.476246
10197	7.8138623	8.22966	7.9505424	8.023514	8.013315	8.04755	8.133777	7.8454924	7.610327	7.5080624	7.5808315	7.9181166
10198	6.5069776	6.609118	6.72353	6.919388	6.6211934	6.5560164	6.6530824	6.4742966	6.6893487	6.3627014	6.6112404	6.865705
10199	9.37613	8.877073	8.940172	8.836842	9.139689	9.200858	9.130307	9.180479	9.147774	8.790032	8.939302	8.72634
102	6.1448674	6.124383	6.239269	6.171474	6.1193852	5.799893	6.0978804	5.951774	6.032853	6.222415	6.18136	5.9172487
1020	7.075134	7.2417293	7.244689	7.3507514	7.4494367	7.288493	6.404621	7.3706694	7.2722917	7.427572	7.7895646	7.8917346
10200	6.548188	6.944948	6.6153984	6.7175674	7.325001	6.854587	6.7076364	7.117836	6.851107	6.6846046	6.894956	6.385734
10201	7.8601108	7.8116374	7.4663644	7.5596538	7.043234	7.6536174	7.4707274	7.705679	7.4032087	7.9811573	7.7530494	7.807692
10203	6.70913	7.0437922	6.762867	6.2632475	6.4120803	6.2659426	6.775668	6.887981	6.7211185	6.586791	6.84346	6.4766574
10207	6.1782618	6.1905966	6.09943	6.294274	6.000814	6.008195	5.968637	5.875751	6.1811895	5.7262597	6.1498876	6.266449
10208	7.321933	7.7563343	7.569484	7.836524	7.373725	7.7206945	8.123633	7.6733856	7.8426275	7.653355	7.6150727	8.155699
10211	9.810018	9.490029	9.119782	9.37613	9.679698	9.516499	8.977312	9.452349	9.191583	9.402987	9.673591	9.350977
10212	9.153969	9.309839	9.001539	9.511938	9.346224	9.32654	9.711499	9.718578	9.37253	9.492278	9.124692	9.117339
10213	8.643433	9.104092	9.011304	8.890581	9.0050745	8.889755	8.983315	8.933005	9.240015	8.666196	9.020312	8.866681
10214	6.141274	6.077944	6.2241607	6.205388	6.269065	6.1943064	6.2279377	6.032119	6.261802	6.224748	6.1766376	6.204883
10220	6.5665092	6.676452	6.7689047	6.292496	6.7279153	6.5787477	7.0660214	6.63801	6.7576485	7.1196904	6.6049542	6.5228066
10221	12.5320835	11.168429	13.208442	12.003355	12.314557	12.488091	12.0997305	11.6912155	11.761816	10.459117	10.929925	12.356443
10225	6.4141636	6.5907173	6.6270933	6.373479	6.8961625	7.0727725	7.6468077	7.5058208	7.0170283	7.3288593	6.5574336	6.3353205
10226	9.961257	10.363551	9.655859	9.992269	10.539681	10.394827	9.985847	10.292872	10.0306425	10.1463585	9.798507	9.482687
10227	9.181379	10.172541	9.209853	9.251538	9.241021	9.671002	10.323584	10.406442	9.375587	10.402666	9.47233	9.44008
10228	7.8084917	7.665444	7.7831607	7.5553236	7.629335	7.3792157	7.861513	7.614523	7.574646	7.536131	7.6064277	7.359596
10229	6.8020086	7.0005007	7.007555	7.0685153	6.9660006	6.8303328	6.43773	6.918265	6.8747916	6.9070354	6.9016457	6.6914825
10231	8.161498	8.486291	7.4408383	6.592862	7.213921	7.679686	9.098839	9.152074	7.734599	8.791952	7.9882674	7.075134
10235	6.5102954	6.4870996	6.4694295	6.8587017	6.2572355	6.5459056	6.8808336	6.7902107	6.6261554	7.448976	6.5644407	7.4876943
10236	10.775876	10.481065	10.057448	10.178638	10.333372	10.147125	10.240195	10.1130085	10.11844	9.841826	9.859042	9.838454
10237	10.717281	10.768304	10.6072	9.934731	10.16942	10.1302805	9.964767	10.619372	10.124857	10.30091	10.74757	10.954529
10238	8.285062	8.6243725	8.672115	8.497645	8.656251	8.501758	8.665023	8.463318	8.286056	8.687925	8.406686	8.454012
10240	9.253864	9.5912895	9.811533	9.53972	9.475601	9.573273	9.602189	9.394372	9.6606045	9.373552	9.691119	9.336163
10241	7.6611648	7.7887607	8.01033	8.094848	7.996182	8.079655	7.99073	7.7943034	7.9514103	8.048209	8.133473	7.908329
10243	9.175194	8.765	8.898672	9.190098	8.957377	8.971922	8.736818	8.702727	9.222017	8.738405	8.700447	8.85966
10244	9.85119	9.187161	10.663245	9.565156	10.116856	11.120401	9.593758	9.1610365	10.039895	9.982314	9.913377	9.175746
10245	7.601536	7.5792375	7.8887043	7.8051143	7.7268486	7.8675637	7.735208	7.8498664	7.733307	7.9079976	8.421543	8.479105
10247	9.089726	8.231303	9.055616	8.7364	8.747345	9.003217	8.3154	8.156698	9.350476	8.524905	9.661762	9.187668
10249	10.120078	8.168579	10.7452345	10.821917	10.729226	10.333372	9.94271	10.2684	9.969518	10.177803	10.958488	11.104505
1025	9.209853	9.29273	9.115414	9.169939	9.322387	9.535411	9.438952	9.47233	9.109977	9.500506	9.042977	8.696379
10252	9.989461	10.065573	8.64529	8.477244	8.538692	8.941787	9.8125725	9.648877	9.350027	8.905072	8.316422	8.122953
10253	9.332558	8.648002	8.887612	8.492962	9.3335495	9.033108	9.327533	9.262691	8.927349	8.598409	9.027499	8.410105
10257	6.374493	6.7405252	6.229812	6.1493073	6.3663416	6.789417	6.5286455	6.546821	6.307332	6.841085	6.132983	6.196095
10260	7.5011096	7.1930227	7.2453194	7.0383306	7.665444	7.319174	6.970654	7.089048	7.3719163	6.5788665	7.350956	6.9149027
10262	9.404527	9.249493	9.103586	9.066862	9.117882	9.486275	9.466255	9.38674	9.027499	9.054635	9.11444	8.892249
10263	7.2462792	7.6303287	7.31943	7.308918	7.1291127	7.2430563	7.765095	7.713997	7.397968	7.8539205	7.340454	7.8071837
10266	6.9762735	7.0325565	7.328644	7.54426	7.075134	7.282236	7.304791	7.478399	7.384639	7.2711263	7.063214	7.499598
10268	7.464194	6.971185	8.23835	8.53189	7.9454293	7.589119	7.8368526	7.193207	7.4045854	8.0116205	8.400393	8.03697
10269	10.363551	10.740245	10.690923	10.712066	10.551194	10.258697	10.414361	10.192597	10.427543	10.549349	10.396682	10.477185
1027	8.323378	8.436038	8.2806225	7.8249097	7.8951325	7.6475577	8.488368	7.7206945	8.276203	8.150819	9.123641	8.538692
10273	8.876614	8.700842	9.005522	9.212106	8.779146	8.881305	8.781839	8.900452	8.985948	9.21409	9.063171	9.303304
10274	7.8690147	7.809355	7.8495917	7.8640347	7.926177	7.6908646	7.8625913	7.5414395	7.629063	7.4659348	7.7685246	7.7580266
10276	9.162073	9.455734	9.636183	10.100322	9.469013	9.56874	9.7104	9.189665	9.587935	9.023952	9.94271	9.906493
10277	7.1480284	7.4136176	7.582368	7.6830864	7.2903013	7.569277	7.427572	7.5264826	7.4494367	7.5682616	7.589119	8.3174925
10278	6.1533194	6.3025136	6.1298766	6.0484314	6.0277247	6.1560435	6.3995776	6.275773	6.040819	6.192277	6.275538	5.940111
1028	6.122763	6.536351	6.4078665	6.503519	6.2311397	6.3560724	6.6973567	6.889436	6.43942	7.002073	6.920453	6.126321
10283	7.5249786	8.159077	8.1907625	8.366609	8.458809	8.247868	8.405613	8.239964	8.076183	8.443956	8.341077	7.9846096
10285	8.405308	8.06333	7.81466	7.774124	8.101601	7.9454293	7.901299	7.532046	8.175563	7.5058208	8.108374	7.583724
10286	6.101957	5.852199	5.8000827	5.9044666	6.032534	5.9685726	5.7841997	5.8926387	5.9372697	5.8536344	6.0894814	5.827153
10287	7.414094	7.557782	7.4416857	7.4136176	7.914852	7.2836256	7.515788	7.4577284	7.6442556	7.913982	7.5393653	7.165541
10289	9.27262	9.172357	9.255974	8.888015	9.18001	9.294725	9.21409	9.1481905	8.847048	9.169473	9.333052	8.465867
1029	5.920143	6.07806	5.8678994	5.9004173	5.9471097	5.8085437	6.058559	5.963803	5.9255395	6.058975	5.9235125	5.7376757
10293	6.438372	6.2416463	6.311557	5.9616814	6.096471	5.9393635	6.0506525	6.188722	6.023699	5.9962006	6.099234	6.1893864
10294	10.662235	10.469808	10.559029	10.386968	10.4196005	10.622509	10.611011	10.30091	10.803347	10.453187	10.45696	10.234389
10297	6.056797	5.959706	5.9611006	5.9872556	6.071981	6.063559	6.0337396	5.867693	6.0256014	5.9730806	5.9954853	6.1560435
10298	7.3362393	7.357924	7.51119	7.8570766	7.25132	7.400451	7.3925066	7.428405	7.1414156	7.108876	7.512214	7.5907016
10299	8.323055	8.560424	8.825014	9.225774	8.917253	8.84066	9.131779	8.147479	9.35247	8.838542	8.84829	9.1264515
103	10.171032	10.957015	10.692983	10.901458	10.74658	10.90387	10.688536	10.674332	10.7738905	10.958488	10.557976	10.582656
1030	6.3126197	6.5368166	6.3077044	6.0419264	6.496453	6.4927945	6.412775	6.446556	6.2826843	6.255562	6.363007	6.1634235
10300	6.8750873	7.063645	7.250181	7.0502996	6.957898	7.034588	6.9849677	7.057359	6.9814386	7.073564	7.0836487	7.3746696
10301	5.8220005	6.13541	6.123055	6.3224034	5.8127933	5.9609995	6.14533	6.070362	5.9599805	6.1173954	6.2872043	6.283915
