GSM2367610	GSM2367611	GSM2367612	GSM2367613	GSM2367614	GSM2367615	GSM2367616	GSM2367617	GSM2367618	GSM2367619	GSM2367620
1643	6.3310957	6.4669137	6.7109447	6.5317435	6.1101103	6.366055	6.233027	6.1775465	6.335253	6.594532	6.113107
1645	5.7024956	5.7923417	5.5823035	5.7798758	5.846756	5.6541443	5.534044	5.93278	5.8507996	5.760691	5.886042
1646	7.6163406	9.563016	7.123885	7.817142	8.019381	7.0948606	8.564036	6.8170047	6.256761	6.2690096	6.9135027
164668	6.0351906	5.8953605	6.3708725	6.517861	6.201623	5.9028034	6.217764	6.2810373	6.1833515	6.3304753	6.1804214
1647	9.725399	9.876627	10.970113	9.916189	10.670137	11.442302	10.619372	11.37814	9.843108	9.72482	10.398598
1649	8.39856	8.627005	8.182167	10.089369	8.007859	8.51265	8.771756	8.454423	8.006639	8.348833	8.524545
165055	6.19434	6.373066	6.2225375	6.372988	5.9827633	6.2008963	6.1112394	6.482586	6.282628	6.191323	6.3322487
165082	6.305364	6.583684	6.297572	6.414444	6.3853307	6.7754984	6.6590257	6.5050445	6.4766574	6.618559	6.5677776
165257	6.116648	6.2805586	6.3847575	6.091965	6.0827694	5.968689	5.939323	6.0601797	5.9898577	5.8159213	5.9238634
1653	10.810808	11.046816	10.861715	11.035865	10.859312	10.876387	10.744073	11.002419	10.755744	11.133295	11.060832
1654	10.924775	10.127857	10.485821	10.396682	10.587813	10.609966	10.194836	10.65088	10.511929	10.617345	10.781565
1656	6.086792	6.3117185	6.09904	6.304859	6.3375936	6.138548	6.466599	6.4096694	6.461795	6.6095433	6.1963205
1657	5.9186525	6.2681427	6.0790734	5.8440223	5.9794736	5.7335334	5.9026318	5.8315625	5.7881413	5.809695	5.791384
166	9.962678	9.0019865	9.5681095	10.058874	9.920445	9.687032	9.996393	10.152125	10.080632	10.65088	9.998547
1660	6.9793763	7.028989	7.155519	6.9639535	7.0347934	7.1039248	7.0925956	7.515242	7.5073004	6.9207864	7.097175
166336	7.807427	6.42734	7.3957787	6.3510537	7.409104	7.3811884	7.2132955	6.961499	7.7524576	6.6802955	7.3378906
166378	6.04338	6.068635	6.1889434	6.215025	6.2574897	6.301623	6.4277506	6.3111835	6.2058067	6.233421	6.373066
1666	12.267758	12.300904	12.44864	11.927365	12.0802	11.595194	11.838464	11.633593	11.220419	11.607954	11.961666
166785	7.553732	7.431755	7.3897796	7.222879	7.2606697	7.0055118	7.3276854	7.077994	6.9710145	7.04269	7.0640597
166929	6.3654604	6.7897143	6.4626627	6.273663	6.5699606	6.5235085	6.4237757	6.456739	7.205934	6.4206433	6.7561707
167359	6.158979	6.534975	5.7695694	5.7014213	6.5186906	5.8627996	5.9199305	6.797689	5.9662604	5.7267785	5.6360145
1674	6.2120657	5.8593297	6.105974	5.9577537	5.83954	5.846957	5.8490405	5.9127355	5.9516973	6.2382874	5.8791165
167410	6.1048717	6.098592	5.987764	6.022316	6.002745	5.8535614	5.851973	5.9663587	6.0610824	6.024803	6.034521
167465	6.113198	6.0414863	6.28715	6.074233	6.278215	5.9827375	6.196569	6.0739403	6.01465	6.2779975	6.095357
1675	9.771044	8.595989	10.133346	8.318216	8.981214	9.215576	9.8283415	8.594626	8.469425	9.514106	8.855613
1676	7.7557516	8.2276125	7.8805213	8.125931	7.922205	7.8408933	7.8625913	7.6849456	8.246857	7.6511946	7.6303287
1678	6.9442315	7.271393	7.11197	6.96863	6.869716	7.056957	6.41512	6.958066	6.56092	6.7193246	7.013011
168002	8.834833	9.382598	7.0967727	5.8747954	9.633313	6.6487665	9.52468	10.045795	7.5621614	5.956634	7.3330812
168374	6.047406	5.979885	6.24541	6.1120143	6.2691674	6.321004	6.034475	6.3328056	6.067021	5.9279714	6.1579065
168451	5.611231	5.9207306	5.829089	5.5075526	5.7663083	5.816139	5.5016932	5.5082603	5.78261	5.703804	5.697547
168507	6.1568513	6.16248	6.0432487	6.226429	6.208425	6.289469	6.2530475	6.2694917	6.2122636	6.3200192	6.3662734
168537	8.414683	7.6460724	8.409431	7.854208	8.2593975	8.376442	8.608591	8.683396	8.85604	9.089726	7.952552
168850	7.7798963	7.6090193	7.771341	7.872281	7.8887043	8.104224	7.720988	7.954141	7.41998	7.5468326	7.97625
1690	6.187427	7.0609794	5.95592	6.32311	5.885357	5.854279	6.801184	6.434776	6.4348745	6.271155	6.702267
169044	5.919783	6.270709	6.245084	7.8219805	6.068016	5.859344	6.0822163	6.12318	6.0483003	5.9144387	5.992444
169611	6.218661	7.17657	6.0269566	7.227484	6.2343225	5.9685235	6.2135334	6.114754	6.8016953	7.4484644	6.1373124
169714	6.900086	6.926588	6.91272	7.217555	7.4099965	7.385816	7.4008813	7.1504803	7.101189	7.5386157	7.290753
169841	6.0650196	6.0207243	6.0015426	6.252912	6.28011	6.182692	6.083539	6.09651	6.057303	6.129513	5.9763727
170302	5.8719864	6.0433316	5.915847	5.9725986	5.9879384	5.954097	5.935105	5.9685726	6.018649	5.8105526	5.7296114
170392	8.0531845	6.1487656	8.562672	5.7782283	8.09584	8.018212	8.77331	7.8753514	6.844125	6.004156	7.700224
170394	7.6550055	6.9721384	7.1144185	6.820154	6.9377418	7.282474	7.1792917	7.126566	7.325717	7.2631755	7.411026
170463	6.3196964	6.0106826	6.3091345	6.009319	6.3144445	5.976384	6.2884965	6.207118	6.3617406	6.285546	6.2518272
170487	5.7019334	5.7845435	5.9940014	6.0248885	5.837804	6.025235	6.0350146	5.841249	5.9294057	5.965513	5.837283
170506	7.3226867	7.423974	7.3445883	7.1679626	7.270698	7.183556	7.36699	7.3473186	7.234668	7.355611	7.366316
170679	6.559705	6.5495987	6.741794	6.498469	6.5215564	6.107775	6.583048	6.5695477	6.713976	6.976651	6.6119056
170680	5.8613305	6.2066903	5.9888616	5.9499345	5.927883	5.9737678	5.853116	5.827716	5.75356	5.930813	5.8536196
170685	5.6158414	5.4675593	5.83238	5.7663302	5.7652526	5.669341	5.6581593	5.764925	5.862175	5.787514	5.350002
170689	5.80885	6.149163	5.89557	5.956266	6.2838526	6.0969625	5.9993615	6.1808634	5.9967904	6.214984	6.1427608
170690	6.1558146	6.1102533	6.1036534	6.061016	5.761468	6.139442	6.022747	6.1118793	6.038503	5.962186	6.2001014
170954	8.225243	7.6197376	8.404954	8.285062	8.062715	8.250871	8.071155	8.8508215	9.581525	8.71677	8.669391
170958	5.983865	6.399286	6.218661	6.0042453	5.9930096	5.8723717	6.201967	6.215825	6.105341	5.8203816	5.957818
170961	7.353105	7.7120867	7.0434256	7.6728497	8.304827	7.900997	8.75966	8.493416	7.5917854	8.144554	8.178021
171017	6.7508397	6.5440364	6.7847695	7.2585254	7.0913525	6.913896	7.0731463	6.7051063	6.83131	7.2939043	7.039933
171019	6.507515	6.0955887	6.177129	6.2327523	6.050024	6.155525	5.7343035	6.2104034	6.1255174	6.0122724	6.326209
171023	8.195268	8.166283	8.004321	8.436867	8.277288	8.096105	8.180024	8.311621	8.253758	8.61927	8.443588
171169	5.8981075	5.8952837	5.7382884	6.135671	6.1216345	6.0607796	5.8677626	6.0409737	5.9161615	5.8115363	5.8903017
171558	6.0005126	6.089892	5.9447594	5.971735	6.054952	6.3688393	5.9807973	6.039638	6.168973	5.977599	6.0897474
171568	7.054761	7.141177	6.9149027	7.349535	7.5021205	7.570246	7.4456515	7.598759	7.428405	7.89436	7.3999476
1719	6.0507545	6.19993	6.277891	6.262714	6.0066295	6.161789	6.0387616	5.845964	5.7042317	5.8647532	5.844693
1723	8.034298	7.535231	8.442514	7.1795444	7.724565	8.276577	8.175563	8.752461	8.933005	8.627005	8.769432
1727	6.033917	5.794325	6.116887	6.0694714	5.9414687	6.069302	6.172502	5.922309	6.503963	6.0969033	5.744921
1728	7.392755	11.440522	7.197918	11.695755	7.0973363	7.0250764	7.7890306	6.9385023	7.7377033	7.802494	6.685661
1729	8.564036	8.310995	8.591037	8.921686	8.450259	8.384962	8.654837	8.607432	8.122022	8.6818695	8.553852
173	13.591068	11.600808	14.046345	11.323609	12.93439	13.866272	12.608987	12.599885	12.772522	12.976363	13.301418
1730	5.714946	5.7771125	5.8128986	5.970026	5.7073374	5.794536	5.6834555	5.999289	5.6641994	5.993434	5.984683
1735	5.914993	6.100959	6.0321894	5.958487	5.9336486	6.1074777	6.0652223	6.017051	6.206254	6.2416463	5.8465543
1736	8.760067	8.726718	8.953827	9.799915	8.608591	8.814341	9.084166	9.019324	8.663397	9.311369	9.459666
1738	8.514924	9.089726	9.33974	8.937244	8.4891405	8.626254	8.311317	8.370443	8.298653	7.4105005	8.467672
1740	7.8232913	7.666285	6.839726	6.3798957	6.9726577	6.701853	6.19082	6.421189	6.464533	6.3951344	7.4666057
1741	5.806676	5.914262	5.5680423	5.8908353	6.0016813	5.539894	5.861317	5.8234463	5.82906	5.598875	5.8659716
1743	8.793536	8.7783375	8.72221	8.582215	8.978573	9.096558	8.575531	8.617317	8.361438	8.646447	8.690846
1747	6.029316	6.3256364	6.042138	6.437529	6.2896385	6.0883203	6.3880997	6.2581444	6.3402596	6.197778	6.3409934
175	8.38463	7.9860816	7.652539	7.13258	7.9019303	7.542276	7.6355553	7.7338424	7.8551097	7.83414	7.737098
1756	7.545477	7.6020494	7.0170283	7.2747784	7.4793577	7.532046	7.3086753	7.614523	7.5393653	7.747994	7.581328
1757	7.6450853	7.3716435	8.929533	8.202935	8.72927	8.969173	8.415072	8.08784	7.6991925	8.089715	8.764599
1759	6.085446	5.86993	5.7885475	5.8905787	5.901451	6.0416512	5.908343	5.982703	5.7581367	5.8809524	5.874041
176	6.133169	6.279309	6.01434	6.012286	6.0644712	6.1139235	5.8667636	5.939721	5.9510374	6.0803595	6.0283413
1760	6.1097994	5.8875794	6.0253544	6.161987	5.9892325	6.0169816	5.990281	6.099258	6.532292	6.02267	6.085932
1761	5.780502	5.6725864	5.8042884	5.8335733	5.6936126	5.7652526	5.649357	5.658425	5.8347692	5.767774	5.8781343
1762	6.347503	6.5896893	6.3688393	6.654717	6.6106	6.521919	6.275309	6.2574897	6.491761	6.754462	6.6184072
1763	6.542338	6.684913	6.448646	6.6564136	6.553883	6.8081656	6.767214	6.5980067	6.782698	6.8342915	6.820669
177	5.9879007	5.9297094	5.766151	5.8465543	5.92619	6.1383667	5.8848395	5.8956356	5.9977193	5.7587104	5.7726235
1776	11.761816	8.835641	12.018609	8.158523	11.368939	11.021557	12.092521	11.325275	9.851788	10.064094	10.961282
1778	8.91507	9.14283	9.081512	9.308006	9.155864	8.813927	8.730417	8.710519	9.097523	9.340679	8.907661
178	7.9053726	7.6320004	8.007299	7.054313	7.65637	7.873357	7.3390636	7.70933	6.9885077	7.31943	7.9654145
1780	6.005791	5.810632	5.962318	6.5576963	5.9739566	5.805072	5.9731965	5.8042884	5.9423084	6.000277	5.9296484
1781	9.075491	9.1525955	9.043864	9.222554	8.782663	8.847941	8.916372	8.927349	9.26956	8.857396	9.124116
1785	7.968528	7.406968	8.099303	8.078129	8.26516	8.095166	8.349596	8.123944	8.248856	8.611211	8.188866
1786	9.6395445	8.985525	9.361108	10.582656	9.599833	9.629954	9.959909	9.827667	10.029819	9.861669	9.59556
1788	5.554953	5.9031386	5.6986327	5.9147077	5.867101	6.007507	6.0121336	5.8474894	5.8272767	5.87102	5.892084
1789	6.5595546	6.541984	6.4111686	6.745874	6.616707	6.5570693	6.505955	6.5028524	6.5140715	6.6979814	6.530271
1794	8.717588	8.112199	9.150608	7.8948874	8.842236	8.819608	8.869793	8.70004	8.469735	9.176279	8.616965
1795	5.821267	5.708262	5.7143044	5.606683	5.687752	5.657904	5.639316	6.0394635	5.879649	5.798927	5.692588
1797	7.985769	8.566818	7.96484	8.080628	8.063	8.376044	7.8515058	8.252541	8.000231	8.990822	8.0303755
18	8.79315	9.391179	8.865488	8.488368	9.291113	8.938912	9.12175	8.897729	7.983221	8.464796	8.812261
1801	6.5563755	6.23352	6.5548406	6.477255	6.353948	6.8691974	6.7754984	6.5425725	6.632076	6.6585703	6.4452696
1802	6.3851714	6.381718	6.1651587	6.192429	6.3445873	6.586791	6.1101103	6.308613	6.302916	6.021883	6.436003
1803	6.536713	8.231994	8.166919	7.358676	7.145212	7.6274986	6.6464243	7.0581326	6.3666544	6.2809854	6.9158354
1806	7.721276	7.8525257	8.033037	7.6368675	7.7309036	8.210739	7.4099965	7.503061	7.5001326	7.4698586	7.849322
1807	11.482671	11.531756	12.31749	11.931831	11.730295	11.893327	11.846308	11.834563	10.581688	12.367264	11.917068
1808	10.19789	9.952616	9.49651	9.526402	9.918379	9.459666	9.698929	10.191914	10.462529	10.488414	9.622933
181	5.6059723	5.7160425	5.799854	5.8026013	5.564443	5.725848	5.659839	5.7880993	5.7839575	5.6163354	5.967403
1810	6.928806	6.8311343	6.991555	6.786824	6.4899526	6.9420104	6.1807284	6.5564837	6.3291807	6.695379	6.59979
1815	6.438292	6.938913	6.350267	7.0008984	7.052706	6.2223687	7.0146313	7.253889	6.4788265	6.4860525	6.906314
1819	7.424484	7.224426	7.3434687	8.328976	7.894025	7.733307	7.651699	7.646342	8.025082	8.125245	7.7798963
182	7.481292	6.980886	7.1624117	6.9829755	7.0031776	6.9473305	6.4707656	7.31943	7.662816	7.649692	6.976897
1820	7.081337	6.610224	6.774878	7.0264544	7.04747	7.0437922	7.3925066	7.932422	7.20485	7.311356	8.250568
1823	5.917884	6.010021	5.914605	5.9503326	5.9687834	5.855901	5.888864	5.957074	5.955982	6.1753345	5.998519
1824	7.531053	8.083183	7.512721	7.261826	7.4279704	7.377344	7.1725044	6.8747916	6.984269	6.9853377	7.0033607
1825	5.945507	5.887656	5.993629	5.9737554	6.1424956	5.9572763	6.192565	5.8090158	6.0110607	6.0313916	5.948979
1826	7.104113	7.0203953	6.413816	6.7978516	7.2029366	7.2980247	7.0792294	7.284917	7.0992084	7.5047946	7.304791
1827	8.519384	7.5252476	8.42889	6.7742343	7.2065625	8.434202	6.9905443	9.367687	8.121439	7.174013	8.482278
1832	7.0865664	6.9207864	6.6359816	6.3608427	6.521919	6.199143	6.5485396	6.995593	6.353877	6.689621	6.6364036
1834	5.8701015	5.907217	5.807679	5.814618	5.9768667	5.98377	5.978297	6.1463313	5.9475236	5.988044	5.767678
1837	6.562971	8.024782	6.7375383	6.8239293	6.852207	6.1101837	6.196284	6.468554	6.927864	6.774399	7.0059233
1838	6.327234	6.304201	6.253997	7.0366244	6.411087	6.183923	6.575895	6.1846356	6.2152276	6.3256917	6.113336
1841	5.86772	5.9816246	5.806793	6.4583263	6.0613847	5.9301105	6.0771294	5.9819074	5.9462166	6.2742167	6.059062
1842	9.169473	8.824196	9.082955	8.394491	9.356498	9.140709	9.339277	8.818406	8.514193	8.886746	8.754535
1843	12.529124	13.368475	11.749861	12.270394	13.557293	13.1083765	13.363411	12.657106	11.336461	12.113591	12.650292
1845	11.955418	11.633593	11.255815	11.838464	11.719094	11.800726	11.687745	11.591477	11.313076	12.087457	11.732247
1847	10.86965	9.614652	9.869224	7.997173	8.898672	9.263638	8.751713	10.343692	9.551615	10.455043	10.23779
1848	7.480554	7.074916	7.6528177	6.9985633	6.579659	7.029365	6.984419	8.542439	7.535483	7.7033324	8.646829
185	9.3063345	8.916822	9.715189	7.9645233	9.100713	9.947135	9.189665	9.838454	9.559337	9.385096	9.863494
1850	7.121272	7.248649	6.5053935	6.9251924	6.920272	6.7441497	6.750997	6.8264008	6.7563224	7.189168	6.6886187
1854	7.002984	7.958714	7.232885	7.919516	7.1206994	7.053285	7.032919	7.32725	7.377344	6.83131	6.8386874
1856	7.2102394	6.686566	7.056957	7.6642632	7.091976	6.949596	6.899203	6.830979	7.3101974	7.021128	7.1039248
1857	7.9553676	8.104798	7.674708	8.252541	7.7145233	7.724	7.715604	7.9278936	7.8618083	8.02153	7.8318706
1859	8.336648	8.142674	8.301339	8.298945	8.057958	8.361114	8.231303	8.346812	8.065862	8.261462	8.198205
186	6.1647296	6.5240917	5.8811946	6.062329	6.074069	6.4703307	6.279104	6.181884	6.0928893	6.252814	6.3234305
187	8.380295	7.907635	8.359029	7.8515058	8.430366	7.7306304	8.279016	7.8243423	9.123641	8.742966	8.009724
1870	5.8715205	6.330871	6.4065495	7.5478644	6.496974	5.970617	6.024284	6.7831807	6.435526	5.8557277	6.2974024
1871	8.1540365	7.3507514	7.9748716	8.573298	7.8575916	8.023802	8.194612	7.681753	8.22099	8.720291	8.039665
1876	8.194612	8.430663	8.110601	8.417144	8.005753	8.231994	7.910354	8.210739	8.189458	8.570548	8.161179
1877	8.925672	9.290091	8.717588	9.534244	9.399877	9.074966	9.421558	9.179471	9.2234	9.56874	9.155864
1879	6.1111674	6.7133665	5.944477	6.8290434	6.3514247	6.1010447	6.246271	6.0744257	6.5487723	7.410761	6.206254
1880	7.052706	7.004307	7.87395	6.6861296	6.9755216	7.182937	6.7107882	7.4663644	9.162073	7.2836256	6.9897995
1889	6.7028913	6.633882	6.6087413	6.534754	7.0882673	7.070315	7.0236616	6.815248	6.9599085	6.4108086	6.587177
189	14.223665	14.2991905	14.156157	14.559043	14.464818	14.31865	14.338535	14.549074	13.557293	14.464818	14.371817
1890	7.8335834	7.676548	7.9965034	7.5349336	7.809898	7.8458085	8.21936	7.966386	8.13864	8.165622	7.866692
1891	11.600808	11.990116	12.416394	12.900458	12.200424	12.751838	12.586859	13.007992	12.460374	12.832773	12.413751
1893	7.8860316	6.009208	8.118348	6.1209807	7.67791	8.123274	8.429999	7.777102	6.8874516	7.207428	8.130839
1894	6.795272	6.8910065	7.2998934	7.8533607	6.5355797	6.327105	6.528441	6.9606867	7.2168584	6.842821	6.469914
1896	6.149163	6.027198	6.0491524	6.6624246	5.848059	5.9551544	5.90111	5.9609222	6.2204843	6.086311	5.830398
19	11.566132	11.017546	11.673521	10.40736	11.3552265	11.562926	12.385949	11.356926	12.262959	12.490888	11.811203
1901	7.639518	7.2752433	7.5292478	7.0127764	7.309762	7.391998	7.27719	6.978441	7.6173472	7.6163406	7.295661
1902	6.6701713	5.93993	6.946633	6.0565815	6.7633696	6.622128	6.2399325	6.2801676	6.969538	6.205388	6.654181
1903	6.8660374	6.661045	7.438337	5.9793897	6.8626194	7.4185796	6.935385	6.647358	7.3059115	7.6860623	6.970472
1906	6.977627	6.444614	6.6362653	6.199245	7.0494685	6.683006	7.4371924	7.488379	7.037005	7.2255254	6.8106074
1909	6.110841	6.1957603	6.307031	6.1072803	6.299328	6.1773167	6.171406	6.282736	6.3370175	6.592084	6.143162
1910	9.029465	8.007859	8.784344	7.78984	8.453002	8.613097	8.496883	8.760067	8.721841	8.534181	8.179
1911	6.579328	6.5821023	6.42683	6.5069776	6.3969803	6.5447083	6.633882	6.4280066	6.651991	6.833434	6.312684
1912	6.1417623	6.074372	6.404281	6.0692096	6.1923904	6.2464623	5.9255276	6.149217	5.860051	5.932704	6.144568
192111	5.716255	5.853146	5.814618	5.734839	5.999659	5.998992	5.7797966	5.8537216	5.9257417	5.7993674	5.8051906
192286	11.133295	11.306086	10.981756	11.611487	11.257344	11.06494	11.148434	11.0623045	11.286324	10.951903	10.705843
192683	7.1054053	7.268365	7.549358	8.570944	7.052147	7.164665	7.1626153	6.566258	7.2170944	6.9135027	7.253889
1933	5.937169	5.9825788	6.345332	5.8279114	6.1038938	5.8842435	6.1303	5.974344	5.7897263	5.89999	5.99418
1936	9.369317	9.525823	10.139612	9.912647	9.932662	9.956615	9.385096	9.719235	10.127857	9.125966	10.406442
1939	8.150273	8.373514	8.595656	8.595989	8.565248	8.689147	8.905072	8.551629	8.672539	8.774441	8.717588
1943	8.162138	7.5977845	8.341077	7.669436	8.056414	8.326235	9.666679	8.89519	9.059032	8.815165	8.76178
1945	6.2060246	6.1283274	6.1295414	6.267238	6.1707344	6.028431	6.2241187	6.3365784	6.5234027	6.2798843	6.074125
1949	6.3923626	6.1333404	6.891177	5.975839	6.3373766	6.674742	6.7811384	6.865513	6.6051927	6.3311677	6.7209754
1951	6.3636494	6.990328	6.2959256	6.6000395	7.3766513	6.2982287	6.1290903	7.466845	6.0008993	6.8158755	6.6220098
1952	6.6923943	6.07022	6.1706758	6.399423	5.95411	5.908943	5.9592814	6.009979	6.0580163	5.9800234	6.266104
1954	5.8258657	6.088098	6.2726316	5.943685	5.3796897	5.6865525	6.1784635	5.8847275	6.0309014	5.835105	6.6301146
1956	9.326035	9.601529	8.625877	9.127017	9.635678	9.89068	8.870666	9.596179	9.156367	9.850541	9.874803
1958	10.327576	9.296872	9.990803	8.886349	10.365957	8.700842	8.492962	11.687745	10.3650875	9.957244	10.943442
1959	6.905547	6.4396267	6.8509293	6.1954365	6.903364	6.757467	6.491761	6.7497706	8.077472	6.669009	6.5340295
196	6.5113854	6.6242113	6.961499	6.4125347	6.5479546	6.8455267	7.1037498	6.660667	6.8744216	6.381718	6.9346294
1960	6.0992785	5.785456	6.076845	5.8753977	6.0860457	5.766151	5.8586254	5.814806	6.1501904	5.757465	6.081116
196051	5.899463	5.8188167	6.054429	5.5757446	6.0167227	5.869046	5.922851	5.8419504	5.9805536	5.733651	6.109556
196074	6.929496	6.780984	7.205057	7.1360707	6.9082494	6.96087	6.948081	6.9451494	6.864453	6.605046	6.9851475
1962	9.539232	10.040591	10.342622	9.643725	9.082955	9.949149	10.141065	10.686362	9.625823	8.344626	10.753366
196264	5.9243555	6.0006275	6.0505376	5.9654136	6.201887	6.37915	6.063875	5.985535	6.3066473	5.8383145	5.9507046
196383	7.3593326	7.233833	7.7446623	7.0623856	7.432021	7.151453	7.021903	6.9113073	7.836226	7.7554994	7.0124083
1964	8.7624445	8.632565	8.617685	8.6105585	8.283272	7.8875685	7.967295	8.236905	8.09426	7.547109	8.039006
196403	6.1354356	5.9021916	6.3155184	6.367258	6.193656	6.1957603	6.2816405	6.191174	6.5991716	6.2764792	6.42011
196410	11.855921	11.513868	11.49289	10.870834	11.927365	11.316025	11.468865	11.620493	9.924436	10.917612	11.807008
196441	6.6960783	6.6555667	6.754927	6.887262	6.5523024	6.2895203	6.6805463	6.543581	6.497291	6.9427648	6.467594
196463	7.124317	7.4861803	7.0248437	8.691641	7.5952034	7.607761	7.5570707	7.5677876	7.336625	8.130484	7.623887
196483	7.289819	6.9973826	7.4456515	6.8134427	6.8448424	6.6875415	6.9276733	6.7557225	6.903886	6.407946	6.9874086
1965	7.5437512	7.4526033	7.636315	7.0654235	7.5260267	7.438133	7.447937	7.61326	7.414094	7.7685246	7.588858
196500	5.7686234	5.8677344	5.7581625	5.882599	5.620895	5.487111	5.761636	5.784445	5.8769283	5.7663493	5.711929
196528	6.6061597	6.744455	6.4459496	6.6106	6.4710236	6.6869416	6.505617	6.5941195	6.5744815	6.5397687	6.579806
1967	8.841832	9.259592	9.314935	9.950509	9.135011	8.815165	9.064163	9.04161	9.155337	8.890129	9.204653
196792	5.9727154	5.9831676	6.148282	6.5677776	6.1673036	5.834978	5.9306054	6.299852	6.118283	6.094304	5.945927
1968	10.296077	10.349165	10.028337	11.334907	10.240195	10.547207	10.42293	10.3066225	11.031036	10.36428	10.427543
1969	7.4894586	6.9807086	6.9938536	6.0883203	6.873729	7.7606297	6.759439	7.882001	7.3443623	7.9297237	8.06464
197	13.735615	12.290275	13.282594	12.618467	13.14281	13.344378	12.717544	13.079354	12.300904	11.927365	12.991496
197021	6.344443	6.472857	6.5497203	6.261366	6.273971	6.1206846	6.2517786	6.279364	6.4549093	6.1218815	6.3862123
197257	6.7384887	6.722929	6.7571616	6.450962	6.7675133	7.104113	6.308229	6.810312	6.7066617	6.1501365	6.7392683
197259	8.299913	7.9448333	8.699643	7.7465825	8.075867	7.514989	8.218321	8.119437	8.886746	8.407688	8.743787
197320	6.2890267	6.4152017	6.237962	6.213017	6.3317213	6.393352	6.2522297	6.1526833	6.1853013	6.2442307	6.5728393
197335	6.512852	6.647358	6.427642	6.9582386	7.1142435	6.871113	6.8021736	6.7450943	6.851107	7.0323567	6.847524
1974	11.675204	11.753956	11.607954	11.809034	11.749861	11.777439	11.986022	12.051581	11.842459	12.547073	12.035799
1977	5.963284	6.222199	6.4176764	5.9866576	5.935182	5.927152	5.944955	5.801261	6.2455897	6.0568337	6.0398946
1979	9.419908	9.816895	9.268563	8.622492	9.593758	9.240015	9.011304	9.477308	8.9499855	8.589536	9.145786
1981	11.306086	10.838426	11.1003685	11.096465	10.961282	11.130774	11.426218	11.218849	11.659754	11.782991	11.334907
1982	11.23981	11.235346	11.221839	11.017546	10.950678	11.042707	11.058482	11.421409	10.887715	10.887715	11.097683
1983	7.130467	6.577423	6.712121	6.5679016	7.0619698	7.052706	6.8695555	7.3067956	6.761334	7.2078705	6.9571323
198437	5.6256237	5.600669	5.471974	5.73561	5.4926653	5.794766	5.77166	5.7170315	5.924426	5.822711	5.6029377
1995	6.275992	6.302403	6.384142	6.0720825	6.015931	6.1220193	6.092949	5.875021	5.893906	6.0405874	5.9587607
199692	7.092982	7.5344224	7.015805	7.367884	7.6280036	7.431015	7.466845	7.517473	7.441234	7.151453	7.347951
199699	5.8221426	5.9220963	5.8853445	5.9909344	5.9762354	5.8173313	5.977054	5.883986	5.96261	5.8404317	5.7890406
1997	8.763679	8.827039	8.872766	8.716365	8.742966	8.799274	9.065929	8.941787	8.887612	8.97772	8.8808975
199745	5.8408093	5.86888	5.737591	6.0557966	5.6454124	5.870115	6.226857	6.2982287	6.184541	5.75156	6.0207353
1998	7.1184583	7.055963	6.9233675	6.898654	7.4505987	7.087651	7.4195447	6.9434667	6.994082	7.606942	7.3158174
199800	6.243822	6.2597632	6.1054077	6.1315265	6.262005	6.273756	6.607108	6.281094	6.210295	6.3781047	6.2195573
199870	6.2214746	6.514817	6.5095162	5.9621725	6.218168	6.041863	6.115125	5.9963126	6.076806	6.205274	6.118569
199920	7.6833663	8.08784	8.1361475	7.978525	8.347426	8.517801	8.675551	8.392914	7.7606297	8.929533	8.253487
199953	6.1440816	6.1757064	6.162293	6.7491016	6.0869074	6.2263875	6.4348745	6.5062923	6.2797446	6.4171076	6.56688
199990	8.210422	8.775655	8.226257	8.729669	8.395864	8.295633	8.403508	8.605848	8.77331	8.6082535	8.599596
2	12.361603	11.186961	12.186916	11.227976	11.767633	11.925346	11.275157	11.298603	11.615007	11.428213	10.978863
20	7.0403385	6.960102	6.96582	7.1938057	7.0122232	6.9734373	7.156609	7.056292	6.7453938	6.898491	7.0437922
2000	7.068889	6.8944206	7.1080284	6.9938536	7.277429	7.2023296	7.425765	6.939231	7.3376174	7.367676	7.2509055
200081	10.612996	10.219907	10.560008	10.166591	10.369736	10.403578	10.674332	10.350004	10.469808	11.188342	10.684306
2001	5.786871	5.7440786	5.8394694	5.781342	6.088609	5.9846	6.021604	5.8193846	5.9193563	5.948239	5.8705554
200132	7.6603436	6.660805	8.42354	6.787178	6.5397687	7.2869425	6.763547	6.8183713	6.585301	6.503632	7.554536
200185	11.003791	11.413576	11.547395	12.28269	11.55482	11.513868	12.055908	11.564364	12.335146	12.128891	11.730295
200186	6.860803	6.784262	6.362777	6.566751	6.7890887	6.5723825	5.9739833	6.6263146	6.520255	6.673598	6.527459
200205	6.3234305	6.276896	6.3805466	7.0630016	6.549856	6.758956	6.601071	6.5206456	6.7069583	6.679848	6.496019
200312	7.4503684	7.095024	8.037956	7.042864	7.212619	7.308918	7.076639	7.52848	7.300305	6.9173036	6.881197
200350	5.782229	5.983691	6.118795	6.016953	6.003933	5.9125805	5.9870143	6.169919	6.0788016	6.0788016	6.1580787
2004	6.0301895	6.149243	6.146192	6.155842	6.0306497	5.708472	6.0553594	5.7609997	6.059808	6.02399	5.8678713
200403	6.439937	6.48594	6.1487656	6.2770524	6.3512735	6.4096694	6.37645	6.1525407	6.3826675	6.5095162	6.1728024
