GSM2367621	GSM2367622	GSM2367623	GSM2367624	GSM2367625
51548	5.9604716	6.059808	6.028205	6.3440576	6.167275
5155	6.1047573	6.7998614	6.8079677	6.3521214	6.706104
51550	6.4024625	6.6031256	6.666167	6.8106074	6.38037
51552	6.155703	6.2042775	6.417199	6.223029	6.4315004
51557	5.747203	6.5250134	5.983075	6.1950197	7.950835
5156	7.267213	9.081993	8.559699	8.8031645	7.9491973
51560	6.6301146	6.5416403	6.67161	6.618277	6.3159876
51562	7.504563	7.500607	7.687691	7.685781	7.333549
51564	5.9495583	6.2342296	5.981122	6.1804576	5.9220963
51567	6.074125	5.8988333	6.3028007	6.1485357	5.96105
5157	6.8951693	6.427166	6.9219036	6.2562666	6.3950467
51571	6.5701833	6.5151935	6.556829	6.529446	6.188544
51574	7.9109955	7.741101	8.005753	7.990036	7.840607
51585	7.4705553	7.5654335	7.6706223	8.133777	8.105098
51586	6.3451767	6.555434	6.480386	6.5376673	6.633057
51588	8.456984	8.046354	8.666196	8.343557	8.748496
5159	8.3272505	9.928444	9.008615	8.161179	8.77612
51592	9.027051	9.043864	9.109977	8.938165	9.611752
51596	11.351988	11.655825	11.533595	11.684384	11.724728
51599	7.015805	6.9079113	7.621322	7.0778093	7.618077
516	12.391205	11.3814	11.655825	11.21431	11.30769
51602	7.7067385	7.988853	7.55583	8.663892	7.477677
51603	7.4157906	7.942624	7.807692	7.763702	7.714287
51604	10.097319	9.711499	9.922497	9.888323	9.87921
51605	5.8948455	5.848939	5.8513403	6.1208806	6.2108407
51617	5.9521103	5.992901	6.0141344	6.2984023	6.131173
5162	11.179601	11.353668	11.175552	11.387531	11.026907
51621	10.066398	9.333052	10.179395	9.689886	9.923148
51622	6.8760343	6.8786955	6.9997287	7.440048	7.0132217
51629	11.226491	10.819623	10.779373	11.058482	11.069977
5163	6.681577	6.3676295	6.494097	6.657045	6.7304196
51631	6.844125	6.652136	6.663838	6.5648384	6.96582
51633	7.091976	6.9554453	7.0430655	7.160065	6.969538
51634	6.567493	6.5390377	6.378664	6.530967	6.5516777
51637	9.284656	9.091237	8.984223	9.260111	8.85472
5164	7.006292	6.905759	6.3353205	7.5586333	7.151083
51642	7.6044135	7.6973324	7.4719076	7.914263	7.188984
51643	12.210118	12.152427	11.996743	12.08279	12.040645
51645	7.8051143	7.7859774	7.369559	7.8288	7.2384257
51646	9.145786	9.428029	9.583823	9.480719	9.687032
51649	8.093253	7.6582394	7.602555	7.752211	7.4582295
51651	6.4635706	6.095397	6.094681	6.3570795	6.2011914
51652	7.602848	7.9764943	7.774124	7.3683314	7.0907083
51655	10.881167	10.286012	12.064595	11.320801	9.482237
51659	7.972802	7.325001	7.194716	7.184187	7.1586943
5166	11.242493	10.763826	9.990126	9.327045	11.392084
51660	11.826203	11.836272	12.1983185	12.232065	11.713649
51667	10.612996	9.644354	9.924436	10.072209	10.236984
51668	8.937244	8.737994	8.487295	8.150819	7.9448333
51669	12.303679	12.092521	12.544198	12.470921	12.085304
5167	7.7306304	7.8084917	7.6514306	7.6470504	7.955015
51678	7.1759706	7.4577284	7.2858076	7.6047153	6.88959
5168	6.8327665	10.015162	9.264214	7.651966	8.13775
51690	9.772954	9.938336	9.553959	9.666679	9.418343
51691	6.681274	6.838519	6.7644935	6.6676126	6.6464243
51693	6.5937104	6.6775417	6.8416224	6.7697334	7.107459
51696	7.0272317	7.066642	7.4649386	7.155519	6.9708557
517	11.682522	11.851691	11.784818	11.650249	11.726549
5170	7.365885	7.419028	7.391009	7.6691613	6.9410944
51700	7.5731335	7.373725	7.7822976	6.840557	7.537535
51701	7.04269	6.7468157	6.8092856	6.9881372	6.6458774
51703	10.431703	10.951903	10.573554	10.480092	11.840508
51706	9.27313	8.814751	8.980308	8.684227	9.136945
51715	6.5381284	6.7790256	6.686566	6.754927	6.3850894
51720	8.906866	9.12222	9.0355015	8.993844	9.223869
51726	10.581688	10.692983	10.345369	10.368795	10.259544
51727	9.910542	9.487413	9.532034	9.520983	9.303304
51729	9.817502	9.502085	9.508372	9.628236	9.737646
5173	5.985214	6.3274264	5.9340634	6.0005126	5.948177
51733	12.421774	12.421774	12.00523	12.128891	12.991496
51735	8.285062	8.275898	8.043344	8.308742	8.746086
51738	5.8816366	6.5200305	5.893665	6.019282	6.48227
51741	5.94312	5.830965	6.0683694	6.0535927	6.076673
51744	7.0859284	5.9802756	6.183789	5.9612513	6.0825663
51747	7.291418	7.0472555	7.4864025	7.914547	7.7993245
5175	8.345377	8.521226	8.204531	8.062715	7.6739306
51750	6.2830224	6.0975747	6.0611677	6.1891775	6.2049246
51751	6.1632648	6.2564116	5.838715	5.900048	5.941183
51754	6.9605136	7.107459	6.894956	6.8450365	7.4842753
51755	7.3355823	7.797385	7.0575614	7.2754445	7.226823
5176	9.309839	9.78749	10.13875	10.059668	9.1525955
51760	8.951301	8.005474	7.9015646	8.7469225	9.395504
51761	6.4819307	6.416903	6.266863	6.2427793	6.4971867
51762	8.518545	8.578731	8.741305	8.617317	8.390722
51773	5.9634113	5.8438478	6.0389204	5.9871597	6.057869
51776	6.5173244	6.0189633	6.214307	6.2125	6.128586
5178	6.8374424	7.7287517	6.6104956	6.880659	7.569484
51780	7.4353747	7.7910404	7.83047	7.6505957	8.31613
518	7.9303684	7.180656	7.4526033	7.5612206	7.189168
51804	6.2419553	6.4404125	6.767214	6.879085	6.3442907
51807	5.9505	5.931947	5.7743945	5.8294735	5.918628
51809	5.7732167	5.8421206	6.005302	5.9621344	5.736643
5184	12.775695	11.4230175	11.999193	11.8301115	12.013828
5188	8.831442	7.88964	8.310061	8.431697	8.06652
5189	8.873635	7.1998353	7.9294195	7.7817717	7.912485
5193	5.910146	6.044541	6.1787186	6.053371	5.9820943
5194	8.423189	8.318216	8.301703	8.487295	7.904827
5195	7.1531215	7.7340875	7.849322	7.703591	8.295245
5199	6.312294	7.135053	6.7690763	7.616084	6.9652467
5201	8.587289	8.756121	8.547684	8.347426	8.835641
5202	5.7379565	6.01409	6.175549	6.1333404	6.1432962
5204	11.905874	11.78883	11.748002	11.620493	11.61326
5205	6.570422	6.4094133	6.456739	6.1867957	6.2702017
5209	7.33039	8.051279	7.6344466	7.4749575	7.483811
521	9.245982	8.724086	8.749289	8.174973	8.29665
5210	7.0425134	6.9161987	6.627236	6.821567	7.052532
5212	5.557077	5.5138764	5.77567	5.7053914	5.7216935
5216	11.113385	11.28015	11.535103	11.536834	10.427543
5217	7.610835	7.164273	7.387938	6.460597	6.5873437
5218	8.528527	6.9790015	7.337359	7.198557	7.7145233
522	10.786062	9.666679	9.419908	9.642508	9.60502
5225	6.0726514	5.948129	6.0866714	5.9171677	5.9349427
5226	9.771044	10.132647	9.925775	9.996393	9.538676
5228	5.6903515	5.998604	5.7026124	5.8943634	5.75376
5229	7.235563	6.722159	6.9418244	6.81144	6.8117647
5238	9.016617	8.659506	8.602221	8.685053	7.909247
5239	6.1548514	8.984223	6.887262	7.417641	8.315049
5244	11.990116	10.178638	11.475912	11.353668	11.348997
5250	12.976363	12.666083	12.761768	12.991496	12.727926
5257	6.1257606	6.294274	6.0593405	6.233027	6.1150146
5264	12.549983	12.599885	12.562243	12.81282	12.657106
5265	7.063214	7.2023296	7.4876943	7.1066885	6.463868
5270	8.574686	10.473532	9.283625	7.868719	8.907275
5272	6.332868	6.5150895	6.1232276	6.070053	5.9535995
5274	6.782393	6.6433525	6.790971	6.3975782	6.492394
5279	9.081512	9.302812	8.947771	8.8846245	9.008615
528	8.345764	7.8071837	7.8530965	8.843947	8.087321
5281	6.182915	6.439517	6.212103	6.4410605	6.2398486
5283	7.837175	7.8654532	7.512721	8.018212	7.5347033
5284	9.842526	8.396864	8.705161	9.181907	9.013026
5287	7.334236	7.052147	6.8611817	6.788597	7.527237
5289	5.9416013	6.3983326	6.407946	6.536463	6.2544427
529	11.199814	10.895261	11.10297	10.81349	10.445703
5290	6.2890267	6.109276	6.2746277	6.4727497	6.2271614
5291	7.222879	6.435342	7.0092745	6.961836	6.6734767
5292	7.8567805	8.974618	8.042115	7.7357616	7.5114546
5293	6.6298666	7.089446	6.9829755	6.647181	7.031489
5294	5.9530654	6.4454813	6.193189	6.123822	6.2117195
5295	8.352256	9.978703	9.209853	9.362104	10.35095
5296	10.124225	10.44463	9.979431	9.840483	10.168047
5298	8.061449	8.314085	8.810576	8.680716	8.729669
5300	10.304052	9.974591	9.945736	10.010834	10.33426
5305	9.183315	10.4009905	9.726589	9.760808	9.718578
5306	7.369084	7.1527433	7.424991	7.2971683	7.0225544
5307	5.8649006	6.456083	7.3814263	5.834261	5.998761
5310	6.6362653	6.8490443	6.827445	6.873545	6.57614
5311	6.512505	6.573711	6.7042375	6.5062923	6.341459
5315	6.204314	6.183562	6.2446656	5.7377477	5.8672867
5316	7.0056973	7.1160765	6.8110957	6.8026476	6.747123
5320	9.268102	9.134059	13.735615	9.045284	7.398986
5321	6.0407243	6.0402455	6.040605	5.972875	6.0081644
5324	6.275538	6.2225	6.4231377	6.1027617	5.8935795
5326	6.881197	7.443917	7.1385922	7.2382703	7.8090563
5328	7.5994787	7.5132513	7.965091	6.3793874	6.638156
533	12.253926	11.253856	11.49289	11.652169	11.600808
5332	6.1348186	6.1653967	6.362322	6.3480816	6.5196915
53335	6.408552	6.9366403	6.5684247	6.392519	6.5950665
53339	7.3208094	6.9612865	7.261383	7.190022	6.391959
53340	7.8997564	6.9209795	8.218321	7.5944557	6.745874
5335	7.7128825	7.5629644	7.2725296	7.3750987	7.4957066
53354	8.659506	9.644813	9.062686	8.842716	9.404051
5336	10.338417	9.97666	9.303805	9.762073	10.297916
5337	8.463318	8.458037	8.695223	8.14999	9.150608
53373	6.80747	6.5648384	6.816851	6.763704	6.868153
5338	6.2007804	6.4932446	6.6600776	6.6440883	6.290399
5339	7.4926004	7.7377033	7.951999	7.9923906	7.8551097
534	6.9879584	6.4449897	7.087651	6.4453683	6.6013193
5340	13.354557	13.67626	13.79591	13.717098	13.5630245
5345	11.639208	12.879119	13.245362	12.930341	12.586859
5346	6.7402134	7.273427	6.497603	6.7211185	7.328644
5347	9.870537	9.653551	10.063396	9.984391	9.657507
5348	9.886284	9.32858	9.916936	9.062686	10.059668
535	11.60424	10.087894	11.099021	11.11184	10.606171
5355	5.997107	6.494223	6.3729115	6.1400256	5.888965
5358	10.718244	10.714353	10.760095	10.702553	10.909112
5361	6.503963	6.895374	6.839019	6.6036716	6.90181
53632	5.9510875	5.994394	5.832211	5.882752	5.9630237
53635	9.652902	10.253845	10.436752	10.203277	10.53564
5364	8.320233	9.034583	9.082955	8.940172	9.648243
5371	6.0697703	5.986003	5.9173107	5.9716005	5.9002414
5376	6.426033	7.3473186	6.876404	6.5858274	6.299328
538	6.3386464	6.244468	6.4686527	6.2214346	6.0948796
53826	6.927494	7.8725376	7.4472117	7.6303287	7.762348
53827	7.5179825	8.057674	7.665171	7.545477	7.8467345
53833	7.320588	6.169919	6.8253145	6.103631	6.2744346
53834	8.655953	8.699643	9.217629	8.925672	9.853746
53838	8.650555	8.226257	8.022192	8.783071	8.620039
53841	7.9703617	8.741691	9.912647	9.253864	10.15507
53916	7.284272	7.547635	7.6595697	7.450151	7.3753333
53917	6.9064784	6.9167814	6.608036	6.687233	7.1033726
53918	9.692341	10.466256	9.43352	9.017549	9.43462
5394	9.154875	9.131779	9.273596	9.218144	8.926508
53944	7.0278068	7.092169	7.0541296	7.133765	7.078185
5395	5.932075	6.0624557	5.9151354	6.01961	5.950029
540	9.253864	8.80435	9.154415	8.823833	9.131264
54014	9.520448	9.079658	8.740922	8.690846	9.6606045
54069	7.028989	6.3287983	6.4296947	6.2915096	6.5734544
54101	7.8742323	8.077808	7.5052695	7.7134833	7.827139
54107	10.50707	10.120078	10.282134	10.215815	10.219907
54108	6.678933	6.8106074	6.7528152	6.9952116	6.6564136
5411	9.3314905	9.636183	9.870537	10.098894	10.254725
5412	8.964026	9.448994	9.382598	9.221501	9.429193
5413	6.6624246	7.064281	7.2081156	6.826733	6.8332443
5414	9.929189	10.070012	8.74493	8.591365	9.417345
541465	6.0245647	6.0237613	6.1145353	5.925488	5.9967904
54148	9.482687	8.934685	8.975533	9.295361	8.54381
54149	6.6778216	6.4147997	6.589562	6.4991884	6.3995776
541565	6.320938	6.142033	6.093866	6.248067	6.3360643
5420	6.5050445	6.511836	6.4045334	6.262714	6.1387863
54205	7.862943	7.5861	7.5336485	8.366963	7.9578414
54206	11.15542	12.58983	11.899525	12.599885	12.971914
54212	6.8672395	5.759546	5.887118	5.989025	6.186929
5422	6.501189	6.7760043	6.6051927	6.5975895	6.784604
54221	6.2714887	5.961318	6.0105214	6.0200286	6.101867
5423	9.565822	9.18001	9.224371	9.466255	9.472891
5424	6.762727	6.8217435	6.9095426	6.8255253	6.7849293
5426	9.2051	7.7459693	7.5599074	7.5728736	8.609827
5427	7.214638	6.6078935	6.658862	7.366316	6.3992066
5429	5.857112	5.872052	5.809695	5.946989	5.688577
5432	7.663048	7.254117	7.71666	7.926177	7.599008
5433	8.125245	7.703591	7.492076	7.966058	7.311595
54345	9.283625	9.468495	9.08339	9.212628	8.690067
5435	11.148434	11.255815	11.455444	11.0687065	11.326826
5436	9.818722	10.089369	9.412851	9.55576	9.442976
54361	5.871495	6.1669745	6.622364	6.0793605	6.2662606
54363	11.01879	10.061919	10.209	10.448425	10.430853
5437	9.6453495	9.642024	9.8125725	9.809325	9.825167
5440	6.735067	6.507082	6.4652066	6.3448052	6.4269247
5441	7.45184	7.5627174	7.001522	7.96484	7.617088
5442	9.480719	9.00236	9.276148	9.461924	9.694244
5443	5.8612885	5.84978	6.0744114	5.7828107	5.7663493
54431	6.0938015	6.11329	6.226514	6.2434573	5.878192
54432	9.535411	9.058099	9.406587	9.558782	9.2751465
54433	6.4637628	6.2078934	6.0608163	6.382746	5.957074
54434	6.9475064	6.9414697	7.021903	7.001872	7.008289
54437	6.190391	5.9899874	6.1496706	6.180964	6.056057
54438	8.603618	8.958205	8.952987	8.432118	8.350589
5444	9.33838	9.937658	9.320684	8.815579	11.10929
54440	6.8846426	6.8678274	6.4225764	6.6060357	6.8155537
54443	6.144539	6.1136494	6.203302	5.7565007	5.9034834
54453	6.935199	7.833861	7.6421084	7.566987	7.9112844
5446	13.602564	13.095438	12.938561	12.488091	13.398167
54460	8.219649	8.069091	8.625877	8.351566	8.816843
54461	8.582215	8.087321	8.558206	8.568358	8.701191
54462	7.318438	7.370014	7.5001326	7.71666	7.201347
54463	8.560053	7.325475	7.405547	7.168378	7.8799567
54464	8.829436	8.815165	9.006868	8.779569	9.153474
54469	7.182496	7.0591416	7.255929	7.3012037	7.022105
5447	12.059863	10.845053	11.525964	11.826203	11.241228
54470	6.6640043	7.442199	6.815248	7.3014154	6.803519
54476	7.509638	7.78984	8.1060915	7.9210052	8.173656
54477	6.8662114	6.56092	6.406729	6.830039	6.810312
54478	5.738464	6.0351233	5.7623672	5.912833	5.971735
54482	7.201776	7.3977227	7.330189	7.3977227	7.695586
54487	7.55583	8.161813	7.7425356	7.4025364	8.457305
5449	5.6275244	5.627057	5.6698155	5.6990204	5.7126813
54491	6.0621533	6.0368237	6.328925	5.9955235	5.9248786
54494	7.2634115	7.0707326	7.120092	7.2099667	7.399455
54499	11.405797	11.663701	11.805074	11.832523	11.191357
5450	5.976247	6.4642463	6.060713	6.160288	5.869114
54502	8.0624275	7.6178403	8.330342	8.158523	8.158205
54503	6.3626275	6.5992966	6.29615	6.21033	6.242474
54505	8.546571	8.3550005	8.38402	8.494121	8.577078
54507	7.383761	6.669009	7.3872113	7.407418	7.519764
54508	6.4612164	6.8101625	6.4192753	6.7299356	6.8320146
54509	5.969911	5.7362876	5.935439	5.794855	5.7972293
5451	6.2263875	6.574618	6.514186	6.7754984	6.7212873
54510	6.3843684	7.1531215	6.83621	6.994652	7.3305883
54517	8.210072	7.4216266	7.508312	8.204244	7.7419057
54520	5.978235	6.099019	6.1558146	6.153759	5.929834
54521	8.405613	7.5972395	8.485895	7.658519	8.06937
54522	7.030093	7.1777616	7.1913056	7.4343987	7.208332
54529	9.242084	9.520983	9.536925	9.768525	9.257502
54531	5.9203095	6.0645294	6.1870008	5.8432326	5.9672723
54532	6.525802	6.2062216	6.4122696	6.4744124	6.081077
54536	8.221655	8.196577	8.065862	8.314743	8.124929
54537	7.689787	7.4781513	7.339499	7.498851	7.58731
54538	6.585301	6.3884172	6.312108	6.1695495	6.5021706
54539	11.1231575	11.61326	11.626302	11.37814	11.487642
54541	10.231043	9.800683	10.804655	10.991819	10.906351
54543	12.90447	13.282594	12.952776	12.727926	13.11698
54551	7.3716435	6.9814386	7.201166	7.0425134	7.210433
54552	8.098016	8.273222	8.465867	8.359383	8.451976
54555	5.938748	6.6941223	6.2812605	6.350267	6.5000215
54556	5.7092905	5.415713	5.632867	5.774419	5.7879653
54566	7.636315	8.234675	9.312893	9.467494	9.151113
54567	5.814587	6.0062995	5.833841	6.314201	5.734752
54575	10.180967	8.842236	8.603217	9.201776	8.565248
54577	9.783791	8.151105	7.7477236	8.547324	7.702702
54584	6.5780377	6.8247957	6.376735	6.878876	6.9318748
54585	6.5176506	7.2989893	7.463931	7.4376836	7.9393473
546	6.236239	6.091366	6.203852	5.9766207	6.0233836
5460	6.057303	6.0546427	6.208311	6.493705	5.8917027
54602	9.985847	9.735689	10.129511	9.961257	9.833164
54606	9.642024	9.165068	9.4512415	10.036395	9.759604
54617	7.546613	7.547366	7.5573406	7.432271	7.5806003
54622	6.69458	6.429589	6.6674643	6.695082	6.5744815
54657	8.72102	9.384547	9.001539	9.499911	8.790032
54658	9.765836	10.510986	10.658137	10.724647	9.881126
54659	7.394836	7.088044	6.913325	7.697583	7.329978
54661	6.066159	6.417754	6.3690367	5.871717	6.491899
54662	7.2515283	7.3151474	7.601259	7.317751	7.923487
54664	6.809169	6.5471945	7.091976	7.1537538	7.0161986
54665	7.987888	8.2963085	8.04119	8.281683	8.296013
54674	5.9375243	6.353041	6.0061975	6.1100693	6.294914
5468	5.851792	6.0069613	5.8951473	5.9845085	5.9916415
54680	7.8884625	7.996182	8.015392	7.755209	8.081926
54682	6.349679	6.6996365	6.6346974	6.7847695	6.2840657
5469	6.6979814	6.9855723	6.8858314	7.108642	6.848846
54700	6.840246	6.497711	6.8762197	7.1563935	6.7742343
54707	8.4816	8.420806	8.2276125	8.125245	7.9829626
54708	7.0102773	6.8740826	7.164665	7.18718	7.2828736
54732	10.839461	10.615275	10.582656	10.307335	10.467234
54733	5.653346	6.1554666	6.013797	6.0337114	5.907525
54739	8.71277	8.805656	9.6524105	10.464285	9.469013
54749	10.172541	8.921167	9.931202	9.61527	8.953429
54757	7.246679	7.728199	7.814396	7.8878098	7.761451
54758	6.903522	7.629063	7.951148	8.186291	7.5808315
5476	10.686362	10.160563	10.337527	10.261086	10.362786
54762	6.37619	6.6450605	6.9109693	6.3699975	7.1056066
54764	7.510394	8.320233	7.882001	7.895682	8.064931
54765	9.866802	9.868553	9.831109	9.753144	10.335881
5478	6.7076364	6.4836497	6.50086	6.9026313	6.5416403
54784	7.1446004	6.4814253	6.5317435	6.90248	6.839019
54788	7.2144384	6.8311343	7.1261687	7.2634115	6.7803097
5479	7.4562387	6.4021935	6.616707	6.688177	6.1242266
54795	8.019951	7.6895514	8.959472	7.759697	7.973378
54796	5.8390737	6.297801	5.726036	5.664274	5.6422653
54799	6.4967513	6.503189	6.2426577	6.469914	6.577895
54800	8.821299	9.081512	9.274176	9.092138	9.191114
54806	7.5573406	7.215067	8.015714	7.757766	8.250568
54808	9.073076	9.480228	8.835641	8.86009	8.713563
5481	7.7477236	7.1630516	7.3888783	6.887981	7.1630516
54810	6.898113	6.388256	6.5362406	6.325569	7.1348166
54812	6.112937	6.3969803	6.055509	6.220319	6.496863
54813	7.325475	8.246181	7.788255	7.897389	8.418276
54814	6.388347	6.0716176	6.324069	6.3482366	6.1440015
54816	6.7860484	7.3443623	6.69474	7.1630516	6.885997
54820	7.48031	7.687102	7.52848	7.40133	7.8293586
54822	6.329464	6.4078665	6.0244927	6.116077	6.3272867
54825	6.236906	7.702702	7.613741	7.8461256	7.7474146
54832	5.929351	6.231407	6.220237	6.4382286	6.0870433
54834	6.479356	6.72946	6.787494	6.567493	6.563747
54838	7.596136	8.309074	8.446091	8.31676	8.215416
54841	8.467403	8.620438	8.381953	8.422534	8.766645
54842	6.446345	6.79736	7.009057	6.851257	6.5235085
54843	6.092458	6.217641	6.4075093	6.3143854	6.2838526
54845	5.932416	5.7919393	5.9551926	5.8706913	5.976737
54851	7.6642632	7.673094	7.9112844	7.5677876	7.9538226
54852	5.995447	6.22519	6.026796	6.1140943	6.075738
54855	8.71243	9.312893	7.8551097	7.4947743	8.841095
54859	8.003417	7.7549725	7.9725285	7.984394	8.164396
54861	9.643725	9.973078	9.871947	9.318502	9.642508
54862	6.924082	6.5909615	6.6014514	6.5447083	6.9647064
54863	6.0395226	6.626821	6.225009	6.40295	6.332042
548644	6.35798	5.9619694	6.0258684	6.078693	5.846102
548645	8.971464	8.652509	8.744186	8.8947525	9.412265
54866	6.6892004	6.4860525	6.477866	6.5974708	6.653367
54867	7.9491973	7.8768325	8.016676	8.116317	8.037956
54868	7.0274243	6.3237653	6.381655	6.4041114	6.491761
54869	5.8702955	5.929635	6.039925	5.978312	6.094064
54870	9.547236	9.955336	9.936251	9.6703415	9.926458
54873	6.200063	6.171668	6.0643816	6.1903267	6.0189347
54874	7.898865	7.313547	7.438782	7.292741	7.76175
54875	6.869716	7.0295715	7.408834	7.3111463	7.102769
54876	6.7985206	6.841805	6.7955723	7.0722423	6.8897815
54877	6.126474	5.8018413	5.996496	6.0532184	5.9101086
54878	7.568508	7.485968	7.8592873	7.6935	7.8324337
54880	7.319666	8.1600065	7.5132513	8.006985	8.30445
54881	7.662287	7.4227057	7.5013843	7.313547	7.054555
54882	8.161498	8.404625	8.124275	8.128934	8.83098
54883	7.5210924	7.671163	7.5164967	7.6984267	7.491165
54884	7.9875784	8.007299	8.105434	8.1630945	7.6884594
54891	6.376524	6.028604	5.9624567	5.9704466	6.0817537
54892	6.814724	6.0121727	5.96718	5.9559455	6.0789475
54893	8.731117	8.409037	8.746086	8.76178	9.547748
54899	6.302916	6.4646187	6.536713	6.602508	6.216623
54900	6.307202	6.8679996	6.1094847	6.177031	6.1317306
54902	7.6272435	8.667874	8.697586	8.992555	8.180024
54903	6.787178	6.5113854	6.7115316	6.609235	6.7708235
54904	6.526372	6.4881363	6.518211	6.3608427	6.711214
54908	6.76023	6.4491343	6.509968	6.490827	6.790816
54914	7.5939326	7.0709324	7.087431	6.902303	6.8041677
54915	9.058543	9.0792465	9.013026	9.358236	9.207938
54919	8.141243	7.82304	7.983221	8.436867	7.8684683
54922	7.882617	8.34038	7.361218	7.4289227	7.7215333
54923	11.329948	11.260498	11.101537	10.826539	12.653488
54925	7.7126455	7.558397	7.738537	7.7790155	7.7572517
54926	6.4677925	6.276115	6.363223	6.3871818	6.4858356
54929	6.987021	7.133186	6.6804323	7.041328	6.9849677
54931	6.8824778	7.0377603	7.4067645	7.5560803	6.788597
54933	6.10941	6.059824	6.191527	6.314143	6.0576444
54934	8.84066	9.193132	8.964829	8.964829	9.123641
54935	11.663701	10.963808	11.55482	11.576763	10.810808
54936	7.053703	7.667559	7.6124396	7.758587	7.516025
54939	10.26183	9.951922	9.958525	10.108473	10.1834345
5494	8.000231	8.0244255	8.150273	8.414292	8.504839
54940	11.080107	10.430853	10.955937	10.9867525	10.719174
54941	9.079658	9.364567	9.11685	9.228485	9.448994
54942	7.910354	7.6458125	7.9863772	7.6689076	7.653355
54946	8.997476	8.564399	8.688723	8.519384	8.711235
54947	6.1240664	6.272309	6.1286135	6.3645287	6.279834
54948	7.8033333	7.777102	7.7626624	7.6418796	7.6434007
5495	6.1284847	6.3558702	6.2580495	6.596796	6.185867
54951	6.02054	5.9705305	5.803592	5.8368063	5.7938952
54953	5.856289	5.9749336	5.951358	5.8796606	5.843437
54955	7.6566315	7.5184627	7.36461	7.6020494	7.685245
54956	7.4337206	6.7936144	7.0284414	6.9595504	7.360263
54958	9.72482	9.543109	9.432326	9.425771	9.816287
5496	10.406442	10.414361	10.551194	10.596839	10.40736
54961	7.890968	7.984394	8.158817	8.161813	8.04755
54962	6.255065	6.2423873	5.8900123	6.092557	5.8911653
54963	9.346224	9.879855	9.212106	9.78749	10.036395
5498	7.142801	7.5108867	7.850623	7.543028	7.7465825
54982	6.3975782	6.432258	6.3386464	6.267397	6.609235
54985	8.326545	9.043407	8.407688	8.402827	9.344108
5499	9.628236	9.715189	9.564688	9.8283415	9.661129
54991	6.816378	6.593455	6.4742966	6.689621	6.713813
54993	7.596423	7.916952	7.905651	7.54426	7.8840313
54994	9.477308	9.532034	9.53262	9.378878	10.282988
54997	6.229812	8.086035	7.5322747	7.254117	6.7411804
54998	12.540969	11.7697935	11.542117	11.819168	11.611487
550	6.2714343	6.177288	6.0146794	6.045737	6.1795177
55000	10.122105	10.86965	10.937441	10.6072	11.289567
55002	7.8889933	8.943928	8.663017	7.767653	7.70108
55003	8.753699	8.496883	8.272462	8.68593	8.390347
55004	9.834436	9.97111	9.80602	9.636183	10.057448
55006	7.2428374	6.926417	7.1043444	7.135481	7.281837
55008	8.244178	7.9338264	7.9987593	9.176737	8.081296
5501	10.115336	10.393068	10.318518	10.085068	10.658137
55010	6.902303	6.378985	6.3686085	6.1935844	6.1293836
55012	8.592476	8.267763	7.858136	8.807274	8.168219
55013	7.135271	7.717482	7.872281	7.303554	7.1252923
55015	6.2460246	6.201303	6.077334	5.813919	6.13546
55016	5.9719605	6.16995	5.9977455	6.0850954	6.057371
55017	6.1015835	6.2449074	6.319166	6.0890265	5.885842
55020	10.570465	10.494623	10.734735	11.226491	11.243878
55022	8.96696	9.039296	8.768145	9.309377	8.658674
55023	8.337624	8.58573	8.336987	8.305191	8.494121
55024	5.9935565	6.126883	5.933928	6.125865	6.201887
55027	6.4044385	6.1666393	6.040768	5.867693	6.173484
55028	7.426455	6.7436957	6.8069844	7.0124083	6.526372
55031	7.1184583	6.931692	7.316332	7.251097	7.23047
55032	9.597448	9.399386	9.281761	9.344612	9.248465
55033	9.618604	9.814365	9.395504	9.627671	10.202543
55034	11.044081	9.989461	9.975994	10.727049	9.004567
55035	6.628488	6.6528068	6.6846046	6.6642985	6.6741366
55037	6.4131374	6.237172	6.424304	6.459337	6.5721107
55038	6.0466485	6.3260155	6.45322	6.092333	6.1251025
5504	8.325473	8.293594	8.243887	8.380639	8.552393
55048	9.448994	9.251538	9.144241	9.224371	9.213581
55051	8.424229	9.482687	9.1530695	9.283625	9.530769
55052	9.755749	9.125544	8.808093	9.2051	9.011304
55054	9.189665	8.524206	8.843568	8.861834	8.85695
55057	7.197918	5.9332247	6.1179094	6.071561	6.4742966
55064	6.267871	6.7884393	6.336896	6.57474	6.9298344
55069	8.815579	8.487644	8.455044	8.736009	8.156403
5507	9.581525	11.866005	10.1887455	11.475912	10.712066
55070	6.8518453	7.0217166	6.7844453	7.2135544	7.174013
55071	7.1914854	6.7354054	6.6144533	6.49815	6.622476
55072	7.9656963	7.5689883	7.9022317	7.8007126	7.933538
55076	10.152813	9.361632	11.7946415	10.980234	9.026661
55081	6.09527	6.450092	6.5831714	6.3155184	6.1718273
55083	6.2379184	6.1932235	6.2745714	6.276896	6.428966
55084	5.7022214	6.027621	5.898311	6.0066733	5.754442
55086	6.7341495	6.4559746	6.9849677	6.69862	6.9248466
55088	5.7132835	6.079705	5.8022027	6.4499907	6.010412
55090	7.1432414	6.8935156	7.113997	7.454714	6.7193246
55092	7.9721556	9.274668	8.63609	8.133116	8.644903
55093	6.8592277	7.4861803	7.3816724	7.4557767	6.4477997
