GSM2367621	GSM2367622	GSM2367623	GSM2367624	GSM2367625
148789	6.6827235	6.2242785	6.5623555	6.5753684	6.2464623
148867	9.920445	9.757736	10.18259	10.041964	10.285297
148932	7.8857827	8.294233	8.330983	8.287474	8.111822
1490	9.640859	11.415223	10.377325	10.011588	9.882444
149076	7.606942	8.222993	8.230594	7.9070535	8.701535
1491	9.096558	8.576682	9.598637	9.011304	8.113429
149175	6.5465755	6.084657	6.2464623	6.3866153	6.0645485
1493	5.963705	6.5037346	6.260507	6.027917	6.083817
149345	5.926176	6.1126246	6.040819	6.0646873	5.906591
149428	6.2593846	6.3356595	6.419189	6.3932657	6.6359816
149466	6.63801	6.107739	6.123153	6.2619514	6.219196
149473	7.3834376	7.007911	7.6672997	7.3538704	7.7834287
1495	10.939927	11.11184	11.389193	11.194132	11.484554
149603	6.8858314	6.964894	6.9431114	6.9314895	6.545309
149699	5.7069917	5.905587	5.9450526	5.793014	5.844724
149840	6.3101373	6.2944508	6.0082884	6.4100246	6.3799734
1499	6.1310163	5.7930727	5.9125805	5.9546165	5.95091
150	6.4912424	6.158413	6.0710335	6.18784	6.015797
1500	6.3593626	6.2728333	6.2965016	6.047001	6.2726316
150094	10.147963	10.101702	10.426572	9.369809	10.860379
1501	5.873317	5.8660636	5.642931	5.806116	5.927982
150209	5.912099	6.0051894	5.822809	6.3512735	6.1010857
150223	6.851536	6.698749	6.64657	6.705518	6.48594
150275	9.055145	9.175194	9.207487	9.375057	9.183315
150365	6.0017805	6.007305	5.964909	6.129281	5.7698717
150368	6.1740384	6.4248023	5.932109	6.0592537	6.0804305
150383	6.408741	6.1579957	6.068108	6.320871	6.16431
150465	8.694088	7.994401	8.4167595	8.20943	8.226257
150468	6.7978516	6.604698	6.5206456	5.986713	6.09649
150590	5.906866	5.9579177	5.9369574	5.9874606	5.92861
150678	6.136009	6.20851	5.919908	6.2614675	5.9986625
150681	6.122326	6.007535	5.904149	6.0048485	5.7771125
150696	5.781196	6.2865005	5.861303	5.8522277	6.0539
150709	6.1853313	6.1128006	6.503189	6.3598666	6.5896893
1508	11.7014675	11.972821	12.267758	11.162977	12.300904
150864	7.1998353	8.422232	7.6814976	7.9112844	7.948629
150921	5.964896	6.036598	5.73807	6.060763	5.990088
150962	7.3819094	7.1346164	6.9075217	6.854587	7.1003685
150992	5.9836283	6.2229185	6.059079	6.180793	5.998937
151011	7.262062	7.3137674	7.459683	7.1955614	7.0999603
151050	6.054899	6.0265865	6.18925	6.114281	6.1642447
1511	6.269539	6.5145826	6.0404425	6.1782904	6.9335594
151126	7.693994	7.9959025	7.2865214	7.6059275	8.579532
151188	7.3607025	7.885504	7.315364	7.4972434	7.3967776
151195	7.097971	6.7425966	6.7641854	6.8178277	6.649449
151230	6.430031	6.1296687	6.5700803	6.278542	6.471212
151246	6.3926005	6.3328056	6.4061165	6.1316476	6.172175
151278	7.3067956	6.7662325	7.004954	7.0609794	7.046866
1514	7.8082104	8.085362	7.8567805	7.6736736	7.5164967
151449	6.543209	7.0458016	7.3172984	7.521686	7.6978765
1515	6.1075006	6.242869	6.013464	6.110639	6.1134534
151531	9.726589	7.7509894	9.099276	9.810737	7.620527
151556	5.956073	6.001397	5.862095	5.834624	6.1137624
151613	7.124317	7.9829626	7.7933373	7.9463563	8.742475
151647	6.437247	6.140712	6.355999	6.4167247	6.245729
151648	6.5395265	6.0860457	6.156459	6.3361974	6.082788
151651	5.9271398	6.162172	5.8851485	6.004742	6.07151
151742	5.9764104	5.924621	5.8381963	5.8422728	5.909847
151790	6.413816	6.1981316	6.4336295	6.0767655	6.2400684
1519	9.693042	9.33838	9.76517	9.575005	9.334149
151903	9.022558	9.486777	8.991695	9.249023	9.425238
152002	7.2521753	7.3869886	7.3799176	7.291418	7.3576803
152006	8.3275795	8.50406	8.366216	8.095525	8.77331
152007	8.245525	8.845201	8.276577	7.8547807	8.333499
152137	6.537308	6.016264	6.1775804	6.3700795	5.9721437
152185	5.824791	5.9668455	5.7810597	5.9012938	5.800282
152302	6.2070436	6.23173	6.118521	6.222199	6.215986
152404	6.559944	6.386783	6.420566	6.3361306	6.273391
152485	6.2624564	6.778266	6.391959	6.2669144	6.5548406
1525	9.644354	9.959206	9.777956	9.716997	10.261086
152503	8.951753	8.740523	9.435679	9.371365	9.066862
152519	7.488379	6.8342915	7.6809645	7.5741496	8.269375
152559	7.707222	6.9228196	7.4691043	7.5386157	7.3950768
152579	5.6955953	6.042823	6.322468	6.172623	5.949907
152789	6.1102962	6.303733	6.2831454	6.269065	6.399112
152815	6.9379473	7.025648	7.0975657	7.0630016	7.209034
152877	5.904567	5.8115363	5.7538157	5.952759	6.100786
152926	6.0396028	6.357014	6.0636463	6.144346	6.1905622
153090	6.5935864	6.23516	6.3697953	6.519459	6.5487723
153222	7.9610324	8.412463	8.192749	7.986696	8.569812
153241	5.920072	6.081655	5.7882485	5.849863	5.911537
153339	7.8069086	7.1210546	7.272752	7.139204	6.9511943
153364	5.9360485	6.601992	6.57702	6.6862755	6.7310324
153396	6.4003386	6.429766	6.0149817	6.278055	6.4578357
1534	6.1530366	6.066088	6.0301723	6.197337	6.0690928
153443	7.5972395	7.2952104	7.4577284	7.2494965	7.0583153
153527	9.466255	9.88956	9.319565	9.374028	9.965387
153572	6.0169683	5.9313064	5.86521	5.7612543	5.91484
1536	6.8924165	7.8190465	7.171914	7.169231	7.189554
153643	5.884162	6.051153	5.96173	6.078825	5.9516973
153684	6.220077	6.403939	6.4868684	6.3295407	7.1190786
1537	11.012395	11.678782	11.657735	12.168509	11.415223
153733	6.8888717	6.211799	6.243955	5.981301	6.1626654
153768	5.826157	5.893985	6.0013127	5.808864	5.9722576
153769	7.316771	6.68845	6.171168	6.70913	7.3224354
153830	6.493705	7.21846	7.0492496	7.0935926	6.661177
154	7.724	8.2016945	7.447937	7.7377033	7.89436
1540	7.1990075	7.0500703	7.5021205	7.1093216	7.4143157
154075	5.9779024	6.202004	6.133169	6.0885315	6.309701
154091	6.489544	7.775619	7.04269	7.572636	7.5942106
154214	7.1959844	7.172114	6.9186325	6.8620872	6.982334
154215	5.992444	5.8411903	5.7759013	5.763359	6.00953
1543	6.0903854	7.533055	6.6963277	7.0821548	7.339961
1544	7.6577277	12.945255	8.82256	10.944727	10.021469
154467	8.948596	9.127434	8.652081	8.437189	8.655581
1545	7.9730406	7.878244	7.9267755	7.3965526	6.9682617
154664	7.164078	5.886256	6.022404	5.919756	5.6255393
1548	7.2905054	10.705843	11.558946	10.414361	12.161106
154810	6.1824584	6.2004395	6.4710236	6.4550004	6.4562526
154881	6.514817	6.0810966	5.939645	5.987913	6.2111435
1549	10.99321	7.8434668	9.2797575	9.197073	9.799915
155038	8.218705	8.494121	8.352584	8.253758	8.351566
155051	5.789387	6.165125	6.04984	6.4424253	5.771115
155061	9.25695	8.280273	8.847502	8.918125	8.632565
1551	10.305799	11.536834	11.37814	13.480954	9.796163
1555	7.82114	6.544281	7.1430154	7.501669	7.530004
1556	9.936251	6.6670356	9.508986	9.492278	9.55814
156	5.694427	5.8647394	5.952542	6.0361814	5.695966
1571	11.418057	15.186968	13.723377	13.887406	15.090511
157313	6.1237235	6.058495	6.37619	5.8606963	5.716865
157378	6.1698294	6.192735	6.1516457	6.146273	6.1898923
157570	5.733913	5.6494527	5.9372354	5.63748	5.804341
157627	5.7438245	6.2665505	5.8574214	5.8233323	5.909469
157638	8.212453	8.594934	8.758793	8.960917	8.474103
157697	7.924068	7.8849263	7.634181	7.3465977	7.424764
1577	12.262959	11.668313	12.2125025	12.335146	12.786045
157753	6.1263714	6.050918	6.2606006	6.609396	6.0832357
157769	7.084909	7.3005304	7.1414156	7.2476015	6.7352257
1579	14.223665	14.489173	14.214147	14.632037	14.693989
157983	6.101712	6.526141	6.5049386	6.570556	6.361144
158	10.501321	10.362786	9.953998	10.318518	9.982991
158046	6.253006	5.7239165	6.097052	5.923474	6.193475
158055	6.144481	6.159849	6.071677	5.915546	6.092374
158056	9.48525	7.4693394	6.984597	6.9630322	8.842716
158067	6.245875	5.8275986	5.837745	5.728966	6.048156
158135	6.170137	6.277665	6.1955485	6.1363	6.130648
1582	13.20427	12.171227	12.574495	12.596265	13.311076
158219	6.7717485	7.1906505	6.9289756	7.009872	6.9086366
158248	7.0066648	7.1152434	7.0334663	7.142801	7.342374
1583	9.359687	7.658519	8.501439	9.12175	9.3335495
158326	5.428833	5.903043	5.9548764	5.8725486	5.692825
158358	7.051338	7.1887755	7.128268	7.098988	7.1208596
158381	6.2693152	6.203559	6.187597	6.1379833	6.177097
158399	5.9253173	5.9531636	6.1307135	6.1318326	6.0039053
158427	6.8933473	6.726529	6.7825456	6.543581	6.87078
158431	5.823062	6.009319	5.9644322	5.9944224	6.186627
158584	6.7700915	6.7315016	7.750684	7.7452	7.010828
158747	7.986696	7.7806473	7.4624734	8.058261	8.213091
158798	5.843437	5.8627734	5.683266	5.928705	5.949547
1588	6.4339976	6.05829	5.902569	6.1507297	5.900834
158835	6.031484	5.725972	5.8132205	5.968548	5.7860675
1589	8.486291	7.401525	8.698444	8.1600065	8.7464695
159	7.3259597	7.176797	7.506067	7.524735	6.670594
159090	7.3305883	7.2155166	7.2947855	7.07881	7.407169
159091	5.819178	5.711024	6.0286207	6.053235	5.8252587
1592	5.911012	8.442514	7.8181987	6.5755286	9.592513
1593	13.169282	12.952776	13.018431	13.454985	13.450165
159371	8.665818	7.0434256	8.106446	8.019676	8.6141205
1595	8.246857	7.1748037	7.5980406	6.9539633	7.8310485
159686	5.8804126	6.2360926	6.4482574	6.286225	6.3534436
16	10.895261	11.538367	11.424598	11.675204	10.994522
160	7.070546	6.9478703	7.206995	7.0832353	6.836039
1601	9.007273	9.457965	9.269092	8.834833	9.030325
1602	5.9710546	6.9961786	6.540839	6.70928	6.911553
1603	12.44604	12.25614	12.035799	11.981258	11.209989
1604	8.11752	8.370105	8.179369	8.229349	7.855889
160418	6.909707	7.0603867	7.2029366	7.0304623	6.8542566
160419	5.9835377	5.8583016	6.138909	5.9260855	5.9412446
1605	10.0559025	9.864166	10.161331	10.147963	9.960533
1606	6.148308	6.0385323	5.934682	5.8271217	5.8332424
160622	6.459815	7.165925	6.6388764	6.732111	6.5078387
160857	6.262412	6.1535816	5.8990107	5.884687	6.098616
160897	6.790377	6.706254	6.055226	6.4705315	6.55059
1609	7.6458125	7.6932445	7.815755	8.027456	7.6689076
161142	5.811117	5.778375	5.8410463	5.7074847	5.7837114
161176	5.9891286	6.067021	6.058463	5.8702292	6.060681
161198	8.291591	8.505637	8.627005	8.124584	8.007299
161247	7.139204	7.355856	7.324708	7.4847913	7.57212
161291	9.019847	8.856472	9.023952	8.812261	9.025191
161424	6.9233675	6.714853	6.650576	6.8455267	6.83888
161497	6.3081665	6.434106	6.919027	6.5390377	6.9746
1615	11.564364	11.659754	11.840508	11.923337	11.874194
161502	5.890142	6.0410404	5.9445577	5.8738346	5.873499
161514	5.9178967	5.9010377	5.8329387	6.194155	5.980525
1616	7.785088	7.586795	7.7738633	7.2430563	7.0794263
161753	6.235634	6.159995	6.2113485	6.1233416	6.1463876
161779	6.396458	6.3149242	6.196392	6.271381	6.419827
162073	5.9569535	6.3934374	6.1979904	6.388347	6.136432
1621	6.082508	8.802699	7.873357	8.104798	8.307101
1622	9.610606	9.488368	9.65694	9.671709	9.019847
162239	6.371041	6.155842	6.229294	6.6281986	6.69021
162333	6.07144	5.830936	5.872746	5.837601	5.882411
162417	6.6740127	6.2901926	6.5250134	6.892998	6.8399153
162466	5.964501	6.01162	6.0013394	5.842019	6.01752
162494	6.1547956	5.9042096	6.071187	5.9309025	6.055491
162655	6.0265994	6.1155167	5.9959474	6.0202804	6.01492
162681	6.051591	6.1663647	6.1344566	6.175578	6.060797
1627	6.48594	7.275672	6.484417	6.3388534	6.8587017
1629	10.333372	10.457945	10.895261	10.595705	11.132061
162979	6.1477737	6.506402	6.3073945	6.330276	6.0744424
163033	5.916101	6.208467	6.503519	6.485288	6.29786
163049	6.8336105	6.690606	6.860434	7.140753	6.8776107
163050	7.8330464	7.674708	8.061449	8.077158	8.2912035
163081	6.16435	6.3473506	6.2502413	6.377183	6.2547317
163131	5.960186	5.997352	6.430663	5.838212	5.9192953
1632	10.54631	10.587813	10.649857	10.4726095	10.464285
163259	7.647841	7.70933	7.652244	7.6350107	8.326545
1633	7.1058407	7.367232	7.3848557	7.2811337	6.552536
1634	7.264479	10.586764	8.177621	8.245204	9.022558
163590	6.87159	7.1664114	7.298235	7.6700735	7.2752433
163702	7.1270075	6.839726	6.8892374	7.0792294	6.8219104
163782	6.2333274	7.0486684	6.3716574	6.196607	7.7862477
163786	6.367471	6.0873575	6.0799856	6.254775	6.1101103
1638	5.9978113	5.99555	5.8742156	5.688091	5.9846563
163882	9.4837885	10.582656	10.617345	10.730318	11.172617
1639	6.852522	6.95321	7.0055118	7.234049	7.216377
1642	12.109012	11.821527	11.717222	11.925346	12.173406
1643	6.419189	6.37589	6.0246644	6.465783	6.8747916
1645	5.464594	5.720179	5.7572007	5.7672553	5.610329
1646	8.682295	7.190868	8.71243	7.072932	8.249834
164668	6.083539	6.278751	6.111898	5.9430814	6.0320754
1647	11.580588	11.072583	11.0623045	10.602126	12.512808
1649	8.465867	8.591037	8.305847	9.023952	8.404625
165055	6.1269097	6.3720217	6.201015	6.434106	6.100276
165082	6.2888494	6.394127	6.235891	6.278377	6.431696
165257	6.215384	6.0022125	5.921972	6.1173735	6.126779
1653	10.83372	10.905041	11.054492	11.01879	10.680846
1654	10.22377	10.258005	10.40557	10.396682	9.996393
1656	6.295201	6.068584	6.024738	6.1625705	6.2181344
1657	5.9396815	5.8802066	5.8674755	5.807184	5.8289104
166	9.713947	9.874	9.882444	9.885027	10.57451
1660	7.1146274	7.210684	6.9890733	7.4297915	6.965074
166336	6.5639877	8.088129	7.13258	7.123885	7.557561
166378	6.0674353	6.2412677	6.232288	6.3641796	6.2496305
1666	12.361603	11.959549	12.398339	12.634998	11.948802
166785	7.4707274	6.9176936	7.335126	7.522431	6.814578
166929	6.816526	6.1943746	6.6277604	6.6236525	5.959915
167359	6.619092	5.96056	6.0193634	5.8907733	6.318731
1674	6.0110087	5.9509497	6.031004	6.042645	6.05834
167410	5.9363446	5.967192	5.983865	5.778674	5.909105
167465	6.073547	6.1904593	6.049418	6.2890267	6.0961347
1675	8.757239	9.1264515	9.243957	9.111727	8.408069
1676	8.098595	7.9679255	7.905107	7.71239	8.002522
1678	7.36049	6.601071	6.5780377	6.8916893	6.974039
168002	6.1150813	7.973969	6.765094	6.3311677	8.186631
168374	6.1083865	6.187708	6.319633	6.19235	6.261108
168451	5.7209086	5.5746307	5.502461	5.6289716	5.6745434
168507	6.4197364	6.172735	6.3012557	6.2666454	6.082648
168537	8.104224	8.562672	8.11809	8.348196	8.578731
168850	7.920056	7.6056795	7.7399583	8.153734	8.000231
1690	7.7287517	6.2703547	6.3595695	6.4846034	5.951869
169044	5.7660594	5.821482	5.6507773	5.6689205	5.6947727
169611	7.512721	7.1902514	6.7363415	5.977178	5.9668837
169714	7.2170944	7.0430655	7.1398053	7.477677	7.6400995
169841	6.060867	6.0654783	6.183923	6.0260143	6.214709
170302	5.9483128	6.012611	5.9917226	5.7768455	5.8822584
170392	6.1331925	7.5589066	6.8551574	7.5517445	8.0303755
170394	7.0528955	7.5021205	7.4157906	7.198761	6.9837074
170463	6.1220193	6.311557	6.41512	6.2943254	6.1517
170487	5.9272695	5.8675456	5.8804126	6.0439014	5.77283
170506	7.3348927	7.3411665	7.6067157	7.4143157	7.182269
170679	6.4545355	6.5053935	6.6228848	6.5937104	6.3213515
170680	6.020043	6.0696554	6.011757	5.827006	5.995768
170685	5.816576	5.6226916	5.7094398	5.731715	5.6293674
170689	6.2113075	6.0939555	5.892045	5.9088416	6.0323415
170690	6.095044	6.022494	5.9190283	5.960332	6.035759
170954	7.8426275	9.262221	8.450603	8.585323	8.331336
170958	6.007576	5.9746017	5.905321	6.2066903	5.9400363
170961	7.6001797	7.6267676	7.4279704	7.6989417	8.530231
171017	6.5863094	6.884147	6.938913	7.181481	7.0741673
171019	6.3460636	6.0276823	6.2669578	6.1749835	6.3043203
171023	7.8530965	8.204244	8.145215	8.169803	8.650158
171169	5.87774	5.8109665	5.991215	6.203302	6.11082
171558	5.993174	6.088466	6.0401044	6.1825237	6.255326
171568	6.996785	6.811936	6.8516936	7.259943	7.2889285
1719	6.3026304	6.11473	6.1557283	6.0855823	6.141875
1723	7.4339566	7.677126	7.941709	8.514193	6.9827566
1727	6.0241833	5.91484	5.9322195	6.041419	5.7058125
1728	10.929925	11.101537	7.197918	6.6460185	6.5650773
1729	8.812682	8.216071	8.227259	8.537209	8.801031
173	12.687866	13.335313	12.430471	12.342822	13.541294
1730	5.7086296	5.8235927	5.7491994	5.733167	5.7770715
1735	5.8624105	5.720342	5.8646164	5.801537	6.1266575
1736	8.806447	8.964026	8.493416	9.255974	8.973363
1738	9.3927355	8.652918	8.941787	9.006411	8.197231
1740	6.5192327	6.3494697	6.9835067	6.4682198	6.509418
1741	5.8197966	6.024534	5.630167	5.696814	5.7660108
1743	8.76776	8.562338	8.681026	8.994265	8.490753
1747	6.469312	6.4210105	6.5104175	6.306972	6.1785574
175	7.2202454	7.556803	7.3570147	7.79905	7.6550055
1756	7.778486	7.2694874	7.3787556	7.039536	7.687102
1757	7.614245	8.290137	8.231681	8.328976	8.6105585
1759	5.6606436	5.7084365	5.8330264	5.884232	5.692269
176	6.0030837	6.174716	5.924295	6.089362	5.8846493
1760	6.0504255	6.169677	5.9568515	5.9304447	6.264167
1761	5.63748	5.7370453	5.611377	5.579304	5.585991
1762	6.0297127	6.592862	6.8344526	6.607626	6.916572
1763	6.6197877	6.661331	6.6878567	6.7033734	6.980886
177	5.9393744	5.912543	5.832483	6.0465183	5.8918424
1776	9.849856	10.764934	9.853093	10.624622	11.540228
1778	9.459156	9.099735	9.215576	9.104092	8.313043
178	7.358909	7.3054323	7.6736736	7.748295	8.218002
1780	6.052715	5.8329678	6.1126246	5.7873764	5.9285984
1781	8.946547	9.275685	9.157771	9.015663	8.825014
1785	8.140633	7.982357	8.195954	8.235901	8.439545
1786	9.662958	9.664749	9.700758	9.654721	9.607436
1788	5.6967716	6.0273232	5.6863055	5.8229628	5.986893
1789	6.527928	6.6106	6.4838576	6.4435596	6.7076364
1794	8.483442	8.801417	8.305502	8.031212	8.339032
1795	5.7773604	5.648036	5.7187285	5.512397	5.7705927
1797	7.9803033	8.073106	7.8696184	8.106446	8.26245
18	8.647617	8.636805	8.836024	9.175746	8.925298
1801	6.659347	6.412775	6.3890777	6.730257	6.353948
1802	6.541207	6.3614407	6.253906	6.697823	6.0459585
1803	8.123944	7.0773954	7.3221745	7.247136	7.6642632
1806	7.333549	8.048539	8.060475	7.7862477	8.605167
1807	11.944445	11.942017	11.736021	11.955418	12.287691
1808	10.4347	10.573554	9.991484	9.293782	9.520448
181	5.7976623	5.922585	5.8695354	6.0540805	5.880244
1810	6.9593835	6.899037	6.754761	6.751148	6.5671215
1815	6.693556	7.8551097	6.7670407	6.5089965	7.393685
1819	7.007389	7.5570707	7.569997	8.202935	7.272752
182	6.949807	7.840607	6.9473305	6.849385	7.2545857
1820	7.275672	7.4030404	7.79905	7.6298366	7.622867
1823	5.865476	6.014994	5.8727036	5.9080906	5.923232
1824	6.1624207	6.859076	7.410761	7.1446004	6.9462485
1825	6.056074	6.038021	5.9610114	5.9609995	6.192533
1826	7.2002916	6.7576485	6.8922405	6.8290434	6.944724
1827	8.668243	8.0736885	7.391998	7.154024	7.189786
1832	6.3825035	6.3347898	6.4600034	6.6127005	6.0668902
1834	5.74349	5.686202	5.8029714	5.7407784	5.815869
1837	7.949974	6.833773	7.232232	7.345285	6.3597956
1838	6.1993194	6.2939734	6.170617	6.4019494	6.550104
1841	6.073041	6.0514083	6.0043583	6.025691	6.2285624
1842	8.530983	8.9709635	8.731117	8.865114	9.643725
1843	12.73471	12.512808	12.930341	12.493648	13.363411
1845	12.205245	11.431482	11.7697935	11.849956	12.104291
1847	9.509541	10.077896	9.021612	8.364871	8.864678
1848	7.3855495	7.125946	7.7309036	7.316332	6.6116543
185	7.787105	9.785648	9.488971	9.464108	9.476102
1850	7.069321	6.856859	7.083034	6.9569335	6.87159
1854	7.523902	6.9329953	7.0170283	7.300974	7.117375
1856	7.1480284	7.237571	7.178442	7.343691	7.0266404
1857	8.487644	7.9987593	7.9514103	7.9022317	8.226873
1859	8.348458	8.403891	8.588831	8.449431	8.122629
186	6.0860076	6.245324	6.096987	6.237556	6.198958
187	8.37889	9.115414	8.291936	7.1553054	8.472699
1870	6.378181	6.414626	6.4922957	5.976699	6.381655
1871	8.44464	8.103321	8.176611	8.189782	8.08784
1876	8.271022	8.169495	8.020266	8.4680395	8.165318
1877	9.290636	9.078774	8.872766	9.105797	9.635129
1879	6.599435	6.70821	6.6220098	6.1450315	6.251727
1880	6.9778433	9.057019	7.32725	6.910622	6.7366347
1889	6.8740826	6.747123	6.7457175	6.6027317	6.5213165
189	13.439656	13.520119	14.371817	14.193762	14.454266
1890	8.317875	7.569484	8.045695	8.325473	7.2738914
1891	12.116118	12.66339	12.879119	12.556025	12.403488
1893	6.2051973	7.967295	7.2828736	7.1795444	7.832766
1894	7.5761914	6.7040815	7.413155	6.227591	6.9520826
1896	6.100551	6.091324	5.9101086	5.830936	5.9191923
19	11.209989	11.531756	11.728552	11.542117	11.790795
1901	7.3290763	7.705391	7.183556	7.1846485	7.100783
1902	6.078785	7.4446926	6.3945265	6.6329093	6.392519
1903	6.3059072	7.2591968	6.7292933	6.47756	7.1759706
1906	6.221517	7.569997	7.2000604	6.568824	6.846324
1909	5.9131594	6.775321	6.1217685	5.7738285	6.158381
1910	7.728199	9.279229	8.076183	8.4382305	8.172988
1911	6.2897544	6.703659	6.572955	6.536008	6.1461043
1912	6.073751	6.2270293	6.2455897	6.1197543	6.155842
192111	5.9032006	6.0540023	5.8153048	5.820515	5.921615
192286	11.4230175	11.037276	11.041279	11.07871	11.455444
192683	6.639877	6.744455	7.374887	7.510171	6.9109693
1933	6.1128902	5.9591775	5.916101	6.144457	6.1964602
1936	9.022086	10.398598	9.675445	10.001352	9.255422
1939	7.979375	8.646829	8.84066	8.643433	8.663892
1943	8.495461	7.864863	8.601477	8.670951	8.826618
1945	5.960708	6.2514234	6.18424	6.5595546	6.1911087
1949	5.7838564	6.8533897	6.553272	6.3290534	6.64657
1951	8.528252	6.3181567	7.9547124	7.0810943	8.008838
1952	6.072385	7.2504025	6.376818	6.122763	6.21143
1954	6.240655	6.0497885	5.873395	5.730769	5.8691487
1956	8.597356	8.959117	9.894766	9.905269	9.452349
1958	9.688122	10.96645	11.261861	11.218849	8.288446
1959	6.8395424	7.5901337	7.6173472	7.0260177	6.2875805
196	6.843788	6.9537745	6.715653	6.654564	6.6645837
1960	5.8537345	6.1123476	5.886647	6.051965	6.015545
196051	5.7467446	6.0057487	6.000277	5.819213	5.897442
196074	7.097175	7.0106287	6.8867474	7.0644584	6.8592277
1962	10.316027	10.147125	10.33024	10.260361	10.201786
196264	6.0731177	6.0493007	6.0498896	6.4374394	5.9656777
196383	6.9991384	7.4213724	7.221327	7.1182384	7.1563935
1964	8.625877	8.251224	8.2531805	8.409431	7.943593
196403	6.2985783	6.4596295	6.091588	6.374574	6.5186906
196410	11.313076	11.281477	11.846308	11.87168	11.884844
196441	6.4021063	6.564696	6.691184	6.6585703	6.998933
196463	7.5797687	7.435111	7.5514665	7.582635	7.853691
196483	7.828527	6.9173036	6.632076	7.0519366	6.4796615
1965	7.3897796	7.298726	7.347951	7.6714387	7.372341
196500	5.868895	5.9387965	5.983101	5.922121	5.761491
196528	6.2918577	6.468979	6.7076364	6.6307745	6.7523475
1967	8.954802	9.161523	9.101171	9.295895	9.144804
196792	6.0534344	6.140046	6.168385	5.8241606	5.9216647
1968	9.694792	10.589896	10.2684	10.355078	10.560927
1969	6.350616	7.101832	6.897908	7.150088	6.5026326
197	12.016303	13.297122	13.520119	12.56504	13.151922
197021	6.751453	6.4351645	6.1128902	6.048485	6.307636
197257	6.8565407	6.654717	6.375668	6.7898703	6.342589
197259	7.6173472	7.8222218	7.841789	8.177621	7.795628
197320	6.16509	6.0760884	6.281827	6.4074225	6.3450303
197335	6.9289756	6.7021327	6.7299356	6.801845	7.3711405
1974	11.897358	12.073794	12.101879	11.50722	12.772522
1977	6.159821	5.9878864	5.9168005	6.005256	5.966497
1979	9.437281	9.475601	9.243506	9.162073	9.2107725
1981	11.133295	11.1161375	11.031036	11.232549	11.314518
1982	11.178138	11.1571665	11.106191	11.160127	11.032237
1983	6.4412684	6.4899526	6.8480234	6.8391676	7.146294
198437	5.776401	5.6519322	5.5878205	5.5662675	6.0973086
1995	6.2663507	6.066678	6.11997	5.9673243	5.9851317
199692	7.2831273	7.634181	7.70933	7.2716274	7.405547
199699	5.988834	5.885524	5.992534	5.9456058	5.998992
1997	8.435669	9.090221	8.96045	9.105323	8.717201
199745	5.807713	5.888889	5.8221593	5.9755106	6.2501454
1998	7.117836	6.857238	6.9793763	7.090273	7.097971
199800	6.0021315	6.110482	6.2399325	6.3873634	5.91282
199870	6.2807717	6.2212143	6.0272574	6.117	6.0487714
199920	8.0561285	8.040289	8.244842	8.049773	8.662271
199953	6.460481	6.1264234	6.236718	6.3267474	6.1972294
199990	8.722633	8.26516	8.049773	8.415398	8.500338
2	10.657191	11.869857	11.715508	11.901392	10.452228
20	7.3706694	6.672176	7.409765	6.8069844	7.225091
2000	7.1295004	7.3261976	6.996785	7.2660313	7.201166
200081	10.81214	10.259544	10.641497	10.404586	10.741523
2001	5.89795	6.084821	5.8316946	5.868005	5.9054375
200132	6.8048363	7.348412	6.649165	7.125946	7.0492496
200185	11.482671	12.049446	12.26066	12.104291	11.934145
200186	6.5651865	6.348459	6.8323927	6.725183	6.5449452
200205	6.743522	6.417287	6.845999	6.56688	6.797689
200312	7.1535172	7.288493	7.2351313	7.472427	7.544516
200350	6.025162	6.0431995	6.0397835	6.2091537	5.984972
2004	6.0094466	6.149106	6.159793	5.909154	5.946573
200403	6.4159985	6.3177676	6.501068	5.9248266	6.1297975
2005	5.989088	5.7104154	5.854712	6.105929	5.6714883
200523	6.23516	5.8226223	5.8960533	6.0168204	5.7814794
200539	6.26461	6.24715	6.2201166	6.2180123	6.341523
200576	5.766783	5.762344	5.8783245	5.9623528	5.8235736
200634	6.463082	6.8931823	6.275197	6.472127	6.160552
200734	7.416679	7.769646	7.8604136	7.9003706	7.7452
200810	8.410862	6.9556284	7.121272	7.5210924	8.453002
200845	7.9941506	7.739455	7.733557	7.847001	7.711481
200879	6.217528	5.939579	6.065313	6.221265	6.144979
200895	6.359212	6.2597632	6.32775	6.7445917	6.350831
2009	6.1743236	7.710369	6.854086	6.874244	7.1580396
200931	12.672106	12.219988	12.383456	12.300904	12.237222
2010	10.321886	10.009373	10.120078	10.256404	10.140442
2011	6.160082	6.070016	5.868743	6.1822286	6.2995057
201161	8.565586	9.810737	10.265691	10.139612	9.555147
201163	6.081116	6.167338	6.2905264	6.1382017	6.11492
201229	6.7693973	6.4876513	6.7449365	6.630538	7.176158
201232	6.1541705	6.2039456	6.2180915	6.4524126	6.6846046
201243	6.6242113	6.5018415	6.316835	6.3238993	6.4786296
201254	11.220419	9.885644	9.365555	9.420956	10.543613
201255	6.868314	6.439831	6.077277	6.3222656	6.779664
201266	9.681582	9.031305	9.369809	9.727798	9.514106
201292	6.105677	6.0667315	6.102191	6.3151784	6.3353205
2014	9.085922	9.8137045	8.789632	8.916372	8.851297
201633	5.8453283	6.123366	5.7759786	5.780722	6.159821
2017	9.576648	9.709816	9.687032	9.782597	9.922497
