Genes	GSM2367610	GSM2367611	GSM2367612	GSM2367613	GSM2367614	GSM2367615	GSM2367616	GSM2367617	GSM2367618	GSM2367619	GSM2367620	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
5705	10.474421	10.738138	10.406442	10.398598	10.271673	9.903967	9.85119	9.878501	10.065573	10.172541	9.94271	10.028337	10.071504	9.857031	9.618604	10.091738	9.5681095	10.069153	10.20733	10.072209	9.7799835	10.0187025	9.935455	10.273257
57050	8.206518	7.9033866	8.194964	7.3216944	7.4928236	7.5899262	7.70933	7.472694	7.731471	8.06464	7.782571	7.5267396	7.5190625	7.28556	8.304827	7.455006	7.571858	7.637094	7.820573	7.8852105	7.8787956	7.186754	7.6625743	7.4431734
57055	5.759179	5.950574	5.921067	5.9957023	5.8875923	6.0865088	5.895819	6.003165	6.0313916	5.913544	6.0535765	6.059322	6.1162405	5.974856	5.907426	5.9379687	6.021274	5.834276	6.091856	5.9800353	6.0393405	5.9993906	5.9351687	5.980811
5706	6.164	6.232288	6.3573933	5.90185	5.9188504	5.965513	5.806221	5.9202113	6.1148257	5.8701406	6.032106	5.976461	5.8457756	5.9621587	5.947369	6.07151	5.906473	5.828668	6.0095043	5.9588184	5.8904305	5.8735237	5.99487	5.8327603
57060	7.3711405	7.3274617	7.473934	7.5635195	7.6470504	7.502329	7.599008	7.4185796	7.695836	7.784018	7.6786776	7.374887	7.563933	7.457491	7.6119165	7.297594	7.2365217	7.485048	7.3030944	7.553044	7.321023	7.384639	7.601536	7.313043
5707	9.78749	9.982991	9.949852	10.281437	9.506625	9.570441	9.637923	9.699463	10.117587	9.574432	9.849856	9.737646	9.654721	9.601529	9.442976	9.780593	9.825823	9.771651	9.558782	9.467494	9.664089	9.461924	9.753819	9.504227
57082	5.9856462	6.9537745	6.312864	6.55426	6.4797864	6.192951	6.1263986	6.5082464	6.5491333	5.9327164	6.2300034	6.5590577	6.257955	6.035107	6.0834193	6.1928854	6.33323	5.957507	6.11813	5.949393	6.1290402	6.798002	6.124552	6.1637926
57085	6.8183713	7.0946436	6.647181	6.9557934	6.910622	6.6163297	6.6324816	6.4777584	6.9753575	6.6354003	6.7620974	6.57922	6.7496214	6.2756467	7.0770617	7.036826	6.654181	6.4412684	6.830039	6.534632	6.5402346	6.2753663	6.842666	6.45125
57088	8.99568	9.669209	8.883016	8.595322	9.072612	9.182296	9.40758	9.165529	9.461347	9.621308	9.43402	9.760808	9.700758	9.629954	9.705526	9.222017	9.555147	9.094527	9.551615	10.242548	9.271099	9.882444	9.16908	9.478748
57092	9.805389	9.972421	9.688122	10.111589	9.725399	10.102546	9.786852	10.179395	10.041227	9.637363	9.925775	10.2450695	9.791674	10.247369	10.504025	10.017293	10.26649	9.849288	9.846573	9.85582	10.010065	9.933302	9.901188	9.669755
57095	8.948596	8.661142	8.628812	8.079953	8.929038	8.7654295	9.757736	9.773618	9.499911	9.544229	10.028337	9.789159	10.219907	10.258005	8.829436	9.701869	9.584944	9.729509	9.461924	9.68231	9.684653	10.165094	9.931202	10.167319
57099	7.5419865	7.1709914	7.4560223	6.859076	7.268835	7.0585327	6.837107	7.122849	7.0011053	6.56092	7.0785985	6.684063	6.8537116	6.909337	6.8079677	6.9702954	6.693556	6.9482536	6.811936	6.650853	6.9909472	6.712121	6.752181	7.133186
571	5.871731	5.8994493	5.802056	5.9355097	6.104343	5.899146	6.0101914	5.736901	5.967585	5.8025274	5.952516	5.9133787	5.82678	5.6362863	5.738265	5.635131	5.991681	5.6843686	5.654883	5.868275	5.8303356	5.9894934	5.8196816	5.8760095
5710	9.936948	10.461747	10.244196	10.639428	10.374035	10.348341	10.513882	10.565656	10.752214	10.4168415	10.357786	10.329399	10.107758	10.335881	10.075147	10.3066225	10.080632	10.585794	10.411632	10.064824	10.348341	10.160563	10.33024	10.281437
57102	6.9632325	6.4550004	6.9997287	6.518563	6.61338	6.3708086	6.6753244	6.717288	6.818574	6.6406693	7.165925	6.970472	6.9478703	6.619674	6.767214	6.459337	6.8874516	6.2886477	6.738802	6.8166947	6.3697953	6.5021706	6.9879584	6.9567575
57104	8.071155	8.144204	7.3787556	8.189458	8.495461	8.282303	7.729023	8.429248	7.9654145	8.111202	7.8968215	7.61326	8.231303	7.9387913	8.208537	7.9045525	7.9897265	8.014221	7.4833226	7.8928943	8.090317	8.158523	7.4969974	8.171103
57107	10.53773	10.21511	10.228875	10.18259	10.236984	10.3151655	10.262609	10.205753	10.141784	10.374764	10.109887	10.164299	10.427543	10.11844	9.751312	10.208127	10.2281065	10.855833	10.33024	10.409991	10.54631	10.59084	10.36428	10.379052
57109	7.82114	7.432021	7.8609715	7.878244	7.641402	8.1600065	7.869312	7.885504	8.172697	8.437546	7.9656963	7.7834287	7.8863006	7.817944	7.52295	7.649692	7.473176	7.958714	8.343557	7.941709	7.8881316	7.6672997	8.015067	7.96484
57111	6.6976466	5.982259	6.4123573	5.8904734	6.1805267	6.1786165	6.0355744	6.1477485	5.856632	5.97446	5.9260855	6.1794524	6.451444	6.203268	7.9053726	6.688177	6.3381014	6.508683	6.6106	6.485495	6.209025	6.199995	6.337158	6.1543436
57115	6.0601797	6.2581854	6.22441	6.2326703	6.199245	6.211512	6.3395615	6.27175	6.1005063	6.6931286	6.21842	6.2202725	6.3336954	6.090172	6.1339703	6.157262	5.969425	6.1463876	6.138008	6.0755315	6.0149665	6.1000986	6.088124	6.0884066
57124	6.87674	6.9563484	6.7332077	6.8450365	6.6561136	6.7491016	7.399455	6.9293213	7.9463563	7.6236324	7.0511065	7.495977	7.570796	7.228148	9.1293545	7.6755233	7.2460575	7.239527	7.705956	7.4466887	7.607993	6.693002	7.9852057	7.3636665
57128	7.237814	6.957898	7.0185995	6.480898	7.0900464	7.2656107	7.0486684	7.0855436	7.1261687	7.0757685	7.0717864	6.905759	6.8776107	6.7335243	7.145885	6.9475064	6.801845	7.2676477	6.784102	6.8665476	6.6084847	6.817337	7.1928287	6.920453
57129	6.5555434	6.836725	6.9909472	5.994129	6.0315714	6.1663647	6.0687075	6.1670446	6.2675004	5.884947	6.2294183	6.257087	6.0857224	6.285592	6.2598534	5.985714	6.1237936	5.9852004	6.0731344	5.9512854	5.887392	6.1568832	6.261108	6.020846
57134	8.857396	8.013028	8.645717	8.18861	8.8031645	9.187668	9.19657	9.064609	7.548638	8.20943	8.694088	9.711499	9.701274	10.256404	9.022086	9.482687	9.784425	9.04161	9.172357	10.367786	9.756418	9.748707	9.015213	9.540233
57136	10.7693205	10.275527	10.471776	10.047381	10.697189	10.532643	10.60102	10.515675	10.443741	10.468216	10.651924	10.4726095	10.484028	10.233471	9.674831	10.504977	10.657191	10.212046	10.126445	10.899065	10.86965	9.91121	9.758979	10.584649
57140	6.136586	6.3953233	6.501751	6.6142173	6.3617406	6.1782618	6.3983326	6.250286	6.6667404	6.6742964	6.3567147	5.9955373	6.555658	6.0795846	6.0292044	6.003726	6.24834	6.208988	5.991888	6.085362	6.0074453	6.01212	6.311393	6.241225
57142	10.0244875	10.260361	10.248935	9.238976	9.437806	9.993605	9.079658	10.067121	8.738405	6.9942837	9.611201	9.60502	10.122105	9.937658	7.7016015	9.491294	9.914792	9.181907	8.498787	9.653551	9.697326	10.325548	8.266808	10.029819
57143	7.013976	7.273427	7.5782294	7.4138823	7.400663	7.602848	7.434877	7.3321776	7.3886786	7.7603817	7.502821	7.1395903	6.953578	6.990769	6.8547707	6.8490443	6.9660006	6.9997287	7.0323567	6.928806	6.7104793	6.906128	7.2435417	7.2815995
57146	6.763547	6.774878	6.478205	6.583684	6.5268464	6.6859655	6.5248995	6.591244	6.478077	6.558824	6.5494785	6.7849293	6.753807	6.9981527	6.5235085	6.942587	6.850272	7.018787	6.8728304	6.927494	6.911135	6.8799653	6.8597403	6.7779045
57147	7.335349	7.8562016	7.613741	7.3750987	7.3869886	7.3807235	7.3744097	7.281837	7.5322747	7.692455	7.4815555	7.4281955	7.5560803	7.454714	6.9158354	7.577187	7.2000604	6.8772936	7.616835	7.4080906	7.326851	7.2971683	6.9442315	7.670867
57148	6.876404	7.160065	6.949021	7.3641133	6.9710145	7.0973363	7.270698	7.0344234	7.2412767	7.4644303	7.1160765	6.7633696	6.516878	7.0161986	7.3614726	6.895374	6.9635916	6.6336055	6.8960023	7.2625117	7.623382	7.1233063	7.1921144	6.897908
57149	10.980234	10.715238	11.119073	10.194836	10.788348	11.281477	10.809513	11.372001	11.106191	11.093807	10.741523	10.88245	11.198342	11.097683	9.921035	10.612996	10.72353	10.625587	11.470421	11.129659	10.754375	11.266344	10.853525	11.152571
57151	6.67001	6.290833	6.0774994	6.1902194	6.2788205	6.244328	6.403939	6.282845	6.255272	6.431921	6.1066647	6.3635144	6.118743	6.4364023	6.3310957	6.181539	6.3950467	6.3641195	6.246832	6.702743	6.299677	6.5645585	6.3599477	6.361068
57153	8.814341	8.272462	9.081993	8.696771	8.900922	8.610894	8.861834	8.61275	8.962623	9.367687	8.715172	9.768525	9.07021	8.962238	9.781162	9.409174	9.6606045	8.791952	9.384547	9.0792465	9.718578	9.027942	9.982314	9.319078
57154	7.0003004	7.202161	6.699214	7.0195847	7.377083	6.856032	6.5390377	6.747274	6.694914	6.8414583	6.6406693	6.540977	6.446639	6.726063	6.830979	6.7750254	6.841805	6.9821444	6.3558702	6.478301	6.9291444	7.039536	6.4153714	6.770382
5716	9.202283	9.192639	9.588469	9.999195	9.054192	9.422085	8.979449	9.4157915	9.385601	8.882541	9.077759	9.27313	9.436786	9.47233	9.502085	9.219137	9.407079	9.358236	9.059032	8.940172	9.056537	9.273596	9.576093	8.963574
57161	6.63801	6.171705	6.51631	6.0961347	6.4362926	6.631075	6.67001	6.4967513	6.695379	6.5311904	6.6878567	7.761451	7.2424345	6.995978	8.5664215	7.3727584	6.954154	7.012599	6.901299	6.742251	7.0153747	7.2283354	7.013569	6.6995025
57165	6.3918843	6.35798	6.3412633	6.1879096	6.428257	6.487318	6.280607	6.478408	6.546952	6.2240314	6.40017	6.6805463	6.6302457	6.4483557	6.9303913	6.9209795	6.533519	7.146744	6.3948693	6.5203314	6.2737994	6.672623	6.560805	6.58223
57167	6.2517786	5.8947206	6.0662546	6.7147017	6.759266	6.3404374	6.828863	6.1008897	6.607626	7.1054053	6.4691935	7.01842	6.741009	6.3443594	6.1771927	6.426374	6.571976	6.8281474	7.2570333	6.4669137	6.69074	6.384142	6.1496706	6.118988
57169	9.059468	8.910103	9.207938	8.875745	8.721841	8.364498	8.899528	9.02611	9.005522	8.9913025	8.843947	8.359029	8.570944	8.158523	8.9443655	8.144554	8.888015	8.215764	8.17837	9.0575285	8.983315	8.302029	9.252879	8.74493
57172	5.9456058	5.955982	6.950427	6.105908	6.124017	6.179587	5.994694	6.0539846	5.924621	6.032238	6.299144	6.180964	6.4071608	5.8725595	6.6409507	7.3185935	6.1417346	5.942453	6.192316	6.0092783	6.164283	6.1700134	6.32988	6.063181
57175	8.78354	8.6795025	8.611618	8.61275	8.964504	8.828213	8.986938	8.809373	9.009483	9.303805	9.017549	8.747345	8.537548	8.42354	8.559699	8.756121	8.85824	8.762083	8.929936	8.4364195	8.665818	8.551245	9.479189	8.765866
57176	9.578509	9.969518	9.584944	9.5801935	9.780593	9.68231	9.821165	9.596832	9.397234	9.673591	9.8977995	9.904589	10.168714	9.906493	8.808946	9.827078	9.632231	10.250469	9.83715	10.181834	9.368272	9.677914	9.762675	9.829818
57178	9.295895	9.092603	9.193132	9.40609	9.634565	9.525823	9.622405	9.228485	9.985015	10.007198	9.221501	9.700758	9.467494	9.100222	10.4168415	9.455734	9.500506	9.473966	8.951753	10.45696	9.907892	9.350977	10.021469	9.442976
57179	10.499246	10.6425	9.89998	11.482671	10.842823	10.559029	10.061163	10.564789	10.353489	10.5002365	10.664116	10.395784	10.062643	10.323584	10.23779	10.753366	10.452228	10.269186	10.06777	10.176325	10.007198	10.466256	10.209	10.564789
57181	6.2602596	6.494733	6.3242	6.4137263	6.4086356	6.119201	6.1346416	6.3584285	6.592728	6.2652206	6.1476383	6.243226	6.0967584	6.2664037	6.3102016	5.9070463	6.278697	5.8314395	6.054147	6.354238	6.1223054	6.251003	6.722929	6.0748987
57184	7.691637	8.092936	7.3450694	7.9562244	7.7950745	7.814912	7.7365584	7.8122168	7.6736736	7.7761974	7.584773	8.019381	7.9393473	8.192406	8.110248	7.548857	7.729023	7.728199	7.8634763	8.223697	7.9565516	8.122022	7.837175	7.8965387
57185	7.3721313	7.343248	7.2132955	7.5292478	7.2622766	7.082594	7.394836	7.307279	7.6272435	7.603073	7.3245034	7.0865664	7.1222415	7.0658174	7.289819	7.618077	7.1039248	7.4266615	7.347951	7.1926017	7.026245	7.102769	7.339499	6.9584227
57186	6.7398887	7.105183	6.9434667	7.143486	6.9100857	7.314005	7.135481	7.197918	7.0959373	7.1748037	7.1300797	7.08342	7.235336	7.028989	6.9632325	7.431309	7.261826	6.885997	7.354282	7.230048	7.2579103	6.8899474	6.3597956	7.094035
57188	6.3904233	6.3835754	6.510172	5.83873	6.7849293	7.00225	6.8336105	6.4312043	6.425238	6.7360134	6.8547707	7.4807944	6.9892354	7.2302465	7.2189116	7.013011	7.230933	6.730577	7.358676	7.306163	7.484518	7.4523444	6.851257	6.969382
5719	6.6836295	6.7632017	6.854409	6.555658	6.807142	6.842008	6.663273	6.8495493	7.2233415	7.0626063	6.7386494	6.263062	6.2897544	6.582907	6.5093107	6.817685	6.2485256	6.1082997	6.724901	6.549856	6.376591	6.6022563	6.757467	6.4184685
57190	8.757239	8.563371	8.627005	9.011662	8.838542	8.353336	9.182296	8.677564	9.147218	8.888455	8.494121	8.050412	8.060129	7.5322747	8.826618	8.454423	8.129564	7.7978716	8.156698	8.187646	8.522316	7.7718816	9.163037	8.18861
57198	6.392519	6.234137	6.4495196	6.301623	6.2834654	6.152803	6.315711	6.12179	6.317702	6.490573	6.008081	6.4186587	6.378753	6.0090957	7.275672	6.439125	6.533049	6.044328	5.9646273	6.0365844	6.1484485	6.141875	6.600678	6.337158
572	8.238044	8.08941	8.443286	8.704291	8.622492	8.478364	8.359029	8.491508	8.4816	7.814396	8.192406	8.271752	8.260068	8.239635	8.1455555	8.257996	8.13216	8.427796	8.039322	7.934376	7.774124	8.340718	7.987888	8.463631
5720	6.3067117	6.0453334	6.1225705	6.0780816	6.293149	6.311557	6.11966	6.2427793	6.4081182	6.3649135	6.136037	5.8320513	6.2232027	6.116604	6.0237474	5.8537216	6.0623813	6.058174	6.1112647	5.9657536	5.98099	5.9776664	6.372586	6.178037
57209	6.717868	6.7531343	6.6237903	6.9390755	6.925511	6.6561136	6.5601983	6.4658895	6.6009274	6.8134427	6.256672	6.6518426	6.5038404	6.4223013	6.49908	6.7184386	6.312555	6.0600953	6.531429	6.122763	6.1073456	6.559705	6.7441497	6.8303328
5721	10.950678	10.977576	11.215929	10.751002	10.581688	10.59084	11.02306	11.247009	11.044081	10.687492	10.739124	10.646626	10.77174	10.593801	10.202543	10.836208	10.883548	10.785013	10.660118	10.583749	10.516721	10.533697	11.482671	10.927262
57213	7.2112894	8.046635	7.3855495	7.781218	7.663334	7.4231787	7.3362393	7.4343987	6.842178	7.2428374	7.513527	7.5307937	7.149623	7.4229174	7.198136	7.3270626	7.273427	7.5498085	7.495977	6.990002	7.140753	7.2344766	7.163255	7.530004
57214	6.1746225	5.8236556	6.4974084	7.04421	6.6636953	6.192852	7.9915905	5.802582	6.1597333	6.0239267	7.4034576	5.770787	6.0093465	5.863911	5.8470855	5.7660594	6.3280797	5.843686	6.0229096	5.762708	5.9751287	5.7981124	7.041705	5.883839
57215	8.774822	8.970549	8.731568	8.565967	9.040299	9.289139	8.511568	8.950417	9.253414	8.54506	8.707736	9.054192	9.424071	9.290636	9.514699	9.17381	9.197899	9.472891	8.850049	9.389149	9.20416	8.978573	9.232989	9.327533
57216	6.0919037	5.9431734	6.108479	5.927751	5.929052	5.8478737	5.9507046	5.8731256	6.4987903	6.0714064	6.260159	5.9541225	5.978967	6.1963525	7.082802	6.175488	6.235385	5.957867	5.9332247	6.1742296	6.0275564	5.930309	6.2698355	6.1138306
57217	6.320615	6.2988544	6.489544	6.666032	6.3325896	6.5015283	6.1927032	6.354954	6.2512097	6.738802	6.462178	6.351499	6.1745915	6.297572	6.1031313	6.2520733	6.2233324	6.580282	6.3698583	6.261599	6.203268	6.4324374	6.3149242	6.2445116
57221	6.0801415	6.1409802	6.0880184	6.0955887	6.1794524	6.122763	5.9794874	6.0138636	6.4052625	6.145494	5.981404	5.8975058	5.9030194	6.1128902	5.871717	5.8975663	6.0581584	5.9258547	5.8628135	6.117148	5.8343205	5.9875255	5.873302	5.955344
57222	10.840425	10.253112	10.113839	10.067121	9.908599	9.85844	10.212046	9.932662	10.1733465	9.374541	9.893392	9.643105	10.43009	10.051103	9.821165	9.879855	10.1130085	9.914152	9.996393	10.0427265	9.759604	9.8977995	9.525823	10.568514
57223	8.5156765	8.604699	8.8048115	8.678224	8.530557	8.644903	8.461274	8.41126	8.343921	8.382279	8.319913	8.744579	8.196224	8.480458	8.258669	8.217706	8.07551	8.470853	8.298378	8.354055	8.034005	8.504839	8.637226	8.385289
57226	9.139689	8.918471	8.741691	9.128438	9.0511675	8.790442	8.926903	8.990343	9.176279	8.57255	8.782304	8.88933	8.879218	8.9159155	9.043407	9.076398	9.233496	9.285672	8.910103	8.745229	8.9359455	8.925298	8.9017935	8.754131
57228	7.7292614	7.556803	7.6860623	7.3133006	7.4419284	7.615847	7.50633	7.438592	7.618601	7.549358	7.5450196	7.164446	6.840557	7.122454	8.111512	7.5550404	7.473403	7.282236	7.4459105	6.788597	7.185769	6.717721	7.182937	7.1606665
5723	6.4427023	6.7142873	6.7723975	6.978441	6.4786296	6.888505	6.3559365	6.706254	6.9230037	6.143217	6.8957014	6.529341	6.8046703	6.7747293	6.393614	6.6625705	6.472464	6.6432056	6.793772	6.391959	6.482044	6.6460185	6.748355	6.9339085
57232	6.3926783	6.0198154	6.1487956	6.9817944	6.3800535	6.1594176	6.2195954	6.05678	6.2692137	6.1722083	5.8679376	6.527813	6.227417	6.487926	6.3724985	6.351768	6.1902194	6.669009	6.4933524	5.9969716	6.518563	6.5152836	6.3598666	6.3435564
5725	11.496822	11.558946	11.367148	12.040645	11.460324	11.477787	11.859741	11.8301115	12.097547	12.150413	11.743842	11.8301115	11.927365	11.963822	12.488091	11.567938	11.695755	11.511795	11.678782	12.270394	12.013828	11.680771	11.779255	11.689592
5726	5.9551926	5.7363796	5.8572946	5.9542847	5.6796055	5.884148	5.928195	5.918267	5.9170194	5.9627213	5.8811812	5.853212	5.9973397	5.938057	6.076654	5.8432326	6.0624557	5.7832036	5.6631746	5.83894	5.8283095	5.81344	5.7526956	5.9358525
5728	8.362153	8.53189	8.120174	7.7916102	8.269664	8.615672	8.3757	8.460624	8.384962	8.215764	8.222036	8.928554	8.732701	9.009483	8.918471	8.977312	8.594626	8.643087	8.589187	8.564036	8.495461	8.880092	8.684227	8.494762
5729	6.297116	5.9670744	5.993686	5.984052	6.1531215	6.192533	6.310756	6.1143537	5.935402	6.340501	5.983588	5.9369316	5.90995	5.9223957	5.9530773	5.835595	6.0743513	5.933584	6.059792	5.809577	5.922622	5.9695354	6.605046	5.9935994
5730	7.135675	6.1846356	7.0638337	7.357213	7.493299	6.5145826	7.353105	7.669436	8.180278	6.4066353	7.171217	7.8881316	8.4680395	7.8609715	9.949852	9.553959	7.7007976	8.860976	8.618893	9.060794	7.711834	7.6700735	9.548878	8.611618
5732	6.455796	5.9077754	6.539156	6.173906	6.462268	6.237556	6.293381	6.2016664	6.1403666	6.3018103	5.9826603	6.707769	6.8688235	6.9251924	6.9144025	6.8830156	7.4291654	6.507515	7.1518717	6.568824	7.281837	7.6052146	7.167531	6.526604
5733	5.8412356	5.825482	5.9374623	5.8814297	5.896888	5.5564585	5.8195314	5.8589973	5.850912	5.7501645	5.7290945	6.0636463	5.960808	5.864151	5.8993516	5.9654894	5.930034	5.949974	5.8869886	6.0353255	5.797624	5.8714576	5.8540154	5.7753057
57332	6.298457	6.4489336	6.098125	6.4126043	6.5190177	6.2830224	6.3078136	6.693972	5.8915997	6.2125373	6.8200116	6.22606	5.9629416	6.2217717	6.1487656	6.1987643	6.1141677	5.91084	6.290947	6.1107974	6.2277675	6.3877892	6.1519184	6.2254105
57333	7.316771	7.3574142	7.36537	6.711214	6.8890395	6.993466	7.1005793	6.8844647	7.3939185	6.935959	6.7457175	7.620527	7.311356	7.2424345	7.9990273	7.235336	7.234049	7.3762093	7.354089	7.0340495	7.560713	7.1300797	8.032129	7.235563
57335	5.70681	5.7449946	5.8980794	6.136432	6.057371	6.106062	6.185663	5.8350563	5.9008718	5.8370104	5.7850184	5.996127	5.967698	5.7625036	6.2514753	5.9887905	5.98219	5.987121	5.9491153	5.8891034	5.8920703	6.1940517	5.9887905	6.090598
5734	7.601259	6.7858763	7.877145	6.5615525	7.266993	7.3574142	7.21592	7.2811337	7.2547975	7.488132	6.8858314	7.8461256	7.642352	7.3702545	7.9829626	7.7231436	7.9475393	7.8846445	8.014767	7.488906	8.321636	7.771341	8.593234	7.407418
57348	5.7876325	5.809861	6.0316634	5.7252045	5.8131204	5.759336	5.7427897	6.1785254	5.872978	5.876325	5.791922	5.8964176	6.0029006	5.8374777	6.3462787	5.70521	6.0087733	5.8688374	6.0545864	5.8052106	5.8928146	5.784918	5.7258167	5.8200297
57369	5.7141395	5.793928	6.006274	5.8601384	5.924621	5.909859	5.8527374	5.938654	5.9292016	6.0113344	6.018919	5.870945	5.899399	6.0388894	5.922384	5.8111005	5.9522896	5.8606963	5.824621	5.878604	5.9713507	5.842035	5.7982745	5.8930244
5737	5.8844256	6.04408	5.9262304	6.0169244	6.1295414	6.0597568	6.1316214	5.9718003	6.1885767	6.169743	6.042727	5.969478	5.9794736	5.9482636	5.9973254	5.9999657	5.7406125	5.8528075	6.025021	6.079643	5.776343	6.0693407	6.11818	5.9763355
5738	7.729572	7.5880756	7.5547743	7.9183555	7.6173472	7.3310156	7.809898	7.307029	8.5103855	7.828527	7.687924	7.187605	6.971185	7.146744	8.142282	7.361694	7.71239	7.248264	7.4607034	7.404772	7.756906	7.054555	7.5021205	7.319174
57393	9.367175	8.003131	9.680888	7.966386	8.582215	9.265842	7.8933997	9.207487	8.3174925	6.927313	8.781449	7.089843	9.909802	9.61749	7.4649386	9.16737	9.063682	9.07068	9.096079	9.039835	8.256981	9.246995	8.497276	9.621903
57396	7.031054	7.204679	7.135271	7.45426	7.249712	7.3665476	7.2853823	6.985773	7.1362677	7.369559	7.130938	7.4515777	7.0302715	7.4599533	6.842666	7.0064387	7.2044716	7.0325565	7.181861	6.755993	7.13258	7.3333254	7.2936883	7.4343987
574029	5.7300014	5.8622556	5.999092	5.635736	5.822868	5.7465076	5.7297077	5.598718	5.9594173	5.567305	5.909668	5.624839	5.7511015	6.004429	5.7775207	5.7072315	5.70795	5.6115127	5.9135814	5.9086137	5.8610144	5.6918616	6.1224213	5.5145645
57404	8.364174	8.552746	8.08645	8.666624	8.428486	8.570944	8.513872	8.494762	8.334195	8.123633	8.692437	8.802699	8.491508	8.535327	8.755343	8.807274	8.625589	8.347831	8.47946	8.226257	8.601124	8.658674	8.451976	8.436867
57405	5.710952	5.917007	5.8077884	6.0869856	5.767636	5.7537365	5.6361976	5.782428	5.7394075	5.6673355	5.8682365	5.8092127	5.849612	5.8661957	5.587642	5.8275647	5.6629915	5.7155905	5.882963	5.946828	5.719597	6.0443974	5.817034	5.5623307
57406	8.714369	7.8623195	9.232989	7.939869	8.641007	8.781839	8.868831	8.950818	8.080283	8.61847	8.551979	8.483811	8.765	9.127017	7.9006896	8.34038	8.694858	7.897109	9.282628	8.070285	8.836024	8.659957	8.346456	9.111727
57407	9.763872	10.398598	9.195604	10.947128	10.380685	10.335058	10.575525	9.613503	10.22377	10.948328	9.800683	9.604464	10.383276	10.168714	9.553959	9.925147	9.820601	10.512959	10.170276	10.3032	9.952616	9.85582	10.082789	10.367786
57408	6.0542126	6.07656	5.888044	6.2835927	6.209725	5.873395	5.981122	6.0510383	5.976595	6.0078974	6.0162344	6.0678353	5.952123	5.922285	5.9175525	5.776863	5.9471726	5.8563843	6.1424704	6.1218133	5.9737678	6.0168076	6.180597	6.1685843
57414	11.212994	10.462529	10.878725	11.044081	10.559029	10.822986	10.611011	10.875427	10.910313	11.291413	10.686362	9.894766	10.460946	10.110692	10.6487465	10.323584	10.396682	10.180967	10.761335	10.582656	10.415147	10.242548	10.490488	10.612036
57418	10.217533	9.417345	10.085753	9.303805	10.039895	10.159855	10.072886	10.075743	9.956001	10.002147	10.690923	10.15507	10.502257	10.214345	9.44008	10.139612	10.122868	10.410967	10.195606	10.338417	9.534244	10.342622	9.943514	10.377325
5743	7.7231436	6.6628537	7.36049	6.5708485	7.3843946	6.8870883	7.246889	7.0709324	8.226568	7.6277423	7.488906	8.123944	7.8997564	7.991039	10.328507	7.0459995	7.559409	8.382279	8.68551	7.6405907	10.137164	10.020755	7.663334	7.4928236
5744	6.012597	5.8202033	5.772237	5.7772565	5.9779553	5.7227564	5.8746047	6.184577	5.9664335	5.842919	5.905217	5.7449946	5.9583144	5.7715554	6.2049246	5.593025	5.8054695	5.6950936	5.844413	5.7847567	5.814062	5.6704726	5.970013	5.6911345
57446	7.259679	7.1782026	7.229383	7.809355	7.361694	7.073564	7.0975657	7.090273	7.564378	7.234049	7.300305	7.574646	7.1887755	6.8561935	7.5619116	7.3834376	7.1970983	7.0451965	7.2200413	6.8551574	7.0482616	7.1360707	7.6714387	7.311356
57447	7.3023047	7.2787933	7.338121	6.128191	8.120781	7.882617	7.7016015	8.160911	7.4171934	7.7268486	7.665444	8.06179	8.386288	7.5008125	6.798002	8.126278	7.8467345	7.5208063	7.8238273	8.082581	7.38818	9.08339	7.244011	7.614245
57448	7.4160357	7.4793577	7.326851	7.865142	7.6056795	7.309979	7.2903013	7.4577284	6.87674	7.532515	7.264713	7.5055375	7.403884	7.651699	7.071341	7.4164414	7.5627174	7.5195427	7.290753	7.003748	7.222879	7.6041603	7.438592	7.615598
5745	8.318216	6.87078	8.630704	6.818193	8.120174	8.635339	8.132456	7.926467	8.467053	8.431364	7.9160466	10.538703	9.714606	9.315434	10.147963	9.416809	9.455208	10.308125	9.456852	10.701442	10.001352	9.672401	9.767211	9.905269
57452	6.4161735	6.086772	6.599913	6.414338	6.990328	6.6242113	6.495388	6.4075093	6.694437	6.2799444	6.572955	7.629063	7.4353747	7.33039	7.7806473	7.0731463	7.547635	7.375541	7.0760202	7.6236324	7.3121233	7.0961766	7.5731335	6.915103
57455	7.338121	6.958066	7.4153423	7.2732153	7.2973638	7.4451947	7.4793577	7.499346	7.2444787	7.325717	7.7128825	7.0401497	7.687102	7.6830864	7.5697784	7.184187	7.53025	7.6124396	6.909707	8.062715	7.71666	7.5917854	7.205454	7.7930536
57456	6.728676	6.5186906	6.7363415	7.0778093	6.20037	6.803683	6.8640766	7.065616	6.8636928	6.61338	6.685526	6.996581	6.894083	6.5819583	7.227484	6.764937	6.84535	6.7659087	6.9368057	6.7607045	6.6662984	6.9368057	7.0589037	6.6956267
57459	6.9383206	6.894083	6.6973567	7.258291	7.284272	7.205934	7.249956	7.0731463	6.7445917	6.9113073	7.2965508	7.020186	7.253889	7.0209513	7.137741	7.0193734	7.113784	7.036427	6.7132063	7.2509055	7.481806	7.031652	6.788913	7.3544993
