Genes	GSM2367610	GSM2367611	GSM2367612	GSM2367613	GSM2367614	GSM2367615	GSM2367616	GSM2367617	GSM2367618	GSM2367619	GSM2367620	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
144108	7.188269	7.092982	7.2417293	6.823463	6.929496	7.133369	6.8878074	7.1975436	6.807142	6.879271	7.314928	7.060572	7.2685986	7.6314945	7.522689	7.2458267	7.3390636	6.8442984	7.0965643	6.9366403	7.26294	7.226161	6.904841	7.0466433
144165	7.1727376	6.81622	7.019201	6.735698	7.204679	6.7200665	7.428405	7.1748037	6.8344526	6.848191	6.8480234	8.0303755	7.3959985	7.410761	8.81144	7.4703045	6.676827	7.535483	7.7223053	7.5614176	7.400663	7.3591332	7.9990273	6.909707
144193	12.116118	12.666083	10.867225	11.209989	12.031248	11.874194	11.699488	11.020291	10.425786	12.2777605	11.344548	11.874194	11.273318	11.682522	10.279595	11.489273	11.125625	11.745594	11.037276	11.836272	11.389193	11.779255	10.592613	11.855921
144245	6.2010493	5.985634	6.287807	6.133539	6.28638	6.075567	6.040305	6.061859	5.9089656	5.949039	6.0099244	6.155027	6.008444	6.2623096	6.044298	6.417358	6.1681666	5.9537716	5.888903	6.1611905	6.0505843	6.3203564	5.9854174	6.157607
144363	9.935455	9.278112	10.163588	10.002147	10.128745	10.437664	10.367786	9.960533	9.579686	9.579106	10.273257	10.389565	10.235251	10.317662	9.049808	10.310682	9.955336	10.335881	10.144803	10.160563	9.941873	10.4009905	9.823096	10.181834
1444	6.8386874	6.8865786	6.6624246	6.74787	6.822108	6.6051927	6.6235228	6.814578	6.401511	6.7051063	6.508895	6.785727	7.031652	7.025281	6.6509905	6.967694	6.8695555	7.3067956	6.960102	6.8749375	6.684913	7.231146	6.6941223	7.095714
144402	8.394131	8.575531	8.704754	8.356077	8.226257	8.235901	8.56944	7.9941506	8.20784	8.846562	8.109882	8.719063	8.397554	8.182167	8.3174925	8.0558	8.330342	8.17011	8.182787	8.917253	8.137045	8.175563	8.279016	8.186631
144404	5.9246354	5.93953	6.0425673	6.1577606	6.1064935	6.0985026	5.9351554	6.0016127	6.1023135	5.970593	6.1874633	5.8947086	5.8887367	6.1560435	5.989036	6.0835776	6.183215	5.8879027	5.9010873	5.862586	5.9052405	6.2694917	5.9400496	6.164054
144406	5.8849983	5.8163285	6.077237	5.6520104	6.104518	5.947768	6.4419446	5.925118	5.889908	6.1208305	5.833514	6.2174115	6.33124	6.149831	6.651441	6.0968633	6.288694	5.812414	6.063398	6.1758385	6.1270547	5.876429	6.2385135	6.232884
144423	6.2194347	5.9695745	6.029852	6.2807717	6.166879	6.8142734	6.448741	5.851097	6.1479445	6.053047	5.768997	6.163114	5.857086	5.9413567	5.9775863	5.8081045	5.991034	5.775922	5.9973397	5.830273	5.8056602	5.9605107	5.884256	6.046742
144453	6.483311	6.3626275	6.3537974	6.317484	6.2588315	6.463967	6.405083	6.321273	6.393094	6.464715	6.3902526	6.497945	6.197848	6.498051	6.186286	6.2302294	6.6388764	6.3651495	6.6999025	6.381327	6.1777387	6.5960107	6.217528	6.3280797
144455	5.8040943	6.0065727	6.2091146	7.0312715	6.032584	5.707189	5.888648	6.263105	5.9717097	5.9284534	5.832777	5.734393	6.1737757	5.82986	5.855045	6.1651587	5.985278	5.73128	5.897023	5.880387	5.9309406	5.7636595	5.884906	5.77653
144577	7.3521967	7.272752	6.7611737	6.9346294	6.9418244	6.8922405	7.034588	6.8251457	6.6600776	6.7747293	6.9377418	6.758119	6.69551	6.668298	6.44002	6.910244	6.842821	6.7209754	7.011809	6.8183713	6.633464	7.0286403	6.9142194	7.226601
145165	10.103876	10.478214	10.196377	10.20489	9.863494	10.167319	9.742068	9.991484	9.454593	8.936384	10.019433	10.4634075	10.211349	10.340053	9.67425	10.157632	9.625823	10.144803	10.159855	10.013888	10.141065	10.53564	9.89998	10.211349
1452	6.502748	6.629182	6.5529175	6.426292	6.597331	6.3381615	6.6539083	6.4086356	6.430844	6.6600776	6.6582847	6.685661	6.420822	6.5550656	6.847524	6.502748	6.6820216	6.896975	6.470935	6.616707	6.277433	6.9603105	6.691653	6.652678
1453	8.308433	8.756877	8.671697	9.022558	8.506987	9.065022	8.790442	8.979087	8.788754	9.081993	8.713913	8.363168	8.657117	8.910103	9.471762	8.362153	8.707	8.64375	8.469046	8.560821	8.957377	8.392218	8.47946	8.541349
145389	7.4954443	8.098595	6.9797416	7.4876943	7.369764	7.020757	7.0203953	6.7576485	6.6558294	6.8786955	7.0418825	7.0583153	6.870607	6.7364945	7.1619687	6.9887075	6.8576174	7.1152434	6.7927938	6.7947397	6.3470078	6.536351	7.7145233	7.059775
1454	6.107568	6.190294	6.0893817	6.142919	6.173084	6.2984023	6.1048717	6.177165	6.0792193	6.224748	6.2191486	6.193899	6.164114	6.31328	6.0708275	6.2883167	6.128792	6.3028007	6.1558146	6.3189125	6.1447563	6.1724415	6.1808634	6.173714
145407	5.868423	5.920019	6.1751137	6.072003	6.0051622	5.827006	6.2851515	5.7501645	5.7576847	5.7218947	5.68161	5.7484994	5.799214	5.9930525	5.939351	5.649681	5.6861534	5.8915997	5.6914315	5.7636595	5.5245996	5.63967	5.7118554	5.812314
145482	7.622634	8.17011	7.5659766	7.5182037	7.2442484	7.3231683	7.678416	7.361694	7.0615435	7.819953	7.45426	7.203975	7.219348	7.0515504	6.8878074	7.146744	6.8649654	7.4487133	7.524735	7.279991	7.4749575	7.5756283	7.21823	7.5614176
145497	5.8890643	6.394299	6.036396	5.900268	6.132556	6.0375276	6.015714	6.001795	6.064162	6.152058	6.0869446	6.046936	5.9389277	5.8905005	6.0504417	5.816442	5.95829	5.807893	5.883876	6.1087866	5.943674	5.959678	5.776401	5.782509
1455	9.518731	8.826178	9.390665	9.385096	9.548878	9.117882	9.076398	8.560821	8.972845	8.953827	8.316422	8.5156765	9.119782	8.878355	8.603618	8.968779	8.831911	9.239508	8.433511	9.497665	9.187161	8.890581	8.849154	9.314354
145553	7.113106	7.548638	7.494021	7.394836	7.883178	7.720988	7.319666	7.3128023	6.6530824	7.184855	7.402043	7.476931	7.467538	7.4337206	7.4945593	7.6095243	7.36537	7.782043	7.6603436	7.491859	7.095714	7.78483	7.559155	7.4786
145567	6.3063426	6.172623	6.3986077	6.065766	6.2423873	6.1117387	6.216229	6.234893	6.052873	6.1283064	6.3708725	6.192951	5.9710813	6.2657814	6.249001	6.1790442	6.1606684	6.1170435	6.229335	6.345833	6.2812605	6.1943064	6.323829	6.2937937
145645	6.32775	6.264009	6.2781034	6.4368396	6.6539083	6.633323	6.5533924	6.8166947	6.568579	6.494097	6.6615977	6.664162	6.909159	7.004128	6.349386	6.763034	6.5223737	7.041705	6.90248	6.520152	6.604698	6.8465104	6.476344	6.605745
145942	5.8742	5.9204264	6.010724	6.0167627	5.9349937	5.8223825	5.978983	6.051391	5.7868032	5.896779	5.7969275	5.7018127	5.7404265	5.75235	5.8978586	5.8648214	5.387493	5.7689543	5.870517	5.7877564	5.906628	5.745966	5.9201536	5.599198
145946	5.998373	6.0833545	6.0482492	5.9053845	6.037013	6.237457	6.1138306	5.8977175	6.0302997	5.999791	6.12673	6.2246213	6.0316176	6.247505	6.032899	6.2990246	6.031935	6.2253714	6.072314	6.133488	6.334919	6.125057	5.979287	6.055647
145978	5.834502	5.6921396	5.7786098	5.8257008	5.816841	5.702901	5.781793	5.9987054	6.01691	5.7606435	5.935543	5.579304	5.620136	5.560799	6.082033	5.969114	5.686654	5.6379113	5.7650785	5.7585335	5.825667	5.5800953	5.6307383	5.7989798
146	6.1766376	6.0769024	6.3505473	6.177129	6.167241	6.2598033	5.9630885	5.94909	6.0406785	6.2201996	6.1751137	6.094492	5.9658566	6.0942802	6.2928762	6.2221594	6.15709	6.2079263	6.1870008	6.333624	6.1440578	5.8844395	6.105954	5.921639
1460	10.671249	10.906351	10.826539	10.72803	11.255815	11.137551	11.30769	11.059645	11.194132	11.095155	11.304575	10.855833	10.516721	10.764934	11.041279	10.846441	10.768304	11.23981	10.934811	10.756735	10.988976	10.754375	10.928371	10.936227
146050	6.1089797	6.258333	6.248294	6.181253	6.149805	6.137879	6.144813	6.175488	6.087228	6.2209396	6.014735	5.9533973	6.0581903	6.081077	6.2939086	6.211631	6.057541	6.217687	6.080966	6.0871463	5.857808	6.21398	6.211594	5.998387
146183	5.803721	5.836089	5.7139626	5.721249	5.7367215	5.895481	5.834624	5.969663	5.8938684	5.771138	5.8281074	5.793165	5.9124975	5.9448237	5.57661	5.935664	5.635736	5.9186654	5.781833	5.6672235	5.8278337	5.8321056	5.7440166	5.7998176
146198	7.9039803	8.292248	7.917528	8.199191	8.06681	7.7292614	8.116317	7.66602	7.975686	8.074333	7.4886384	8.154727	7.847001	7.9456897	8.342849	8.056732	7.8768325	8.274825	8.335938	7.4771905	7.8663917	8.082581	8.414292	7.9294195
146223	7.394387	7.899145	6.9473305	7.4195447	7.3524294	7.5182037	7.407856	6.820669	6.991555	7.5682616	7.3360085	7.095269	7.087431	7.3402104	7.172311	7.07881	6.8157377	7.3199387	7.188984	7.320158	6.8823037	7.2550435	6.954306	6.819652
1463	6.7191877	6.5739937	6.485078	6.6327906	6.7552443	6.864453	6.702743	6.6657324	6.715653	6.8332443	6.7690763	6.44175	6.9082494	6.8570538	6.3450303	6.749274	6.8631244	7.149876	6.860803	6.96863	6.9665394	7.2882833	6.830979	6.9451494
146378	6.1270046	6.123897	6.149776	7.1437073	6.07692	5.9323664	5.9938107	6.143382	5.861384	6.049197	5.892427	6.093468	6.3000436	6.016938	6.1844397	6.1638737	6.19235	6.143519	6.0461082	6.081186	6.083836	6.212103	6.075701	5.825195
1464	5.8942623	6.020128	6.0853815	6.023027	6.0203867	6.202601	6.0304174	6.201702	6.583684	6.809169	6.035283	5.9376597	5.975277	6.0271506	6.2915096	5.9190416	6.253006	6.2476406	6.034521	6.2811613	6.35798	6.063102	6.0726514	6.062473
146433	5.9415874	6.2239003	6.046936	6.184024	5.8769283	6.0447917	6.1843743	6.1911087	6.6296015	6.1340976	6.07481	6.0477033	6.105908	6.1080623	6.352198	6.473376	6.16394	6.153181	6.292771	6.4440193	6.1373377	6.1098676	6.5018415	6.1129823
146540	5.9540076	5.873927	5.9072056	5.9883494	5.7979946	5.8366666	6.1301455	5.8367887	5.777625	5.90028	5.908343	5.66881	5.8315916	5.9062147	5.8086114	6.0480523	5.849929	5.837773	5.9350066	5.8556857	5.838494	5.7888517	5.813603	5.879922
146664	6.067364	6.1007667	6.027019	6.0202646	6.01153	6.0918384	5.9481645	6.17151	6.0510015	5.853324	5.827665	6.023307	6.0848	5.9772196	5.996695	5.982335	6.005639	6.0550227	5.9999657	6.129993	6.0147214	6.003545	6.0694714	6.088076
146705	6.403939	6.4321756	6.334919	6.523053	6.5995584	6.2875805	6.3534436	6.3738704	6.465298	6.7145553	6.517977	6.504619	6.0031104	6.1678295	6.308859	6.2642193	6.1786504	5.9747167	6.1375713	6.544613	6.3627014	6.407249	6.2674484	6.305034
146712	6.2255335	6.409937	6.4003386	6.9890733	6.0548477	6.168416	6.5067472	6.15755	6.446556	6.2654843	6.1749835	5.9749336	5.757512	6.0289063	6.163204	5.93278	6.0540333	6.7042375	6.2368546	5.9412217	5.9169006	6.147253	6.0150266	5.986633
1468	9.756979	10.48944	9.707461	9.88893	9.600394	9.87269	9.891964	9.648877	9.465185	8.636805	9.363582	9.709232	9.748086	9.700758	7.809639	9.720503	8.935117	9.756979	9.5912895	9.374541	8.820392	9.825167	8.957377	10.191914
146845	5.886604	6.180597	5.7775207	5.9314227	6.0492163	5.8519006	5.8583713	5.7898207	5.6394863	6.014905	5.8241754	5.883839	5.810779	5.931411	5.8421206	5.82689	5.991459	5.922198	5.9677634	5.9313836	5.898272	5.8775	5.7058125	6.0955443
146849	5.7487783	5.839932	5.599668	5.6417394	5.7857823	5.6027865	5.5746307	5.7537913	5.57003	5.5255213	5.600273	5.7143044	5.7296414	5.7444153	5.99139	5.611117	5.7026124	5.662534	5.6778708	5.8299856	5.752529	5.529523	5.8321548	5.7652283
146850	6.031406	5.95915	5.8996053	6.0505843	5.8446326	6.099825	5.9257417	5.8308077	5.895905	6.1153507	5.9368443	6.0619345	5.924574	5.970788	5.855086	6.0333323	5.9043646	5.834729	6.09072	5.9614525	6.1315036	5.836011	5.9385395	6.0624557
146923	7.529468	7.71239	7.4295883	7.7432823	7.500607	7.427126	7.3869886	7.423438	7.6054516	7.854208	7.4183335	7.5408573	7.36537	7.3851175	7.8690147	7.5560803	7.662287	7.2963014	7.5792375	7.6178403	7.5761914	7.3897796	7.740224	7.382151
146956	6.10872	6.181467	6.310865	6.20851	5.905425	6.0397186	5.9701104	6.2955527	6.035173	6.0644712	6.2119837	5.849413	6.0164285	6.002526	6.101534	6.1122746	6.0327964	5.9212055	5.9758263	5.9356036	6.0198154	6.006166	6.0229235	6.0862894
147	7.9290814	6.8592277	7.676017	7.3764405	8.476461	7.503838	8.063	8.105762	8.5664215	7.9959025	7.8805213	8.698444	8.76776	8.886746	9.020817	8.578288	8.91424	8.217041	8.536432	9.687585	8.931266	8.628466	8.106805	8.470853
1471	13.378322	12.717544	13.183093	12.930341	13.3151245	12.907833	13.1083765	13.191329	13.23263	13.264137	12.7213745	13.147027	13.014839	12.832773	13.079354	12.86407	13.23263	12.383456	12.976363	12.976363	13.022294	12.470921	13.264137	13.169282
147138	6.0971646	5.8064284	5.9374747	5.7538157	5.9711533	5.861951	5.972044	6.0436373	5.8995347	6.1025105	5.910439	5.830083	6.0462213	5.9114385	6.028063	6.0231233	5.9958525	5.9414687	5.9254107	6.015637	5.86993	5.986178	6.1107535	6.1357236
147166	6.270053	6.029681	6.0661426	6.2213464	5.9187346	5.9566956	6.0318737	6.128534	5.9935193	5.786409	5.966795	6.014505	6.4083657	6.0717487	5.865261	6.2506785	6.169459	6.22519	5.91958	5.877592	6.345833	6.183757	5.9122105	6.1258135
147179	6.5915065	6.5188017	6.24186	6.489088	6.5509467	6.331375	6.6130967	6.427439	6.275099	6.423311	6.4184685	6.3293223	6.5486503	6.537308	6.428427	6.3234305	6.604023	6.7940946	6.5348616	6.515728	6.3944507	6.5619783	6.469619	6.6013193
147339	8.598409	9.113568	8.713913	8.320935	8.77407	8.718695	8.67636	8.988659	8.718362	9.073513	8.825346	9.246469	8.888455	8.870268	9.503113	8.891066	8.808946	8.538692	8.943928	8.788402	9.270546	9.000208	9.072612	8.753296
147372	6.5069776	6.0356216	6.37283	6.0712566	6.738802	6.4619856	6.5291038	6.576258	6.3025136	6.1298766	6.2950277	7.04153	6.4663997	6.647637	8.224553	6.5571966	6.661045	6.7048306	6.582629	6.399039	6.447992	6.4511538	6.4722457	6.4857135
147463	8.200127	7.966961	7.4492035	8.215764	7.587578	6.8468275	7.1622243	7.5264826	7.312589	6.5932374	7.9927135	6.610224	6.3567147	7.272975	6.8653235	6.6321864	6.552781	6.2524366	6.4531207	6.4376316	6.062346	6.670743	7.032745	6.178231
1476	11.927365	11.48109	11.151178	11.560943	11.316025	10.733529	12.22489	11.686184	12.31749	11.350664	11.976993	10.623603	10.895261	10.706971	12.372765	10.890393	11.580588	10.881167	11.07871	10.8303175	11.431482	10.555879	11.722783	10.521307
147645	6.440125	6.4927006	6.4184685	6.5071836	6.329109	6.199211	6.464433	6.1174407	6.456453	6.401511	6.2974663	6.178494	6.0846963	6.510621	6.542706	6.2217717	6.553143	6.1240454	6.322145	6.524787	6.6267	6.0634522	6.0124226	6.2898064
147657	7.0488796	7.122454	6.818931	7.118868	7.0462275	6.9158354	7.194486	7.184187	6.9859896	7.9489	7.135053	7.146744	6.8516936	6.954154	6.808498	6.7016945	6.880474	6.644537	7.0238547	7.0753417	6.785251	7.0506845	7.154442	7.0100613
147746	5.9486136	5.914312	5.7695227	5.8289247	6.0352383	5.750085	5.855753	6.046697	5.772557	5.8080516	5.905813	5.882776	5.8843884	5.6923594	5.802879	5.9251943	5.8282948	5.9797335	5.863401	5.801466	5.9290276	5.744528	5.726457	6.0139046
1478	7.3240476	7.750079	7.2476015	7.8634763	7.2382703	7.3121233	7.5733805	7.2419395	7.6547003	7.6405907	7.4027905	7.406022	7.011232	7.325001	7.5659766	7.352649	7.3719163	7.338121	7.4093246	7.447937	7.4446926	7.142005	7.5966377	7.2809196
147841	6.8104453	6.6564136	6.701853	7.8347335	6.753807	6.550104	6.646726	7.104752	6.8198295	6.774552	6.565311	6.67291	6.702743	6.3529043	6.536463	6.7033734	6.6088634	6.671314	6.9680676	6.428095	6.8897815	6.689621	7.2685986	6.800672
1479	7.355611	7.4143157	7.1611633	7.277429	7.212189	7.4654417	7.9941506	6.996953	7.0141673	7.338595	7.2998934	6.826733	6.8556805	7.726016	6.904448	6.69523	6.9042416	6.575113	7.355394	6.866733	7.0351605	7.491637	7.4857125	7.754413
147906	7.3065724	6.910416	7.2776656	6.619674	7.0867944	7.131573	7.3473186	7.288493	7.485968	7.314496	7.1593795	8.287861	7.5917854	7.5761914	8.620039	7.3075147	7.3853416	8.034859	7.3794327	7.577187	8.319269	7.5834565	7.7446623	7.385816
147912	8.123633	8.020266	8.171727	8.71677	7.933001	8.424532	8.4020815	8.2531805	8.9913025	8.659089	8.294579	8.535711	8.586525	8.352256	8.369806	8.285428	8.12176	8.816408	8.328289	8.364174	8.313043	8.450259	7.9568405	8.62487
147947	5.8744373	5.8810673	5.7780104	5.610849	5.7060533	5.764967	5.8602743	5.7247415	5.794182	6.0050354	5.770233	5.9154086	5.7006965	5.8064284	5.773701	5.8139515	5.7006965	5.8017898	5.792798	5.818124	5.673416	5.8377595	5.7681756	5.771963
147965	7.3014154	7.43958	7.323374	7.4099965	7.4160357	7.2504025	7.440555	7.139993	7.4719076	7.3732624	7.482834	7.0938287	7.568508	7.3853416	7.0355697	7.4208994	7.205934	7.6300774	7.718454	7.5080624	6.841805	7.9715195	7.188269	7.3860517
147968	6.927313	8.204244	7.2547975	9.368272	6.562722	7.6298366	6.8499293	7.4771905	7.6298366	9.827667	7.367232	6.321804	7.407169	7.4414663	7.182496	7.3974733	7.284272	8.387712	8.213091	7.8102274	6.869716	6.67712	7.107828	7.601536
148	6.3959517	6.5693398	6.562116	6.23485	6.774878	6.606278	6.8542566	6.681443	6.2375035	6.2146716	6.6464243	6.7505383	6.828863	6.693556	6.4062896	6.5089965	6.6157036	6.8407283	6.5843096	6.8318553	6.8303328	6.7892733	6.4293256	6.8975453
148014	6.0787673	5.9964705	5.8027143	5.7374854	5.9009767	5.889777	5.8096285	5.6539307	5.920706	6.056487	5.810503	5.864386	6.099738	5.9303565	5.676529	6.0387764	5.901625	6.137676	5.90893	6.052071	6.0864687	6.022747	6.0448227	5.6900725
148066	5.6757236	5.9300094	5.7213492	5.8746195	5.6677284	5.895323	5.9819074	5.8103123	5.8603687	5.7586584	5.836356	5.971167	5.8407774	5.724036	6.011813	5.822241	5.832315	5.8244905	5.797778	5.8644266	5.735718	5.624839	5.7201076	5.67102
148213	5.9132695	6.1457186	5.803575	5.840148	5.881809	5.9683423	5.9164433	5.9878864	5.9285545	5.926219	5.966076	5.9201307	5.9463973	5.941877	6.06704	6.0442486	5.827153	5.793128	5.9690146	5.9419107	6.070112	5.9573917	6.094617	5.776448
148223	7.0494685	6.6786494	6.8001904	7.498309	7.116508	7.2594414	7.2357993	7.377344	7.0102773	6.874244	7.230048	7.109107	7.295661	7.2023296	6.410704	7.0992084	6.90042	7.2430563	7.204679	7.1851006	6.9478703	7.3593326	7.1230946	7.029157
148231	5.695137	5.8931923	5.8734617	5.7160425	5.7862244	5.82094	5.77567	5.742319	5.9835377	5.6652665	5.6999574	5.743909	5.8160796	5.5441785	5.625239	5.506232	5.7389755	5.8664927	5.7052426	5.921168	5.5488763	5.67066	5.81408	5.7902627
148254	6.1998534	6.195974	5.8667636	5.9522243	6.0815763	5.7953115	5.9946213	5.865235	6.035107	5.9759307	6.013965	5.8603406	5.7529893	5.811217	5.853146	6.0061975	5.863121	5.7631297	5.9292727	5.8715625	5.7812576	5.9559965	5.9011526	5.8561673
148304	6.288547	6.836552	6.638575	7.004128	6.5374255	6.0994487	6.503519	6.416903	6.935959	6.3414	6.311978	6.5308437	6.419827	6.277891	6.134275	6.1683197	6.2805023	5.966654	6.5694456	6.7804728	6.1786504	6.6802955	6.3093166	6.854409
148327	6.018426	6.135644	6.2040668	6.4058714	6.352693	6.03068	6.471113	5.8997717	6.174681	6.2495236	6.1170435	6.0802207	6.0830135	6.1141224	5.9889235	6.282059	6.056543	6.0646486	6.269539	6.112868	5.8345966	5.861604	5.8679495	5.906903
148423	7.8411846	7.995313	7.851773	8.104798	8.250174	8.068781	7.9897265	8.039322	8.138068	8.3317375	8.118725	8.3317375	7.963357	8.2992325	8.798545	8.211123	8.322386	8.171393	8.329964	8.260769	8.118348	8.253758	8.111822	8.289776
148523	6.463274	7.084909	6.2002892	6.4311204	7.022105	7.024279	6.551188	7.6884594	5.8190813	6.0578327	6.280001	6.4397416	6.403432	6.601071	6.0615015	6.665896	6.212103	6.4332395	6.3709607	5.9388785	6.07481	6.651711	6.1359096	6.312555
148534	8.498787	8.521585	8.155091	7.8946366	8.35297	8.65172	8.185354	9.069738	8.003417	7.3744097	8.360741	8.880092	8.530557	8.912678	7.799882	8.710934	8.99568	8.288782	8.231994	8.44464	8.663892	8.905539	7.5363917	8.2751875
148581	6.191174	6.2734504	6.130017	6.1135435	6.0317535	6.3419585	6.2603602	5.957943	6.045504	5.940182	6.1992855	6.362931	6.452222	6.3291807	6.1271544	6.121176	6.2677665	6.5801625	6.1719484	6.4496017	6.411087	6.6976466	6.222199	6.264656
1486	9.410282	9.231505	9.557557	8.958664	9.695999	9.855102	9.819332	9.333052	8.91507	8.982462	9.849288	9.365162	9.494859	9.199441	8.925672	9.786852	9.543109	9.582585	9.441273	9.199441	9.619687	9.366669	9.672401	9.446881
1487	8.993844	8.992555	9.408076	9.318502	9.133574	9.009007	9.229985	9.081045	9.114964	9.4635725	9.064609	8.901399	8.754964	8.734629	8.7464695	8.924339	8.843106	8.918973	9.135011	9.059032	9.25695	8.7464695	8.7147455	8.924761
148709	5.9596624	6.2266474	5.90555	6.9368057	5.949239	6.074233	6.078494	5.8875794	5.948078	5.84669	5.9868817	6.0949197	6.0787115	6.3139086	6.0209947	6.055527	6.0078382	6.1066647	6.117	5.9341235	5.8531866	6.200408	6.0445113	6.264315
148789	6.281439	6.657493	6.329464	6.4003386	6.607108	6.6108437	6.4986887	6.5978785	6.352198	6.6127005	6.388256	6.341523	6.370671	6.456739	6.5380173	6.108114	6.2681427	5.915018	7.1533303	6.710644	6.508895	6.3397007	6.4742966	6.320615
148867	10.069153	9.724163	9.824548	9.97666	9.953998	9.9442835	10.258697	9.611752	10.113839	10.696133	9.895337	9.841826	9.623513	9.356498	9.859042	9.922497	9.706829	9.553367	10.212046	9.866083	10.131107	9.576093	10.087894	9.687032
148932	8.213761	7.7327886	8.392218	7.8893003	8.156698	8.010648	8.1844	8.508551	8.812682	8.71277	8.362153	8.181165	9.050246	8.9738035	8.614891	7.965091	8.793972	8.459243	8.988659	9.111727	9.018871	8.506987	9.02985	8.591365
1490	10.958488	9.288168	9.519903	9.703678	9.959909	9.788022	9.55576	9.53972	10.262609	10.235998	10.494623	12.395865	10.739124	10.200101	13.393835	11.749861	10.229651	10.730318	10.877518	9.598076	9.771651	10.576341	10.707957	9.86474
149076	7.68451	8.051629	7.8745055	8.408387	8.171393	7.954141	8.243887	8.057958	8.51899	8.168219	7.8745055	8.141243	7.978525	7.7504077	8.593561	7.913982	8.2963085	8.44787	8.067466	7.955015	8.256363	7.939624	8.217041	8.17011
1491	10.859312	9.784425	9.403517	7.2484593	10.31334	10.228875	9.171367	11.195407	7.9243665	8.052867	10.3246	9.32502	8.607059	10.645498	8.185014	9.137871	9.635678	8.673288	7.571334	7.6683626	8.287098	9.23844	7.12574	8.613807
149175	6.103436	5.970976	6.45587	6.397402	6.362777	6.308731	6.086447	6.2268133	5.986801	5.6965666	6.525231	5.6649413	5.780581	6.1988072	5.919833	5.8712883	5.8488216	5.762638	6.0070887	5.8324127	5.8844256	5.96555	5.8780026	5.9845505
1493	5.6212482	5.7896476	6.3929195	5.87533	6.0170364	5.7727656	6.052001	6.1799507	6.2595167	6.0378785	5.963952	5.9985895	6.144704	5.8702292	6.619674	6.5339046	5.8738346	5.864572	5.947768	5.994381	6.3273544	5.8523555	6.2959256	5.927809
149345	5.849146	6.161818	6.0437756	6.2346296	6.2125373	6.072211	6.1125317	6.1111937	5.9469757	5.9360614	6.2355256	5.864547	5.9668455	5.879132	6.0396194	5.84236	5.9236298	5.823026	6.0306497	5.949378	5.993238	5.7345543	6.0508194	5.890315
149428	6.2501454	6.1205373	6.2712684	6.5152836	6.349015	6.178494	6.2225	6.2587357	6.2653284	6.234989	6.1249666	6.187389	6.219877	6.2642646	6.1217685	6.12318	6.291917	6.150641	6.40017	6.321804	6.2199225	6.4159985	6.167082	6.1358037
149466	6.7619653	6.4720244	6.353041	6.17186	6.22606	6.318542	6.186695	6.1631465	6.3250194	5.9979005	6.2588315	6.3386464	6.269995	6.3224034	6.082525	6.425855	6.4158406	6.43773	6.5354495	6.158898	6.2004776	6.3137164	6.20599	6.133665
149473	6.7184386	7.7904963	6.9778433	7.1537538	7.1126275	7.120092	7.3957787	7.499109	8.036341	7.154024	7.0003004	6.8660374	7.054761	7.2336164	7.2099667	7.1582575	7.0092745	6.980522	7.270901	7.1582575	6.6106	6.889436	6.9887075	7.438592
1495	11.252486	11.298603	10.876387	11.645092	10.943442	10.949353	11.387531	11.23981	11.589371	11.682522	11.194132	10.959814	10.673368	10.578477	11.310322	10.74658	10.957015	10.627587	10.963808	10.644462	11.046816	10.329399	11.01879	10.544444
149603	6.774878	7.034253	6.7232423	7.538351	6.466599	6.822644	6.928806	6.9550543	7.189554	6.5854263	7.145885	6.7761617	6.7052226	6.994652	6.765398	6.6041746	6.706525	6.6982923	6.5865583	6.5622444	6.924082	6.570556	6.8016953	6.9612865
149699	5.8070645	5.93432	5.605836	5.8677344	5.866561	5.84075	5.8483157	5.790661	5.7646704	6.0073204	5.7260056	5.9061165	5.784522	5.904419	5.941054	6.031918	5.8383145	5.8898325	6.0084567	6.0463667	5.7800517	5.9382434	5.9043074	5.852048
149840	6.1901093	6.2435055	6.394598	6.262967	6.1402555	6.1403375	6.325207	6.133514	6.086207	6.336896	6.1799793	6.202088	6.3887386	6.013146	6.284867	5.930876	6.099058	6.0261726	6.3034325	6.19434	5.9605923	6.106084	6.1645308	5.995294
1499	6.1326103	6.0024023	6.23352	5.878477	5.7488685	5.9606056	5.9335103	5.8636436	5.7845435	5.895622	5.8661823	5.895858	5.8307753	5.99017	5.842859	6.0884066	5.88666	5.943529	6.0684376	5.88117	5.8901925	6.010332	5.8371906	6.0501094
150	6.305302	6.2941446	6.381327	6.366055	6.0607796	6.3584285	6.1052	5.9319735	6.5687213	6.1057267	5.9011645	5.9612513	6.1328816	6.174778	6.6540446	6.294274	6.290892	6.170334	6.122519	5.930034	5.984863	6.1150365	6.1041927	6.0954165
1500	6.1403666	6.2342296	6.1271276	6.202677	6.149279	6.132365	6.142655	6.1966414	6.08762	6.0868483	6.1945424	6.21659	6.2382417	6.363297	6.1799793	6.23216	6.146243	6.3731422	6.515844	6.328005	6.4650116	6.1919	6.159849	6.250721
150094	10.35095	10.440197	9.12175	9.967574	10.797729	10.782864	10.717281	9.728297	8.134813	9.495927	8.838085	9.721111	9.221501	9.105323	10.448425	9.967574	9.6124	9.961257	9.825823	8.561166	10.4292755	11.008667	9.1974945	9.150113
