GSM2367567	GSM2367568	GSM2367569	GSM2367570	GSM2367571	GSM2367572	GSM2367573	GSM2367574
3783	6.1379037	6.0651484	5.895507	6.042549	6.4199243	6.1945796	6.043147	6.1983852
3786	6.2260222	6.255272	6.114994	6.3779693	6.275992	6.2058372	6.028063	6.301203
378884	5.8641663	5.790601	5.9521103	5.96133	5.7487507	5.948335	5.848129	5.611231
379	7.74923	7.2344766	6.539156	6.7452426	7.5570707	7.2787933	7.689787	7.1417875
3790	6.0766892	6.2736077	6.207361	5.9470744	6.023789	6.14533	5.9483614	5.863807
3795	10.0427265	9.689886	10.155914	10.066398	10.041227	9.907892	9.979431	9.777422
3796	6.5424366	6.4362035	6.516646	6.618021	6.7153263	6.8233047	6.9791822	6.87078
38	13.095438	12.907833	13.530594	13.3151245	13.503182	13.591068	13.278048	13.3151245
381	9.685196	9.631079	9.722341	9.789788	9.885644	9.382598	9.610032	9.468495
3815	6.3576107	6.519459	6.2472396	6.4102736	6.30426	6.4640503	6.4954906	6.2691207
3816	6.0531173	5.910863	6.099058	6.002566	6.1242747	6.053829	6.0107837	6.0176473
3818	11.399206	11.154051	11.30769	11.461751	11.421409	11.516972	11.320801	10.972434
3822	5.95562	5.874664	5.8121157	5.9914293	5.8940377	5.7210484	5.892313	5.980104
3823	5.920567	5.9208302	5.972664	5.9232717	5.8949676	5.854339	5.9188633	6.0828485
383	12.64122	12.724396	12.300904	12.038263	12.583604	12.6250305	12.57758	12.340424
3831	6.95973	7.0717864	7.289376	7.2166386	7.500382	7.111156	7.18718	7.4329944
3832	6.2041836	6.018783	6.1005282	6.057198	6.047984	6.23725	6.1086993	6.123079
3833	6.109708	5.980718	6.2049246	6.1139007	6.103813	6.0839353	5.8922763	6.0155025
3836	8.211123	8.172697	8.172988	8.282303	8.703898	8.646082	8.290501	8.192749
3838	6.2524366	6.0506716	6.035638	6.2111006	6.1361465	6.149579	6.1369576	6.3743286
3839	7.749441	7.6320004	7.87368	7.74923	7.7357616	8.038753	7.430532	7.985769
384	6.3341017	6.6392775	6.3226676	6.2473726	6.573711	6.0467267	6.5753684	6.577156
3840	8.530231	8.724086	8.665023	8.523824	8.572188	9.022558	8.80389	9.0355015
3841	6.2464147	6.1627464	6.1535816	6.2994423	6.1931553	6.118104	6.1936216	6.1972995
3842	6.801352	6.8555064	6.725641	6.5183372	6.195585	6.625285	6.845192	6.8304935
3843	7.674708	7.528221	7.481034	7.730055	7.671989	7.6327977	7.649974	7.3787556
3845	7.8612385	8.330656	8.0531845	7.7477236	8.178021	8.101944	7.8116374	8.173954
3848	5.8474603	5.860927	5.6449485	5.8910728	5.854352	5.833756	6.020846	5.908856
3850	5.970223	6.0486174	6.0385323	6.2227097	6.220689	6.2639036	6.262358	6.1200166
3857	6.5917273	6.401511	6.4568486	6.5308437	6.2387853	6.346202	6.442132	6.416357
386678	6.101889	6.207277	5.9392858	5.943628	6.227685	6.069997	5.91586	6.0541124
386757	6.151943	6.0132184	6.1747484	5.922298	6.296257	6.3552465	6.3293223	6.290077
387	10.819623	10.874463	10.974931	10.947128	10.809513	10.970113	10.970113	11.110684
387036	8.7206545	9.055145	8.75577	8.648459	8.682295	8.912301	8.9499855	8.975056
387066	9.33974	9.169939	9.058099	9.222017	9.681582	8.681026	9.336163	9.695374
387103	6.668584	6.545309	6.5499825	6.4872026	6.7212873	6.6578803	6.6704564	6.5932374
387104	5.9648824	5.936002	5.931511	6.0046234	5.9430075	5.9381437	5.90329	5.87416
387129	7.104554	6.9734373	7.3392634	7.175509	6.776794	7.0411334	6.943645	6.8581834
387263	6.659631	6.795129	6.268534	6.444614	6.2428284	6.8662114	6.580977	6.8110957
387264	5.7761264	5.9960437	5.890567	5.967585	5.6788516	5.723941	6.071874	5.8439918
387338	7.770132	8.059424	7.94022	7.679686	7.9852057	7.913366	8.152785	8.02153
3875	6.3903413	6.1408725	6.2505875	6.239806	6.15105	6.0899124	6.2859244	6.4199243
387509	6.2241607	6.417358	6.1613164	6.202423	6.2064924	6.336838	6.124653	6.321273
387521	8.430663	8.348196	8.254319	8.262809	8.335245	8.195954	8.418634	8.502413
387597	5.7094398	5.7144804	6.066234	5.7884946	5.923219	5.838877	5.980379	5.753868
387601	8.254319	7.621322	8.5899105	8.391133	8.420078	8.559699	7.9872813	7.781218
387680	6.532935	6.9051895	6.715012	6.733819	6.712121	6.7354054	6.5650773	6.5410933
387763	10.828886	11.489273	10.19863	9.71748	9.27313	9.566526	11.020291	10.584649
387775	7.5599074	8.282936	8.253487	8.303445	8.449825	7.3789744	8.668243	7.4857125
387923	7.4093246	7.4153423	7.571054	7.79905	7.3576803	7.436665	7.509638	7.411489
387978	5.7643523	5.8186297	5.728332	5.9803414	5.8530455	5.871351	5.851267	5.8884935
388	10.0442095	10.134144	9.633313	9.713301	10.05435	10.063396	10.262609	9.940449
3880	6.7443066	6.6397247	7.2880507	6.869362	6.4814253	6.784262	6.681577	6.8061323
388121	6.5489087	6.8056703	6.3480816	6.4455733	6.262714	6.1950917	6.738149	6.497291
388228	6.162836	6.1099596	6.362228	6.258933	6.170799	6.0150266	6.210905	6.12673
388272	8.921686	8.045097	8.554604	8.72221	7.7947927	8.122629	8.346812	8.172053
388323	8.211817	7.32725	7.7199025	7.920681	8.041476	7.8791127	7.4463744	7.963997
388325	7.8528023	7.5182037	7.808753	7.4307795	8.051629	7.388449	7.905107	7.4673395
388327	6.3321047	6.1055427	5.9084153	5.9127007	5.960311	6.4100246	6.025295	6.5114965
388335	6.8500943	6.905759	6.924631	6.7685614	6.8965592	6.825859	6.8323927	6.5313005
388336	5.895597	6.011089	5.879564	5.9526706	6.183283	5.991215	5.818932	5.9961867
388364	6.4715867	6.55806	6.260106	6.289854	6.2644143	6.1684494	6.405083	6.293261
388372	9.542421	10.972434	10.256404	8.85966	9.042043	9.710957	9.763872	10.123606
388394	5.9352694	6.220158	5.797462	6.2688956	6.106978	5.9529915	5.995268	6.219355
388403	9.908599	8.954802	9.5912895	9.303805	9.0308	8.6830015	8.926903	8.819253
388407	6.0957613	6.0804877	6.000743	6.0316176	5.9819465	6.005541	6.20851	6.1703615
388524	5.9959064	6.0359187	6.246787	6.063703	6.127501	6.0237756	6.176874	5.9708877
388533	5.9374747	6.020011	6.017051	6.023027	6.0323997	5.8590236	5.9125805	5.967113
388552	6.064257	5.871047	6.0111623	6.0209184	5.966207	5.837804	5.916595	5.971934
388558	6.0500093	6.0898533	5.9818063	5.8622284	5.9040112	5.9729958	5.993238	5.864085
388581	6.338228	6.2750525	6.1860023	6.1914597	6.16336	5.935991	6.275884	6.058478
388585	6.083335	6.009689	5.9829526	6.1410336	6.1513343	6.139763	6.058065	6.122738
388591	5.899146	5.9945755	5.953744	6.027814	5.8994746	6.166909	5.9324036	6.0670776
388595	8.279016	8.224553	7.8625913	8.829865	8.861834	8.282303	8.177621	8.213761
388610	6.6834764	7.3414	7.2970023	7.1190786	6.769233	6.888505	7.156609	6.9652467
388650	6.8278103	6.772716	6.533049	6.732883	6.808498	6.478301	6.9957886	6.5693398
388677	6.035107	5.7015376	5.765387	5.8966947	5.705708	5.9056115	5.9470973	5.976103
388695	6.6189747	6.713026	6.8155537	6.735067	6.234137	6.369195	6.6218605	6.257146
388714	7.174178	7.2923174	7.396278	7.36049	7.017409	6.9610677	7.181239	7.00702
388743	5.983075	5.8831816	5.927982	5.8615375	6.0113344	6.169743	6.026766	5.7710915
388753	6.764937	6.741794	6.8483453	7.1779714	6.9095426	7.249712	6.8729906	6.8916893
388789	9.907892	9.76923	9.762675	9.862776	9.6703415	9.802621	9.762073	9.387278
388815	7.4698586	7.3561006	7.268365	7.0843	7.1970983	7.203187	7.321933	7.145885
3889	6.1295943	6.2654843	6.405959	6.41454	6.365376	6.341886	6.43253	6.2357225
388951	5.838225	5.9048553	6.1047177	5.9950852	5.696814	5.8604107	5.678025	5.712716
388962	10.19863	10.164299	10.289491	10.212046	10.140442	10.4653015	9.959909	10.17555
389	9.187668	9.149133	9.000675	8.929533	8.978135	8.807664	9.046679	8.766645
389015	7.221794	7.1670904	6.664162	6.9762735	6.7392683	6.8651276	6.8329244	6.8747916
389058	6.2533145	5.9704466	6.210642	6.3328056	6.4100246	6.4646187	6.378455	6.221265
389084	9.019324	8.19307	8.182167	8.731568	9.438952	8.806447	8.758413	7.914852
389119	6.4686527	6.5291038	6.6206493	6.884147	6.370671	6.820154	6.5304995	6.7030244
389289	7.183775	7.4017634	7.7782083	7.637907	7.182269	7.119888	7.5249786	6.847377
389421	5.6991997	5.564727	5.7090144	5.387493	6.2233324	5.811783	5.891361	5.626865
389432	7.0295715	7.7225537	6.6681514	6.869029	7.0156074	7.3443623	7.291626	7.9294195
389434	8.22099	8.251568	7.939624	8.218705	7.928472	8.667874	8.672539	8.52794
389524	6.290595	6.3881674	6.1651587	6.260459	6.480484	6.2745233	6.2659426	6.157522
389541	9.618604	8.939302	9.239508	9.120302	9.444668	9.052833	9.112197	8.865488
389549	5.8601384	5.886172	5.89494	5.7979946	5.8252225	6.139274	6.002196	5.8375697
389558	6.56816	6.8286695	6.706388	6.577286	6.473688	6.645589	6.7961	6.6108437
389643	6.6897545	6.4603972	6.4594326	6.450391	6.4881363	6.5724955	6.293318	6.5977345
389658	6.248763	6.322145	6.6356506	6.537308	6.3929195	6.494733	6.178199	6.1919384
389677	6.8714337	6.926417	7.123885	6.9641294	7.1998353	7.2231116	6.7625794	6.950232
389690	5.8927655	5.952027	5.894237	5.96056	6.0735083	5.8922105	5.971458	5.774904
389692	6.8890395	6.984269	6.888136	6.8542566	7.14874	6.9997287	6.9079113	7.0411334
389816	6.0744424	6.170427	6.0071936	6.297801	5.9212937	5.699923	6.0154243	6.132935
389840	6.117119	6.1538234	6.093486	6.0871263	6.037631	6.1592402	6.0507545	6.1984663
389856	6.13127	6.072138	5.978926	6.001009	6.036732	6.052858	6.159995	6.1262736
389860	5.7948174	5.5652328	5.8022575	5.7831817	5.8657737	5.997733	5.7530894	5.6115127
389941	6.030138	6.041178	6.0897923	6.1787186	5.869792	6.020011	6.2407913	6.1149435
39	6.266049	5.87946	6.0189805	6.1765823	6.1086993	6.118818	6.114586	6.121054
390	10.255569	11.208267	10.515675	10.611011	9.993605	11.107824	11.229488	10.953286
390152	6.0848765	5.960431	5.855498	5.9870644	6.16418	5.9989185	6.0100937	6.043232
390191	5.970989	5.8788676	5.877019	5.9090767	5.9132695	6.02239	5.9348173	5.988003
390197	6.2750525	6.1731167	5.994248	6.0126257	6.1822605	6.1067877	5.911112	6.125684
390275	5.857711	5.986934	5.600669	5.8307753	5.9135575	5.962777	5.8991227	5.8262167
3903	6.32866	6.491651	6.488439	6.389913	6.398795	6.365547	6.696789	6.3237033
390792	6.1696105	6.0620785	5.9701214	5.817446	6.0027857	5.823077	5.8920956	5.811366
3908	6.8651276	7.6327977	7.601536	7.2509055	6.779186	6.8476954	6.976897	7.0007033
3909	5.9743714	5.8010993	6.186038	6.155926	6.1496706	6.2272873	6.0538135	6.0935826
391	9.4512415	9.371969	9.577265	9.501048	9.83715	9.208426	9.4157915	9.327533
3910	6.244854	6.0003614	6.150762	6.229686	6.1499386	6.2764792	6.3161793	6.1254687
391004	5.940162	6.0479016	6.047038	5.8973017	5.886604	5.9235272	5.8378344	5.947575
391037	6.0365543	6.249576	5.979815	6.091029	6.0873766	6.1460743	6.136562	6.1635647
3911	9.413348	10.0244875	10.77699	10.135614	9.964167	10.196377	10.08855	10.572529
391123	5.8795514	5.85929	5.8936286	5.9533343	5.7991447	5.8606005	5.9347677	5.7229104
3912	5.88666	6.0647798	6.008515	6.044433	6.286975	6.113313	6.1544814	6.049354
391257	6.1050463	6.257146	6.078138	6.116648	5.99558	6.1150365	6.130989	6.0433316
3914	5.9323072	5.8014855	5.836011	5.7937174	5.8315454	6.000982	5.9773474	5.732955
3915	8.674875	9.33974	9.450657	9.817502	9.198865	9.290091	9.477769	9.454593
3916	12.116118	12.018609	12.332673	12.3934555	12.359213	12.171227	12.123636	12.342822
3921	5.738659	5.977373	5.900229	5.791334	5.871973	5.759624	5.9245987	5.908195
392255	5.767985	5.777625	5.681405	5.78308	5.925757	5.9620433	5.751426	5.924512
3925	6.72946	6.7240167	6.8320146	7.107459	6.842178	6.9197226	6.969538	6.767669
392636	8.440697	8.116013	8.513515	8.756121	8.461274	8.6141205	8.584922	8.052867
3927	11.823838	12.038263	12.109012	12.171227	11.961666	12.109012	12.090119	11.921495
392862	5.927425	6.098288	6.1138306	5.986382	6.00598	5.9426236	5.9074407	5.9493394
3929	12.44604	12.237222	12.690937	12.229528	12.657106	12.131368	12.367264	13.339644
393	7.7698874	7.7454314	8.335938	7.913366	7.814912	7.423974	7.826274	7.5723686
3930	7.121855	7.4659348	7.323612	7.345285	6.905378	7.4227057	7.5262704	7.567261
3931	10.322711	10.043551	9.83715	10.2903185	10.455043	10.215815	9.873314	10.023676
3932	6.3435564	6.1405044	6.447514	6.212145	6.0876017	6.3276796	6.302282	6.3151784
3933	5.966127	6.004272	5.7115946	5.7345543	5.960431	5.9101577	5.904945	5.9137497
3936	11.138917	11.211331	11.63195	11.328349	11.618522	11.600808	11.48109	11.382824
3937	6.651991	6.5693398	6.3248124	6.564944	6.469914	6.5742435	6.610224	6.7449365
3939	13.091461	13.04754	12.879119	12.867538	12.907833	13.03909	13.066858	13.45992
3945	8.384962	8.146848	8.327935	8.443286	8.163779	8.433859	8.487295	7.959321
3949	12.987784	12.918996	11.963822	11.42979	11.629756	11.49289	12.490888	11.757739
3953	10.38778	9.583823	9.078287	10.4476	9.302338	8.725469	9.447927	9.118798
3956	11.0687065	10.701442	11.287963	11.212994	11.6025	12.08279	11.225104	10.900215
3957	6.161439	6.3121715	6.5913796	6.4705315	6.1757426	6.8395424	6.087811	6.1723747
3958	6.599435	6.8995523	6.7292933	6.785106	6.6373124	6.8160653	7.3005304	6.678199
3959	9.839765	9.416322	9.703122	9.710957	9.6124	9.647033	9.703678	9.080633
396	9.108983	9.543109	9.14243	9.054635	9.59491	9.135502	9.3314905	9.429744
3960	9.271604	9.774973	10.752214	9.5418215	10.219087	10.086473	9.381586	10.38778
3964	5.9606814	5.645753	5.6852407	5.6645308	5.9178705	5.6819806	5.684855	6.076253
3965	6.3306026	6.3049765	6.417287	5.9908004	6.487513	6.297801	6.356354	6.41036
3975	6.178231	6.421798	6.30078	6.378985	6.114586	6.0685673	6.158706	6.1998944
3977	6.6753244	7.0055118	7.107828	7.1109643	6.9732404	7.273427	7.419028	7.0351605
3978	6.974244	7.3985066	7.4027905	7.2067885	7.1559124	7.0250764	6.748027	6.995978
398	6.4818454	6.6734767	6.638575	6.776607	6.644393	6.473905	6.64111	6.447905
3980	7.1557193	7.0944357	6.987021	6.8910065	7.4815555	7.216377	7.140753	7.0859284
3983	6.285376	6.5799303	6.6178875	6.4578357	6.4096694	6.259086	6.316051	6.5639877
3987	8.724738	9.042547	8.963098	8.160911	8.77331	9.109977	9.242084	9.212106
3990	11.675204	11.392084	11.859741	11.235346	11.722783	11.773553	11.591477	10.491528
3993	6.397402	6.21398	6.2233677	6.222787	6.4943376	6.527583	6.3715806	6.270309
3995	5.9689875	5.895173	6.105705	5.8105993	5.8118324	5.838891	5.9331126	5.9783816
399512	5.979722	6.2346296	6.071732	6.0559335	6.202088	6.163507	6.0496483	6.1229553
3996	7.1628118	7.326851	7.7306304	7.915743	7.274525	7.269313	7.1727376	7.291626
399664	5.786524	5.798824	5.8424916	5.76579	5.75047	5.811663	5.7397757	5.7168975
399687	7.438337	7.6935	7.387938	7.6749864	7.816318	7.67791	7.8165784	7.978817
3998	7.0815306	6.499804	6.753807	7.016638	6.822469	7.1020203	6.712553	6.57474
399818	6.0434113	6.054399	6.1900315	6.083635	6.3592935	5.9560966	6.1778054	6.212864
399888	6.104961	5.9912577	5.932443	6.1726537	6.316051	6.124749	6.051375	6.131376
399909	7.403884	7.428655	7.550287	7.698674	7.6863213	7.6018076	7.5806003	7.70957
399979	7.364362	7.531053	7.517742	7.4909315	7.942298	8.039665	7.5599074	7.855889
40	5.948542	6.203268	6.1844087	6.2377787	6.22606	6.2632866	6.1102533	6.0625057
4000	9.11836	9.030325	8.224252	8.1630945	8.349596	8.324065	8.659957	8.599186
400027	8.135101	8.392914	8.4891405	8.701191	8.11809	8.488368	8.200769	8.176949
4001	5.8460197	6.210684	5.807713	6.0024858	6.132751	5.772976	6.0361996	6.0795636
400258	6.2797008	6.621043	6.5200305	6.5243163	6.6671896	6.424885	7.2519655	6.725331
400322	6.111811	6.1928105	6.1333876	6.2583838	6.227075	6.451444	6.178401	6.0656238
400451	7.196438	7.8919578	7.4315186	7.47959	6.999905	7.214638	7.2019787	7.704319
4005	8.004069	7.974561	8.203573	8.084072	8.002005	7.9817886	8.08784	8.035456
400506	6.237172	6.0088687	6.163331	6.4812117	6.239806	6.2995057	6.0287876	6.4158406
400569	6.5340295	6.328132	6.1733522	6.414077	6.45059	6.175676	5.9935308	6.517212
400578	8.133473	9.039296	6.4562526	6.1471925	6.3078136	6.702743	6.8403983	7.5667224
400720	7.1653214	6.561673	6.8407283	6.856373	6.992344	6.792114	6.803347	6.8904305
400745	7.1938057	7.3104296	6.7425966	7.2783575	7.188269	6.980522	7.246889	6.975156
4008	7.4840508	6.78654	7.173353	6.8455267	7.1537538	7.356323	6.724593	6.9667435
400804	5.7572737	6.0133343	6.012383	5.908449	6.0323257	5.9353075	6.121677	5.864602
401	6.0301895	6.139951	5.9000373	6.1237454	5.848116	6.2559247	6.0841312	6.0979033
4010	6.411919	6.2593846	6.3254433	6.2957115	6.3800535	6.2518783	6.2154255	6.386051
401152	9.515355	9.032643	9.320684	9.280222	9.416809	9.326035	9.485772	9.460836
401190	6.3220177	6.5972047	6.877969	6.829197	6.468554	6.752662	6.8247957	6.6087413
4012	6.1366854	6.0772953	5.9289155	6.215986	6.1375713	6.2049637	6.050737	6.0301094
401236	6.281376	6.4761357	6.3372283	6.348009	6.3256917	6.3377957	6.291295	6.227895
401251	6.268286	6.152859	6.4963465	6.0974507	6.230361	6.1632648	6.229294	6.3724985
4013	6.093683	6.0117426	6.2496305	6.4119954	5.8783994	6.2394004	6.033177	6.546248
401303	6.189313	6.172502	6.2115474	6.2474594	6.403702	6.239763	6.2980466	6.1742296
401474	6.591997	6.7068105	6.6132364	6.46769	6.5256863	6.35411	6.589156	6.4101777
401494	9.061768	9.471762	9.252368	9.194186	9.075491	8.787115	9.650175	9.225774
401535	5.995796	5.869125	5.8854733	5.8790665	5.9736857	5.8486238	6.007074	6.0611854
401541	6.0906796	6.026542	6.1902194	6.042674	6.2112203	6.2506785	6.2410746	6.227204
4016	5.969489	5.924852	6.0123687	5.992014	5.9342427	5.774419	5.851254	5.8811326
401647	5.929575	6.071366	6.044726	5.8500915	5.818043	5.8814692	5.8600235	5.787514
401720	6.324069	7.1559124	6.9552617	7.2766767	6.872086	6.6960783	7.107828	7.563933
4018	11.642978	11.054492	11.455444	11.724728	11.334907	11.50722	11.515355	11.851691
401884	6.4874225	6.592469	6.8826375	6.8913426	6.527459	6.6178875	6.7197604	6.4612985
402	8.913172	9.317969	9.29273	9.314354	9.342546	8.830235	9.183853	8.758793
402569	5.8656235	5.8579392	5.6992817	5.8100653	5.7026124	5.849053	5.615259	5.940802
4026	10.301676	11.126933	11.013625	10.824324	10.560927	10.270816	10.879947	10.786062
403	6.5492535	6.4556813	6.400251	6.7520237	6.43942	6.4459496	6.4581347	6.3758144
403257	6.2625003	6.5208774	6.2898064	6.25597	6.1301723	6.2653284	6.0526643	6.4504924
403278	6.6678715	6.310814	6.1877403	6.8744216	6.7344766	6.2120657	6.188683	6.454273
4033	6.5932374	6.584455	6.869895	6.790816	6.900246	6.9173036	6.6462784	6.725183
403313	8.371499	8.286424	8.145852	8.1907625	8.389438	8.492283	8.232669	8.676796
403341	7.472694	7.1003685	7.1020203	7.3766513	7.4649386	7.593147	7.2903013	7.236733
4035	7.1383944	6.8916893	7.0081105	7.2631755	7.2166386	6.9051895	7.0722423	7.6981397
4038	5.771575	5.9484906	5.9145927	5.9173365	5.8130713	5.9446454	5.7963033	5.916101
4040	6.666888	6.9327936	6.6462784	6.481319	6.3716574	6.321004	6.5687213	6.459815
404037	6.842178	6.7860484	7.3627462	6.807648	7.407418	7.4496684	7.2200413	6.9814386
404093	8.318574	8.316422	8.565586	8.286056	8.332748	8.255705	8.3275795	8.335245
4041	6.8533897	6.8925986	6.879085	6.686566	6.905759	6.863322	6.728676	7.389079
404217	6.104343	5.611762	5.9834166	5.9784245	5.9506907	5.7378063	5.7615137	5.6412435
4045	6.051676	6.09943	6.0374656	6.1953964	6.0435424	5.9000144	5.9445844	5.9768963
4046	5.6610603	5.552738	5.6523647	5.576824	5.8611674	5.9231563	6.001766	5.974433
404672	10.54631	10.30234	10.450455	10.448425	10.189581	10.185664	10.299416	10.007198
404734	6.2199907	6.3750706	6.340501	6.2325044	6.544281	6.476344	6.450391	6.2764792
4048	9.71275	9.869853	10.1302805	10.270816	10.2684	10.10318	9.725399	9.904589
4049	6.197337	6.3276205	6.3170667	6.544281	6.37283	6.331438	6.4553027	6.1404743
4054	5.970761	6.0138264	5.867261	6.005302	6.287751	5.8572345	5.8523555	5.990696
4056	6.6188254	7.190454	7.0122232	6.929496	6.5355797	7.029157	7.1101904	6.8290434
4058	5.050533	5.599522	5.77974	5.833333	6.3063426	6.231991	5.6930933	6.2286744
4059	6.088927	5.99643	6.0410404	6.0111313	5.851989	6.094042	6.0670776	6.1685843
4060	5.960238	6.263105	6.408194	6.4075093	6.1349487	6.262816	6.1560783	6.4100246
4061	11.639208	11.57297	11.983836	12.168509	11.529769	11.191357	12.111457	11.646649
4062	5.9204507	5.885171	5.928864	6.0680513	5.8099437	5.722158	5.939351	5.9629807
4063	6.2818885	6.411638	6.983326	6.120253	6.1601086	5.9643664	6.3375325	6.1523967
4068	6.5245395	6.7675133	7.2478347	6.8747916	6.7900524	6.3430076	6.6439457	6.4682198
4069	7.9079976	8.160911	8.255705	7.8881316	7.6421084	7.3744097	8.247868	7.516025
4070	8.033351	8.343185	8.195268	7.8640347	7.3312593	7.4164414	7.4544907	7.300086
4072	5.940136	5.716691	6.0289993	5.799291	5.961174	5.785878	5.839325	5.8754973
4074	9.288664	8.959472	9.147774	9.291593	9.189665	9.233496	9.4837885	9.268563
4076	7.234924	7.3746696	7.3502617	7.5928645	7.7024693	7.841477	7.4757166	7.5093675
407835	8.256981	8.136735	8.185644	8.284684	8.476461	8.085734	8.232301	8.421899
407977	6.1330104	6.0955663	6.1388803	6.2703547	6.1979527	6.3085585	6.174681	6.0433965
408	7.821443	7.773601	7.8481417	7.7446623	7.962798	7.7022014	7.8243423	7.6330557
4081	5.925293	5.757299	5.981536	5.884546	5.9857264	6.017492	6.1534643	6.0858474
4082	9.89855	10.339169	10.498278	10.174759	9.991484	10.225545	9.997108	9.827667
408263	5.9509244	6.098106	6.0149665	6.0316334	6.024935	5.9016366	6.092108	5.9442744
4085	6.271327	6.0999675	6.2976866	6.258979	6.0456867	6.425612	6.148738	6.095779
4087	6.522481	6.5721107	6.5735955	6.4652066	6.670594	6.508142	6.4646187	6.426033
4088	7.96484	8.292902	8.172697	7.9978366	8.128934	7.9568405	8.045695	7.89436
4089	8.694858	9.121237	9.0340805	8.93383	8.741305	9.122659	8.81016	9.001152
409	6.0153093	6.0261383	6.044743	6.053724	6.0744257	6.0446706	6.0799856	6.168973
4090	8.85604	8.71677	9.406587	9.123101	8.915495	9.44407	9.101702	9.363582
4091	7.9715195	8.434571	8.650956	8.734216	7.892583	8.85879	8.511148	8.81016
4092	6.124864	6.275705	6.2326703	6.451927	6.0869627	6.7187304	6.151671	6.448454
4094	9.890087	9.612908	9.995689	9.758423	9.683364	9.80739	10.058874	9.708625
4097	6.6893487	6.6555667	6.897152	6.669296	6.8327665	6.512505	6.6786494	6.6175065
41	6.0217876	6.043479	6.049717	6.288025	6.0037	6.030928	5.9499464	5.8292027
410	8.02613	7.3764405	7.7357616	8.047258	7.79905	7.6741996	7.959909	8.136494
4100	5.973716	5.960311	6.1153736	5.84793	5.9651275	6.020947	5.841772	5.8804255
4102	5.8506994	6.012327	5.9903746	6.0575056	6.1962385	5.9579177	6.0229235	5.9152374
4103	6.0562787	6.1913557	6.1214395	6.027757	6.162293	5.958192	6.1107755	6.0404425
411	5.857823	5.821073	5.799539	5.8623853	5.8218746	6.079743	5.7220902	6.0884905
4121	8.402502	8.249834	8.525955	8.39184	8.180024	8.768145	8.324403	8.808574
4122	7.2189116	7.4774265	7.2903013	7.5047946	7.435111	7.5336485	7.7365584	7.785369
4123	8.490352	9.01043	8.472699	8.459587	8.597028	8.257655	8.4020815	8.984223
4124	9.168458	9.165954	9.585485	9.308922	9.423597	9.477308	9.436786	9.680314
4125	8.140256	7.2653646	8.207223	7.436665	7.7201867	7.552019	7.4487133	7.8584485
4129	9.559337	9.835078	9.477308	9.665973	9.640306	9.511938	9.476102	9.526402
4133	6.107775	6.3315973	6.276115	6.1036096	6.075567	6.0316496	6.155143	6.090197
4134	6.8611817	6.928446	6.813114	6.7633696	6.7906623	6.540839	6.6189747	6.959191
4135	6.1113076	6.102419	5.907613	5.9393744	5.9823103	6.047406	5.937094	6.0477324
4140	6.685526	7.054313	6.968433	6.832576	7.0808935	7.052532	7.1563935	7.135271
414062	9.630564	11.673521	10.426572	9.366669	9.985847	9.583181	9.907892	11.323609
4141	6.7929544	7.013569	6.7754984	6.6599345	6.7640324	7.081337	6.7740717	7.2035627
4143	12.090119	11.629756	11.316025	11.705212	11.670003	11.564364	11.811203	12.186916
414301	5.8257666	5.998534	5.92804	5.9662347	6.1765146	6.255617	5.949733	6.0389557
414328	10.809513	10.40557	10.124225	10.655131	10.415147	10.426572	10.064094	10.077164
414351	5.921737	5.943438	5.896791	6.0496483	5.96139	5.9921007	5.851875	5.979022
4144	11.351988	11.905874	11.571291	11.050638	11.61326	11.342964	11.884844	12.173406
4148	5.9292603	5.7921147	6.092557	5.852299	5.939311	5.868993	5.9260507	5.920538
4149	6.7457175	6.9526973	7.1902514	7.056129	7.038533	7.0451965	6.982334	6.802998
414918	7.1446004	7.133765	7.654174	7.325475	7.3063517	6.9807086	7.2382703	7.2351313
415	8.063984	8.611618	7.652244	8.06996	7.9790688	8.061449	7.832766	8.086705
415116	6.529446	5.9858356	5.8516774	5.965427	6.0236425	5.8304152	6.1032596	6.353948
4152	7.367232	7.2587976	7.418105	7.3609824	7.762897	7.460485	7.4262323	7.729817
4153	10.981756	10.021469	10.981756	11.437318	10.924775	11.937951	9.479665	11.368939
4154	8.363168	8.539901	8.588831	8.049492	8.101944	8.3778715	8.131132	8.340004
416	6.4406033	7.073564	5.8816786	6.7940946	6.136798	6.4026356	6.7685614	6.294914
4162	5.679347	5.5999827	5.811182	5.7820387	5.5807147	5.7165866	5.578133	5.6933084
4163	7.0081105	6.97233	6.5690665	6.530271	6.698902	6.565548	6.882805	6.732883
417	6.0950036	5.9306808	6.078176	6.0483804	6.007247	5.9911857	5.9226584	6.229647
4170	10.932449	11.616817	10.45696	10.1463585	10.764934	10.492525	11.482671	10.999882
4171	6.749443	6.5025234	6.5744815	6.7558794	6.6846046	6.909707	6.3956537	6.9557934
4172	9.436786	9.324538	9.625823	9.781162	9.61527	9.436786	9.178987	9.628868
4173	7.4926004	7.440555	7.711229	7.7228656	7.5380793	7.464194	7.5952034	7.9321012
4174	7.354089	7.332607	7.325717	7.4011145	7.2279177	7.3182297	7.2587976	7.690272
4175	8.508154	8.52794	8.603217	8.91424	8.499174	8.670522	8.308742	9.009483
4176	9.641376	9.60097	9.814365	9.831798	9.71275	9.637923	9.530173	10.015162
